Date,Morgan Keegan
2008-06-27,0
2008-06-28,0
2008-06-29,0
2008-06-30,0
2008-07-01,0
2008-07-02,0
2008-07-03,0
2008-07-04,0
2008-07-05,0
2008-07-06,0
2008-07-07,0
2008-07-08,0
2008-07-09,0
2008-07-10,0
2008-07-11,0
2008-07-12,0
2008-07-13,0
2008-07-14,0
2008-07-15,0
2008-07-16,0
2008-07-17,0
2008-07-18,0
2008-07-19,0
2008-07-20,0
2008-07-21,0
2008-07-22,0
2008-07-23,0
2008-07-24,0
2008-07-25,0
2008-07-26,0
2008-07-27,0
2008-07-28,0
2008-07-29,0
2008-07-30,0
2008-07-31,0
2008-08-01,0
2008-08-02,2
2008-08-03,5
2008-08-04,7
2008-08-05,10
2008-08-06,12
2008-08-07,15
2008-08-08,17
2008-08-09,20
2008-08-10,22
2008-08-11,25
2008-08-12,27
2008-08-13,30
2008-08-14,32
2008-08-15,35
2008-08-16,37
2008-08-17,40
2008-08-18,42
2008-08-19,45
2008-08-20,47
2008-08-21,50
2008-08-22,52
2008-08-23,55
2008-08-24,57
2008-08-25,60
2008-08-26,62
2008-08-27,65
2008-08-28,67
2008-08-29,70
2008-08-30,72
2008-08-31,75
2008-09-01,78
2008-09-02,78
2008-09-03,79
2008-09-04,79
2008-09-05,80
2008-09-06,80
2008-09-07,81
2008-09-08,81
2008-09-09,82
2008-09-10,82
2008-09-11,83
2008-09-12,83
2008-09-13,84
2008-09-14,84
2008-09-15,85
2008-09-16,85
2008-09-17,86
2008-09-18,86
2008-09-19,87
2008-09-20,87
2008-09-21,88
2008-09-22,88
2008-09-23,89
2008-09-24,89
2008-09-25,90
2008-09-26,90
2008-09-27,91
2008-09-28,91
2008-09-29,92
2008-09-30,92
2008-10-01,93
2008-10-02,92
2008-10-03,92
2008-10-04,92
2008-10-05,92
2008-10-06,92
2008-10-07,91
2008-10-08,91
2008-10-09,91
2008-10-10,91
2008-10-11,91
2008-10-12,90
2008-10-13,90
2008-10-14,90
2008-10-15,90
2008-10-16,90
2008-10-17,89
2008-10-18,89
2008-10-19,89
2008-10-20,89
2008-10-21,89
2008-10-22,88
2008-10-23,88
2008-10-24,88
2008-10-25,88
2008-10-26,88
2008-10-27,87
2008-10-28,87
2008-10-29,87
2008-10-30,87
2008-10-31,87
2008-11-01,87
2008-11-02,87
2008-11-03,87
2008-11-04,87
2008-11-05,87
2008-11-06,87
2008-11-07,87
2008-11-08,87
2008-11-09,87
2008-11-10,87
2008-11-11,87
2008-11-12,87
2008-11-13,87
2008-11-14,87
2008-11-15,87
2008-11-16,87
2008-11-17,87
2008-11-18,87
2008-11-19,87
2008-11-20,87
2008-11-21,87
2008-11-22,87
2008-11-23,87
2008-11-24,87
2008-11-25,87
2008-11-26,87
2008-11-27,87
2008-11-28,87
2008-11-29,87
2008-11-30,87
2008-12-01,87
2008-12-02,87
2008-12-03,87
2008-12-04,87
2008-12-05,87
2008-12-06,87
2008-12-07,87
2008-12-08,87
2008-12-09,87
2008-12-10,87
2008-12-11,87
2008-12-12,87
2008-12-13,87
2008-12-14,87
2008-12-15,87
2008-12-16,87
2008-12-17,87
2008-12-18,87
2008-12-19,87
2008-12-20,87
2008-12-21,87
2008-12-22,87
2008-12-23,87
2008-12-24,87
2008-12-25,87
2008-12-26,87
2008-12-27,87
2008-12-28,87
2008-12-29,87
2008-12-30,87
2008-12-31,87
2009-01-01,87
2009-01-02,87
2009-01-03,87
2009-01-04,87
2009-01-05,87
2009-01-06,87
2009-01-07,87
2009-01-08,87
2009-01-09,87
2009-01-10,87
2009-01-11,87
2009-01-12,87
2009-01-13,87
2009-01-14,87
2009-01-15,87
2009-01-16,87
2009-01-17,87
2009-01-18,87
2009-01-19,87
2009-01-20,87
2009-01-21,87
2009-01-22,87
2009-01-23,87
2009-01-24,87
2009-01-25,87
2009-01-26,87
2009-01-27,87
2009-01-28,87
2009-01-29,87
2009-01-30,87
2009-01-31,87
2009-02-01,87
2009-02-02,86
2009-02-03,85
2009-02-04,84
2009-02-05,83
2009-02-06,82
2009-02-07,81
2009-02-08,81
2009-02-09,80
2009-02-10,79
2009-02-11,78
2009-02-12,77
2009-02-13,76
2009-02-14,75
2009-02-15,75
2009-02-16,74
2009-02-17,73
2009-02-18,72
2009-02-19,71
2009-02-20,70
2009-02-21,69
2009-02-22,69
2009-02-23,68
2009-02-24,67
2009-02-25,66
2009-02-26,65
2009-02-27,64
2009-02-28,63
2009-03-01,63
2009-03-02,60
2009-03-03,58
2009-03-04,56
2009-03-05,54
2009-03-06,52
2009-03-07,50
2009-03-08,48
2009-03-09,46
2009-03-10,44
2009-03-11,42
2009-03-12,40
2009-03-13,38
2009-03-14,36
2009-03-15,34
2009-03-16,32
2009-03-17,30
2009-03-18,28
2009-03-19,26
2009-03-20,24
2009-03-21,22
2009-03-22,20
2009-03-23,18
2009-03-24,16
2009-03-25,14
2009-03-26,12
2009-03-27,10
2009-03-28,8
2009-03-29,6
2009-03-30,4
2009-03-31,2
2009-04-01,0
2009-04-02,0
2009-04-03,0
2009-04-04,0
2009-04-05,0
2009-04-06,0
2009-04-07,0
2009-04-08,0
2009-04-09,0
2009-04-10,0
2009-04-11,0
2009-04-12,0
2009-04-13,0
2009-04-14,0
2009-04-15,0
2009-04-16,0
2009-04-17,0
2009-04-18,0
2009-04-19,0
2009-04-20,0
2009-04-21,0
2009-04-22,0
2009-04-23,0
2009-04-24,0
2009-04-25,0
2009-04-26,0
2009-04-27,0
2009-04-28,0
2009-04-29,0
2009-04-30,0
2009-05-01,0
2009-05-02,0
2009-05-03,0
2009-05-04,0
2009-05-05,0
2009-05-06,0
2009-05-07,0
2009-05-08,0
2009-05-09,0
2009-05-10,0
2009-05-11,0
2009-05-12,0
2009-05-13,0
2009-05-14,0
2009-05-15,0
2009-05-16,0
2009-05-17,0
2009-05-18,0
2009-05-19,0
2009-05-20,0
2009-05-21,0
2009-05-22,0
2009-05-23,0
2009-05-24,0
2009-05-25,0
2009-05-26,0
2009-05-27,0
2009-05-28,0
2009-05-29,0
2009-05-30,0
2009-05-31,0
2009-06-01,0
2009-06-02,0
2009-06-03,0
2009-06-04,0
2009-06-05,0
2009-06-06,0
2009-06-07,0
2009-06-08,0
2009-06-09,0
2009-06-10,0
2009-06-11,0
2009-06-12,0
2009-06-13,0
2009-06-14,0
2009-06-15,0
2009-06-16,0
2009-06-17,0
2009-06-18,0
2009-06-19,0
2009-06-20,0
2009-06-21,0
2009-06-22,0
2009-06-23,0
2009-06-24,0
2009-06-25,0
2009-06-26,0
2009-06-27,0
2009-06-28,0
2009-06-29,0
2009-06-30,0
2009-07-01,0
2009-07-02,0
2009-07-03,0
2009-07-04,0
2009-07-05,0
2009-07-06,0
2009-07-07,0
2009-07-08,0
2009-07-09,0
2009-07-10,0
2009-07-11,0
2009-07-12,0
2009-07-13,0
2009-07-14,0
2009-07-15,0
2009-07-16,0
2009-07-17,0
2009-07-18,0
2009-07-19,0
2009-07-20,0
2009-07-21,0
2009-07-22,0
2009-07-23,0
2009-07-24,0
2009-07-25,0
2009-07-26,0
2009-07-27,0
2009-07-28,0
2009-07-29,0
2009-07-30,0
2009-07-31,0
2009-08-01,0
2009-08-02,0
2009-08-03,0
2009-08-04,0
2009-08-05,0
2009-08-06,0
2009-08-07,0
2009-08-08,0
2009-08-09,0
2009-08-10,0
2009-08-11,0
2009-08-12,0
2009-08-13,0
2009-08-14,0
2009-08-15,0
2009-08-16,0
2009-08-17,0
2009-08-18,0
2009-08-19,0
2009-08-20,0
2009-08-21,0
2009-08-22,0
2009-08-23,0
2009-08-24,0
2009-08-25,0
2009-08-26,0
2009-08-27,0
2009-08-28,0
2009-08-29,0
2009-08-30,0
2009-08-31,0
2009-09-01,0
2009-09-02,1
2009-09-03,3
2009-09-04,5
2009-09-05,7
2009-09-06,9
2009-09-07,11
2009-09-08,12
2009-09-09,14
2009-09-10,16
2009-09-11,18
2009-09-12,20
2009-09-13,22
2009-09-14,23
2009-09-15,25
2009-09-16,27
2009-09-17,29
2009-09-18,31
2009-09-19,33
2009-09-20,34
2009-09-21,36
2009-09-22,38
2009-09-23,40
2009-09-24,42
2009-09-25,44
2009-09-26,45
2009-09-27,47
2009-09-28,49
2009-09-29,51
2009-09-30,53
2009-10-01,55
2009-10-02,55
2009-10-03,55
2009-10-04,55
2009-10-05,55
2009-10-06,55
2009-10-07,55
2009-10-08,55
2009-10-09,55
2009-10-10,55
2009-10-11,55
2009-10-12,55
2009-10-13,55
2009-10-14,55
2009-10-15,55
2009-10-16,55
2009-10-17,55
2009-10-18,55
2009-10-19,55
2009-10-20,55
2009-10-21,55
2009-10-22,55
2009-10-23,55
2009-10-24,55
2009-10-25,55
2009-10-26,55
2009-10-27,55
2009-10-28,55
2009-10-29,55
2009-10-30,55
2009-10-31,55
2009-11-01,56
2009-11-02,56
2009-11-03,56
2009-11-04,56
2009-11-05,56
2009-11-06,56
2009-11-07,56
2009-11-08,56
2009-11-09,56
2009-11-10,56
2009-11-11,56
2009-11-12,56
2009-11-13,56
2009-11-14,56
2009-11-15,56
2009-11-16,56
2009-11-17,56
2009-11-18,56
2009-11-19,56
2009-11-20,56
2009-11-21,56
2009-11-22,56
2009-11-23,56
2009-11-24,56
2009-11-25,56
2009-11-26,56
2009-11-27,56
2009-11-28,56
2009-11-29,56
2009-11-30,56
2009-12-01,56
2009-12-02,54
2009-12-03,52
2009-12-04,50
2009-12-05,48
2009-12-06,46
2009-12-07,45
2009-12-08,43
2009-12-09,41
2009-12-10,39
2009-12-11,37
2009-12-12,36
2009-12-13,34
2009-12-14,32
2009-12-15,30
2009-12-16,28
2009-12-17,27
2009-12-18,25
2009-12-19,23
2009-12-20,21
2009-12-21,19
2009-12-22,18
2009-12-23,16
2009-12-24,14
2009-12-25,12
2009-12-26,10
2009-12-27,9
2009-12-28,7
2009-12-29,5
2009-12-30,3
2009-12-31,1
