Date,Robert W Baird
2011-06-16,0
2011-06-17,0
2011-06-18,0
2011-06-19,0
2011-06-20,0
2011-06-21,0
2011-06-22,0
2011-06-23,0
2011-06-24,0
2011-06-25,0
2011-06-26,0
2011-06-27,0
2011-06-28,0
2011-06-29,0
2011-06-30,0
2011-07-01,0
2011-07-02,0
2011-07-03,0
2011-07-04,0
2011-07-05,0
2011-07-06,0
2011-07-07,0
2011-07-08,0
2011-07-09,0
2011-07-10,0
2011-07-11,0
2011-07-12,0
2011-07-13,0
2011-07-14,0
2011-07-15,0
2011-07-16,0
2011-07-17,0
2011-07-18,0
2011-07-19,0
2011-07-20,0
2011-07-21,0
2011-07-22,0
2011-07-23,0
2011-07-24,0
2011-07-25,0
2011-07-26,0
2011-07-27,0
2011-07-28,0
2011-07-29,0
2011-07-30,0
2011-07-31,0
2011-08-01,0
2011-08-02,0
2011-08-03,0
2011-08-04,0
2011-08-05,0
2011-08-06,0
2011-08-07,0
2011-08-08,0
2011-08-09,0
2011-08-10,0
2011-08-11,0
2011-08-12,0
2011-08-13,0
2011-08-14,0
2011-08-15,0
2011-08-16,0
2011-08-17,0
2011-08-18,0
2011-08-19,0
2011-08-20,0
2011-08-21,0
2011-08-22,0
2011-08-23,0
2011-08-24,0
2011-08-25,0
2011-08-26,0
2011-08-27,0
2011-08-28,0
2011-08-29,0
2011-08-30,0
2011-08-31,0
2011-09-01,0
2011-09-02,0
2011-09-03,0
2011-09-04,0
2011-09-05,0
2011-09-06,0
2011-09-07,0
2011-09-08,0
2011-09-09,0
2011-09-10,0
2011-09-11,0
2011-09-12,0
2011-09-13,0
2011-09-14,0
2011-09-15,0
2011-09-16,0
2011-09-17,0
2011-09-18,0
2011-09-19,0
2011-09-20,0
2011-09-21,0
2011-09-22,0
2011-09-23,0
2011-09-24,0
2011-09-25,0
2011-09-26,0
2011-09-27,0
2011-09-28,0
2011-09-29,0
2011-09-30,0
2011-10-01,0
2011-10-02,2
2011-10-03,4
2011-10-04,6
2011-10-05,8
2011-10-06,10
2011-10-07,12
2011-10-08,14
2011-10-09,16
2011-10-10,18
2011-10-11,20
2011-10-12,22
2011-10-13,24
2011-10-14,26
2011-10-15,28
2011-10-16,30
2011-10-17,32
2011-10-18,34
2011-10-19,36
2011-10-20,38
2011-10-21,40
2011-10-22,42
2011-10-23,44
2011-10-24,46
2011-10-25,48
2011-10-26,50
2011-10-27,52
2011-10-28,54
2011-10-29,56
2011-10-30,58
2011-10-31,60
2011-11-01,63
2011-11-02,60
2011-11-03,58
2011-11-04,56
2011-11-05,54
2011-11-06,52
2011-11-07,50
2011-11-08,48
2011-11-09,46
2011-11-10,44
2011-11-11,42
2011-11-12,39
2011-11-13,37
2011-11-14,35
2011-11-15,33
2011-11-16,31
2011-11-17,29
2011-11-18,27
2011-11-19,25
2011-11-20,23
2011-11-21,21
2011-11-22,18
2011-11-23,16
2011-11-24,14
2011-11-25,12
2011-11-26,10
2011-11-27,8
2011-11-28,6
2011-11-29,4
2011-11-30,2
