Date,Paulson & Co
2009-12-11,0
2009-12-12,0
2009-12-13,0
2009-12-14,0
2009-12-15,0
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-19,0
2009-12-20,0
2009-12-21,0
2009-12-22,0
2009-12-23,0
2009-12-24,0
2009-12-25,0
2009-12-26,0
2009-12-27,0
2009-12-28,0
2009-12-29,0
2009-12-30,0
2009-12-31,0
2010-01-01,0
2010-01-02,0
2010-01-03,0
2010-01-04,0
2010-01-05,0
2010-01-06,0
2010-01-07,0
2010-01-08,0
2010-01-09,0
2010-01-10,0
2010-01-11,0
2010-01-12,0
2010-01-13,0
2010-01-14,0
2010-01-15,0
2010-01-16,0
2010-01-17,0
2010-01-18,0
2010-01-19,0
2010-01-20,0
2010-01-21,0
2010-01-22,0
2010-01-23,0
2010-01-24,0
2010-01-25,0
2010-01-26,0
2010-01-27,0
2010-01-28,0
2010-01-29,0
2010-01-30,0
2010-01-31,1
2010-02-01,3
2010-02-02,4
2010-02-03,6
2010-02-04,7
2010-02-05,9
2010-02-06,11
2010-02-07,10
2010-02-08,10
2010-02-09,9
2010-02-10,9
2010-02-11,8
2010-02-12,8
2010-02-13,8
2010-02-14,8
2010-02-15,8
2010-02-16,8
2010-02-17,8
2010-02-18,8
2010-02-19,8
2010-02-20,8
2010-02-21,8
2010-02-22,8
2010-02-23,8
2010-02-24,8
2010-02-25,8
2010-02-26,8
2010-02-27,8
2010-02-28,6
2010-03-01,5
2010-03-02,4
2010-03-03,3
2010-03-04,2
2010-03-05,1
2010-03-06,0
2010-03-07,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-13,0
2010-03-14,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-20,0
2010-03-21,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-27,0
2010-03-28,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,0
2010-04-02,0
2010-04-03,0
2010-04-04,0
2010-04-05,0
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-10,0
2010-04-11,14
2010-04-12,28
2010-04-13,42
2010-04-14,57
2010-04-15,71
2010-04-16,85
2010-04-17,117
2010-04-18,105
2010-04-19,90
2010-04-20,97
2010-04-21,80
2010-04-22,75
2010-04-23,70
2010-04-24,65
2010-04-25,59
2010-04-26,54
2010-04-27,49
2010-04-28,44
2010-04-29,39
2010-04-30,34
2010-05-01,29
2010-05-02,26
2010-05-03,23
2010-05-04,20
2010-05-05,18
2010-05-06,15
2010-05-07,12
2010-05-08,10
2010-05-09,10
2010-05-10,10
2010-05-11,10
2010-05-12,10
2010-05-13,10
2010-05-14,10
2010-05-15,10
2010-05-16,10
2010-05-17,10
2010-05-18,10
2010-05-19,10
2010-05-20,10
2010-05-21,10
2010-05-22,10
2010-05-23,8
2010-05-24,7
2010-05-25,5
2010-05-26,4
2010-05-27,2
2010-05-28,1
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,1
2010-07-19,2
2010-07-20,3
2010-07-21,4
2010-07-22,5
2010-07-23,6
2010-07-24,8
2010-07-25,8
2010-07-26,8
2010-07-27,8
2010-07-28,8
2010-07-29,8
2010-07-30,8
2010-07-31,9
2010-08-01,9
2010-08-02,9
2010-08-03,9
2010-08-04,9
2010-08-05,9
2010-08-06,9
2010-08-07,10
2010-08-08,9
2010-08-09,9
2010-08-10,9
2010-08-11,9
2010-08-12,9
2010-08-13,9
2010-08-14,9
2010-08-15,9
2010-08-16,9
2010-08-17,9
2010-08-18,9
2010-08-19,9
2010-08-20,9
2010-08-21,9
2010-08-22,9
2010-08-23,9
2010-08-24,9
2010-08-25,9
2010-08-26,9
2010-08-27,9
2010-08-28,9
2010-08-29,9
2010-08-30,9
2010-08-31,9
2010-09-01,9
2010-09-02,9
2010-09-03,9
2010-09-04,9
2010-09-05,9
2010-09-06,9
2010-09-07,9
2010-09-08,9
2010-09-09,9
2010-09-10,9
2010-09-11,9
2010-09-12,8
2010-09-13,8
2010-09-14,8
2010-09-15,8
2010-09-16,8
2010-09-17,8
2010-09-18,8
2010-09-19,8
2010-09-20,8
2010-09-21,8
2010-09-22,8
2010-09-23,8
2010-09-24,8
2010-09-25,8
2010-09-26,8
2010-09-27,8
2010-09-28,8
2010-09-29,8
2010-09-30,8
2010-10-01,8
2010-10-02,8
2010-10-03,8
2010-10-04,8
2010-10-05,8
2010-10-06,8
2010-10-07,8
2010-10-08,8
2010-10-09,8
2010-10-10,6
2010-10-11,5
2010-10-12,4
2010-10-13,3
2010-10-14,2
2010-10-15,1
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,0
2010-11-03,0
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,0
2010-11-08,0
2010-11-09,0
2010-11-10,0
2010-11-11,0
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0
2010-11-17,0
2010-11-18,0
2010-11-19,0
2010-11-20,0
2010-11-21,0
2010-11-22,0
2010-11-23,0
2010-11-24,0
2010-11-25,0
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,0
2010-11-30,0
2010-12-01,0
2010-12-02,0
2010-12-03,0
2010-12-04,0
2010-12-05,0
2010-12-06,0
2010-12-07,0
2010-12-08,0
2010-12-09,0
2010-12-10,0
2010-12-11,0
2010-12-12,0
2010-12-13,0
2010-12-14,0
2010-12-15,0
2010-12-16,0
2010-12-17,0
2010-12-18,0
2010-12-19,0
2010-12-20,0
2010-12-21,0
2010-12-22,0
2010-12-23,0
2010-12-24,0
2010-12-25,0
2010-12-26,0
2010-12-27,0
2010-12-28,0
2010-12-29,0
2010-12-30,0
2010-12-31,0
2011-01-02,0
2011-01-03,0
2011-01-04,0
2011-01-05,0
2011-01-06,0
2011-01-07,0
2011-01-08,0
2011-01-09,0
2011-01-10,0
2011-01-11,0
2011-01-12,0
2011-01-13,0
2011-01-14,0
2011-01-15,0
2011-01-16,0
2011-01-17,0
2011-01-18,0
2011-01-19,0
2011-01-20,0
2011-01-21,0
2011-01-22,0
2011-01-23,2
2011-01-24,5
2011-01-25,7
2011-01-26,10
2011-01-27,13
2011-01-28,15
2011-01-29,18
2011-01-30,17
2011-01-31,16
2011-02-01,15
2011-02-02,14
2011-02-03,13
2011-02-04,12
2011-02-05,11
2011-02-06,10
2011-02-07,10
2011-02-08,10
2011-02-09,10
2011-02-10,10
2011-02-11,10
2011-02-12,10
2011-02-13,9
2011-02-14,8
2011-02-15,8
2011-02-16,7
2011-02-17,7
2011-02-18,6
2011-02-19,6
2011-02-20,6
2011-02-21,7
2011-02-22,8
2011-02-23,8
2011-02-24,9
2011-02-25,10
2011-02-26,11
2011-02-27,11
2011-02-28,12
2011-03-01,13
2011-03-02,13
2011-03-03,14
2011-03-04,15
2011-03-05,16
2011-03-06,14
2011-03-07,13
2011-03-08,12
2011-03-09,11
2011-03-10,10
2011-03-11,9
2011-03-12,8
2011-03-13,8
2011-03-14,8
2011-03-15,8
2011-03-16,8
2011-03-17,8
2011-03-18,8
2011-03-19,8
2011-03-20,8
2011-03-21,8
2011-03-22,8
2011-03-23,8
2011-03-24,8
2011-03-25,8
2011-03-26,8
2011-03-27,8
2011-04-03,8
2011-04-04,8
2011-04-05,8
2011-04-06,8
2011-04-07,8
2011-04-08,8
2011-04-09,8
2011-04-10,7
2011-04-11,7
2011-04-12,7
2011-04-13,7
2011-04-14,7
2011-04-15,7
2011-04-16,7
2011-04-17,7
2011-04-18,8
2011-04-19,7
2011-04-20,7
2011-04-21,7
2011-04-22,7
2011-04-23,7
2011-04-24,7
2011-04-25,7
2011-04-26,7
2011-04-27,7
2011-04-28,7
2011-04-29,7
2011-04-30,7
2011-05-01,7
2011-05-02,7
2011-05-03,7
2011-05-04,7
2011-05-05,7
2011-05-06,7
2011-05-07,8
2011-05-08,8
2011-05-09,8
2011-05-10,8
2011-05-11,8
2011-05-12,8
2011-05-13,8
2011-05-14,9
2011-05-15,9
2011-05-16,9
2011-05-17,9
2011-05-18,9
2011-05-19,9
2011-05-20,9
2011-05-21,10
2011-05-22,9
2011-05-23,8
2011-05-24,8
2011-05-25,7
2011-05-26,7
2011-05-27,6
2011-05-28,6
2011-05-29,6
2011-05-30,6
2011-05-31,6
2011-06-01,6
2011-06-02,6
2011-06-03,6
2011-06-04,6
2011-06-05,6
2011-06-06,6
2011-06-07,6
2011-06-08,6
2011-06-09,6
2011-06-10,6
2011-06-11,6
2011-06-12,6
2011-06-13,6
2011-06-14,6
2011-06-15,7
2011-06-16,7
2011-06-17,7
2011-06-18,8
2011-06-19,8
2011-06-20,8
2011-06-21,9
2011-06-22,9
2011-06-23,9
2011-06-24,10
2011-06-25,11
2011-06-26,8
