Date,Splunk
2011-07-01,0
2011-07-02,0
2011-07-03,0
2011-07-04,0
2011-07-05,0
2011-07-06,0
2011-07-07,0
2011-07-08,0
2011-07-09,0
2011-07-10,0
2011-07-11,0
2011-07-12,0
2011-07-13,0
2011-07-14,0
2011-07-15,0
2011-07-16,0
2011-07-17,0
2011-07-18,0
2011-07-19,0
2011-07-20,0
2011-07-21,0
2011-07-22,0
2011-07-23,0
2011-07-24,0
2011-07-25,0
2011-07-26,0
2011-07-27,0
2011-07-28,0
2011-07-29,0
2011-07-30,0
2011-07-31,0
2011-08-01,0
2011-08-02,0
2011-08-03,0
2011-08-04,0
2011-08-05,0
2011-08-06,0
2011-08-07,0
2011-08-08,0
2011-08-09,0
2011-08-10,0
2011-08-11,0
2011-08-12,0
2011-08-13,0
2011-08-14,0
2011-08-15,0
2011-08-16,0
2011-08-17,0
2011-08-18,0
2011-08-19,0
2011-08-20,0
2011-08-21,0
2011-08-22,0
2011-08-23,0
2011-08-24,0
2011-08-25,0
2011-08-26,0
2011-08-27,0
2011-08-28,0
2011-08-29,0
2011-08-30,0
2011-08-31,0
2011-09-01,0
2011-09-02,0
2011-09-03,0
2011-09-04,0
2011-09-05,0
2011-09-06,0
2011-09-07,0
2011-09-08,0
2011-09-09,0
2011-09-10,0
2011-09-11,0
2011-09-12,0
2011-09-13,0
2011-09-14,0
2011-09-15,0
2011-09-16,0
2011-09-17,0
2011-09-18,0
2011-09-19,0
2011-09-20,0
2011-09-21,0
2011-09-22,0
2011-09-23,0
2011-09-24,0
2011-09-25,0
2011-09-26,0
2011-09-27,0
2011-09-28,0
2011-09-29,0
2011-09-30,0
2011-10-01,0
2011-10-02,0
2011-10-03,0
2011-10-04,0
2011-10-05,0
2011-10-06,0
2011-10-07,0
2011-10-08,0
2011-10-09,0
2011-10-10,0
2011-10-11,0
2011-10-12,0
2011-10-13,0
2011-10-14,0
2011-10-15,0
2011-10-16,0
2011-10-17,0
2011-10-18,0
2011-10-19,0
2011-10-20,0
2011-10-21,0
2011-10-22,0
2011-10-23,0
2011-10-24,0
2011-10-25,0
2011-10-26,0
2011-10-27,0
2011-10-28,0
2011-10-29,0
2011-10-30,0
2011-10-31,0
2011-11-01,0
2011-11-02,0
2011-11-03,0
2011-11-04,0
2011-11-05,0
2011-11-06,0
2011-11-07,0
2011-11-08,0
2011-11-09,0
2011-11-10,0
2011-11-11,0
2011-11-12,0
2011-11-13,0
2011-11-14,0
2011-11-15,0
2011-11-16,0
2011-11-17,0
2011-11-18,0
2011-11-19,0
2011-11-20,0
2011-11-21,0
2011-11-22,0
2011-11-23,0
2011-11-24,0
2011-11-25,0
2011-11-26,0
2011-11-27,0
2011-11-28,0
2011-11-29,0
2011-11-30,0
2011-12-01,0
2011-12-02,0
2011-12-03,0
2011-12-04,0
2011-12-05,0
2011-12-06,0
2011-12-07,0
2011-12-08,0
2011-12-09,0
2011-12-10,0
2011-12-11,0
2011-12-12,0
2011-12-13,0
2011-12-14,0
2011-12-15,0
2011-12-16,0
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,0
2011-12-22,0
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,0
2011-12-28,0
2011-12-29,0
2011-12-30,0
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,0
2012-01-04,0
2012-01-05,0
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,0
2012-01-11,0
2012-01-12,0
2012-01-13,0
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,0
2012-01-18,0
2012-01-19,0
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,0
2012-01-24,0
2012-01-25,0
2012-01-26,0
2012-01-27,0
2012-01-28,0
2012-01-29,0
2012-01-30,0
2012-01-31,0
2012-02-01,0
2012-02-02,0
2012-02-03,1
2012-02-04,1
2012-02-05,2
2012-02-06,2
2012-02-07,3
2012-02-08,4
2012-02-09,4
2012-02-10,5
2012-02-11,5
2012-02-12,6
2012-02-13,7
2012-02-14,7
2012-02-15,8
2012-02-16,8
2012-02-17,9
2012-02-18,9
2012-02-19,10
2012-02-20,11
2012-02-21,11
2012-02-22,12
2012-02-23,12
2012-02-24,13
2012-02-25,14
2012-02-26,14
2012-02-27,15
2012-02-28,15
2012-02-29,16
2012-03-01,17
2012-03-02,19
2012-03-03,22
2012-03-04,25
2012-03-05,27
2012-03-06,30
2012-03-07,33
2012-03-08,35
2012-03-09,38
2012-03-10,41
2012-03-11,43
2012-03-12,46
2012-03-13,49
2012-03-14,51
2012-03-15,54
2012-03-16,57
2012-03-17,59
2012-03-18,62
2012-03-19,65
2012-03-20,67
2012-03-21,70
2012-03-22,73
2012-03-23,75
2012-03-24,78
2012-03-25,81
2012-03-26,83
2012-03-27,86
2012-03-28,89
2012-03-29,91
2012-03-30,94
2012-03-31,97
2012-04-01,100
2012-04-02,97
2012-04-03,95
2012-04-04,93
2012-04-05,91
2012-04-06,89
2012-04-07,87
2012-04-08,85
2012-04-09,83
2012-04-10,81
2012-04-11,79
2012-04-12,77
2012-04-13,75
2012-04-14,73
2012-04-15,71
2012-04-16,69
2012-04-17,67
2012-04-18,65
2012-04-19,63
2012-04-20,61
2012-04-21,59
2012-04-22,57
2012-04-23,55
2012-04-24,53
2012-04-25,51
2012-04-26,49
2012-04-27,47
2012-04-28,45
2012-04-29,43
2012-04-30,41
2012-05-01,39
2012-05-02,38
2012-05-03,37
2012-05-04,37
2012-05-05,36
2012-05-06,35
2012-05-07,35
2012-05-08,34
2012-05-09,34
2012-05-10,33
2012-05-11,32
2012-05-12,32
2012-05-13,31
2012-05-14,31
2012-05-15,30
2012-05-16,29
2012-05-17,29
2012-05-18,28
2012-05-19,27
2012-05-20,27
2012-05-21,26
2012-05-22,26
2012-05-23,25
2012-05-24,24
2012-05-25,24
2012-05-26,23
2012-05-27,23
2012-05-28,22
2012-05-29,21
2012-05-30,21
2012-05-31,20
2012-06-01,20
2012-06-02,19
2012-06-03,19
2012-06-04,19
