Date,Splunk
2012-06-05,19
2012-06-06,19
2012-06-07,19
2012-06-08,19
2012-06-09,19
2012-06-10,19
2012-06-11,19
2012-06-12,19
2012-06-13,19
2012-06-14,19
2012-06-15,19
2012-06-16,19
2012-06-17,18
2012-06-18,18
2012-06-19,18
2012-06-20,18
2012-06-21,18
2012-06-22,18
2012-06-23,18
2012-06-24,18
2012-06-25,18
2012-06-26,18
2012-06-27,18
2012-06-28,18
2012-06-29,18
2012-06-30,18
2012-07-01,18
2012-07-02,18
2012-07-03,19
2012-07-04,19
2012-07-05,20
2012-07-06,21
2012-07-07,21
2012-07-08,22
2012-07-09,22
2012-07-10,23
2012-07-11,24
2012-07-12,24
2012-07-13,25
2012-07-14,25
2012-07-15,26
2012-07-16,27
2012-07-17,27
2012-07-18,28
2012-07-19,29
2012-07-20,29
2012-07-21,30
2012-07-22,30
2012-07-23,31
2012-07-24,32
2012-07-25,32
2012-07-26,33
2012-07-27,33
2012-07-28,34
2012-07-29,35
2012-07-30,35
2012-07-31,36
2012-08-01,37
2012-08-02,36
2012-08-03,35
2012-08-04,35
2012-08-05,34
2012-08-06,33
2012-08-07,33
2012-08-08,32
2012-08-09,32
2012-08-10,31
2012-08-11,30
2012-08-12,30
2012-08-13,29
2012-08-14,29
2012-08-15,28
2012-08-16,27
2012-08-17,27
2012-08-18,26
2012-08-19,25
2012-08-20,25
2012-08-21,24
2012-08-22,24
2012-08-23,23
2012-08-24,22
2012-08-25,22
2012-08-26,21
2012-08-27,21
2012-08-28,20
2012-08-29,19
2012-08-30,19
2012-08-31,18
2012-09-01,18
2012-09-02,18
2012-09-03,18
2012-09-04,18
2012-09-05,18
2012-09-06,18
2012-09-07,18
2012-09-08,18
2012-09-09,19
2012-09-10,19
2012-09-11,19
2012-09-12,19
2012-09-13,19
2012-09-14,19
2012-09-15,19
2012-09-16,20
2012-09-17,20
2012-09-18,20
2012-09-19,20
2012-09-20,20
2012-09-21,20
2012-09-22,20
2012-09-23,20
2012-09-24,21
2012-09-25,21
2012-09-26,21
2012-09-27,21
2012-09-28,21
2012-09-29,21
2012-09-30,21
2012-10-01,22
2012-10-02,21
2012-10-03,21
2012-10-04,21
2012-10-05,21
2012-10-06,21
2012-10-07,21
2012-10-08,20
2012-10-09,20
2012-10-10,20
2012-10-11,20
2012-10-12,20
2012-10-13,20
2012-10-14,19
2012-10-15,19
2012-10-16,19
2012-10-17,19
2012-10-18,19
2012-10-19,19
2012-10-20,18
2012-10-21,18
2012-10-22,18
2012-10-23,18
2012-10-24,18
2012-10-25,18
2012-10-26,17
2012-10-27,17
2012-10-28,17
2012-10-29,17
2012-10-30,17
2012-10-31,17
2012-11-01,17
2012-11-02,17
2012-11-03,17
2012-11-04,17
2012-11-05,17
2012-11-06,18
2012-11-07,18
2012-11-08,18
2012-11-09,18
2012-11-10,19
2012-11-11,19
2012-11-12,19
2012-11-13,19
2012-11-14,20
2012-11-15,20
2012-11-16,20
2012-11-17,20
2012-11-18,20
2012-11-19,21
2012-11-20,21
2012-11-21,21
2012-11-22,21
2012-11-23,22
2012-11-24,22
2012-11-25,22
2012-11-26,22
2012-11-27,23
2012-11-28,23
2012-11-29,23
2012-11-30,23
2012-12-01,24
2012-12-02,23
2012-12-03,23
2012-12-04,23
2012-12-05,23
2012-12-06,23
2012-12-07,23
2012-12-08,23
2012-12-09,23
2012-12-10,23
2012-12-11,23
2012-12-12,22
2012-12-13,22
2012-12-14,22
2012-12-15,22
2012-12-16,22
2012-12-17,22
2012-12-18,22
2012-12-19,22
2012-12-20,22
2012-12-21,22
2012-12-22,21
2012-12-23,21
2012-12-24,21
2012-12-25,21
2012-12-26,21
2012-12-27,21
2012-12-28,21
2012-12-29,21
2012-12-30,21
2012-12-31,21
2013-01-01,21
2013-01-02,20
2013-01-03,20
2013-01-04,20
2013-01-05,20
2013-01-06,20
2013-01-07,20
2013-01-08,20
2013-01-09,20
2013-01-10,20
2013-01-11,20
2013-01-12,20
2013-01-13,20
2013-01-14,20
2013-01-15,20
2013-01-16,20
2013-01-17,19
2013-01-18,19
2013-01-19,19
2013-01-20,19
2013-01-21,19
2013-01-22,19
2013-01-23,19
2013-01-24,19
2013-01-25,19
2013-01-26,19
2013-01-27,19
2013-01-28,19
2013-01-29,19
2013-01-30,19
2013-01-31,19
2013-02-01,19
2013-02-02,19
2013-02-03,19
2013-02-04,19
2013-02-05,20
2013-02-06,20
2013-02-07,20
2013-02-08,21
2013-02-09,21
2013-02-10,21
2013-02-11,21
2013-02-12,22
2013-02-13,22
2013-02-14,22
2013-02-15,23
2013-02-16,23
2013-02-17,23
2013-02-18,23
2013-02-19,24
2013-02-20,24
2013-02-21,24
2013-02-22,25
2013-02-23,25
2013-02-24,25
2013-02-25,25
2013-02-26,26
2013-02-27,26
2013-02-28,26
2013-03-01,27
2013-03-02,27
2013-03-03,28
2013-03-04,28
2013-03-05,29
2013-03-06,29
2013-03-07,30
2013-03-08,30
2013-03-09,31
2013-03-10,31
2013-03-11,32
2013-03-12,33
2013-03-13,33
2013-03-14,34
2013-03-15,34
2013-03-16,35
2013-03-17,35
2013-03-18,36
2013-03-19,36
2013-03-20,37
2013-03-21,37
2013-03-22,38
2013-03-23,39
2013-03-24,39
2013-03-25,40
2013-03-26,40
2013-03-27,41
2013-03-28,41
2013-03-29,42
2013-03-30,42
2013-03-31,43
2013-04-01,44
2013-04-02,43
2013-04-03,43
2013-04-04,43
2013-04-05,43
2013-04-06,42
2013-04-07,42
2013-04-08,42
2013-04-09,42
2013-04-10,41
2013-04-11,41
2013-04-12,41
2013-04-13,41
2013-04-14,40
2013-04-15,40
2013-04-16,40
2013-04-17,40
2013-04-18,40
2013-04-19,39
2013-04-20,39
2013-04-21,39
2013-04-22,39
2013-04-23,38
2013-04-24,38
2013-04-25,38
2013-04-26,38
2013-04-27,37
2013-04-28,37
2013-04-29,37
2013-04-30,37
2013-05-01,37
2013-05-02,36
2013-05-03,35
2013-05-04,35
2013-05-05,34
2013-05-06,34
2013-05-07,33
2013-05-08,33
2013-05-09,32
2013-05-10,32
2013-05-11,31
2013-05-12,31
2013-05-13,30
2013-05-14,30
2013-05-15,29
2013-05-16,29
2013-05-17,28
2013-05-18,28
2013-05-19,27
2013-05-20,27
2013-05-21,26
2013-05-22,26
2013-05-23,25
2013-05-24,25
2013-05-25,24
2013-05-26,24
2013-05-27,23
2013-05-28,23
2013-05-29,22
2013-05-30,22
2013-05-31,21
2013-06-01,21
