Date,CDW Corp
2013-04-13,0
2013-04-14,0
2013-04-15,0
2013-04-16,0
2013-04-17,0
2013-04-18,0
2013-04-19,0
2013-04-20,0
2013-04-21,0
2013-04-22,0
2013-04-23,0
2013-04-24,0
2013-04-25,0
2013-04-26,0
2013-04-27,0
2013-04-28,0
2013-04-29,0
2013-04-30,0
2013-05-01,0
2013-05-02,3
2013-05-03,6
2013-05-04,9
2013-05-05,12
2013-05-06,16
2013-05-07,19
2013-05-08,22
2013-05-09,25
2013-05-10,29
2013-05-11,32
2013-05-12,35
2013-05-13,38
2013-05-14,41
2013-05-15,45
2013-05-16,48
2013-05-17,51
2013-05-18,54
2013-05-19,58
2013-05-20,61
2013-05-21,64
2013-05-22,67
2013-05-23,70
2013-05-24,74
2013-05-25,77
2013-05-26,80
2013-05-27,83
2013-05-28,87
2013-05-29,90
2013-05-30,93
2013-05-31,96
2013-06-01,100
2013-06-02,98
2013-06-03,96
2013-06-04,94
2013-06-05,93
2013-06-06,91
2013-06-07,89
2013-06-08,88
2013-06-09,86
2013-06-10,84
2013-06-11,83
2013-06-12,81
2013-06-13,79
2013-06-14,77
2013-06-15,76
2013-06-16,74
2013-06-17,72
2013-06-18,71
2013-06-19,69
2013-06-20,67
2013-06-21,66
2013-06-22,64
2013-06-23,62
2013-06-24,60
2013-06-25,59
2013-06-26,57
2013-06-27,55
2013-06-28,54
2013-06-29,52
2013-06-30,50
2013-07-01,49
2013-07-02,49
2013-07-03,50
2013-07-04,51
2013-07-05,52
2013-07-06,52
2013-07-07,53
2013-07-08,54
2013-07-09,55
2013-07-10,55
2013-07-11,56
2013-07-12,57
2013-07-13,58
2013-07-14,59
2013-07-15,59
2013-07-16,60
2013-07-17,61
2013-07-18,62
2013-07-19,62
2013-07-20,63
2013-07-21,64
2013-07-22,65
2013-07-23,66
2013-07-24,66
2013-07-25,67
2013-07-26,68
2013-07-27,69
2013-07-28,69
2013-07-29,70
2013-07-30,71
2013-07-31,72
2013-08-01,73
2013-08-02,72
2013-08-03,72
2013-08-04,71
2013-08-05,71
2013-08-06,70
2013-08-07,70
2013-08-08,70
2013-08-09,69
2013-08-10,69
2013-08-11,68
2013-08-12,68
2013-08-13,67
2013-08-14,67
2013-08-15,67
2013-08-16,66
2013-08-17,66
2013-08-18,65
2013-08-19,65
2013-08-20,65
2013-08-21,64
2013-08-22,64
2013-08-23,63
2013-08-24,63
2013-08-25,62
2013-08-26,62
2013-08-27,62
2013-08-28,61
2013-08-29,61
2013-08-30,60
2013-08-31,60
2013-09-01,60
2013-09-02,60
2013-09-03,60
2013-09-04,60
2013-09-05,60
2013-09-06,60
2013-09-07,60
2013-09-08,60
2013-09-09,60
2013-09-10,60
2013-09-11,60
2013-09-12,60
2013-09-13,60
2013-09-14,60
2013-09-15,60
2013-09-16,60
2013-09-17,60
2013-09-18,60
2013-09-19,60
2013-09-20,60
2013-09-21,60
2013-09-22,60
2013-09-23,60
2013-09-24,60
2013-09-25,60
2013-09-26,60
2013-09-27,60
2013-09-28,60
2013-09-29,60
2013-09-30,60
2013-10-01,60
2013-10-02,60
2013-10-03,60
2013-10-04,60
2013-10-05,60
2013-10-06,60
2013-10-07,60
2013-10-08,60
2013-10-09,60
2013-10-10,60
2013-10-11,60
2013-10-12,60
2013-10-13,60
2013-10-14,60
2013-10-15,60
2013-10-16,60
2013-10-17,60
2013-10-18,60
2013-10-19,60
2013-10-20,60
2013-10-21,60
2013-10-22,60
2013-10-23,60
2013-10-24,60
2013-10-25,60
2013-10-26,60
2013-10-27,60
2013-10-28,60
2013-10-29,60
2013-10-30,60
2013-10-31,60
2013-11-01,60
2013-11-02,59
2013-11-03,59
2013-11-04,59
2013-11-05,59
2013-11-06,59
2013-11-07,59
2013-11-08,59
2013-11-09,58
2013-11-10,58
2013-11-11,58
2013-11-12,58
2013-11-13,58
2013-11-14,58
2013-11-15,58
2013-11-16,58
2013-11-17,57
2013-11-18,57
2013-11-19,57
2013-11-20,57
2013-11-21,57
2013-11-22,57
2013-11-23,57
2013-11-24,56
2013-11-25,56
2013-11-26,56
2013-11-27,56
2013-11-28,56
2013-11-29,56
2013-11-30,56
2013-12-01,56
2013-12-02,56
2013-12-03,56
2013-12-04,56
2013-12-05,56
2013-12-06,56
2013-12-07,56
2013-12-08,56
2013-12-09,56
2013-12-10,56
2013-12-11,56
2013-12-12,56
2013-12-13,56
2013-12-14,56
2013-12-15,56
2013-12-16,56
2013-12-17,56
2013-12-18,56
2013-12-19,56
2013-12-20,56
2013-12-21,56
2013-12-22,56
2013-12-23,56
2013-12-24,56
2013-12-25,56
2013-12-26,56
2013-12-27,56
2013-12-28,56
2013-12-29,56
2013-12-30,56
2013-12-31,56
2014-01-01,56
2014-01-02,56
2014-01-03,56
2014-01-04,56
2014-01-05,56
2014-01-06,56
2014-01-07,56
2014-01-08,56
2014-01-09,56
2014-01-10,56
2014-01-11,56
2014-01-12,56
2014-01-13,56
2014-01-14,56
2014-01-15,56
2014-01-16,56
2014-01-17,56
2014-01-18,56
2014-01-19,56
2014-01-20,56
2014-01-21,56
2014-01-22,56
2014-01-23,56
2014-01-24,56
2014-01-25,56
2014-01-26,56
2014-01-27,56
2014-01-28,56
2014-01-29,56
2014-01-30,56
2014-01-31,56
2014-02-01,56
