Date,Tesla Motors
2009-12-11,0
2009-12-12,0
2009-12-13,0
2009-12-14,0
2009-12-15,0
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-19,0
2009-12-20,0
2009-12-21,0
2009-12-22,0
2009-12-23,0
2009-12-24,0
2009-12-25,0
2009-12-26,0
2009-12-27,0
2009-12-28,0
2009-12-29,0
2009-12-30,0
2009-12-31,0
2010-01-01,0
2010-01-02,0
2010-01-03,0
2010-01-04,0
2010-01-05,0
2010-01-06,0
2010-01-07,0
2010-01-08,0
2010-01-09,0
2010-01-10,0
2010-01-11,0
2010-01-12,0
2010-01-13,0
2010-01-14,0
2010-01-15,0
2010-01-16,0
2010-01-17,0
2010-01-18,0
2010-01-19,0
2010-01-20,0
2010-01-21,0
2010-01-22,0
2010-01-23,0
2010-01-24,0
2010-01-25,0
2010-01-26,0
2010-01-27,0
2010-01-28,0
2010-01-29,0
2010-01-30,0
2010-01-31,0
2010-02-01,0
2010-02-02,0
2010-02-03,0
2010-02-04,0
2010-02-05,0
2010-02-06,0
2010-02-07,0
2010-02-08,0
2010-02-09,0
2010-02-10,0
2010-02-11,0
2010-02-12,0
2010-02-13,0
2010-02-14,0
2010-02-15,0
2010-02-16,0
2010-02-17,0
2010-02-18,0
2010-02-19,0
2010-02-20,0
2010-02-21,0
2010-02-22,0
2010-02-23,0
2010-02-24,0
2010-02-25,0
2010-02-26,0
2010-02-27,0
2010-02-28,0
2010-03-01,0
2010-03-02,0
2010-03-03,0
2010-03-04,0
2010-03-05,0
2010-03-06,0
2010-03-07,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-13,0
2010-03-14,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-20,0
2010-03-21,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-27,0
2010-03-28,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,0
2010-04-02,0
2010-04-03,0
2010-04-04,0
2010-04-05,0
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,3
2010-05-03,6
2010-05-04,9
2010-05-05,12
2010-05-06,16
2010-05-07,19
2010-05-08,22
2010-05-09,25
2010-05-10,29
2010-05-11,32
2010-05-12,35
2010-05-13,38
2010-05-14,41
2010-05-15,45
2010-05-16,48
2010-05-17,51
2010-05-18,54
2010-05-19,58
2010-05-20,61
2010-05-21,64
2010-05-22,67
2010-05-23,70
2010-05-24,74
2010-05-25,77
2010-05-26,80
2010-05-27,83
2010-05-28,87
2010-05-29,90
2010-05-30,93
2010-05-31,96
2010-06-01,100
2010-06-02,99
2010-06-03,99
2010-06-04,98
2010-06-05,98
2010-06-06,97
2010-06-07,97
2010-06-08,96
2010-06-09,96
2010-06-10,95
2010-06-11,95
2010-06-12,94
2010-06-13,94
2010-06-14,93
2010-06-15,93
2010-06-16,92
2010-06-17,92
2010-06-18,91
2010-06-19,91
2010-06-20,90
2010-06-21,90
2010-06-22,89
2010-06-23,89
2010-06-24,88
2010-06-25,88
2010-06-26,87
2010-06-27,87
2010-06-28,86
2010-06-29,86
2010-06-30,85
2010-07-01,85
2010-07-02,83
2010-07-03,81
2010-07-04,79
2010-07-05,77
2010-07-06,75
2010-07-07,73
2010-07-08,71
2010-07-09,70
2010-07-10,68
2010-07-11,66
2010-07-12,64
2010-07-13,62
2010-07-14,60
2010-07-15,58
2010-07-16,56
2010-07-17,55
2010-07-18,53
2010-07-19,51
2010-07-20,49
2010-07-21,47
2010-07-22,45
2010-07-23,43
2010-07-24,41
2010-07-25,40
2010-07-26,38
2010-07-27,36
2010-07-28,34
2010-07-29,32
2010-07-30,30
2010-07-31,28
2010-08-01,27
2010-08-02,26
2010-08-03,26
2010-08-04,26
2010-08-05,26
2010-08-06,26
2010-08-07,26
2010-08-08,26
2010-08-09,26
2010-08-10,26
2010-08-11,26
2010-08-12,26
2010-08-13,26
2010-08-14,26
2010-08-15,26
2010-08-16,26
2010-08-17,26
2010-08-18,26
2010-08-19,26
2010-08-20,26
2010-08-21,26
2010-08-22,26
2010-08-23,26
2010-08-24,26
2010-08-25,26
2010-08-26,26
2010-08-27,26
2010-08-28,26
2010-08-29,26
2010-08-30,26
2010-08-31,26
2010-09-01,26
2010-09-02,26
2010-09-03,26
2010-09-04,26
2010-09-05,26
2010-09-06,26
2010-09-07,26
2010-09-08,26
2010-09-09,26
2010-09-10,26
2010-09-11,26
2010-09-12,26
2010-09-13,26
2010-09-14,26
2010-09-15,26
2010-09-16,26
2010-09-17,26
2010-09-18,26
2010-09-19,26
2010-09-20,26
2010-09-21,26
2010-09-22,26
2010-09-23,26
2010-09-24,26
2010-09-25,26
2010-09-26,26
2010-09-27,26
2010-09-28,26
2010-09-29,26
2010-09-30,26
2010-10-01,26
2010-10-02,25
2010-10-03,25
2010-10-04,25
2010-10-05,25
2010-10-06,25
2010-10-07,25
2010-10-08,25
2010-10-09,25
2010-10-10,25
2010-10-11,25
2010-10-12,24
2010-10-13,24
2010-10-14,24
2010-10-15,24
2010-10-16,24
2010-10-17,24
2010-10-18,24
2010-10-19,24
2010-10-20,24
2010-10-21,24
2010-10-22,23
2010-10-23,23
2010-10-24,23
2010-10-25,23
2010-10-26,23
2010-10-27,23
2010-10-28,23
2010-10-29,23
2010-10-30,23
2010-10-31,23
2010-11-01,23
2010-11-02,23
2010-11-03,23
2010-11-04,23
2010-11-05,23
2010-11-06,23
2010-11-07,23
2010-11-08,23
2010-11-09,23
2010-11-10,23
2010-11-11,23
2010-11-12,23
2010-11-13,23
2010-11-14,23
2010-11-15,23
2010-11-16,23
2010-11-17,23
2010-11-18,23
2010-11-19,23
2010-11-20,23
2010-11-21,23
2010-11-22,23
2010-11-23,23
2010-11-24,23
2010-11-25,23
2010-11-26,23
2010-11-27,23
2010-11-28,23
2010-11-29,23
2010-11-30,23
2010-12-01,23
2010-12-02,23
2010-12-03,23
2010-12-04,23
2010-12-05,23
2010-12-06,23
2010-12-07,23
2010-12-08,23
2010-12-09,23
2010-12-10,23
2010-12-11,23
2010-12-12,23
2010-12-13,23
2010-12-14,23
2010-12-15,23
2010-12-16,23
2010-12-17,23
2010-12-18,23
2010-12-19,23
2010-12-20,23
2010-12-21,23
2010-12-22,23
2010-12-23,23
2010-12-24,23
2010-12-25,23
2010-12-26,23
2010-12-27,23
2010-12-28,23
2010-12-29,23
2010-12-30,23
2010-12-31,23
2011-01-01,23
2011-01-02,23
2011-01-03,23
2011-01-04,23
2011-01-05,23
2011-01-06,23
2011-01-07,23
2011-01-08,23
2011-01-09,23
2011-01-10,23
2011-01-11,23
2011-01-12,23
2011-01-13,23
2011-01-14,23
2011-01-15,23
2011-01-16,23
2011-01-17,23
2011-01-18,23
2011-01-19,23
2011-01-20,23
2011-01-21,23
2011-01-22,23
2011-01-23,23
2011-01-24,23
2011-01-25,23
2011-01-26,23
2011-01-27,23
2011-01-28,23
2011-01-29,23
2011-01-30,23
2011-01-31,23
2011-02-01,23
2011-02-02,23
2011-02-03,23
2011-02-04,23
2011-02-05,23
2011-02-06,23
2011-02-07,23
2011-02-08,24
2011-02-09,24
2011-02-10,24
2011-02-11,24
2011-02-12,24
2011-02-13,24
2011-02-14,24
2011-02-15,25
2011-02-16,25
2011-02-17,25
2011-02-18,25
2011-02-19,25
2011-02-20,25
2011-02-21,25
2011-02-22,26
2011-02-23,26
2011-02-24,26
2011-02-25,26
2011-02-26,26
2011-02-27,26
2011-02-28,26
2011-03-01,27
2011-03-02,26
2011-03-03,26
2011-03-04,26
2011-03-05,26
2011-03-06,26
2011-03-07,26
2011-03-08,25
2011-03-09,25
2011-03-10,25
2011-03-11,25
2011-03-12,25
2011-03-13,25
2011-03-14,24
2011-03-15,24
2011-03-16,24
2011-03-17,24
2011-03-18,24
2011-03-19,24
2011-03-20,23
2011-03-21,23
2011-03-22,23
2011-03-23,23
2011-03-24,23
2011-03-25,23
2011-03-26,22
2011-03-27,22
2011-03-28,22
2011-03-29,22
2011-03-30,22
2011-03-31,22
2011-04-01,22
2011-04-02,21
2011-04-03,21
2011-04-04,21
2011-04-05,21
2011-04-06,21
2011-04-07,21
2011-04-08,21
2011-04-09,21
2011-04-10,21
2011-04-11,21
2011-04-12,21
2011-04-13,21
2011-04-14,21
2011-04-15,21
2011-04-16,21
2011-04-17,21
2011-04-18,21
2011-04-19,21
2011-04-20,21
2011-04-21,21
2011-04-22,21
2011-04-23,21
2011-04-24,21
2011-04-25,21
2011-04-26,21
2011-04-27,21
2011-04-28,21
2011-04-29,21
2011-04-30,21
2011-05-01,21
2011-05-02,20
2011-05-03,19
2011-05-04,18
2011-05-05,18
2011-05-06,17
2011-05-07,16
2011-05-08,16
2011-05-09,15
2011-05-10,14
2011-05-11,14
2011-05-12,13
2011-05-13,12
2011-05-14,12
2011-05-15,11
2011-05-16,10
2011-05-17,10
2011-05-18,9
2011-05-19,8
2011-05-20,8
2011-05-21,7
2011-05-22,6
2011-05-23,6
2011-05-24,5
2011-05-25,4
2011-05-26,4
2011-05-27,3
2011-05-28,2
2011-05-29,2
2011-05-30,1
2011-05-31,0
