Date,Molycorp
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,0
2010-07-19,0
2010-07-20,0
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-24,0
2010-07-25,0
2010-07-26,0
2010-07-27,0
2010-07-28,0
2010-07-29,0
2010-07-30,0
2010-07-31,0
2010-08-01,0
2010-08-02,0
2010-08-03,0
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,0
2010-08-08,0
2010-08-09,0
2010-08-10,0
2010-08-11,0
2010-08-12,0
2010-08-13,0
2010-08-14,0
2010-08-15,0
2010-08-16,0
2010-08-17,0
2010-08-18,0
2010-08-19,0
2010-08-20,0
2010-08-21,0
2010-08-22,0
2010-08-23,0
2010-08-24,0
2010-08-25,0
2010-08-26,0
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,0
2010-08-31,0
2010-09-01,0
2010-09-02,0
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,0
2010-09-09,0
2010-09-10,0
2010-09-11,0
2010-09-12,0
2010-09-13,0
2010-09-14,0
2010-09-15,0
2010-09-16,0
2010-09-17,0
2010-09-18,0
2010-09-19,0
2010-09-20,0
2010-09-21,0
2010-09-22,0
2010-09-23,0
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,0
2010-09-29,0
2010-09-30,0
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,0
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,2
2010-11-03,4
2010-11-04,7
2010-11-05,9
2010-11-06,12
2010-11-07,14
2010-11-08,16
2010-11-09,19
2010-11-10,21
2010-11-11,24
2010-11-12,26
2010-11-13,28
2010-11-14,31
2010-11-15,33
2010-11-16,36
2010-11-17,38
2010-11-18,40
2010-11-19,43
2010-11-20,45
2010-11-21,48
2010-11-22,50
2010-11-23,52
2010-11-24,55
2010-11-25,57
2010-11-26,60
2010-11-27,62
2010-11-28,64
2010-11-29,67
2010-11-30,69
2010-12-01,72
2010-12-02,72
2010-12-03,73
2010-12-04,74
2010-12-05,75
2010-12-06,76
2010-12-07,77
2010-12-08,78
2010-12-09,79
2010-12-10,80
2010-12-11,81
2010-12-12,81
2010-12-13,82
2010-12-14,83
2010-12-15,84
2010-12-16,85
2010-12-17,86
2010-12-18,87
2010-12-19,88
2010-12-20,89
2010-12-21,90
2010-12-22,90
2010-12-23,91
2010-12-24,92
2010-12-25,93
2010-12-26,94
2010-12-27,95
2010-12-28,96
2010-12-29,97
2010-12-30,98
2010-12-31,99
2011-01-01,100
2011-01-02,99
2011-01-03,99
2011-01-04,98
2011-01-05,98
2011-01-06,97
2011-01-07,97
2011-01-08,97
2011-01-09,96
2011-01-10,96
2011-01-11,95
2011-01-12,95
2011-01-13,94
2011-01-14,94
2011-01-15,94
2011-01-16,93
2011-01-17,93
2011-01-18,92
2011-01-19,92
2011-01-20,92
2011-01-21,91
2011-01-22,91
2011-01-23,90
2011-01-24,90
2011-01-25,89
2011-01-26,89
2011-01-27,89
2011-01-28,88
2011-01-29,88
2011-01-30,87
2011-01-31,87
2011-02-01,87
2011-02-02,86
2011-02-03,85
2011-02-04,84
2011-02-05,84
2011-02-06,83
2011-02-07,82
2011-02-08,82
2011-02-09,81
2011-02-10,80
2011-02-11,79
2011-02-12,79
2011-02-13,78
2011-02-14,77
2011-02-15,77
2011-02-16,76
2011-02-17,75
2011-02-18,74
2011-02-19,74
2011-02-20,73
2011-02-21,72
2011-02-22,72
2011-02-23,71
2011-02-24,70
2011-02-25,69
2011-02-26,69
2011-02-27,68
2011-02-28,67
2011-03-01,67
2011-03-02,67
2011-03-03,68
2011-03-04,69
2011-03-05,70
2011-03-06,71
2011-03-07,72
2011-03-08,73
2011-03-09,74
2011-03-10,75
2011-03-11,76
2011-03-12,77
2011-03-13,78
2011-03-14,79
2011-03-15,80
2011-03-16,81
2011-03-17,82
2011-03-18,83
2011-03-19,84
2011-03-20,85
2011-03-21,86
2011-03-22,87
2011-03-23,88
2011-03-24,89
2011-03-25,90
2011-03-26,91
2011-03-27,92
2011-03-28,93
2011-03-29,94
2011-03-30,95
2011-03-31,96
2011-04-01,97
2011-04-02,95
2011-04-03,93
2011-04-04,91
2011-04-05,89
2011-04-06,87
2011-04-07,85
2011-04-08,83
2011-04-09,81
2011-04-10,79
2011-04-11,78
2011-04-12,76
2011-04-13,74
2011-04-14,72
2011-04-15,70
2011-04-16,68
2011-04-17,66
2011-04-18,64
2011-04-19,62
2011-04-20,60
2011-04-21,59
2011-04-22,57
2011-04-23,55
2011-04-24,53
2011-04-25,51
2011-04-26,49
2011-04-27,47
2011-04-28,45
2011-04-29,43
2011-04-30,41
2011-05-01,40
2011-05-02,40
2011-05-03,40
2011-05-04,40
2011-05-05,41
2011-05-06,41
2011-05-07,41
2011-05-08,41
2011-05-09,42
2011-05-10,42
2011-05-11,42
2011-05-12,42
2011-05-13,43
2011-05-14,43
2011-05-15,43
2011-05-16,43
2011-05-17,44
2011-05-18,44
2011-05-19,44
2011-05-20,44
2011-05-21,45
2011-05-22,45
2011-05-23,45
2011-05-24,45
2011-05-25,46
2011-05-26,46
2011-05-27,46
2011-05-28,46
2011-05-29,47
2011-05-30,47
2011-05-31,47
2011-06-01,48
2011-06-02,48
2011-06-03,48
2011-06-04,48
2011-06-05,48
2011-06-06,48
2011-06-07,48
2011-06-08,48
2011-06-09,48
2011-06-10,48
2011-06-11,48
2011-06-12,48
2011-06-13,48
2011-06-14,48
2011-06-15,48
2011-06-16,48
2011-06-17,48
2011-06-18,48
2011-06-19,48
2011-06-20,48
2011-06-21,48
2011-06-22,48
2011-06-23,48
2011-06-24,48
2011-06-25,48
2011-06-26,48
2011-06-27,48
2011-06-28,48
2011-06-29,48
2011-06-30,48
2011-07-01,48
2011-07-02,48
2011-07-03,48
2011-07-04,48
2011-07-05,48
2011-07-06,48
2011-07-07,48
2011-07-08,48
2011-07-09,48
2011-07-10,48
2011-07-11,48
2011-07-12,48
2011-07-13,48
2011-07-14,48
2011-07-15,48
2011-07-16,48
2011-07-17,48
2011-07-18,48
2011-07-19,48
2011-07-20,48
2011-07-21,48
2011-07-22,48
2011-07-23,48
2011-07-24,48
2011-07-25,48
2011-07-26,48
2011-07-27,48
2011-07-28,48
2011-07-29,48
2011-07-30,48
2011-07-31,48
2011-08-01,48
2011-08-02,48
2011-08-03,48
2011-08-04,48
2011-08-05,48
2011-08-06,48
2011-08-07,48
2011-08-08,48
2011-08-09,48
2011-08-10,48
2011-08-11,48
2011-08-12,48
2011-08-13,48
2011-08-14,48
2011-08-15,48
2011-08-16,48
2011-08-17,48
2011-08-18,48
2011-08-19,48
2011-08-20,48
2011-08-21,48
2011-08-22,48
2011-08-23,48
2011-08-24,48
2011-08-25,48
2011-08-26,48
2011-08-27,48
2011-08-28,48
2011-08-29,48
2011-08-30,48
2011-08-31,48
2011-09-01,48
2011-09-02,46
2011-09-03,44
2011-09-04,43
2011-09-05,41
2011-09-06,40
2011-09-07,38
2011-09-08,36
2011-09-09,35
2011-09-10,33
2011-09-11,32
2011-09-12,30
2011-09-13,28
2011-09-14,27
2011-09-15,25
2011-09-16,24
2011-09-17,22
2011-09-18,20
2011-09-19,19
2011-09-20,17
2011-09-21,16
2011-09-22,14
2011-09-23,12
2011-09-24,11
2011-09-25,9
2011-09-26,8
2011-09-27,6
2011-09-28,4
2011-09-29,3
2011-09-30,1
