Date,Hyatt Hotels
2010-02-14,48
2010-02-15,48
2010-02-16,48
2010-02-17,48
2010-02-18,48
2010-02-19,48
2010-02-20,48
2010-02-21,48
2010-02-22,48
2010-02-23,48
2010-02-24,48
2010-02-25,48
2010-02-26,48
2010-02-27,48
2010-02-28,48
2010-03-01,48
2010-03-02,48
2010-03-03,48
2010-03-04,48
2010-03-05,48
2010-03-06,48
2010-03-07,48
2010-03-08,48
2010-03-09,48
2010-03-10,48
2010-03-11,48
2010-03-12,49
2010-03-13,49
2010-03-14,49
2010-03-15,49
2010-03-16,49
2010-03-17,49
2010-03-18,49
2010-03-19,49
2010-03-20,49
2010-03-21,49
2010-03-22,50
2010-03-23,50
2010-03-24,50
2010-03-25,50
2010-03-26,50
2010-03-27,50
2010-03-28,50
2010-03-29,50
2010-03-30,50
2010-03-31,50
2010-04-01,51
2010-04-02,51
2010-04-03,51
2010-04-04,51
2010-04-05,51
2010-04-06,51
2010-04-07,51
2010-04-08,51
2010-04-09,52
2010-04-10,52
2010-04-11,52
2010-04-12,52
2010-04-13,52
2010-04-14,52
2010-04-15,52
2010-04-16,53
2010-04-17,53
2010-04-18,53
2010-04-19,53
2010-04-20,53
2010-04-21,53
2010-04-22,53
2010-04-23,53
2010-04-24,54
2010-04-25,54
2010-04-26,54
2010-04-27,54
2010-04-28,54
2010-04-29,54
2010-04-30,54
2010-05-01,55
2010-05-02,54
2010-05-03,54
2010-05-04,53
2010-05-05,53
2010-05-06,53
2010-05-07,52
2010-05-08,52
2010-05-09,51
2010-05-10,51
2010-05-11,51
2010-05-12,50
2010-05-13,50
2010-05-14,49
2010-05-15,49
2010-05-16,49
2010-05-17,48
2010-05-18,48
2010-05-19,48
2010-05-20,47
2010-05-21,47
2010-05-22,46
2010-05-23,46
2010-05-24,46
2010-05-25,45
2010-05-26,45
2010-05-27,44
2010-05-28,44
2010-05-29,44
2010-05-30,43
2010-05-31,43
2010-06-01,43
2010-06-02,43
2010-06-03,43
2010-06-04,43
2010-06-05,43
2010-06-06,43
2010-06-07,43
2010-06-08,43
2010-06-09,43
2010-06-10,43
2010-06-11,43
2010-06-12,43
2010-06-13,43
2010-06-14,43
2010-06-15,43
2010-06-16,43
2010-06-17,43
2010-06-18,43
2010-06-19,43
2010-06-20,43
2010-06-21,43
2010-06-22,43
2010-06-23,43
2010-06-24,43
2010-06-25,43
2010-06-26,43
2010-06-27,43
2010-06-28,43
2010-06-29,43
2010-06-30,43
2010-07-01,43
2010-07-02,41
2010-07-03,40
2010-07-04,38
2010-07-05,37
2010-07-06,36
2010-07-07,34
2010-07-08,33
2010-07-09,31
2010-07-10,30
2010-07-11,29
2010-07-12,27
2010-07-13,26
2010-07-14,24
2010-07-15,23
2010-07-16,22
2010-07-17,20
2010-07-18,19
2010-07-19,18
2010-07-20,16
2010-07-21,15
2010-07-22,13
2010-07-23,12
2010-07-24,11
2010-07-25,9
2010-07-26,8
2010-07-27,6
2010-07-28,5
2010-07-29,4
2010-07-30,2
2010-07-31,1
2010-08-01,0
2010-08-02,0
2010-08-03,0
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,0
2010-08-08,0
2010-08-09,0
2010-08-10,0
2010-08-11,0
2010-08-12,0
2010-08-13,0
2010-08-14,0
2010-08-15,0
2010-08-16,0
2010-08-17,0
2010-08-18,0
2010-08-19,0
2010-08-20,0
2010-08-21,0
2010-08-22,0
2010-08-23,0
2010-08-24,0
2010-08-25,0
2010-08-26,0
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,0
2010-08-31,0
2010-09-01,0
2010-09-02,0
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,0
2010-09-09,0
2010-09-10,0
2010-09-11,0
2010-09-12,0
2010-09-13,0
2010-09-14,0
2010-09-15,0
2010-09-16,0
2010-09-17,0
2010-09-18,0
2010-09-19,0
2010-09-20,0
2010-09-21,0
2010-09-22,0
2010-09-23,0
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,0
2010-09-29,0
2010-09-30,0
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,0
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,0
2010-11-03,0
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,0
2010-11-08,0
2010-11-09,0
2010-11-10,0
2010-11-11,0
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0
2010-11-17,0
2010-11-18,0
2010-11-19,0
2010-11-20,0
2010-11-21,0
2010-11-22,0
2010-11-23,0
2010-11-24,0
2010-11-25,0
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,0
2010-11-30,0
2010-12-01,0
2010-12-02,1
2010-12-03,2
2010-12-04,3
2010-12-05,4
2010-12-06,6
2010-12-07,7
2010-12-08,8
2010-12-09,9
2010-12-10,11
2010-12-11,12
2010-12-12,13
2010-12-13,14
2010-12-14,15
2010-12-15,17
2010-12-16,18
2010-12-17,19
2010-12-18,20
2010-12-19,22
2010-12-20,23
2010-12-21,24
2010-12-22,25
2010-12-23,26
2010-12-24,28
2010-12-25,29
2010-12-26,30
2010-12-27,31
2010-12-28,33
2010-12-29,34
2010-12-30,35
2010-12-31,36
2011-01-01,38
