Date,Coty Inc
2013-03-26,0
2013-03-27,0
2013-03-28,0
2013-03-29,0
2013-03-30,0
2013-03-31,0
2013-04-01,0
2013-04-02,0
2013-04-03,0
2013-04-04,0
2013-04-05,0
2013-04-06,0
2013-04-07,0
2013-04-08,0
2013-04-09,0
2013-04-10,0
2013-04-11,0
2013-04-12,0
2013-04-13,0
2013-04-14,0
2013-04-15,0
2013-04-16,0
2013-04-17,0
2013-04-18,0
2013-04-19,0
2013-04-20,0
2013-04-21,0
2013-04-22,0
2013-04-23,0
2013-04-24,0
2013-04-25,0
2013-04-26,0
2013-04-27,0
2013-04-28,0
2013-04-29,0
2013-04-30,0
2013-05-01,0
2013-05-02,3
2013-05-03,6
2013-05-04,9
2013-05-05,12
2013-05-06,16
2013-05-07,19
2013-05-08,22
2013-05-09,25
2013-05-10,29
2013-05-11,32
2013-05-12,35
2013-05-13,38
2013-05-14,41
2013-05-15,45
2013-05-16,48
2013-05-17,51
2013-05-18,54
2013-05-19,58
2013-05-20,61
2013-05-21,64
2013-05-22,67
2013-05-23,70
2013-05-24,74
2013-05-25,77
2013-05-26,80
2013-05-27,83
2013-05-28,87
2013-05-29,90
2013-05-30,93
2013-05-31,96
2013-06-01,100
2013-06-02,98
2013-06-03,96
2013-06-04,94
2013-06-05,92
2013-06-06,90
2013-06-07,89
2013-06-08,87
2013-06-09,85
2013-06-10,83
2013-06-11,81
2013-06-12,79
2013-06-13,78
2013-06-14,76
2013-06-15,74
2013-06-16,72
2013-06-17,70
2013-06-18,68
2013-06-19,67
2013-06-20,65
2013-06-21,63
2013-06-22,61
2013-06-23,59
2013-06-24,57
2013-06-25,56
2013-06-26,54
2013-06-27,52
2013-06-28,50
2013-06-29,48
2013-06-30,46
2013-07-01,45
2013-07-02,44
2013-07-03,44
2013-07-04,43
2013-07-05,43
2013-07-06,42
2013-07-07,42
2013-07-08,41
2013-07-09,41
2013-07-10,40
2013-07-11,40
2013-07-12,39
2013-07-13,39
2013-07-14,38
2013-07-15,38
2013-07-16,37
2013-07-17,37
2013-07-18,36
2013-07-19,36
2013-07-20,35
2013-07-21,35
2013-07-22,34
2013-07-23,34
2013-07-24,33
2013-07-25,33
2013-07-26,32
2013-07-27,32
2013-07-28,31
2013-07-29,31
2013-07-30,30
2013-07-31,30
2013-08-01,30
2013-08-02,30
2013-08-03,30
2013-08-04,30
2013-08-05,30
2013-08-06,30
2013-08-07,30
2013-08-08,30
2013-08-09,30
2013-08-10,30
2013-08-11,30
2013-08-12,30
2013-08-13,30
2013-08-14,30
2013-08-15,30
2013-08-16,30
2013-08-17,31
2013-08-18,31
2013-08-19,31
2013-08-20,31
2013-08-21,31
2013-08-22,31
2013-08-23,31
2013-08-24,31
2013-08-25,31
2013-08-26,31
2013-08-27,31
2013-08-28,31
2013-08-29,31
2013-08-30,31
2013-08-31,31
2013-09-01,32
2013-09-02,31
2013-09-03,31
2013-09-04,31
2013-09-05,30
2013-09-06,30
2013-09-07,30
2013-09-08,29
2013-09-09,29
2013-09-10,29
2013-09-11,28
2013-09-12,28
2013-09-13,28
2013-09-14,27
2013-09-15,27
2013-09-16,27
2013-09-17,26
2013-09-18,26
2013-09-19,26
2013-09-20,25
2013-09-21,25
2013-09-22,25
2013-09-23,24
2013-09-24,24
2013-09-25,24
2013-09-26,23
2013-09-27,23
2013-09-28,23
2013-09-29,22
2013-09-30,22
2013-10-01,22
2013-10-02,22
2013-10-03,22
2013-10-04,23
2013-10-05,23
2013-10-06,23
2013-10-07,24
2013-10-08,24
2013-10-09,24
2013-10-10,25
2013-10-11,25
2013-10-12,25
2013-10-13,26
2013-10-14,26
2013-10-15,26
2013-10-16,27
2013-10-17,27
2013-10-18,28
2013-10-19,28
2013-10-20,28
2013-10-21,29
2013-10-22,29
2013-10-23,29
2013-10-24,30
2013-10-25,30
2013-10-26,30
2013-10-27,31
2013-10-28,31
2013-10-29,31
2013-10-30,32
2013-10-31,32
2013-11-01,33
