Date,LogMeIn
2008-01-28,0
2008-01-29,0
2008-01-30,0
2008-01-31,0
2008-02-01,0
2008-02-02,0
2008-02-03,0
2008-02-04,0
2008-02-05,0
2008-02-06,0
2008-02-07,0
2008-02-08,0
2008-02-09,0
2008-02-10,0
2008-02-11,0
2008-02-12,0
2008-02-13,0
2008-02-14,0
2008-02-15,0
2008-02-16,0
2008-02-17,0
2008-02-18,0
2008-02-19,0
2008-02-20,0
2008-02-21,0
2008-02-22,0
2008-02-23,0
2008-02-24,0
2008-02-25,0
2008-02-26,0
2008-02-27,0
2008-02-28,0
2008-02-29,0
2008-03-01,0
2008-03-02,0
2008-03-03,0
2008-03-04,0
2008-03-05,0
2008-03-06,0
2008-03-07,0
2008-03-08,0
2008-03-09,0
2008-03-10,0
2008-03-11,0
2008-03-12,0
2008-03-13,0
2008-03-14,0
2008-03-15,0
2008-03-16,0
2008-03-17,0
2008-03-18,0
2008-03-19,0
2008-03-20,0
2008-03-21,0
2008-03-22,0
2008-03-23,0
2008-03-24,0
2008-03-25,0
2008-03-26,0
2008-03-27,0
2008-03-28,0
2008-03-29,0
2008-03-30,0
2008-03-31,0
2008-04-01,0
2008-04-02,0
2008-04-03,0
2008-04-04,0
2008-04-05,0
2008-04-06,0
2008-04-07,0
2008-04-08,0
2008-04-09,0
2008-04-10,0
2008-04-11,0
2008-04-12,0
2008-04-13,0
2008-04-14,0
2008-04-15,0
2008-04-16,0
2008-04-17,0
2008-04-18,0
2008-04-19,0
2008-04-20,0
2008-04-21,0
2008-04-22,0
2008-04-23,0
2008-04-24,0
2008-04-25,0
2008-04-26,0
2008-04-27,0
2008-04-28,0
2008-04-29,0
2008-04-30,0
2008-05-01,0
2008-05-02,0
2008-05-03,0
2008-05-04,0
2008-05-05,0
2008-05-06,0
2008-05-07,0
2008-05-08,0
2008-05-09,0
2008-05-10,0
2008-05-11,0
2008-05-12,0
2008-05-13,0
2008-05-14,0
2008-05-15,0
2008-05-16,0
2008-05-17,0
2008-05-18,0
2008-05-19,0
2008-05-20,0
2008-05-21,0
2008-05-22,0
2008-05-23,0
2008-05-24,0
2008-05-25,0
2008-05-26,0
2008-05-27,0
2008-05-28,0
2008-05-29,0
2008-05-30,0
2008-05-31,0
2008-06-01,0
2008-06-02,0
2008-06-03,0
2008-06-04,0
2008-06-05,0
2008-06-06,0
2008-06-07,0
2008-06-08,0
2008-06-09,0
2008-06-10,0
2008-06-11,0
2008-06-12,0
2008-06-13,0
2008-06-14,0
2008-06-15,0
2008-06-16,0
2008-06-17,0
2008-06-18,0
2008-06-19,0
2008-06-20,0
2008-06-21,0
2008-06-22,0
2008-06-23,0
2008-06-24,0
2008-06-25,0
2008-06-26,0
2008-06-27,0
2008-06-28,0
2008-06-29,0
2008-06-30,0
2008-07-01,0
2008-07-02,0
2008-07-03,0
2008-07-04,0
2008-07-05,0
2008-07-06,0
2008-07-07,0
2008-07-08,0
2008-07-09,0
2008-07-10,0
2008-07-11,0
2008-07-12,0
2008-07-13,0
2008-07-14,0
2008-07-15,0
2008-07-16,0
2008-07-17,0
2008-07-18,0
2008-07-19,0
2008-07-20,0
2008-07-21,0
2008-07-22,0
2008-07-23,0
2008-07-24,0
2008-07-25,0
2008-07-26,0
2008-07-27,0
2008-07-28,0
2008-07-29,0
2008-07-30,0
2008-07-31,0
2008-08-01,0
2008-08-02,2
2008-08-03,5
2008-08-04,8
2008-08-05,10
2008-08-06,13
2008-08-07,16
2008-08-08,19
2008-08-09,21
2008-08-10,24
2008-08-11,27
2008-08-12,30
2008-08-13,32
2008-08-14,35
2008-08-15,38
2008-08-16,41
2008-08-17,43
2008-08-18,46
2008-08-19,49
2008-08-20,52
2008-08-21,54
2008-08-22,57
2008-08-23,60
2008-08-24,63
2008-08-25,65
2008-08-26,68
2008-08-27,71
2008-08-28,74
2008-08-29,76
2008-08-30,79
2008-08-31,82
2008-09-01,85
2008-09-02,85
2008-09-03,85
2008-09-04,85
2008-09-05,85
2008-09-06,85
2008-09-07,85
2008-09-08,85
2008-09-09,85
2008-09-10,85
2008-09-11,85
2008-09-12,85
2008-09-13,85
2008-09-14,85
2008-09-15,85
2008-09-16,86
2008-09-17,86
2008-09-18,86
2008-09-19,86
2008-09-20,86
2008-09-21,86
2008-09-22,86
2008-09-23,86
2008-09-24,86
2008-09-25,86
2008-09-26,86
2008-09-27,86
2008-09-28,86
2008-09-29,86
2008-09-30,86
2008-10-01,87
2008-10-02,87
2008-10-03,87
2008-10-04,87
2008-10-05,87
2008-10-06,87
2008-10-07,87
2008-10-08,87
2008-10-09,87
2008-10-10,87
2008-10-11,87
2008-10-12,87
2008-10-13,87
2008-10-14,87
2008-10-15,87
2008-10-16,87
2008-10-17,87
2008-10-18,87
2008-10-19,87
2008-10-20,87
2008-10-21,87
2008-10-22,87
2008-10-23,87
2008-10-24,87
2008-10-25,87
2008-10-26,87
2008-10-27,87
2008-10-28,87
2008-10-29,87
2008-10-30,87
2008-10-31,87
2008-11-01,88
2008-11-02,88
2008-11-03,88
2008-11-04,88
2008-11-05,88
2008-11-06,88
2008-11-07,88
2008-11-08,88
2008-11-09,88
2008-11-10,88
2008-11-11,88
2008-11-12,88
2008-11-13,88
2008-11-14,88
2008-11-15,88
2008-11-16,89
2008-11-17,89
2008-11-18,89
2008-11-19,89
2008-11-20,89
2008-11-21,89
2008-11-22,89
2008-11-23,89
2008-11-24,89
2008-11-25,89
2008-11-26,89
2008-11-27,89
2008-11-28,89
2008-11-29,89
2008-11-30,89
2008-12-01,90
2008-12-02,90
2008-12-03,90
2008-12-04,90
2008-12-05,90
2008-12-06,90
2008-12-07,90
2008-12-08,90
2008-12-09,90
2008-12-10,90
2008-12-11,90
2008-12-12,90
2008-12-13,90
2008-12-14,90
2008-12-15,90
2008-12-16,90
2008-12-17,90
2008-12-18,90
2008-12-19,90
2008-12-20,90
2008-12-21,90
2008-12-22,90
2008-12-23,90
2008-12-24,90
2008-12-25,90
2008-12-26,90
2008-12-27,90
2008-12-28,90
2008-12-29,90
2008-12-30,90
2008-12-31,90
2009-01-01,91
2009-01-02,91
2009-01-03,91
2009-01-04,91
2009-01-05,91
2009-01-06,91
2009-01-07,91
2009-01-08,91
2009-01-09,91
2009-01-10,91
2009-01-11,91
2009-01-12,91
2009-01-13,91
2009-01-14,91
2009-01-15,91
2009-01-16,91
2009-01-17,91
2009-01-18,91
2009-01-19,91
2009-01-20,91
2009-01-21,91
2009-01-22,91
2009-01-23,91
2009-01-24,91
2009-01-25,91
2009-01-26,91
2009-01-27,91
2009-01-28,91
2009-01-29,91
2009-01-30,91
2009-01-31,91
2009-02-01,92
2009-02-02,91
2009-02-03,91
2009-02-04,91
2009-02-05,91
2009-02-06,90
2009-02-07,90
2009-02-08,90
2009-02-09,90
2009-02-10,89
2009-02-11,89
2009-02-12,89
2009-02-13,89
2009-02-14,88
2009-02-15,88
2009-02-16,88
2009-02-17,88
2009-02-18,87
2009-02-19,87
2009-02-20,87
2009-02-21,87
2009-02-22,86
2009-02-23,86
2009-02-24,86
2009-02-25,86
2009-02-26,85
2009-02-27,85
2009-02-28,85
2009-03-01,85
2009-03-02,85
2009-03-03,85
2009-03-04,85
2009-03-05,85
2009-03-06,85
2009-03-07,85
2009-03-08,85
2009-03-09,85
2009-03-10,85
2009-03-11,85
2009-03-12,85
2009-03-13,85
2009-03-14,85
2009-03-15,85
2009-03-16,85
2009-03-17,85
2009-03-18,85
2009-03-19,85
2009-03-20,85
2009-03-21,85
2009-03-22,85
2009-03-23,85
2009-03-24,85
2009-03-25,85
2009-03-26,85
2009-03-27,85
2009-03-28,85
2009-03-29,85
2009-03-30,85
2009-03-31,85
2009-04-01,85
2009-04-02,85
2009-04-03,86
2009-04-04,86
2009-04-05,87
2009-04-06,87
2009-04-07,88
2009-04-08,88
2009-04-09,89
2009-04-10,89
2009-04-11,90
2009-04-12,90
2009-04-13,91
2009-04-14,91
2009-04-15,92
2009-04-16,92
2009-04-17,93
2009-04-18,93
2009-04-19,94
2009-04-20,94
2009-04-21,95
2009-04-22,95
2009-04-23,96
2009-04-24,96
2009-04-25,97
2009-04-26,97
2009-04-27,98
2009-04-28,98
2009-04-29,99
2009-04-30,99
2009-05-01,100
2009-05-02,99
2009-05-03,99
2009-05-04,98
2009-05-05,98
2009-05-06,97
2009-05-07,97
2009-05-08,96
2009-05-09,96
2009-05-10,95
2009-05-11,95
2009-05-12,94
2009-05-13,94
2009-05-14,93
2009-05-15,93
2009-05-16,92
2009-05-17,92
2009-05-18,91
2009-05-19,91
2009-05-20,90
2009-05-21,90
2009-05-22,89
2009-05-23,89
2009-05-24,88
2009-05-25,88
2009-05-26,87
2009-05-27,87
2009-05-28,86
2009-05-29,86
2009-05-30,85
2009-05-31,85
2009-06-01,85
