Date,Zynga
2011-05-19,0
2011-05-20,0
2011-05-21,0
2011-05-22,1
2011-05-23,2
2011-05-24,3
2011-05-25,4
2011-05-26,5
2011-05-27,6
2011-05-28,8
2011-05-29,7
2011-05-30,7
2011-05-31,7
2011-06-01,6
2011-06-02,6
2011-06-03,6
2011-06-04,6
2011-06-05,5
2011-06-06,5
2011-06-07,5
2011-06-08,5
2011-06-09,5
2011-06-10,5
2011-06-11,4
2011-06-12,4
2011-06-13,4
2011-06-14,4
2011-06-15,4
2011-06-16,4
2011-06-17,4
2011-06-18,4
2011-06-19,6
2011-06-20,7
2011-06-21,9
2011-06-22,11
2011-06-23,12
2011-06-24,14
2011-06-25,15
2011-06-26,17
2011-07-03,25
2011-07-04,24
2011-07-05,23
2011-07-06,22
2011-07-07,20
2011-07-08,19
2011-07-09,18
2011-07-10,17
2011-07-11,16
2011-07-12,15
2011-07-13,14
2011-07-14,13
2011-07-15,12
2011-07-16,11
2011-07-17,10
2011-07-18,10
2011-07-19,9
2011-07-20,9
2011-07-21,9
2011-07-22,8
2011-07-23,8
2011-07-24,7
2011-07-25,7
2011-07-26,6
2011-07-27,6
2011-07-28,5
2011-07-29,5
2011-07-30,4
2011-07-31,5
2011-08-01,5
2011-08-02,5
2011-08-03,6
2011-08-04,6
2011-08-05,6
2011-08-06,7
2011-08-07,6
2011-08-08,6
2011-08-09,5
2011-08-10,5
2011-08-11,5
2011-08-12,4
2011-08-13,4
2011-08-14,3
2011-08-15,3
2011-08-16,3
2011-08-17,3
2011-08-18,3
2011-08-19,3
2011-08-20,3
2011-08-21,3
2011-08-22,3
2011-08-23,3
2011-08-24,3
2011-08-25,3
2011-08-26,3
2011-08-27,3
2011-08-28,3
2011-08-29,3
2011-08-30,3
2011-08-31,3
2011-09-01,3
2011-09-02,3
2011-09-03,3
2011-09-04,3
2011-09-05,3
2011-09-06,3
2011-09-07,3
2011-09-08,3
2011-09-09,3
2011-09-10,3
2011-09-11,3
2011-09-12,3
2011-09-13,3
2011-09-14,3
2011-09-15,3
2011-09-16,3
2011-09-17,3
2011-09-18,3
2011-09-19,4
2011-09-20,4
2011-09-21,4
2011-09-22,4
2011-09-23,4
2011-09-24,4
2011-09-25,3
2011-10-02,3
2011-10-03,4
2011-10-04,3
2011-10-05,3
2011-10-06,3
2011-10-07,3
2011-10-08,3
2011-10-09,3
2011-10-10,4
2011-10-11,4
2011-10-12,4
2011-10-13,4
2011-10-14,4
2011-10-15,4
2011-10-16,4
2011-10-17,4
2011-10-18,4
2011-10-19,4
2011-10-20,4
2011-10-21,4
2011-10-22,4
2011-10-23,4
2011-10-24,3
2011-10-25,3
2011-10-26,3
2011-10-27,3
2011-10-28,3
2011-10-29,3
2011-10-30,3
2011-10-31,3
2011-11-01,3
2011-11-02,3
2011-11-03,3
2011-11-04,3
2011-11-05,3
2011-11-06,4
2011-11-07,5
2011-11-08,6
2011-11-09,7
2011-11-10,8
2011-11-11,9
2011-11-12,10
2011-11-13,9
2011-11-14,9
2011-11-15,9
2011-11-16,8
2011-11-17,8
2011-11-18,8
2011-11-19,8
2011-11-20,7
2011-11-21,6
2011-11-22,6
2011-11-23,6
2011-11-24,5
2011-11-25,5
2011-11-26,4
2011-11-27,5
2011-11-28,6
2011-11-29,7
2011-11-30,8
2011-12-01,9
2011-12-02,10
2011-12-03,10
2011-12-04,11
2011-12-05,9
2011-12-06,10
2011-12-07,11
2011-12-08,11
2011-12-09,12
2011-12-10,12
2011-12-11,24
2011-12-12,38
2011-12-13,50
2011-12-14,63
2011-12-15,75
2011-12-16,88
2011-12-17,101
2011-12-18,96
2011-12-19,92
2011-12-20,88
2011-12-21,84
2011-12-22,80
2011-12-23,76
2011-12-24,72
2011-12-25,65
2012-01-01,21
2012-01-02,20
2012-01-03,19
2012-01-04,17
2012-01-05,16
2012-01-06,16
2012-01-07,13
2012-01-08,14
2012-01-09,14
2012-01-10,14
2012-01-11,15
2012-01-12,15
2012-01-13,14
2012-01-14,14
2012-01-15,16
2012-01-16,18
2012-01-17,20
2012-01-18,27
2012-01-19,24
2012-01-20,26
2012-01-21,27
2012-01-22,26
2012-01-23,24
2012-01-24,23
2012-01-25,23
2012-01-26,21
2012-01-27,20
2012-01-28,20
2012-01-29,23
2012-01-30,28
2012-01-31,27
2012-02-01,40
2012-02-02,33
2012-02-03,45
2012-02-04,60
2012-02-05,55
2012-02-06,43
2012-02-07,41
2012-02-08,43
2012-02-09,36
2012-02-10,36
2012-02-11,32
2012-02-12,33
2012-02-13,35
2012-02-14,34
2012-02-15,35
2012-02-16,43
2012-02-17,47
2012-02-18,48
2012-02-19,41
2012-02-20,37
2012-02-21,34
2012-02-22,27
2012-02-23,28
2012-02-24,23
2012-02-25,20
2012-02-26,20
2012-02-27,21
2012-02-28,22
2012-02-29,22
2012-03-01,22
2012-03-02,19
2012-03-03,26
2012-03-04,23
2012-03-05,23
2012-03-06,24
2012-03-07,25
2012-03-08,24
2012-03-09,24
2012-03-10,24
2012-03-11,23
2012-03-12,22
2012-03-13,21
2012-03-14,21
2012-03-15,22
2012-03-16,20
2012-03-17,20
2012-03-18,20
2012-03-19,20
2012-03-20,20
2012-03-21,19
2012-03-22,23
2012-03-23,18
2012-03-24,23
2012-03-25,21
2012-03-26,20
2012-03-27,20
2012-03-28,20
2012-03-29,18
2012-03-30,18
2012-03-31,18
2012-04-01,17
2012-04-02,17
2012-04-03,17
2012-04-04,16
2012-04-05,16
2012-04-06,16
2012-04-07,16
2012-04-08,16
2012-04-09,16
2012-04-10,16
2012-04-11,16
2012-04-12,16
2012-04-13,16
2012-04-14,16
2012-04-15,16
2012-04-16,17
2012-04-17,17
2012-04-18,18
2012-04-19,18
2012-04-20,19
2012-04-21,19
2012-04-22,20
2012-04-23,21
2012-04-24,21
2012-04-25,22
2012-04-26,23
2012-04-27,23
2012-04-28,25
2012-04-29,24
2012-04-30,23
2012-05-01,23
2012-05-02,24
2012-05-03,22
2012-05-04,21
2012-05-05,20
2012-05-06,20
2012-05-07,20
2012-05-08,21
2012-05-09,20
2012-05-10,21
2012-05-11,21
2012-05-12,20
2012-05-13,25
2012-05-14,29
2012-05-15,33
2012-05-16,37
2012-05-17,42
2012-05-18,36
2012-05-19,65
2012-05-20,44
2012-05-21,44
2012-05-22,47
2012-05-23,45
2012-05-24,41
2012-05-25,38
2012-05-26,36
2012-05-27,32
2012-05-28,30
2012-05-29,27
2012-05-30,23
2012-05-31,23
2012-06-01,19
2012-06-02,18
2012-06-03,17
2012-06-04,16
2012-06-05,16
2012-06-06,15
2012-06-07,15
2012-06-08,14
2012-06-09,13
2012-06-10,14
2012-06-11,15
2012-06-12,16
2012-06-13,18
2012-06-14,19
2012-06-15,19
2012-06-16,20
2012-06-17,19
2012-06-18,18
2012-06-19,18
2012-06-20,17
2012-06-21,17
2012-06-22,16
2012-06-23,16
2012-06-24,16
2012-06-25,16
2012-06-26,15
2012-06-27,16
2012-06-28,16
2012-06-29,16
2012-06-30,17
2012-07-01,16
2012-07-02,14
2012-07-03,15
2012-07-04,14
2012-07-05,13
2012-07-06,12
2012-07-07,12
2012-07-08,11
2012-07-09,11
2012-07-10,10
2012-07-11,11
2012-07-12,10
2012-07-13,10
2012-07-14,9
2012-07-15,10
2012-07-16,11
2012-07-17,11
2012-07-18,12
2012-07-19,12
2012-07-20,13
2012-07-21,14
2012-07-22,21
2012-07-23,29
2012-07-24,36
2012-07-25,20
2012-07-26,45
2012-07-27,62
2012-07-28,77
2012-07-29,58
2012-07-30,53
2012-07-31,52
2012-08-01,41
2012-08-02,39
2012-08-03,40
2012-08-04,32
2012-08-05,30
2012-08-06,28
2012-08-07,26
2012-08-08,24
2012-08-09,22
2012-08-10,21
2012-08-11,19
2012-08-12,19
2012-08-13,19
2012-08-14,19
2012-08-15,19
2012-08-16,20
2012-08-17,20
2012-08-18,22
2012-08-19,20
2012-08-20,20
2012-08-21,19
2012-08-22,19
2012-08-23,20
2012-08-24,19
2012-08-25,19
2012-08-26,19
2012-08-27,19
2012-08-28,20
2012-08-29,18
2012-08-30,19
2012-08-31,20
2012-09-01,19
2012-09-02,18
2012-09-03,17
2012-09-04,15
2012-09-05,15
2012-09-06,13
2012-09-07,12
2012-09-08,11
2012-09-09,11
2012-09-10,12
2012-09-11,12
2012-09-12,12
2012-09-13,13
2012-09-14,14
2012-09-15,15
2012-09-16,14
2012-09-17,14
2012-09-18,14
2012-09-19,14
2012-09-20,13
2012-09-21,13
2012-09-22,13
2012-09-23,12
2012-09-24,12
2012-09-25,11
2012-09-26,11
2012-09-27,10
2012-09-28,10
2012-09-29,10
2012-09-30,12
2012-10-01,14
2012-10-02,16
2012-10-03,18
2012-10-04,17
2012-10-05,14
2012-10-06,28
2012-10-07,23
2012-10-08,22
2012-10-09,22
2012-10-10,20
2012-10-11,22
2012-10-12,19
2012-10-13,21
2012-10-14,19
2012-10-15,18
2012-10-16,17
2012-10-17,16
2012-10-18,15
2012-10-19,14
2012-10-20,13
2012-10-21,15
2012-10-22,17
2012-10-23,18
2012-10-24,20
2012-10-25,24
2012-10-26,28
2012-10-27,27
2012-10-28,24
2012-10-29,22
2012-10-30,21
2012-10-31,19
2012-11-01,17
2012-11-02,14
2012-11-03,13
2012-11-04,12
2012-11-05,11
2012-11-06,11
2012-11-07,10
2012-11-08,9
2012-11-09,9
2012-11-10,9
2012-11-11,9
2012-11-12,9
2012-11-13,9
2012-11-14,10
2012-11-15,10
2012-11-16,10
2012-11-17,11
2012-11-18,10
2012-11-19,10
2012-11-20,10
2012-11-21,9
2012-11-22,9
2012-11-23,9
2012-11-24,9
2012-11-25,10
2012-11-26,11
2012-11-27,13
2012-11-28,14
2012-11-29,15
2012-11-30,15
2012-12-01,20
2012-12-02,18
2012-12-03,17
2012-12-04,17
2012-12-05,15
2012-12-06,14
2012-12-07,13
2012-12-08,13
2012-12-09,13
2012-12-10,13
2012-12-11,12
2012-12-12,13
2012-12-13,13
2012-12-14,13
2012-12-15,13
2012-12-16,12
2012-12-17,11
2012-12-18,10
2012-12-19,10
2012-12-20,9
2012-12-21,8
2012-12-22,8
2012-12-23,8
2012-12-24,8
2012-12-25,8
2012-12-26,8
2012-12-27,8
2012-12-28,8
2012-12-29,7
2012-12-30,8
2012-12-31,8
