Date,Zoetis
2012-06-12,0
2012-06-13,0
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,0
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,0
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,0
2012-07-03,0
2012-07-04,0
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,0
2012-07-11,0
2012-07-12,0
2012-07-13,0
2012-07-14,0
2012-07-15,0
2012-07-16,0
2012-07-17,0
2012-07-18,0
2012-07-19,0
2012-07-20,0
2012-07-21,0
2012-07-22,0
2012-07-23,0
2012-07-24,0
2012-07-25,0
2012-07-26,0
2012-07-27,0
2012-07-28,0
2012-07-29,0
2012-07-30,0
2012-07-31,0
2012-08-01,0
2012-08-02,0
2012-08-03,0
2012-08-04,0
2012-08-05,0
2012-08-06,0
2012-08-07,0
2012-08-08,0
2012-08-09,0
2012-08-10,0
2012-08-11,0
2012-08-12,0
2012-08-13,0
2012-08-14,0
2012-08-15,0
2012-08-16,0
2012-08-17,0
2012-08-18,0
2012-08-19,0
2012-08-20,0
2012-08-21,0
2012-08-22,0
2012-08-23,0
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,0
2012-08-29,0
2012-08-30,0
2012-08-31,0
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,0
2012-09-05,0
2012-09-06,0
2012-09-07,0
2012-09-08,0
2012-09-09,0
2012-09-10,0
2012-09-11,0
2012-09-12,0
2012-09-13,0
2012-09-14,0
2012-09-15,0
2012-09-16,0
2012-09-17,0
2012-09-18,0
2012-09-19,0
2012-09-20,0
2012-09-21,0
2012-09-22,0
2012-09-23,0
2012-09-24,0
2012-09-25,0
2012-09-26,0
2012-09-27,0
2012-09-28,0
2012-09-29,0
2012-09-30,0
2012-10-01,0
2012-10-02,0
2012-10-03,0
2012-10-04,0
2012-10-05,0
2012-10-06,0
2012-10-07,0
2012-10-08,0
2012-10-09,0
2012-10-10,0
2012-10-11,0
2012-10-12,0
2012-10-13,0
2012-10-14,0
2012-10-15,0
2012-10-16,0
2012-10-17,0
2012-10-18,0
2012-10-19,0
2012-10-20,0
2012-10-21,0
2012-10-22,0
2012-10-23,0
2012-10-24,0
2012-10-25,0
2012-10-26,0
2012-10-27,0
2012-10-28,0
2012-10-29,0
2012-10-30,0
2012-10-31,0
2012-11-01,0
2012-11-02,0
2012-11-03,0
2012-11-04,0
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,0
2012-11-09,0
2012-11-10,0
2012-11-11,0
2012-11-12,0
2012-11-13,0
2012-11-14,0
2012-11-15,0
2012-11-16,0
2012-11-17,0
2012-11-18,0
2012-11-19,0
2012-11-20,0
2012-11-21,0
2012-11-22,0
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,0
2012-11-30,0
2012-12-01,0
2012-12-02,0
2012-12-03,1
2012-12-04,1
2012-12-05,2
2012-12-06,3
2012-12-07,3
2012-12-08,4
2012-12-09,4
2012-12-10,5
2012-12-11,6
2012-12-12,6
2012-12-13,7
2012-12-14,7
2012-12-15,8
2012-12-16,9
2012-12-17,9
2012-12-18,10
2012-12-19,11
2012-12-20,11
2012-12-21,12
2012-12-22,12
2012-12-23,13
2012-12-24,14
2012-12-25,14
2012-12-26,15
2012-12-27,15
2012-12-28,16
2012-12-29,17
2012-12-30,17
2012-12-31,18
2013-01-01,19
2013-01-02,19
2013-01-03,20
2013-01-04,21
2013-01-05,22
2013-01-06,22
2013-01-07,23
2013-01-08,24
2013-01-09,25
2013-01-10,25
2013-01-11,26
2013-01-12,27
2013-01-13,28
2013-01-14,29
2013-01-15,29
2013-01-16,30
2013-01-17,31
2013-01-18,32
2013-01-19,32
2013-01-20,33
2013-01-21,34
2013-01-22,35
2013-01-23,36
2013-01-24,36
2013-01-25,37
2013-01-26,38
2013-01-27,39
2013-01-28,39
2013-01-29,40
2013-01-30,41
2013-01-31,42
2013-02-01,43
2013-02-02,41
2013-02-03,40
2013-02-04,39
2013-02-05,37
2013-02-06,36
2013-02-07,35
2013-02-08,34
2013-02-09,32
2013-02-10,31
2013-02-11,30
2013-02-12,28
2013-02-13,27
2013-02-14,26
2013-02-15,25
2013-02-16,23
2013-02-17,22
2013-02-18,21
2013-02-19,19
2013-02-20,18
2013-02-21,17
2013-02-22,16
2013-02-23,14
2013-02-24,13
2013-02-25,12
2013-02-26,10
2013-02-27,9
2013-02-28,8
2013-03-01,7
2013-03-02,7
2013-03-03,7
2013-03-04,7
2013-03-05,7
2013-03-06,7
2013-03-07,7
2013-03-08,7
2013-03-09,7
2013-03-10,7
2013-03-11,7
2013-03-12,7
2013-03-13,7
2013-03-14,7
2013-03-15,7
2013-03-16,7
2013-03-17,7
2013-03-18,7
2013-03-19,7
2013-03-20,7
2013-03-21,7
2013-03-22,7
2013-03-23,7
2013-03-24,7
2013-03-25,7
2013-03-26,7
2013-03-27,7
2013-03-28,7
2013-03-29,7
2013-03-30,7
2013-03-31,7
2013-04-01,8
2013-04-02,8
2013-04-03,8
2013-04-04,8
2013-04-05,8
2013-04-06,8
2013-04-07,9
2013-04-08,9
2013-04-09,9
2013-04-10,9
2013-04-11,9
2013-04-12,9
2013-04-13,10
2013-04-14,10
2013-04-15,10
2013-04-16,10
2013-04-17,10
2013-04-18,10
2013-04-19,11
2013-04-20,11
2013-04-21,11
2013-04-22,11
2013-04-23,11
2013-04-24,11
2013-04-25,12
2013-04-26,12
2013-04-27,12
2013-04-28,12
2013-04-29,12
2013-04-30,12
2013-05-01,13
2013-05-02,15
2013-05-03,18
2013-05-04,21
2013-05-05,24
2013-05-06,27
2013-05-07,29
2013-05-08,32
2013-05-09,35
2013-05-10,38
2013-05-11,41
2013-05-12,43
2013-05-13,46
2013-05-14,49
2013-05-15,52
2013-05-16,55
2013-05-17,57
2013-05-18,60
2013-05-19,63
2013-05-20,66
2013-05-21,69
2013-05-22,71
2013-05-23,74
2013-05-24,77
2013-05-25,80
2013-05-26,83
2013-05-27,85
2013-05-28,88
2013-05-29,91
2013-05-30,94
2013-05-31,97
2013-06-01,100
2013-06-02,97
2013-06-03,94
2013-06-04,91
2013-06-05,96
2013-06-06,85
2013-06-07,82
2013-06-08,79
2013-06-09,76
2013-06-10,73
2013-06-11,70
2013-06-12,69
2013-06-13,64
2013-06-14,61
2013-06-15,58
2013-06-16,55
2013-06-17,52
2013-06-18,49
2013-06-19,46
2013-06-20,43
2013-06-21,40
2013-06-22,37
2013-06-23,34
2013-06-24,31
2013-06-25,28
2013-06-26,25
2013-06-27,22
2013-06-28,19
2013-06-29,16
2013-06-30,13
2013-07-01,10
2013-07-02,9
2013-07-03,9
2013-07-04,9
2013-07-05,9
2013-07-06,9
2013-07-07,9
2013-07-08,9
2013-07-09,8
2013-07-10,8
2013-07-11,8
2013-07-12,8
2013-07-13,8
2013-07-14,8
2013-07-15,8
2013-07-16,8
2013-07-17,7
2013-07-18,7
2013-07-19,7
2013-07-20,7
2013-07-21,7
2013-07-22,7
2013-07-23,7
2013-07-24,7
2013-07-25,6
2013-07-26,6
2013-07-27,6
2013-07-28,6
2013-07-29,6
2013-07-30,6
2013-07-31,6
2013-08-01,6
2013-08-02,6
2013-08-03,6
2013-08-04,6
2013-08-05,6
2013-08-06,6
2013-08-07,6
2013-08-08,6
2013-08-09,6
2013-08-10,6
2013-08-11,6
2013-08-12,6
2013-08-13,6
2013-08-14,6
2013-08-15,6
2013-08-16,6
2013-08-17,7
2013-08-18,7
2013-08-19,7
2013-08-20,7
2013-08-21,7
2013-08-22,7
2013-08-23,7
2013-08-24,7
2013-08-25,7
2013-08-26,7
2013-08-27,7
2013-08-28,7
2013-08-29,7
2013-08-30,7
2013-08-31,7
2013-09-01,8
2013-09-02,7
2013-09-03,7
2013-09-04,7
2013-09-05,7
2013-09-06,7
2013-09-07,7
2013-09-08,7
2013-09-09,7
2013-09-10,7
2013-09-11,7
2013-09-12,7
2013-09-13,7
2013-09-14,7
2013-09-15,7
2013-09-16,7
2013-09-17,7
2013-09-18,7
2013-09-19,7
2013-09-20,7
2013-09-21,7
2013-09-22,7
2013-09-23,7
2013-09-24,7
2013-09-25,7
2013-09-26,7
2013-09-27,7
2013-09-28,7
2013-09-29,7
2013-09-30,7
2013-10-01,7
2013-10-02,7
2013-10-03,7
2013-10-04,7
2013-10-05,7
2013-10-06,7
2013-10-07,7
2013-10-08,7
2013-10-09,7
2013-10-10,7
2013-10-11,7
2013-10-12,7
2013-10-13,7
2013-10-14,7
2013-10-15,7
2013-10-16,7
2013-10-17,7
2013-10-18,7
2013-10-19,7
2013-10-20,7
2013-10-21,7
2013-10-22,7
2013-10-23,7
2013-10-24,7
2013-10-25,7
2013-10-26,7
2013-10-27,7
2013-10-28,7
2013-10-29,7
2013-10-30,7
2013-10-31,7
2013-11-01,7
2013-11-02,7
2013-11-03,7
2013-11-04,7
2013-11-05,7
2013-11-06,7
2013-11-07,7
2013-11-08,7
2013-11-09,7
2013-11-10,7
2013-11-11,7
2013-11-12,7
2013-11-13,7
2013-11-14,7
2013-11-15,7
2013-11-16,7
2013-11-17,7
2013-11-18,7
2013-11-19,7
2013-11-20,7
2013-11-21,7
2013-11-22,7
2013-11-23,7
2013-11-24,7
2013-11-25,7
2013-11-26,7
2013-11-27,7
2013-11-28,7
2013-11-29,7
2013-11-30,7
2013-12-01,7
2013-12-02,7
2013-12-03,7
2013-12-04,7
2013-12-05,7
2013-12-06,7
2013-12-07,7
2013-12-08,7
2013-12-09,7
2013-12-10,7
2013-12-11,7
2013-12-12,7
2013-12-13,7
2013-12-14,7
2013-12-15,7
2013-12-16,7
2013-12-17,7
2013-12-18,7
2013-12-19,7
2013-12-20,7
2013-12-21,7
2013-12-22,7
2013-12-23,7
2013-12-24,7
2013-12-25,7
2013-12-26,7
2013-12-27,7
2013-12-28,7
2013-12-29,7
2013-12-30,7
2013-12-31,7
2014-01-01,7
