Date,Marketo
2013-11-27,54
2013-11-28,54
2013-11-29,55
2013-11-30,55
2013-12-01,56
2013-12-02,55
2013-12-03,54
2013-12-04,54
2013-12-05,53
2013-12-06,53
2013-12-07,52
2013-12-08,52
2013-12-09,51
2013-12-10,51
2013-12-11,50
2013-12-12,49
2013-12-13,49
2013-12-14,48
2013-12-15,48
2013-12-16,47
2013-12-17,47
2013-12-18,46
2013-12-19,46
2013-12-20,45
2013-12-21,45
2013-12-22,44
2013-12-23,43
2013-12-24,43
2013-12-25,42
2013-12-26,42
2013-12-27,41
2013-12-28,41
2013-12-29,40
2013-12-30,40
2013-12-31,39
2014-01-01,39
2014-01-02,40
2014-01-03,41
2014-01-04,43
2014-01-05,44
2014-01-06,46
2014-01-07,47
2014-01-08,49
2014-01-09,50
2014-01-10,52
2014-01-11,53
2014-01-12,55
2014-01-13,56
2014-01-14,58
2014-01-15,59
2014-01-16,61
2014-01-17,62
2014-01-18,64
2014-01-19,65
2014-01-20,67
2014-01-21,68
2014-01-22,70
2014-01-23,71
2014-01-24,73
2014-01-25,74
2014-01-26,76
2014-01-27,77
2014-01-28,79
2014-01-29,80
2014-01-30,82
2014-01-31,83
2014-02-01,85
