Date,Workday Inc
2012-06-12,0
2012-06-13,0
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,0
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,0
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,0
2012-07-03,0
2012-07-04,0
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,0
2012-07-11,0
2012-07-12,0
2012-07-13,0
2012-07-14,0
2012-07-15,0
2012-07-16,0
2012-07-17,0
2012-07-18,0
2012-07-19,0
2012-07-20,0
2012-07-21,0
2012-07-22,0
2012-07-23,0
2012-07-24,0
2012-07-25,0
2012-07-26,0
2012-07-27,0
2012-07-28,0
2012-07-29,0
2012-07-30,0
2012-07-31,0
2012-08-01,0
2012-08-02,0
2012-08-03,0
2012-08-04,0
2012-08-05,0
2012-08-06,0
2012-08-07,0
2012-08-08,0
2012-08-09,0
2012-08-10,0
2012-08-11,0
2012-08-12,0
2012-08-13,0
2012-08-14,0
2012-08-15,0
2012-08-16,0
2012-08-17,0
2012-08-18,0
2012-08-19,0
2012-08-20,0
2012-08-21,0
2012-08-22,0
2012-08-23,0
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,0
2012-08-29,0
2012-08-30,0
2012-08-31,0
2012-09-01,0
2012-09-02,3
2012-09-03,6
2012-09-04,10
2012-09-05,13
2012-09-06,16
2012-09-07,20
2012-09-08,23
2012-09-09,26
2012-09-10,30
2012-09-11,33
2012-09-12,36
2012-09-13,40
2012-09-14,43
2012-09-15,46
2012-09-16,50
2012-09-17,53
2012-09-18,56
2012-09-19,60
2012-09-20,63
2012-09-21,66
2012-09-22,70
2012-09-23,73
2012-09-24,76
2012-09-25,80
2012-09-26,83
2012-09-27,86
2012-09-28,90
2012-09-29,93
2012-09-30,96
2012-10-01,100
2012-10-02,97
2012-10-03,95
2012-10-04,92
2012-10-05,90
2012-10-06,87
2012-10-07,85
2012-10-08,83
2012-10-09,80
2012-10-10,78
2012-10-11,75
2012-10-12,73
2012-10-13,80
2012-10-14,68
2012-10-15,66
2012-10-16,65
2012-10-17,61
2012-10-18,58
2012-10-19,56
2012-10-20,54
2012-10-21,51
2012-10-22,49
2012-10-23,46
2012-10-24,44
2012-10-25,41
2012-10-26,39
2012-10-27,37
2012-10-28,34
2012-10-29,32
2012-10-30,29
2012-10-31,27
2012-11-01,25
2012-11-02,24
2012-11-03,24
2012-11-04,23
2012-11-05,23
2012-11-06,23
2012-11-07,22
2012-11-08,22
2012-11-09,22
2012-11-10,21
2012-11-11,21
2012-11-12,20
2012-11-13,20
2012-11-14,20
2012-11-15,19
2012-11-16,19
2012-11-17,19
2012-11-18,18
2012-11-19,18
2012-11-20,18
2012-11-21,17
2012-11-22,17
2012-11-23,16
2012-11-24,16
2012-11-25,16
2012-11-26,15
2012-11-27,15
2012-11-28,15
2012-11-29,14
2012-11-30,14
2012-12-01,14
2012-12-02,14
2012-12-03,14
2012-12-04,14
2012-12-05,14
2012-12-06,14
2012-12-07,14
2012-12-08,14
2012-12-09,14
2012-12-10,14
2012-12-11,14
2012-12-12,14
2012-12-13,14
2012-12-14,14
2012-12-15,14
2012-12-16,14
2012-12-17,14
2012-12-18,14
2012-12-19,14
2012-12-20,14
2012-12-21,14
2012-12-22,14
2012-12-23,14
2012-12-24,14
2012-12-25,14
2012-12-26,14
2012-12-27,14
2012-12-28,14
2012-12-29,14
2012-12-30,14
2012-12-31,14
2013-01-01,15
2013-01-02,15
2013-01-03,15
2013-01-04,15
2013-01-05,15
2013-01-06,15
2013-01-07,15
2013-01-08,15
2013-01-09,15
2013-01-10,15
2013-01-11,15
2013-01-12,15
2013-01-13,15
2013-01-14,15
2013-01-15,15
2013-01-16,15
2013-01-17,15
2013-01-18,15
2013-01-19,15
2013-01-20,15
2013-01-21,15
2013-01-22,15
2013-01-23,15
2013-01-24,15
2013-01-25,15
2013-01-26,15
2013-01-27,15
2013-01-28,15
2013-01-29,15
2013-01-30,15
2013-01-31,15
2013-02-01,15
2013-02-02,15
2013-02-03,15
2013-02-04,15
2013-02-05,15
2013-02-06,16
2013-02-07,16
2013-02-08,16
2013-02-09,16
2013-02-10,16
2013-02-11,17
2013-02-12,17
2013-02-13,17
2013-02-14,17
2013-02-15,18
2013-02-16,18
2013-02-17,18
2013-02-18,18
2013-02-19,18
2013-02-20,19
2013-02-21,19
2013-02-22,19
2013-02-23,19
2013-02-24,19
2013-02-25,20
2013-02-26,20
2013-02-27,20
2013-02-28,20
2013-03-01,21
2013-03-02,21
2013-03-03,21
2013-03-04,21
2013-03-05,21
2013-03-06,21
2013-03-07,21
2013-03-08,21
2013-03-09,22
2013-03-10,22
2013-03-11,22
2013-03-12,22
2013-03-13,22
2013-03-14,22
2013-03-15,22
2013-03-16,22
2013-03-17,23
2013-03-18,23
2013-03-19,23
2013-03-20,23
2013-03-21,23
2013-03-22,23
2013-03-23,23
2013-03-24,23
2013-03-25,24
2013-03-26,24
2013-03-27,24
2013-03-28,24
2013-03-29,24
2013-03-30,24
2013-03-31,24
2013-04-01,25
2013-04-02,25
2013-04-03,25
2013-04-04,25
2013-04-05,25
2013-04-06,25
2013-04-07,25
2013-04-08,25
2013-04-09,25
2013-04-10,25
2013-04-11,25
2013-04-12,25
2013-04-13,25
2013-04-14,25
2013-04-15,25
2013-04-16,25
2013-04-17,25
2013-04-18,25
2013-04-19,25
2013-04-20,25
2013-04-21,25
2013-04-22,25
2013-04-23,25
2013-04-24,25
2013-04-25,25
2013-04-26,25
2013-04-27,25
2013-04-28,25
2013-04-29,25
2013-04-30,25
2013-05-01,26
2013-05-02,25
2013-05-03,25
2013-05-04,25
2013-05-05,24
2013-05-06,24
2013-05-07,24
2013-05-08,24
2013-05-09,23
2013-05-10,23
2013-05-11,23
2013-05-12,23
2013-05-13,22
2013-05-14,22
2013-05-15,22
2013-05-16,22
2013-05-17,21
2013-05-18,21
2013-05-19,21
2013-05-20,21
2013-05-21,20
2013-05-22,20
2013-05-23,20
2013-05-24,20
2013-05-25,19
2013-05-26,19
2013-05-27,19
2013-05-28,19
2013-05-29,18
2013-05-30,18
2013-05-31,18
2013-06-01,18
2013-06-02,18
2013-06-03,18
2013-06-04,18
2013-06-05,18
2013-06-06,18
2013-06-07,18
2013-06-08,18
2013-06-09,18
2013-06-10,18
2013-06-11,18
2013-06-12,18
2013-06-13,18
2013-06-14,18
2013-06-15,18
2013-06-16,19
2013-06-17,19
2013-06-18,19
2013-06-19,19
2013-06-20,19
2013-06-21,19
2013-06-22,19
2013-06-23,19
2013-06-24,19
2013-06-25,19
2013-06-26,19
2013-06-27,19
2013-06-28,19
2013-06-29,19
2013-06-30,19
2013-07-01,20
2013-07-02,20
2013-07-03,20
2013-07-04,20
2013-07-05,20
2013-07-06,20
2013-07-07,20
2013-07-08,20
2013-07-09,20
2013-07-10,20
2013-07-11,20
2013-07-12,20
2013-07-13,20
2013-07-14,20
2013-07-15,20
2013-07-16,20
2013-07-17,20
2013-07-18,20
2013-07-19,20
2013-07-20,20
2013-07-21,20
2013-07-22,20
2013-07-23,20
2013-07-24,20
2013-07-25,20
2013-07-26,20
2013-07-27,20
2013-07-28,20
2013-07-29,20
2013-07-30,20
2013-07-31,20
2013-08-01,20
2013-08-02,20
2013-08-03,20
2013-08-04,20
2013-08-05,20
2013-08-06,20
2013-08-07,20
2013-08-08,20
2013-08-09,20
2013-08-10,20
2013-08-11,20
2013-08-12,21
2013-08-13,21
2013-08-14,21
2013-08-15,21
2013-08-16,21
2013-08-17,21
2013-08-18,21
2013-08-19,21
2013-08-20,21
2013-08-21,21
2013-08-22,22
2013-08-23,22
2013-08-24,22
2013-08-25,22
2013-08-26,22
2013-08-27,22
2013-08-28,22
2013-08-29,22
2013-08-30,22
2013-08-31,22
2013-09-01,23
2013-09-02,23
2013-09-03,23
2013-09-04,23
2013-09-05,23
2013-09-06,23
2013-09-07,23
2013-09-08,23
2013-09-09,23
2013-09-10,23
2013-09-11,24
2013-09-12,24
2013-09-13,24
2013-09-14,24
2013-09-15,24
2013-09-16,24
2013-09-17,24
2013-09-18,24
2013-09-19,24
2013-09-20,24
2013-09-21,25
2013-09-22,25
2013-09-23,25
2013-09-24,25
2013-09-25,25
2013-09-26,25
2013-09-27,25
2013-09-28,25
2013-09-29,25
2013-09-30,25
2013-10-01,26
2013-10-02,25
2013-10-03,25
2013-10-04,25
2013-10-05,25
2013-10-06,25
2013-10-07,25
2013-10-08,25
2013-10-09,25
2013-10-10,25
2013-10-11,25
2013-10-12,25
2013-10-13,25
2013-10-14,25
2013-10-15,25
2013-10-16,25
2013-10-17,25
2013-10-18,25
2013-10-19,25
2013-10-20,25
2013-10-21,25
2013-10-22,25
2013-10-23,25
2013-10-24,25
2013-10-25,25
2013-10-26,25
2013-10-27,25
2013-10-28,25
2013-10-29,25
2013-10-30,25
2013-10-31,25
2013-11-01,25
2013-11-02,24
2013-11-03,24
2013-11-04,23
2013-11-05,23
2013-11-06,22
2013-11-07,22
2013-11-08,21
2013-11-09,21
2013-11-10,21
2013-11-11,20
2013-11-12,20
2013-11-13,19
2013-11-14,19
2013-11-15,18
2013-11-16,18
2013-11-17,18
2013-11-18,17
2013-11-19,17
2013-11-20,16
2013-11-21,16
2013-11-22,15
2013-11-23,15
2013-11-24,15
2013-11-25,14
2013-11-26,14
2013-11-27,13
2013-11-28,13
2013-11-29,12
2013-11-30,12
2013-12-01,12
2013-12-02,12
2013-12-03,12
2013-12-04,13
2013-12-05,13
2013-12-06,14
2013-12-07,14
2013-12-08,15
2013-12-09,15
2013-12-10,16
2013-12-11,16
2013-12-12,16
2013-12-13,17
2013-12-14,17
2013-12-15,18
2013-12-16,18
2013-12-17,19
2013-12-18,19
2013-12-19,20
2013-12-20,20
2013-12-21,21
2013-12-22,21
2013-12-23,21
2013-12-24,22
2013-12-25,22
2013-12-26,23
2013-12-27,23
2013-12-28,24
2013-12-29,24
2013-12-30,25
2013-12-31,25
2014-01-01,26
