Date,Pzena
2007-05-31,0
2007-06-01,0
2007-06-02,0
2007-06-03,0
2007-06-04,0
2007-06-05,0
2007-06-06,0
2007-06-07,0
2007-06-08,0
2007-06-09,0
2007-06-10,0
2007-06-11,0
2007-06-12,0
2007-06-13,0
2007-06-14,0
2007-06-15,0
2007-06-16,0
2007-06-17,0
2007-06-18,0
2007-06-19,0
2007-06-20,0
2007-06-21,0
2007-06-22,0
2007-06-23,0
2007-06-24,0
2007-06-25,0
2007-06-26,0
2007-06-27,0
2007-06-28,0
2007-06-29,0
2007-06-30,0
2007-07-01,0
2007-07-02,0
2007-07-03,0
2007-07-04,0
2007-07-05,0
2007-07-06,0
2007-07-07,0
2007-07-08,0
2007-07-09,0
2007-07-10,0
2007-07-11,0
2007-07-12,0
2007-07-13,0
2007-07-14,0
2007-07-15,0
2007-07-16,0
2007-07-17,0
2007-07-18,0
2007-07-19,0
2007-07-20,0
2007-07-21,0
2007-07-22,0
2007-07-23,0
2007-07-24,0
2007-07-25,0
2007-07-26,0
2007-07-27,0
2007-07-28,0
2007-07-29,0
2007-07-30,0
2007-07-31,0
2007-08-01,0
2007-08-02,0
2007-08-03,0
2007-08-04,0
2007-08-05,0
2007-08-06,0
2007-08-07,0
2007-08-08,0
2007-08-09,0
2007-08-10,0
2007-08-11,0
2007-08-12,0
2007-08-13,0
2007-08-14,0
2007-08-15,0
2007-08-16,0
2007-08-17,0
2007-08-18,0
2007-08-19,0
2007-08-20,0
2007-08-21,0
2007-08-22,0
2007-08-23,0
2007-08-24,0
2007-08-25,0
2007-08-26,0
2007-08-27,0
2007-08-28,0
2007-08-29,0
2007-08-30,0
2007-08-31,0
2007-09-01,0
2007-09-02,3
2007-09-03,6
2007-09-04,10
2007-09-05,13
2007-09-06,16
2007-09-07,20
2007-09-08,23
2007-09-09,26
2007-09-10,30
2007-09-11,33
2007-09-12,36
2007-09-13,40
2007-09-14,43
2007-09-15,46
2007-09-16,50
2007-09-17,53
2007-09-18,56
2007-09-19,60
2007-09-20,63
2007-09-21,66
2007-09-22,70
2007-09-23,73
2007-09-24,76
2007-09-25,80
2007-09-26,83
2007-09-27,86
2007-09-28,90
2007-09-29,93
2007-09-30,96
2007-10-01,100
2007-10-02,98
2007-10-03,97
2007-10-04,95
2007-10-05,94
2007-10-06,92
2007-10-07,91
2007-10-08,89
2007-10-09,88
2007-10-10,86
2007-10-11,85
2007-10-12,83
2007-10-13,82
2007-10-14,80
2007-10-15,79
2007-10-16,77
2007-10-17,76
2007-10-18,74
2007-10-19,73
2007-10-20,71
2007-10-21,70
2007-10-22,68
2007-10-23,67
2007-10-24,65
2007-10-25,64
2007-10-26,62
2007-10-27,61
2007-10-28,59
2007-10-29,58
2007-10-30,56
2007-10-31,55
2007-11-01,54
2007-11-02,53
2007-11-03,53
2007-11-04,53
2007-11-05,52
2007-11-06,52
2007-11-07,52
2007-11-08,52
2007-11-09,51
2007-11-10,51
2007-11-11,51
2007-11-12,51
2007-11-13,50
2007-11-14,50
2007-11-15,50
2007-11-16,50
2007-11-17,49
2007-11-18,49
2007-11-19,49
2007-11-20,48
2007-11-21,48
2007-11-22,48
2007-11-23,48
2007-11-24,47
2007-11-25,47
2007-11-26,47
2007-11-27,47
2007-11-28,46
2007-11-29,46
2007-11-30,46
2007-12-01,46
2007-12-02,46
2007-12-03,46
2007-12-04,46
2007-12-05,46
2007-12-06,46
2007-12-07,46
2007-12-08,46
2007-12-09,46
2007-12-10,46
2007-12-11,46
2007-12-12,46
2007-12-13,46
2007-12-14,46
2007-12-15,46
2007-12-16,46
2007-12-17,46
2007-12-18,46
2007-12-19,46
2007-12-20,46
2007-12-21,46
2007-12-22,46
2007-12-23,46
2007-12-24,46
2007-12-25,46
2007-12-26,46
2007-12-27,46
2007-12-28,46
2007-12-29,46
2007-12-30,46
2007-12-31,46
2008-01-01,46
2008-01-02,46
2008-01-03,47
2008-01-04,47
2008-01-05,48
2008-01-06,49
2008-01-07,49
2008-01-08,50
2008-01-09,50
2008-01-10,51
2008-01-11,52
2008-01-12,52
2008-01-13,53
2008-01-14,53
2008-01-15,54
2008-01-16,55
2008-01-17,55
2008-01-18,56
2008-01-19,57
2008-01-20,57
2008-01-21,58
2008-01-22,58
2008-01-23,59
2008-01-24,60
2008-01-25,60
2008-01-26,61
2008-01-27,61
2008-01-28,62
2008-01-29,63
2008-01-30,63
2008-01-31,64
2008-02-01,65
2008-02-02,64
2008-02-03,64
2008-02-04,64
2008-02-05,64
2008-02-06,64
2008-02-07,64
2008-02-08,64
2008-02-09,63
2008-02-10,63
2008-02-11,63
2008-02-12,63
2008-02-13,63
2008-02-14,63
2008-02-15,63
2008-02-16,62
2008-02-17,62
2008-02-18,62
2008-02-19,62
2008-02-20,62
2008-02-21,62
2008-02-22,62
2008-02-23,61
2008-02-24,61
2008-02-25,61
2008-02-26,61
2008-02-27,61
2008-02-28,61
2008-02-29,61
2008-03-01,61
2008-03-02,61
2008-03-03,61
2008-03-04,61
2008-03-05,61
2008-03-06,61
2008-03-07,61
2008-03-08,61
2008-03-09,61
2008-03-10,61
2008-03-11,61
2008-03-12,61
2008-03-13,61
2008-03-14,61
2008-03-15,61
2008-03-16,61
2008-03-17,61
2008-03-18,61
2008-03-19,61
2008-03-20,61
2008-03-21,61
2008-03-22,61
2008-03-23,61
2008-03-24,61
2008-03-25,61
2008-03-26,61
2008-03-27,61
2008-03-28,61
2008-03-29,61
2008-03-30,61
2008-03-31,61
2008-04-01,61
2008-04-02,61
2008-04-03,61
2008-04-04,61
2008-04-05,61
2008-04-06,61
2008-04-07,61
2008-04-08,61
2008-04-09,61
2008-04-10,61
2008-04-11,61
2008-04-12,61
2008-04-13,61
2008-04-14,61
2008-04-15,61
2008-04-16,61
2008-04-17,61
2008-04-18,61
2008-04-19,61
2008-04-20,61
2008-04-21,61
2008-04-22,61
2008-04-23,61
2008-04-24,61
2008-04-25,61
2008-04-26,61
2008-04-27,61
2008-04-28,61
2008-04-29,61
2008-04-30,61
2008-05-01,61
2008-05-02,61
2008-05-03,61
2008-05-04,61
2008-05-05,61
2008-05-06,61
2008-05-07,61
2008-05-08,61
2008-05-09,61
2008-05-10,61
2008-05-11,61
2008-05-12,61
2008-05-13,61
2008-05-14,61
2008-05-15,61
2008-05-16,61
2008-05-17,61
2008-05-18,61
2008-05-19,61
2008-05-20,61
2008-05-21,61
2008-05-22,61
2008-05-23,61
2008-05-24,61
2008-05-25,61
2008-05-26,61
2008-05-27,61
2008-05-28,61
2008-05-29,61
2008-05-30,61
2008-05-31,61
2008-06-01,61
2008-06-02,60
2008-06-03,60
2008-06-04,60
2008-06-05,59
2008-06-06,59
2008-06-07,59
2008-06-08,58
2008-06-09,58
2008-06-10,58
2008-06-11,57
2008-06-12,57
2008-06-13,57
2008-06-14,56
2008-06-15,56
2008-06-16,56
2008-06-17,55
2008-06-18,55
2008-06-19,55
2008-06-20,54
2008-06-21,54
2008-06-22,54
2008-06-23,53
2008-06-24,53
2008-06-25,53
2008-06-26,52
2008-06-27,52
2008-06-28,52
2008-06-29,51
2008-06-30,51
2008-07-01,51
2008-07-02,51
2008-07-03,51
2008-07-04,52
2008-07-05,52
2008-07-06,52
2008-07-07,53
2008-07-08,53
2008-07-09,54
2008-07-10,54
2008-07-11,54
2008-07-12,55
2008-07-13,55
2008-07-14,56
2008-07-15,56
2008-07-16,56
2008-07-17,57
2008-07-18,57
2008-07-19,57
2008-07-20,58
2008-07-21,58
2008-07-22,59
2008-07-23,59
2008-07-24,59
2008-07-25,60
2008-07-26,60
2008-07-27,61
2008-07-28,61
2008-07-29,61
2008-07-30,62
2008-07-31,62
2008-08-01,63
2008-08-02,62
2008-08-03,62
2008-08-04,62
2008-08-05,61
2008-08-06,61
2008-08-07,61
2008-08-08,60
2008-08-09,60
2008-08-10,60
2008-08-11,60
2008-08-12,59
2008-08-13,59
2008-08-14,59
2008-08-15,58
2008-08-16,58
2008-08-17,58
2008-08-18,58
2008-08-19,57
2008-08-20,57
2008-08-21,57
2008-08-22,56
2008-08-23,56
2008-08-24,56
2008-08-25,56
2008-08-26,55
2008-08-27,55
2008-08-28,55
2008-08-29,54
2008-08-30,54
2008-08-31,54
2008-09-01,54
2008-09-02,52
2008-09-03,50
2008-09-04,48
2008-09-05,46
2008-09-06,45
2008-09-07,43
2008-09-08,41
2008-09-09,39
2008-09-10,37
2008-09-11,36
2008-09-12,34
2008-09-13,32
2008-09-14,30
2008-09-15,28
2008-09-16,27
2008-09-17,25
2008-09-18,23
2008-09-19,21
2008-09-20,19
2008-09-21,18
2008-09-22,16
2008-09-23,14
2008-09-24,12
2008-09-25,10
2008-09-26,9
2008-09-27,7
2008-09-28,5
2008-09-29,3
2008-09-30,1
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
