Date,Ancestry.com
2009-02-01,0
2009-02-02,0
2009-02-03,0
2009-02-04,0
2009-02-05,0
2009-02-06,0
2009-02-07,0
2009-02-08,0
2009-02-09,0
2009-02-10,0
2009-02-11,0
2009-02-12,0
2009-02-13,0
2009-02-14,0
2009-02-15,0
2009-02-16,0
2009-02-17,0
2009-02-18,0
2009-02-19,0
2009-02-20,0
2009-02-21,0
2009-02-22,0
2009-02-23,0
2009-02-24,0
2009-02-25,0
2009-02-26,0
2009-02-27,0
2009-02-28,0
2009-03-01,0
2009-03-02,0
2009-03-03,0
2009-03-04,0
2009-03-05,0
2009-03-06,0
2009-03-07,0
2009-03-08,0
2009-03-09,0
2009-03-10,0
2009-03-11,0
2009-03-12,0
2009-03-13,0
2009-03-14,0
2009-03-15,0
2009-03-16,0
2009-03-17,0
2009-03-18,0
2009-03-19,0
2009-03-20,0
2009-03-21,0
2009-03-22,0
2009-03-23,0
2009-03-24,0
2009-03-25,0
2009-03-26,0
2009-03-27,0
2009-03-28,0
2009-03-29,0
2009-03-30,0
2009-03-31,0
2009-04-01,0
2009-04-02,0
2009-04-03,0
2009-04-04,0
2009-04-05,0
2009-04-06,0
2009-04-07,0
2009-04-08,0
2009-04-09,0
2009-04-10,0
2009-04-11,0
2009-04-12,0
2009-04-13,0
2009-04-14,0
2009-04-15,0
2009-04-16,0
2009-04-17,0
2009-04-18,0
2009-04-19,0
2009-04-20,0
2009-04-21,0
2009-04-22,0
2009-04-23,0
2009-04-24,0
2009-04-25,0
2009-04-26,0
2009-04-27,0
2009-04-28,0
2009-04-29,0
2009-04-30,0
2009-05-01,0
2009-05-02,0
2009-05-03,0
2009-05-04,0
2009-05-05,0
2009-05-06,0
2009-05-07,0
2009-05-08,0
2009-05-09,0
2009-05-10,0
2009-05-11,0
2009-05-12,0
2009-05-13,0
2009-05-14,0
2009-05-15,0
2009-05-16,0
2009-05-17,0
2009-05-18,0
2009-05-19,0
2009-05-20,0
2009-05-21,0
2009-05-22,0
2009-05-23,0
2009-05-24,0
2009-05-25,0
2009-05-26,0
2009-05-27,0
2009-05-28,0
2009-05-29,0
2009-05-30,0
2009-05-31,0
2009-06-01,0
2009-06-02,0
2009-06-03,0
2009-06-04,0
2009-06-05,0
2009-06-06,0
2009-06-07,0
2009-06-08,0
2009-06-09,0
2009-06-10,0
2009-06-11,0
2009-06-12,0
2009-06-13,0
2009-06-14,0
2009-06-15,0
2009-06-16,0
2009-06-17,0
2009-06-18,0
2009-06-19,0
2009-06-20,0
2009-06-21,0
2009-06-22,0
2009-06-23,0
2009-06-24,0
2009-06-25,0
2009-06-26,0
2009-06-27,0
2009-06-28,0
2009-06-29,0
2009-06-30,0
2009-07-01,0
2009-07-02,0
2009-07-03,0
2009-07-04,0
2009-07-05,0
2009-07-06,0
2009-07-07,0
2009-07-08,0
2009-07-09,0
2009-07-10,0
2009-07-11,0
2009-07-12,0
2009-07-13,0
2009-07-14,0
2009-07-15,0
2009-07-16,0
2009-07-17,0
2009-07-18,0
2009-07-19,0
2009-07-20,0
2009-07-21,0
2009-07-22,0
2009-07-23,0
2009-07-24,0
2009-07-25,0
2009-07-26,0
2009-07-27,0
2009-07-28,0
2009-07-29,0
2009-07-30,0
2009-07-31,0
2009-08-01,0
2009-08-02,0
2009-08-03,0
2009-08-04,0
2009-08-05,0
2009-08-06,0
2009-08-07,0
2009-08-08,0
2009-08-09,0
2009-08-10,0
2009-08-11,0
2009-08-12,0
2009-08-13,0
2009-08-14,0
2009-08-15,0
2009-08-16,0
2009-08-17,0
2009-08-18,0
2009-08-19,0
2009-08-20,0
2009-08-21,0
2009-08-22,0
2009-08-23,0
2009-08-24,0
2009-08-25,0
2009-08-26,0
2009-08-27,0
2009-08-28,0
2009-08-29,0
2009-08-30,0
2009-08-31,0
2009-09-01,0
2009-09-02,0
2009-09-03,0
2009-09-04,0
2009-09-05,0
2009-09-06,0
2009-09-07,0
2009-09-08,0
2009-09-09,0
2009-09-10,0
2009-09-11,0
2009-09-12,0
2009-09-13,0
2009-09-14,0
2009-09-15,0
2009-09-16,0
2009-09-17,0
2009-09-18,0
2009-09-19,0
2009-09-20,0
2009-09-21,0
2009-09-22,0
2009-09-23,0
2009-09-24,0
2009-09-25,0
2009-09-26,0
2009-09-27,0
2009-09-28,0
2009-09-29,0
2009-09-30,0
2009-10-01,0
2009-10-02,3
2009-10-03,6
2009-10-04,9
2009-10-05,12
2009-10-06,16
2009-10-07,19
2009-10-08,22
2009-10-09,25
2009-10-10,29
2009-10-11,32
2009-10-12,35
2009-10-13,38
2009-10-14,41
2009-10-15,45
2009-10-16,48
2009-10-17,51
2009-10-18,54
2009-10-19,58
2009-10-20,61
2009-10-21,64
2009-10-22,67
2009-10-23,70
2009-10-24,74
2009-10-25,77
2009-10-26,80
2009-10-27,83
2009-10-28,87
2009-10-29,90
2009-10-30,93
2009-10-31,96
2009-11-01,100
2009-11-02,98
2009-11-03,96
2009-11-04,95
2009-11-05,93
2009-11-06,92
2009-11-07,90
2009-11-08,89
2009-11-09,87
2009-11-10,86
2009-11-11,84
2009-11-12,83
2009-11-13,81
2009-11-14,80
2009-11-15,78
2009-11-16,77
2009-11-17,75
2009-11-18,73
2009-11-19,72
2009-11-20,70
2009-11-21,69
2009-11-22,67
2009-11-23,66
2009-11-24,64
2009-11-25,63
2009-11-26,61
2009-11-27,60
2009-11-28,58
2009-11-29,57
2009-11-30,55
2009-12-01,54
2009-12-02,54
2009-12-03,54
2009-12-04,54
2009-12-05,54
2009-12-06,54
2009-12-07,54
2009-12-08,54
2009-12-09,54
2009-12-10,54
2009-12-11,54
2009-12-12,54
2009-12-13,54
2009-12-14,54
2009-12-15,54
2009-12-16,54
2009-12-17,54
2009-12-18,54
2009-12-19,54
2009-12-20,54
2009-12-21,54
2009-12-22,54
2009-12-23,54
2009-12-24,54
2009-12-25,54
2009-12-26,54
2009-12-27,54
2009-12-28,54
2009-12-29,54
2009-12-30,54
2009-12-31,54
2010-01-01,54
2010-01-02,54
2010-01-03,54
2010-01-04,54
2010-01-05,54
2010-01-06,54
2010-01-07,54
2010-01-08,54
2010-01-09,54
2010-01-10,54
2010-01-11,54
2010-01-12,54
2010-01-13,54
2010-01-14,54
2010-01-15,54
2010-01-16,54
2010-01-17,54
2010-01-18,54
2010-01-19,54
2010-01-20,54
2010-01-21,54
2010-01-22,54
2010-01-23,54
2010-01-24,54
2010-01-25,54
2010-01-26,54
2010-01-27,54
2010-01-28,54
2010-01-29,54
2010-01-30,54
2010-01-31,54
2010-02-01,54
2010-02-02,54
2010-02-03,54
2010-02-04,54
2010-02-05,54
2010-02-06,54
2010-02-07,54
2010-02-08,54
2010-02-09,54
2010-02-10,54
2010-02-11,54
2010-02-12,54
2010-02-13,54
2010-02-14,54
