Date,Ancestry.com
2010-02-15,54
2010-02-16,54
2010-02-17,54
2010-02-18,54
2010-02-19,54
2010-02-20,54
2010-02-21,54
2010-02-22,54
2010-02-23,54
2010-02-24,54
2010-02-25,54
2010-02-26,54
2010-02-27,54
2010-02-28,54
2010-03-01,54
2010-03-02,54
2010-03-03,54
2010-03-04,55
2010-03-05,55
2010-03-06,56
2010-03-07,56
2010-03-08,57
2010-03-09,57
2010-03-10,58
2010-03-11,58
2010-03-12,58
2010-03-13,59
2010-03-14,59
2010-03-15,60
2010-03-16,60
2010-03-17,61
2010-03-18,61
2010-03-19,62
2010-03-20,62
2010-03-21,63
2010-03-22,63
2010-03-23,63
2010-03-24,64
2010-03-25,64
2010-03-26,65
2010-03-27,65
2010-03-28,66
2010-03-29,66
2010-03-30,67
2010-03-31,67
2010-04-01,68
2010-04-02,68
2010-04-03,69
2010-04-04,70
2010-04-05,71
2010-04-06,71
2010-04-07,72
2010-04-08,73
2010-04-09,74
2010-04-10,74
2010-04-11,75
2010-04-12,76
2010-04-13,77
2010-04-14,77
2010-04-15,78
2010-04-16,79
2010-04-17,80
2010-04-18,81
2010-04-19,81
2010-04-20,82
2010-04-21,83
2010-04-22,84
2010-04-23,84
2010-04-24,85
2010-04-25,86
2010-04-26,87
2010-04-27,87
2010-04-28,88
2010-04-29,89
2010-04-30,90
2010-05-01,91
2010-05-02,90
2010-05-03,89
2010-05-04,88
2010-05-05,87
2010-05-06,86
2010-05-07,85
2010-05-08,84
2010-05-09,84
2010-05-10,83
2010-05-11,82
2010-05-12,81
2010-05-13,80
2010-05-14,79
2010-05-15,78
2010-05-16,77
2010-05-17,77
2010-05-18,76
2010-05-19,75
2010-05-20,74
2010-05-21,73
2010-05-22,72
2010-05-23,71
2010-05-24,70
2010-05-25,70
2010-05-26,69
2010-05-27,68
2010-05-28,67
2010-05-29,66
2010-05-30,65
2010-05-31,64
2010-06-01,64
2010-06-02,64
2010-06-03,64
2010-06-04,64
2010-06-05,64
2010-06-06,64
2010-06-07,64
2010-06-08,64
2010-06-09,64
2010-06-10,64
2010-06-11,64
2010-06-12,64
2010-06-13,64
2010-06-14,64
2010-06-15,64
2010-06-16,64
2010-06-17,64
2010-06-18,64
2010-06-19,64
2010-06-20,64
2010-06-21,64
2010-06-22,64
2010-06-23,64
2010-06-24,64
2010-06-25,64
2010-06-26,64
2010-06-27,64
2010-06-28,64
2010-06-29,64
2010-06-30,64
2010-07-01,64
2010-07-02,64
2010-07-03,65
2010-07-04,65
2010-07-05,66
2010-07-06,67
2010-07-07,67
2010-07-08,68
2010-07-09,69
2010-07-10,69
2010-07-11,70
2010-07-12,71
2010-07-13,71
2010-07-14,72
2010-07-15,73
2010-07-16,73
2010-07-17,74
2010-07-18,74
2010-07-19,75
2010-07-20,76
2010-07-21,76
2010-07-22,77
2010-07-23,78
2010-07-24,78
2010-07-25,79
2010-07-26,80
2010-07-27,80
2010-07-28,81
2010-07-29,82
2010-07-30,82
2010-07-31,83
2010-08-01,84
2010-08-02,83
2010-08-03,83
2010-08-04,83
2010-08-05,83
2010-08-06,83
2010-08-07,83
2010-08-08,83
2010-08-09,82
2010-08-10,82
2010-08-11,82
2010-08-12,82
2010-08-13,82
2010-08-14,82
2010-08-15,82
2010-08-16,82
2010-08-17,81
2010-08-18,81
2010-08-19,81
2010-08-20,81
2010-08-21,81
2010-08-22,81
2010-08-23,81
2010-08-24,81
2010-08-25,80
2010-08-26,80
2010-08-27,80
2010-08-28,80
2010-08-29,80
2010-08-30,80
2010-08-31,80
2010-09-01,80
2010-09-02,79
2010-09-03,78
2010-09-04,77
2010-09-05,76
2010-09-06,75
2010-09-07,74
2010-09-08,73
2010-09-09,72
2010-09-10,71
2010-09-11,70
2010-09-12,69
2010-09-13,68
2010-09-14,67
2010-09-15,66
2010-09-16,66
2010-09-17,65
2010-09-18,64
2010-09-19,63
2010-09-20,62
2010-09-21,61
2010-09-22,60
2010-09-23,59
2010-09-24,58
2010-09-25,57
2010-09-26,56
2010-09-27,55
2010-09-28,54
2010-09-29,53
2010-09-30,52
2010-10-01,52
2010-10-02,52
2010-10-03,52
2010-10-04,52
2010-10-05,52
2010-10-06,52
2010-10-07,52
2010-10-08,52
2010-10-09,53
2010-10-10,53
2010-10-11,53
2010-10-12,53
2010-10-13,53
2010-10-14,53
2010-10-15,53
2010-10-16,53
2010-10-17,54
2010-10-18,54
2010-10-19,54
2010-10-20,54
2010-10-21,54
2010-10-22,54
2010-10-23,54
2010-10-24,54
2010-10-25,55
2010-10-26,55
2010-10-27,55
2010-10-28,55
2010-10-29,55
2010-10-30,55
2010-10-31,55
2010-11-01,56
2010-11-02,55
2010-11-03,55
2010-11-04,55
2010-11-05,55
2010-11-06,55
2010-11-07,55
2010-11-08,55
2010-11-09,54
2010-11-10,54
2010-11-11,54
2010-11-12,54
2010-11-13,54
2010-11-14,54
2010-11-15,54
2010-11-16,54
2010-11-17,53
2010-11-18,53
2010-11-19,53
2010-11-20,53
2010-11-21,53
2010-11-22,53
2010-11-23,53
2010-11-24,52
2010-11-25,52
2010-11-26,52
2010-11-27,52
2010-11-28,52
2010-11-29,52
2010-11-30,52
2010-12-01,52
2010-12-02,52
2010-12-03,52
2010-12-04,52
2010-12-05,53
2010-12-06,53
2010-12-07,53
2010-12-08,54
2010-12-09,54
2010-12-10,54
2010-12-11,54
2010-12-12,55
2010-12-13,55
2010-12-14,55
2010-12-15,56
2010-12-16,56
2010-12-17,56
2010-12-18,56
2010-12-19,57
2010-12-20,57
2010-12-21,57
2010-12-22,58
2010-12-23,58
2010-12-24,58
2010-12-25,58
2010-12-26,59
2010-12-27,59
2010-12-28,59
2010-12-29,60
2010-12-30,60
2010-12-31,60
2011-01-01,61
