Date,Facebook
2011-08-01,15
2011-08-02,15
2011-08-03,16
2011-08-04,16
2011-08-05,16
2011-08-06,18
2011-08-07,17
2011-08-08,16
2011-08-09,18
2011-08-10,19
2011-08-11,19
2011-08-12,21
2011-08-13,21
2011-08-14,21
2011-08-15,18
2011-08-16,19
2011-08-17,19
2011-08-18,18
2011-08-19,18
2011-08-20,18
2011-08-21,19
2011-08-22,16
2011-08-23,18
2011-08-24,18
2011-08-25,18
2011-08-26,18
2011-08-27,19
2011-08-28,19
2011-08-29,17
2011-08-30,18
2011-08-31,18
2011-09-01,17
2011-09-02,17
2011-09-03,17
2011-09-04,17
2011-09-05,16
2011-09-06,17
2011-09-07,17
2011-09-08,18
2011-09-09,17
2011-09-10,19
2011-09-11,18
2011-09-12,16
2011-09-13,18
2011-09-14,18
2011-09-15,17
2011-09-16,18
2011-09-17,18
2011-09-18,18
2011-09-19,17
2011-09-20,18
2011-09-21,18
2011-09-22,18
2011-09-23,18
2011-09-24,19
2011-09-25,19
2011-09-26,17
2011-09-27,19
2011-09-28,20
2011-09-29,20
2011-09-30,20
2011-10-01,21
2011-10-02,21
2011-10-03,19
2011-10-04,19
2011-10-05,19
2011-10-06,19
2011-10-07,19
2011-10-08,19
2011-10-09,19
2011-10-10,17
2011-10-11,18
2011-10-12,18
2011-10-13,18
2011-10-14,18
2011-10-15,18
2011-10-16,18
2011-10-17,16
2011-10-18,17
2011-10-19,17
2011-10-20,17
2011-10-21,17
2011-10-22,17
2011-10-23,17
2011-10-24,16
2011-10-25,16
2011-10-26,16
2011-10-27,17
2011-10-28,17
2011-10-29,17
2011-10-30,17
2011-10-31,15
2011-11-01,17
2011-11-02,17
2011-11-03,16
2011-11-04,17
2011-11-05,17
2011-11-06,17
2011-11-07,16
2011-11-08,16
2011-11-09,16
2011-11-10,17
2011-11-11,16
2011-11-12,17
2011-11-13,17
2011-11-14,15
2011-11-15,17
2011-11-16,16
2011-11-17,17
2011-11-18,17
2011-11-19,17
2011-11-20,17
2011-11-21,15
2011-11-22,16
2011-11-23,17
2011-11-24,16
2011-11-25,16
2011-11-26,18
2011-11-27,17
2011-11-28,15
2011-11-29,16
2011-11-30,16
2011-12-01,17
2011-12-02,17
2011-12-03,17
2011-12-04,17
2011-12-05,15
2011-12-06,16
2011-12-07,16
2011-12-08,16
2011-12-09,16
2011-12-10,16
2011-12-11,16
2011-12-12,15
2011-12-13,16
2011-12-14,16
2011-12-15,16
2011-12-16,17
2011-12-17,17
2011-12-18,17
2011-12-19,15
2011-12-20,17
2011-12-21,17
2011-12-22,16
2011-12-23,17
2011-12-24,17
2011-12-25,17
2011-12-26,16
2011-12-27,16
2011-12-28,17
2011-12-29,16
2011-12-30,16
2011-12-31,17
2012-01-01,17
2012-01-02,16
2012-01-03,16
2012-01-04,17
2012-01-05,17
2012-01-06,16
2012-01-07,17
2012-01-08,17
2012-01-09,15
2012-01-10,16
2012-01-11,16
2012-01-12,16
2012-01-13,16
2012-01-14,16
2012-01-15,16
2012-01-16,15
2012-01-17,16
2012-01-18,16
2012-01-19,16
2012-01-20,17
2012-01-21,17
2012-01-22,18
2012-01-23,16
2012-01-24,17
2012-01-25,17
2012-01-26,17
2012-01-27,17
2012-01-28,17
2012-01-29,21
2012-01-30,23
2012-01-31,28
2012-02-01,32
2012-02-02,33
2012-02-03,42
2012-02-04,46
2012-02-05,41
2012-02-06,36
2012-02-07,35
2012-02-08,32
2012-02-09,29
2012-02-10,27
2012-02-11,24
2012-02-12,24
2012-02-13,21
2012-02-14,22
2012-02-15,21
2012-02-16,21
2012-02-17,20
2012-02-18,21
2012-02-19,20
2012-02-20,18
2012-02-21,19
2012-02-22,18
2012-02-23,18
2012-02-24,18
2012-02-25,18
2012-02-26,18
2012-02-27,17
2012-02-28,18
2012-02-29,18
2012-03-01,18
2012-03-02,18
2012-03-03,19
2012-03-04,19
2012-03-05,18
2012-03-06,18
2012-03-07,18
