Date,Tengion
2010-05-31,44
2010-06-01,44
2010-06-02,44
2010-06-03,44
2010-06-04,44
2010-06-05,44
2010-06-06,44
2010-06-07,44
2010-06-08,44
2010-06-09,44
2010-06-10,44
2010-06-11,44
2010-06-12,44
2010-06-13,44
2010-06-14,44
2010-06-15,44
2010-06-16,44
2010-06-17,44
2010-06-18,44
2010-06-19,44
2010-06-20,44
2010-06-21,44
2010-06-22,44
2010-06-23,44
2010-06-24,44
2010-06-25,44
2010-06-26,44
2010-06-27,44
2010-06-28,44
2010-06-29,44
2010-06-30,44
2010-07-01,44
2010-07-02,44
2010-07-03,44
2010-07-04,44
2010-07-05,44
2010-07-06,44
2010-07-07,44
2010-07-08,44
2010-07-09,44
2010-07-10,44
2010-07-11,44
2010-07-12,44
2010-07-13,44
2010-07-14,44
2010-07-15,44
2010-07-16,44
2010-07-17,44
2010-07-18,44
2010-07-19,44
2010-07-20,44
2010-07-21,44
2010-07-22,44
2010-07-23,44
2010-07-24,44
2010-07-25,44
2010-07-26,44
2010-07-27,44
2010-07-28,44
2010-07-29,44
2010-07-30,44
2010-07-31,44
2010-08-01,44
2010-08-02,44
2010-08-03,44
2010-08-04,44
2010-08-05,44
2010-08-06,44
2010-08-07,44
2010-08-08,44
2010-08-09,44
2010-08-10,44
2010-08-11,44
2010-08-12,44
2010-08-13,44
2010-08-14,44
2010-08-15,44
2010-08-16,44
2010-08-17,44
2010-08-18,44
2010-08-19,44
2010-08-20,44
2010-08-21,44
2010-08-22,44
2010-08-23,44
2010-08-24,44
2010-08-25,44
2010-08-26,44
2010-08-27,44
2010-08-28,44
2010-08-29,44
2010-08-30,44
2010-08-31,44
2010-09-01,44
2010-09-02,43
2010-09-03,43
2010-09-04,43
2010-09-05,43
2010-09-06,42
2010-09-07,42
2010-09-08,42
2010-09-09,42
2010-09-10,41
2010-09-11,41
2010-09-12,41
2010-09-13,41
2010-09-14,40
2010-09-15,40
2010-09-16,40
2010-09-17,40
2010-09-18,40
2010-09-19,39
2010-09-20,39
2010-09-21,39
2010-09-22,39
2010-09-23,38
2010-09-24,38
2010-09-25,38
2010-09-26,38
2010-09-27,37
2010-09-28,37
2010-09-29,37
2010-09-30,37
2010-10-01,37
2010-10-02,37
2010-10-03,37
2010-10-04,37
2010-10-05,37
2010-10-06,37
2010-10-07,37
2010-10-08,37
2010-10-09,37
2010-10-10,37
2010-10-11,37
2010-10-12,37
2010-10-13,37
2010-10-14,37
2010-10-15,37
2010-10-16,37
2010-10-17,37
2010-10-18,37
2010-10-19,37
2010-10-20,37
2010-10-21,37
2010-10-22,37
2010-10-23,37
2010-10-24,37
2010-10-25,37
2010-10-26,37
2010-10-27,37
2010-10-28,37
2010-10-29,37
2010-10-30,37
2010-10-31,37
2010-11-01,37
2010-11-02,37
2010-11-03,37
2010-11-04,37
2010-11-05,37
2010-11-06,37
2010-11-07,37
2010-11-08,37
2010-11-09,37
2010-11-10,37
2010-11-11,37
2010-11-12,37
2010-11-13,37
2010-11-14,37
2010-11-15,37
2010-11-16,37
2010-11-17,37
2010-11-18,37
2010-11-19,37
2010-11-20,37
2010-11-21,37
2010-11-22,37
2010-11-23,37
2010-11-24,37
2010-11-25,37
2010-11-26,37
2010-11-27,37
2010-11-28,37
2010-11-29,37
2010-11-30,37
2010-12-01,37
2010-12-02,37
2010-12-03,37
2010-12-04,37
2010-12-05,37
2010-12-06,37
2010-12-07,37
2010-12-08,37
2010-12-09,37
2010-12-10,37
2010-12-11,37
2010-12-12,37
2010-12-13,37
2010-12-14,37
2010-12-15,37
2010-12-16,37
2010-12-17,37
2010-12-18,37
2010-12-19,37
2010-12-20,37
2010-12-21,37
2010-12-22,37
2010-12-23,37
2010-12-24,37
2010-12-25,37
2010-12-26,37
2010-12-27,37
2010-12-28,37
2010-12-29,37
2010-12-30,37
2010-12-31,37
2011-01-01,38
2011-01-02,38
2011-01-03,39
2011-01-04,40
2011-01-05,41
2011-01-06,42
2011-01-07,43
2011-01-08,44
2011-01-09,44
2011-01-10,45
2011-01-11,46
2011-01-12,47
2011-01-13,48
2011-01-14,49
2011-01-15,50
2011-01-16,51
2011-01-17,51
2011-01-18,52
2011-01-19,53
2011-01-20,54
2011-01-21,55
2011-01-22,56
2011-01-23,57
2011-01-24,58
2011-01-25,58
2011-01-26,59
2011-01-27,60
2011-01-28,61
2011-01-29,62
2011-01-30,63
2011-01-31,64
2011-02-01,65
2011-02-02,64
2011-02-03,63
2011-02-04,62
2011-02-05,62
2011-02-06,61
2011-02-07,60
2011-02-08,60
2011-02-09,59
2011-02-10,58
2011-02-11,57
2011-02-12,57
2011-02-13,56
2011-02-14,55
2011-02-15,55
2011-02-16,54
2011-02-17,53
2011-02-18,52
2011-02-19,52
2011-02-20,51
2011-02-21,50
2011-02-22,50
2011-02-23,49
2011-02-24,48
2011-02-25,47
2011-02-26,47
2011-02-27,46
2011-02-28,45
2011-03-01,45
2011-03-02,43
2011-03-03,42
2011-03-04,40
2011-03-05,39
2011-03-06,37
2011-03-07,36
2011-03-08,34
2011-03-09,33
2011-03-10,31
2011-03-11,30
2011-03-12,29
2011-03-13,27
2011-03-14,26
2011-03-15,24
2011-03-16,23
2011-03-17,21
2011-03-18,20
2011-03-19,18
2011-03-20,17
2011-03-21,15
2011-03-22,14
2011-03-23,13
2011-03-24,11
2011-03-25,10
2011-03-26,8
2011-03-27,7
2011-03-28,5
2011-03-29,4
2011-03-30,2
2011-03-31,1
2011-04-01,0
2011-04-02,0
2011-04-03,0
2011-04-04,0
2011-04-05,0
2011-04-06,0
2011-04-07,0
2011-04-08,0
2011-04-09,0
2011-04-10,0
2011-04-11,0
2011-04-12,0
2011-04-13,0
2011-04-14,0
2011-04-15,0
2011-04-16,0
2011-04-17,0
2011-04-18,0
2011-04-19,0
2011-04-20,0
2011-04-21,0
2011-04-22,0
2011-04-23,0
2011-04-24,0
2011-04-25,0
2011-04-26,0
2011-04-27,0
2011-04-28,0
2011-04-29,0
2011-04-30,0
2011-05-01,0
2011-05-02,0
2011-05-03,0
2011-05-04,0
2011-05-05,0
2011-05-06,0
2011-05-07,0
2011-05-08,0
2011-05-09,0
2011-05-10,0
2011-05-11,0
2011-05-12,0
2011-05-13,0
2011-05-14,0
2011-05-15,0
2011-05-16,0
2011-05-17,0
2011-05-18,0
2011-05-19,0
2011-05-20,0
2011-05-21,0
2011-05-22,0
2011-05-23,0
2011-05-24,0
2011-05-25,0
2011-05-26,0
2011-05-27,0
2011-05-28,0
2011-05-29,0
2011-05-30,0
2011-05-31,0
