Date,Hansen Medical
2007-08-25,56
2007-08-26,56
2007-08-27,56
2007-08-28,56
2007-08-29,56
2007-08-30,56
2007-08-31,56
2007-09-01,56
2007-09-02,57
2007-09-03,58
2007-09-04,60
2007-09-05,61
2007-09-06,63
2007-09-07,64
2007-09-08,66
2007-09-09,67
2007-09-10,69
2007-09-11,70
2007-09-12,72
2007-09-13,73
2007-09-14,75
2007-09-15,76
2007-09-16,78
2007-09-17,79
2007-09-18,80
2007-09-19,82
2007-09-20,83
2007-09-21,85
2007-09-22,86
2007-09-23,88
2007-09-24,89
2007-09-25,91
2007-09-26,92
2007-09-27,94
2007-09-28,95
2007-09-29,97
2007-09-30,98
2007-10-01,100
2007-10-02,98
2007-10-03,97
2007-10-04,95
2007-10-05,94
2007-10-06,92
2007-10-07,91
2007-10-08,90
2007-10-09,88
2007-10-10,87
2007-10-11,85
2007-10-12,84
2007-10-13,82
2007-10-14,81
2007-10-15,80
2007-10-16,78
2007-10-17,77
2007-10-18,75
2007-10-19,74
2007-10-20,73
2007-10-21,71
2007-10-22,70
2007-10-23,68
2007-10-24,67
2007-10-25,65
2007-10-26,64
2007-10-27,63
2007-10-28,61
2007-10-29,60
2007-10-30,58
2007-10-31,57
2007-11-01,56
2007-11-02,56
2007-11-03,56
2007-11-04,56
2007-11-05,56
2007-11-06,56
2007-11-07,56
2007-11-08,56
2007-11-09,56
2007-11-10,56
2007-11-11,57
2007-11-12,57
2007-11-13,57
2007-11-14,57
2007-11-15,57
2007-11-16,57
2007-11-17,57
2007-11-18,57
2007-11-19,57
2007-11-20,57
2007-11-21,58
2007-11-22,58
2007-11-23,58
2007-11-24,58
2007-11-25,58
2007-11-26,58
2007-11-27,58
2007-11-28,58
2007-11-29,58
2007-11-30,58
2007-12-01,59
2007-12-02,58
2007-12-03,57
2007-12-04,57
2007-12-05,56
2007-12-06,56
2007-12-07,55
2007-12-08,54
2007-12-09,54
2007-12-10,53
2007-12-11,53
2007-12-12,52
2007-12-13,52
2007-12-14,51
2007-12-15,50
2007-12-16,50
2007-12-17,49
2007-12-18,49
2007-12-19,48
2007-12-20,47
2007-12-21,47
2007-12-22,46
2007-12-23,46
2007-12-24,45
2007-12-25,45
2007-12-26,44
2007-12-27,43
2007-12-28,43
2007-12-29,42
2007-12-30,42
2007-12-31,41
2008-01-01,41
2008-01-02,41
2008-01-03,41
2008-01-04,41
2008-01-05,41
2008-01-06,41
2008-01-07,41
2008-01-08,41
2008-01-09,41
2008-01-10,41
2008-01-11,41
2008-01-12,41
2008-01-13,41
2008-01-14,41
2008-01-15,41
2008-01-16,41
2008-01-17,41
2008-01-18,41
2008-01-19,41
2008-01-20,41
2008-01-21,41
2008-01-22,41
2008-01-23,41
2008-01-24,41
2008-01-25,41
2008-01-26,41
2008-01-27,41
2008-01-28,41
2008-01-29,41
2008-01-30,41
2008-01-31,41
