Date,DivX
2006-03-28,0
2006-03-29,0
2006-03-30,0
2006-03-31,0
2006-04-01,0
2006-04-02,0
2006-04-03,0
2006-04-04,0
2006-04-05,0
2006-04-06,0
2006-04-07,0
2006-04-08,0
2006-04-09,0
2006-04-10,0
2006-04-11,0
2006-04-12,0
2006-04-13,0
2006-04-14,0
2006-04-15,0
2006-04-16,0
2006-04-17,0
2006-04-18,0
2006-04-19,0
2006-04-20,0
2006-04-21,0
2006-04-22,0
2006-04-23,0
2006-04-24,0
2006-04-25,0
2006-04-26,0
2006-04-27,0
2006-04-28,0
2006-04-29,0
2006-04-30,0
2006-05-01,0
2006-05-02,0
2006-05-03,0
2006-05-04,0
2006-05-05,0
2006-05-06,0
2006-05-07,0
2006-05-08,0
2006-05-09,0
2006-05-10,0
2006-05-11,0
2006-05-12,0
2006-05-13,0
2006-05-14,0
2006-05-15,0
2006-05-16,0
2006-05-17,0
2006-05-18,0
2006-05-19,0
2006-05-20,0
2006-05-21,0
2006-05-22,0
2006-05-23,0
2006-05-24,0
2006-05-25,0
2006-05-26,0
2006-05-27,0
2006-05-28,0
2006-05-29,0
2006-05-30,0
2006-05-31,0
2006-06-01,0
2006-06-02,0
2006-06-03,0
2006-06-04,0
2006-06-05,0
2006-06-06,0
2006-06-07,0
2006-06-08,0
2006-06-09,0
2006-06-10,0
2006-06-11,0
2006-06-12,0
2006-06-13,0
2006-06-14,0
2006-06-15,0
2006-06-16,0
2006-06-17,0
2006-06-18,0
2006-06-19,0
2006-06-20,0
2006-06-21,0
2006-06-22,0
2006-06-23,0
2006-06-24,0
2006-06-25,0
2006-06-26,0
2006-06-27,0
2006-06-28,0
2006-06-29,0
2006-06-30,0
2006-07-01,0
2006-07-02,0
2006-07-03,0
2006-07-04,0
2006-07-05,0
2006-07-06,0
2006-07-07,0
2006-07-08,0
2006-07-09,0
2006-07-10,0
2006-07-11,0
2006-07-12,0
2006-07-13,0
2006-07-14,0
2006-07-15,0
2006-07-16,0
2006-07-17,0
2006-07-18,0
2006-07-19,0
2006-07-20,0
2006-07-21,0
2006-07-22,0
2006-07-23,0
2006-07-24,0
2006-07-25,0
2006-07-26,0
2006-07-27,0
2006-07-28,0
2006-07-29,0
2006-07-30,0
2006-07-31,0
2006-08-01,0
2006-08-02,3
2006-08-03,6
2006-08-04,9
2006-08-05,12
2006-08-06,16
2006-08-07,19
2006-08-08,22
2006-08-09,25
2006-08-10,29
2006-08-11,32
2006-08-12,35
2006-08-13,38
2006-08-14,41
2006-08-15,45
2006-08-16,48
2006-08-17,51
2006-08-18,54
2006-08-19,58
2006-08-20,61
2006-08-21,64
2006-08-22,67
2006-08-23,70
2006-08-24,74
2006-08-25,77
2006-08-26,80
2006-08-27,83
2006-08-28,87
2006-08-29,90
2006-08-30,93
2006-08-31,96
2006-09-01,100
2006-09-02,99
2006-09-03,99
2006-09-04,99
2006-09-05,99
2006-09-06,99
2006-09-07,99
2006-09-08,99
2006-09-09,98
2006-09-10,98
2006-09-11,98
2006-09-12,98
2006-09-13,98
2006-09-14,98
2006-09-15,98
2006-09-16,98
2006-09-17,97
2006-09-18,97
2006-09-19,97
2006-09-20,97
2006-09-21,97
2006-09-22,97
2006-09-23,97
2006-09-24,96
2006-09-25,96
2006-09-26,96
2006-09-27,96
2006-09-28,96
2006-09-29,96
2006-09-30,96
2006-10-01,96
2006-10-02,95
2006-10-03,94
2006-10-04,93
2006-10-05,92
2006-10-06,91
2006-10-07,91
2006-10-08,90
2006-10-09,89
2006-10-10,88
2006-10-11,87
2006-10-12,87
2006-10-13,86
2006-10-14,85
2006-10-15,84
2006-10-16,83
2006-10-17,83
2006-10-18,82
2006-10-19,81
2006-10-20,80
2006-10-21,79
2006-10-22,79
2006-10-23,78
2006-10-24,77
2006-10-25,76
2006-10-26,75
2006-10-27,75
2006-10-28,74
2006-10-29,73
2006-10-30,72
2006-10-31,71
2006-11-01,71
2006-11-02,70
2006-11-03,70
2006-11-04,69
2006-11-05,69
2006-11-06,69
2006-11-07,68
2006-11-08,68
2006-11-09,67
2006-11-10,67
2006-11-11,67
2006-11-12,66
2006-11-13,66
2006-11-14,65
2006-11-15,65
2006-11-16,65
2006-11-17,64
2006-11-18,64
2006-11-19,63
2006-11-20,63
2006-11-21,63
2006-11-22,62
2006-11-23,62
2006-11-24,61
2006-11-25,61
2006-11-26,61
2006-11-27,60
2006-11-28,60
2006-11-29,59
2006-11-30,59
2006-12-01,59
2006-12-02,58
2006-12-03,57
2006-12-04,56
2006-12-05,56
2006-12-06,55
2006-12-07,54
2006-12-08,54
2006-12-09,53
2006-12-10,52
2006-12-11,52
2006-12-12,51
2006-12-13,50
2006-12-14,50
2006-12-15,49
2006-12-16,48
2006-12-17,48
2006-12-18,47
2006-12-19,46
2006-12-20,46
2006-12-21,45
2006-12-22,44
2006-12-23,44
2006-12-24,43
2006-12-25,42
2006-12-26,42
2006-12-27,41
2006-12-28,40
2006-12-29,40
2006-12-30,39
2006-12-31,38
2007-01-01,38
2007-01-02,38
2007-01-03,38
2007-01-04,38
2007-01-05,39
2007-01-06,39
2007-01-07,39
2007-01-08,40
2007-01-09,40
2007-01-10,40
2007-01-11,40
2007-01-12,41
2007-01-13,41
2007-01-14,41
2007-01-15,42
2007-01-16,42
2007-01-17,42
2007-01-18,42
2007-01-19,43
2007-01-20,43
2007-01-21,43
2007-01-22,44
2007-01-23,44
2007-01-24,44
2007-01-25,44
2007-01-26,45
2007-01-27,45
2007-01-28,45
2007-01-29,46
2007-01-30,46
2007-01-31,46
2007-02-01,47
2007-02-02,47
2007-02-03,47
2007-02-04,47
2007-02-05,48
2007-02-06,48
2007-02-07,48
2007-02-08,48
2007-02-09,49
2007-02-10,49
2007-02-11,49
2007-02-12,49
2007-02-13,50
2007-02-14,50
2007-02-15,50
2007-02-16,50
2007-02-17,51
2007-02-18,51
2007-02-19,51
2007-02-20,51
2007-02-21,52
2007-02-22,52
2007-02-23,52
2007-02-24,52
2007-02-25,53
2007-02-26,53
2007-02-27,53
2007-02-28,53
2007-03-01,54
2007-03-02,53
2007-03-03,53
2007-03-04,53
2007-03-05,53
2007-03-06,53
2007-03-07,53
2007-03-08,52
2007-03-09,52
2007-03-10,52
2007-03-11,52
2007-03-12,52
2007-03-13,52
2007-03-14,51
2007-03-15,51
2007-03-16,51
2007-03-17,51
2007-03-18,51
2007-03-19,51
2007-03-20,50
2007-03-21,50
2007-03-22,50
2007-03-23,50
2007-03-24,50
2007-03-25,50
2007-03-26,49
2007-03-27,49
2007-03-28,49
2007-03-29,49
2007-03-30,49
2007-03-31,49
2007-04-01,49
2007-04-02,49
2007-04-03,49
2007-04-04,49
2007-04-05,49
2007-04-06,49
2007-04-07,49
2007-04-08,49
2007-04-09,50
2007-04-10,50
2007-04-11,50
2007-04-12,50
2007-04-13,50
2007-04-14,50
2007-04-15,50
2007-04-16,51
2007-04-17,51
2007-04-18,51
2007-04-19,51
2007-04-20,51
2007-04-21,51
2007-04-22,51
2007-04-23,51
2007-04-24,52
2007-04-25,52
2007-04-26,52
2007-04-27,52
2007-04-28,52
2007-04-29,52
2007-04-30,52
2007-05-01,53
2007-05-02,52
2007-05-03,51
2007-05-04,50
2007-05-05,49
2007-05-06,49
2007-05-07,48
2007-05-08,47
2007-05-09,46
2007-05-10,46
2007-05-11,45
2007-05-12,44
2007-05-13,43
2007-05-14,42
2007-05-15,42
2007-05-16,41
2007-05-17,40
2007-05-18,39
2007-05-19,39
2007-05-20,38
2007-05-21,37
2007-05-22,36
2007-05-23,35
2007-05-24,35
2007-05-25,34
2007-05-26,33
2007-05-27,32
2007-05-28,32
2007-05-29,31
2007-05-30,30
2007-05-31,29
2007-06-01,29
2007-06-02,29
2007-06-03,29
2007-06-04,29
2007-06-05,29
2007-06-06,29
2007-06-07,29
2007-06-08,29
2007-06-09,29
2007-06-10,29
2007-06-11,29
2007-06-12,29
2007-06-13,29
2007-06-14,29
2007-06-15,29
2007-06-16,29
2007-06-17,29
2007-06-18,29
2007-06-19,29
2007-06-20,29
2007-06-21,29
2007-06-22,29
2007-06-23,29
2007-06-24,29
2007-06-25,29
2007-06-26,29
2007-06-27,29
2007-06-28,29
2007-06-29,29
2007-06-30,29
2007-07-01,29
2007-07-02,29
2007-07-03,30
2007-07-04,30
2007-07-05,31
2007-07-06,31
2007-07-07,32
2007-07-08,32
2007-07-09,33
2007-07-10,33
2007-07-11,34
2007-07-12,35
2007-07-13,35
2007-07-14,36
2007-07-15,36
2007-07-16,37
2007-07-17,37
2007-07-18,38
2007-07-19,38
2007-07-20,39
2007-07-21,39
2007-07-22,40
2007-07-23,41
2007-07-24,41
2007-07-25,42
2007-07-26,42
2007-07-27,43
2007-07-28,43
2007-07-29,44
2007-07-30,44
2007-07-31,45
2007-08-01,46
2007-08-02,45
2007-08-03,45
2007-08-04,44
2007-08-05,44
2007-08-06,44
2007-08-07,43
2007-08-08,43
2007-08-09,42
2007-08-10,42
2007-08-11,42
2007-08-12,41
2007-08-13,41
2007-08-14,40
2007-08-15,40
2007-08-16,40
2007-08-17,39
2007-08-18,39
2007-08-19,39
2007-08-20,38
2007-08-21,38
2007-08-22,37
2007-08-23,37
2007-08-24,37
2007-08-25,36
2007-08-26,36
2007-08-27,35
2007-08-28,35
2007-08-29,35
2007-08-30,34
2007-08-31,34
2007-09-01,34
2007-09-02,34
2007-09-03,34
2007-09-04,34
2007-09-05,34
2007-09-06,34
2007-09-07,34
2007-09-08,34
2007-09-09,34
2007-09-10,34
2007-09-11,34
2007-09-12,34
2007-09-13,34
2007-09-14,34
2007-09-15,34
2007-09-16,34
2007-09-17,34
2007-09-18,34
2007-09-19,34
2007-09-20,34
2007-09-21,34
2007-09-22,34
2007-09-23,34
2007-09-24,34
2007-09-25,34
2007-09-26,34
2007-09-27,34
2007-09-28,34
2007-09-29,34
2007-09-30,34
2007-10-01,34
