Date,GAIN Capital
2010-02-15,0
2010-02-16,0
2010-02-17,0
2010-02-18,0
2010-02-19,0
2010-02-20,0
2010-02-21,0
2010-02-22,0
2010-02-23,0
2010-02-24,0
2010-02-25,0
2010-02-26,0
2010-02-27,0
2010-02-28,0
2010-03-01,0
2010-03-02,0
2010-03-03,0
2010-03-04,0
2010-03-05,0
2010-03-06,0
2010-03-07,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-13,0
2010-03-14,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-20,0
2010-03-21,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-27,0
2010-03-28,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,0
2010-04-02,0
2010-04-03,0
2010-04-04,0
2010-04-05,0
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,2
2010-06-03,4
2010-06-04,7
2010-06-05,9
2010-06-06,12
2010-06-07,14
2010-06-08,17
2010-06-09,19
2010-06-10,22
2010-06-11,24
2010-06-12,27
2010-06-13,29
2010-06-14,32
2010-06-15,34
2010-06-16,37
2010-06-17,39
2010-06-18,41
2010-06-19,44
2010-06-20,46
2010-06-21,49
2010-06-22,51
2010-06-23,54
2010-06-24,56
2010-06-25,59
2010-06-26,61
2010-06-27,64
2010-06-28,66
2010-06-29,69
2010-06-30,71
2010-07-01,74
2010-07-02,74
2010-07-03,74
2010-07-04,74
2010-07-05,74
2010-07-06,74
2010-07-07,75
2010-07-08,75
2010-07-09,75
2010-07-10,75
2010-07-11,75
2010-07-12,76
2010-07-13,76
2010-07-14,76
2010-07-15,76
2010-07-16,76
2010-07-17,77
2010-07-18,77
2010-07-19,77
2010-07-20,77
2010-07-21,77
2010-07-22,78
2010-07-23,78
2010-07-24,78
2010-07-25,78
2010-07-26,78
2010-07-27,79
2010-07-28,79
2010-07-29,79
2010-07-30,79
2010-07-31,79
2010-08-01,80
2010-08-02,79
2010-08-03,78
2010-08-04,78
2010-08-05,77
2010-08-06,76
2010-08-07,76
2010-08-08,75
2010-08-09,74
2010-08-10,74
2010-08-11,73
2010-08-12,72
2010-08-13,72
2010-08-14,71
2010-08-15,70
2010-08-16,70
2010-08-17,69
2010-08-18,69
2010-08-19,68
2010-08-20,67
2010-08-21,67
2010-08-22,66
2010-08-23,65
2010-08-24,65
2010-08-25,64
2010-08-26,63
2010-08-27,63
2010-08-28,62
2010-08-29,61
2010-08-30,61
2010-08-31,60
2010-09-01,60
2010-09-02,60
2010-09-03,60
2010-09-04,60
2010-09-05,60
2010-09-06,60
2010-09-07,60
2010-09-08,60
2010-09-09,60
2010-09-10,60
2010-09-11,60
2010-09-12,60
2010-09-13,60
2010-09-14,60
2010-09-15,60
2010-09-16,60
2010-09-17,60
2010-09-18,60
2010-09-19,60
2010-09-20,60
2010-09-21,60
2010-09-22,60
2010-09-23,60
2010-09-24,60
2010-09-25,60
2010-09-26,60
2010-09-27,60
2010-09-28,60
2010-09-29,60
2010-09-30,60
2010-10-01,60
2010-10-02,60
2010-10-03,60
2010-10-04,60
2010-10-05,60
2010-10-06,60
2010-10-07,60
2010-10-08,60
2010-10-09,60
2010-10-10,60
2010-10-11,60
2010-10-12,60
2010-10-13,60
2010-10-14,60
2010-10-15,60
2010-10-16,60
2010-10-17,60
2010-10-18,60
2010-10-19,60
2010-10-20,60
2010-10-21,60
2010-10-22,60
2010-10-23,60
2010-10-24,60
2010-10-25,60
2010-10-26,60
2010-10-27,60
2010-10-28,60
2010-10-29,60
2010-10-30,60
2010-10-31,60
2010-11-01,60
2010-11-02,60
2010-11-03,60
2010-11-04,60
2010-11-05,60
2010-11-06,60
2010-11-07,60
2010-11-08,60
2010-11-09,60
2010-11-10,60
2010-11-11,60
2010-11-12,60
2010-11-13,60
2010-11-14,60
2010-11-15,60
2010-11-16,60
2010-11-17,60
2010-11-18,60
2010-11-19,60
2010-11-20,60
2010-11-21,60
2010-11-22,60
2010-11-23,60
2010-11-24,60
2010-11-25,60
2010-11-26,60
2010-11-27,60
2010-11-28,60
2010-11-29,60
2010-11-30,60
2010-12-01,60
2010-12-02,60
2010-12-03,60
2010-12-04,60
2010-12-05,60
2010-12-06,60
2010-12-07,60
2010-12-08,60
2010-12-09,60
2010-12-10,60
2010-12-11,60
2010-12-12,60
2010-12-13,60
2010-12-14,60
2010-12-15,60
2010-12-16,60
2010-12-17,60
2010-12-18,60
2010-12-19,60
2010-12-20,60
2010-12-21,60
2010-12-22,60
2010-12-23,60
2010-12-24,60
2010-12-25,60
2010-12-26,60
2010-12-27,60
2010-12-28,60
2010-12-29,60
2010-12-30,60
2010-12-31,60
2011-01-01,60
