Date,Paulson & Co
2009-12-11,21
2009-12-12,24
2009-12-13,26
2009-12-14,28
2009-12-15,30
2009-12-16,32
2009-12-17,35
2009-12-18,37
2009-12-19,39
2009-12-20,41
2009-12-21,43
2009-12-22,46
2009-12-23,48
2009-12-24,50
2009-12-25,52
2009-12-26,54
2009-12-27,57
2009-12-28,59
2009-12-29,61
2009-12-30,63
2009-12-31,65
2010-01-01,68
2010-01-02,68
2010-01-03,68
2010-01-04,68
2010-01-05,69
2010-01-06,69
2010-01-07,69
2010-01-08,70
2010-01-09,70
2010-01-10,70
2010-01-11,71
2010-01-12,71
2010-01-13,71
2010-01-14,72
2010-01-15,72
2010-01-16,72
2010-01-17,73
2010-01-18,73
2010-01-19,73
2010-01-20,74
2010-01-21,74
2010-01-22,74
2010-01-23,75
2010-01-24,75
2010-01-25,75
2010-01-26,76
2010-01-27,76
2010-01-28,76
2010-01-29,77
2010-01-30,77
2010-01-31,77
2010-02-01,78
2010-02-02,78
2010-02-03,78
2010-02-04,79
2010-02-05,79
2010-02-06,79
2010-02-07,80
2010-02-08,80
2010-02-09,81
2010-02-10,81
2010-02-11,81
2010-02-12,82
2010-02-13,82
2010-02-14,83
2010-02-15,83
2010-02-16,83
2010-02-17,84
2010-02-18,84
2010-02-19,85
2010-02-20,85
2010-02-21,85
2010-02-22,86
2010-02-23,86
2010-02-24,87
2010-02-25,87
2010-02-26,87
2010-02-27,88
2010-02-28,88
2010-03-01,89
2010-03-02,89
2010-03-03,89
2010-03-04,90
2010-03-05,90
2010-03-06,90
2010-03-07,91
2010-03-08,91
2010-03-09,91
2010-03-10,92
2010-03-11,92
2010-03-12,92
2010-03-13,93
2010-03-14,93
2010-03-15,93
2010-03-16,94
2010-03-17,94
2010-03-18,95
2010-03-19,95
2010-03-20,95
2010-03-21,96
2010-03-22,96
2010-03-23,96
2010-03-24,97
2010-03-25,97
2010-03-26,97
2010-03-27,98
2010-03-28,98
2010-03-29,98
2010-03-30,99
2010-03-31,99
2010-04-01,100
2010-04-02,98
2010-04-03,97
2010-04-04,96
2010-04-05,95
2010-04-06,94
2010-04-07,93
2010-04-08,92
2010-04-09,90
2010-04-10,89
2010-04-11,88
2010-04-12,87
2010-04-13,86
2010-04-14,85
2010-04-15,84
2010-04-16,83
2010-04-17,81
2010-04-18,80
2010-04-19,79
2010-04-20,78
2010-04-21,77
2010-04-22,76
2010-04-23,75
2010-04-24,73
2010-04-25,72
2010-04-26,71
2010-04-27,70
2010-04-28,69
2010-04-29,68
2010-04-30,67
2010-05-01,66
2010-05-02,63
2010-05-03,61
2010-05-04,59
2010-05-05,57
2010-05-06,55
2010-05-07,53
2010-05-08,51
2010-05-09,48
2010-05-10,46
2010-05-11,44
2010-05-12,42
2010-05-13,40
2010-05-14,38
2010-05-15,36
2010-05-16,34
2010-05-17,31
2010-05-18,29
2010-05-19,27
2010-05-20,25
2010-05-21,23
2010-05-22,21
2010-05-23,19
2010-05-24,17
2010-05-25,14
2010-05-26,12
2010-05-27,10
2010-05-28,8
2010-05-29,6
2010-05-30,4
2010-05-31,2
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,0
2010-07-19,0
2010-07-20,0
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-24,0
2010-07-25,0
2010-07-26,0
2010-07-27,0
2010-07-28,0
2010-07-29,0
2010-07-30,0
2010-07-31,0
2010-08-01,0
2010-08-02,0
2010-08-03,0
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,0
2010-08-08,0
2010-08-09,0
2010-08-10,0
2010-08-11,0
2010-08-12,0
2010-08-13,0
2010-08-14,0
2010-08-15,0
2010-08-16,0
2010-08-17,0
2010-08-18,0
2010-08-19,0
2010-08-20,0
2010-08-21,0
2010-08-22,0
2010-08-23,0
2010-08-24,0
2010-08-25,0
2010-08-26,0
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,0
2010-08-31,0
2010-09-01,0
2010-09-02,0
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,0
2010-09-09,0
2010-09-10,0
2010-09-11,0
2010-09-12,0
2010-09-13,0
2010-09-14,0
2010-09-15,0
2010-09-16,0
2010-09-17,0
2010-09-18,0
2010-09-19,0
2010-09-20,0
2010-09-21,0
2010-09-22,0
2010-09-23,0
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,0
2010-09-29,0
2010-09-30,0
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,0
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,0
2010-11-03,0
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,0
2010-11-08,0
2010-11-09,0
2010-11-10,0
2010-11-11,0
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0
2010-11-17,0
2010-11-18,0
2010-11-19,0
2010-11-20,0
2010-11-21,0
2010-11-22,0
2010-11-23,0
2010-11-24,0
2010-11-25,0
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,0
2010-11-30,0
2010-12-01,0
2010-12-02,0
2010-12-03,0
2010-12-04,0
2010-12-05,0
2010-12-06,0
2010-12-07,0
2010-12-08,0
2010-12-09,0
2010-12-10,0
2010-12-11,0
2010-12-12,0
2010-12-13,0
2010-12-14,0
2010-12-15,0
2010-12-16,0
2010-12-17,0
2010-12-18,0
2010-12-19,0
2010-12-20,0
2010-12-21,0
2010-12-22,0
2010-12-23,0
2010-12-24,0
2010-12-25,0
2010-12-26,0
2010-12-27,0
2010-12-28,0
2010-12-29,0
2010-12-30,0
2010-12-31,0
2011-01-01,0
2011-01-02,0
2011-01-03,0
2011-01-04,0
2011-01-05,0
2011-01-06,0
2011-01-07,0
2011-01-08,0
2011-01-09,0
2011-01-10,0
2011-01-11,0
2011-01-12,0
2011-01-13,0
2011-01-14,0
2011-01-15,0
2011-01-16,0
2011-01-17,0
2011-01-18,0
2011-01-19,0
2011-01-20,0
2011-01-21,0
2011-01-22,0
2011-01-23,0
2011-01-24,0
2011-01-25,0
2011-01-26,0
2011-01-27,0
2011-01-28,0
2011-01-29,0
2011-01-30,0
2011-01-31,0
2011-02-01,0
2011-02-02,1
2011-02-03,3
2011-02-04,5
2011-02-05,6
2011-02-06,8
2011-02-07,10
2011-02-08,12
2011-02-09,13
2011-02-10,15
2011-02-11,17
2011-02-12,18
2011-02-13,20
2011-02-14,22
2011-02-15,24
2011-02-16,25
2011-02-17,27
2011-02-18,29
2011-02-19,30
2011-02-20,32
2011-02-21,34
2011-02-22,36
2011-02-23,37
2011-02-24,39
2011-02-25,41
2011-02-26,42
2011-02-27,44
2011-02-28,46
2011-03-01,48
2011-03-02,48
2011-03-03,48
2011-03-04,48
2011-03-05,48
2011-03-06,48
2011-03-07,48
2011-03-08,48
2011-03-09,48
2011-03-10,48
2011-03-11,48
2011-03-12,48
2011-03-13,48
2011-03-14,48
2011-03-15,48
2011-03-16,48
2011-03-17,48
2011-03-18,48
2011-03-19,48
2011-03-20,48
2011-03-21,48
2011-03-22,48
2011-03-23,48
2011-03-24,48
2011-03-25,48
2011-03-26,48
2011-03-27,48
2011-03-28,48
2011-03-29,48
2011-03-30,48
2011-03-31,48
2011-04-01,48
2011-04-02,48
2011-04-03,48
2011-04-04,48
2011-04-05,48
2011-04-06,48
2011-04-07,48
2011-04-08,48
2011-04-09,48
2011-04-10,48
2011-04-11,48
2011-04-12,48
2011-04-13,48
2011-04-14,48
2011-04-15,48
2011-04-16,48
2011-04-17,48
2011-04-18,48
2011-04-19,48
2011-04-20,48
2011-04-21,48
2011-04-22,48
2011-04-23,48
2011-04-24,48
2011-04-25,48
2011-04-26,48
2011-04-27,48
2011-04-28,48
2011-04-29,48
2011-04-30,48
2011-05-01,48
2011-05-02,46
2011-05-03,44
2011-05-04,43
2011-05-05,41
2011-05-06,40
2011-05-07,38
2011-05-08,37
2011-05-09,35
2011-05-10,34
2011-05-11,32
2011-05-12,30
2011-05-13,29
2011-05-14,27
2011-05-15,26
2011-05-16,24
2011-05-17,23
2011-05-18,21
2011-05-19,20
2011-05-20,18
2011-05-21,17
2011-05-22,15
2011-05-23,13
2011-05-24,12
2011-05-25,10
2011-05-26,9
2011-05-27,7
2011-05-28,6
2011-05-29,4
2011-05-30,3
2011-05-31,1
