Date,AGA Medical
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,1
2008-12-03,3
2008-12-04,5
2008-12-05,7
2008-12-06,8
2008-12-07,10
2008-12-08,12
2008-12-09,14
2008-12-10,15
2008-12-11,17
2008-12-12,19
2008-12-13,21
2008-12-14,23
2008-12-15,24
2008-12-16,26
2008-12-17,28
2008-12-18,30
2008-12-19,31
2008-12-20,33
2008-12-21,35
2008-12-22,37
2008-12-23,39
2008-12-24,40
2008-12-25,42
2008-12-26,44
2008-12-27,46
2008-12-28,47
2008-12-29,49
2008-12-30,51
2008-12-31,53
2009-01-01,55
2009-01-02,53
2009-01-03,51
2009-01-04,49
2009-01-05,47
2009-01-06,46
2009-01-07,44
2009-01-08,42
2009-01-09,40
2009-01-10,39
2009-01-11,37
2009-01-12,35
2009-01-13,33
2009-01-14,31
2009-01-15,30
2009-01-16,28
2009-01-17,26
2009-01-18,24
2009-01-19,23
2009-01-20,21
2009-01-21,19
2009-01-22,17
2009-01-23,15
2009-01-24,14
2009-01-25,12
2009-01-26,10
2009-01-27,8
2009-01-28,7
2009-01-29,5
2009-01-30,3
2009-01-31,1
2009-02-01,0
2009-02-02,0
2009-02-03,0
2009-02-04,0
2009-02-05,0
2009-02-06,0
2009-02-07,0
2009-02-08,0
2009-02-09,0
2009-02-10,0
2009-02-11,0
2009-02-12,0
2009-02-13,0
2009-02-14,0
2009-02-15,0
2009-02-16,0
2009-02-17,0
2009-02-18,0
2009-02-19,0
2009-02-20,0
2009-02-21,0
2009-02-22,0
2009-02-23,0
2009-02-24,0
2009-02-25,0
2009-02-26,0
2009-02-27,0
2009-02-28,0
2009-03-01,0
2009-03-02,0
2009-03-03,0
2009-03-04,0
2009-03-05,0
2009-03-06,0
2009-03-07,0
2009-03-08,0
2009-03-09,0
2009-03-10,0
2009-03-11,0
2009-03-12,0
2009-03-13,0
2009-03-14,0
2009-03-15,0
2009-03-16,0
2009-03-17,0
2009-03-18,0
2009-03-19,0
2009-03-20,0
2009-03-21,0
2009-03-22,0
2009-03-23,0
2009-03-24,0
2009-03-25,0
2009-03-26,0
2009-03-27,0
2009-03-28,0
2009-03-29,0
2009-03-30,0
2009-03-31,0
2009-04-01,0
2009-04-02,0
2009-04-03,0
2009-04-04,0
2009-04-05,0
2009-04-06,0
2009-04-07,0
2009-04-08,0
2009-04-09,0
2009-04-10,0
2009-04-11,0
2009-04-12,0
2009-04-13,0
2009-04-14,0
2009-04-15,0
2009-04-16,0
2009-04-17,0
2009-04-18,0
2009-04-19,0
2009-04-20,0
2009-04-21,0
2009-04-22,0
2009-04-23,0
2009-04-24,0
2009-04-25,0
2009-04-26,0
2009-04-27,0
2009-04-28,0
2009-04-29,0
2009-04-30,0
2009-05-01,0
2009-05-02,0
2009-05-03,0
2009-05-04,0
2009-05-05,0
2009-05-06,0
2009-05-07,0
2009-05-08,0
2009-05-09,0
2009-05-10,0
2009-05-11,0
2009-05-12,0
2009-05-13,0
2009-05-14,0
2009-05-15,0
2009-05-16,0
2009-05-17,0
2009-05-18,0
2009-05-19,0
2009-05-20,0
2009-05-21,0
2009-05-22,0
2009-05-23,0
2009-05-24,0
2009-05-25,0
2009-05-26,0
2009-05-27,0
2009-05-28,0
2009-05-29,0
2009-05-30,0
2009-05-31,0
2009-06-01,0
2009-06-02,2
2009-06-03,4
2009-06-04,6
2009-06-05,8
2009-06-06,10
2009-06-07,12
2009-06-08,14
2009-06-09,17
2009-06-10,19
2009-06-11,21
2009-06-12,23
2009-06-13,25
2009-06-14,27
2009-06-15,29
2009-06-16,32
2009-06-17,34
2009-06-18,36
2009-06-19,38
2009-06-20,40
2009-06-21,42
2009-06-22,44
2009-06-23,46
2009-06-24,49
2009-06-25,51
2009-06-26,53
2009-06-27,55
2009-06-28,57
2009-06-29,59
2009-06-30,61
2009-07-01,64
2009-07-02,64
2009-07-03,64
2009-07-04,65
2009-07-05,65
2009-07-06,65
2009-07-07,66
2009-07-08,66
2009-07-09,67
2009-07-10,67
2009-07-11,67
2009-07-12,68
2009-07-13,68
2009-07-14,69
2009-07-15,69
2009-07-16,69
2009-07-17,70
2009-07-18,70
2009-07-19,70
2009-07-20,71
2009-07-21,71
2009-07-22,72
2009-07-23,72
2009-07-24,72
2009-07-25,73
2009-07-26,73
2009-07-27,74
2009-07-28,74
2009-07-29,74
2009-07-30,75
2009-07-31,75
2009-08-01,76
2009-08-02,76
2009-08-03,76
2009-08-04,77
2009-08-05,77
2009-08-06,77
2009-08-07,78
2009-08-08,78
2009-08-09,79
2009-08-10,79
2009-08-11,79
2009-08-12,80
2009-08-13,80
2009-08-14,81
2009-08-15,81
2009-08-16,81
2009-08-17,82
2009-08-18,82
2009-08-19,82
2009-08-20,83
2009-08-21,83
2009-08-22,84
2009-08-23,84
2009-08-24,84
2009-08-25,85
2009-08-26,85
2009-08-27,86
2009-08-28,86
2009-08-29,86
2009-08-30,87
2009-08-31,87
2009-09-01,88
2009-09-02,88
2009-09-03,88
2009-09-04,89
2009-09-05,89
2009-09-06,90
2009-09-07,90
2009-09-08,90
2009-09-09,91
2009-09-10,91
2009-09-11,92
2009-09-12,92
2009-09-13,92
2009-09-14,93
2009-09-15,93
2009-09-16,94
2009-09-17,94
2009-09-18,94
2009-09-19,95
2009-09-20,95
2009-09-21,96
2009-09-22,96
2009-09-23,96
2009-09-24,97
2009-09-25,97
2009-09-26,98
2009-09-27,98
2009-09-28,98
2009-09-29,99
2009-09-30,99
2009-10-01,100
2009-10-02,96
2009-10-03,93
2009-10-04,90
2009-10-05,87
2009-10-06,83
2009-10-07,80
2009-10-08,77
2009-10-09,74
2009-10-10,70
2009-10-11,67
2009-10-12,64
2009-10-13,61
2009-10-14,58
2009-10-15,54
2009-10-16,51
2009-10-17,48
2009-10-18,45
2009-10-19,41
2009-10-20,38
2009-10-21,35
2009-10-22,32
2009-10-23,29
2009-10-24,25
2009-10-25,22
2009-10-26,19
2009-10-27,16
2009-10-28,12
2009-10-29,9
2009-10-30,6
2009-10-31,3
2009-11-01,0
2009-11-02,0
2009-11-03,0
2009-11-04,0
2009-11-05,0
2009-11-06,0
2009-11-07,0
2009-11-08,0
2009-11-09,0
2009-11-10,0
2009-11-11,0
2009-11-12,0
2009-11-13,0
2009-11-14,0
2009-11-15,0
2009-11-16,0
2009-11-17,0
2009-11-18,0
2009-11-19,0
2009-11-20,0
2009-11-21,0
2009-11-22,0
2009-11-23,0
2009-11-24,0
2009-11-25,0
2009-11-26,0
2009-11-27,0
2009-11-28,0
2009-11-29,0
2009-11-30,0
