Date,Tesla Motors
2010-03-25,17
2010-03-26,18
2010-03-27,18
2010-03-28,17
2010-04-04,18
2010-04-05,18
2010-04-06,18
2010-04-07,18
2010-04-08,18
2010-04-09,18
2010-04-10,18
2010-04-11,18
2010-04-12,18
2010-04-13,18
2010-04-14,18
2010-04-15,18
2010-04-16,18
2010-04-17,18
2010-04-18,18
2010-04-19,18
2010-04-20,18
2010-04-21,18
2010-04-22,18
2010-04-23,18
2010-04-24,18
2010-04-25,18
2010-04-26,18
2010-04-27,18
2010-04-28,19
2010-04-29,19
2010-04-30,19
2010-05-01,20
2010-05-02,20
2010-05-03,20
2010-05-04,21
2010-05-05,21
2010-05-06,22
2010-05-07,22
2010-05-08,23
2010-05-09,23
2010-05-10,28
2010-05-11,23
2010-05-12,24
2010-05-13,24
2010-05-14,24
2010-05-15,25
2010-05-16,25
2010-05-17,25
2010-05-18,26
2010-05-19,26
2010-05-20,26
2010-05-21,26
2010-05-22,27
2010-05-23,26
2010-05-24,24
2010-05-25,23
2010-05-26,22
2010-05-27,21
2010-05-28,20
2010-05-29,19
2010-05-30,19
2010-05-31,19
2010-06-01,19
2010-06-02,20
2010-06-03,20
2010-06-04,20
2010-06-05,21
2010-06-06,21
2010-06-07,21
2010-06-08,22
2010-06-09,22
2010-06-10,23
2010-06-11,23
2010-06-12,24
2010-06-13,24
2010-06-14,24
2010-06-15,24
2010-06-16,25
2010-06-17,25
2010-06-18,25
2010-06-19,26
2010-06-20,26
2010-06-21,26
2010-06-22,27
2010-06-23,27
2010-06-24,28
2010-06-25,28
2010-06-26,29
2010-06-27,39
2010-07-04,91
2010-07-05,84
2010-07-06,75
2010-07-07,66
2010-07-08,58
2010-07-09,49
2010-07-10,40
2010-07-11,38
2010-07-12,34
2010-07-13,31
2010-07-14,29
2010-07-15,26
2010-07-16,23
2010-07-17,21
2010-07-18,21
2010-07-19,21
2010-07-20,21
2010-07-21,21
2010-07-22,21
2010-07-23,21
2010-07-24,21
2010-07-25,21
2010-07-26,21
2010-07-27,21
2010-07-28,21
2010-07-29,21
2010-07-30,21
2010-07-31,21
2010-08-01,21
2010-08-02,21
2010-08-03,21
2010-08-04,21
2010-08-05,21
2010-08-06,21
2010-08-07,21
2010-08-08,21
2010-08-09,21
2010-08-10,21
2010-08-11,21
2010-08-12,21
2010-08-13,21
2010-08-14,21
2010-08-15,20
2010-08-16,20
2010-08-17,20
2010-08-18,19
2010-08-19,19
2010-08-20,19
2010-08-21,19
2010-08-22,19
2010-08-23,19
2010-08-24,19
2010-08-25,19
2010-08-26,19
2010-08-27,19
2010-08-28,19
2010-08-29,19
2010-08-30,19
2010-08-31,19
2010-09-01,19
2010-09-02,19
2010-09-03,19
2010-09-04,19
2010-09-05,19
2010-09-06,19
2010-09-07,19
2010-09-08,19
2010-09-09,19
2010-09-10,19
2010-09-11,19
2010-09-12,19
2010-09-13,19
2010-09-14,19
2010-09-15,19
2010-09-16,19
2010-09-17,19
2010-09-18,19
2010-09-19,16
2010-09-20,13
2010-09-21,11
2010-09-22,8
2010-09-23,5
2010-09-24,2
2010-09-25,0
2010-09-26,0
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,0
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,0
2010-11-03,0
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,0
2010-11-08,0
2010-11-09,0
2010-11-10,0
2010-11-11,0
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0
2010-11-17,0
2010-11-18,0
2010-11-19,0
2010-11-20,0
2010-11-21,0
2010-11-22,0
2010-11-23,0
2010-11-24,0
2010-11-25,0
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,0
2010-11-30,0
2010-12-01,0
2010-12-02,0
2010-12-03,0
2010-12-04,0
2010-12-05,0
2010-12-06,0
2010-12-07,0
2010-12-08,0
2010-12-09,0
2010-12-10,0
2010-12-11,0
2010-12-12,0
2010-12-13,0
2010-12-14,0
2010-12-15,0
2010-12-16,0
2010-12-17,0
2010-12-18,0
2010-12-19,0
2010-12-20,0
2010-12-21,0
2010-12-22,0
2010-12-23,0
2010-12-24,0
2010-12-25,0
2010-12-26,0
2010-12-27,0
2010-12-28,0
2010-12-29,0
2010-12-30,0
2010-12-31,0
2011-01-01,0
2011-01-02,0
2011-01-03,0
2011-01-04,0
2011-01-05,0
2011-01-06,0
2011-01-07,0
2011-01-08,0
2011-01-09,0
2011-01-10,0
2011-01-11,0
2011-01-12,0
2011-01-13,0
2011-01-14,0
2011-01-15,0
2011-01-16,1
2011-01-17,3
2011-01-18,5
2011-01-19,7
2011-01-20,9
2011-01-21,11
2011-01-22,13
2011-01-23,13
2011-01-24,13
2011-01-25,13
2011-01-26,13
2011-01-27,13
2011-01-28,13
2011-01-29,13
2011-01-30,13
2011-01-31,13
2011-02-01,13
2011-02-02,13
2011-02-03,13
2011-02-04,13
2011-02-05,13
2011-02-06,13
2011-02-07,13
2011-02-08,13
2011-02-09,13
2011-02-10,13
2011-02-11,13
2011-02-12,14
2011-02-13,13
2011-02-14,13
2011-02-15,13
2011-02-16,12
2011-02-17,12
2011-02-18,12
2011-02-19,12
2011-02-20,12
2011-02-21,12
2011-02-22,12
2011-02-23,12
2011-02-24,12
2011-02-25,12
2011-02-26,12
2011-02-27,12
2011-02-28,12
2011-03-01,12
2011-03-02,12
2011-03-03,12
2011-03-04,12
2011-03-05,13
2011-03-06,13
2011-03-07,13
2011-03-08,13
2011-03-09,13
2011-03-10,13
2011-03-11,13
2011-03-12,13
2011-03-13,13
2011-03-14,13
2011-03-15,13
2011-03-16,13
2011-03-17,13
2011-03-18,13
2011-03-19,14
2011-03-20,14
2011-03-21,14
2011-03-22,14
2011-03-23,14
2011-03-24,14
2011-03-25,14
2011-03-26,15
2011-03-27,15
2011-03-28,15
2011-03-29,15
2011-03-30,15
2011-03-31,15
2011-04-03,16
2011-04-04,16
2011-04-05,16
2011-04-06,16
2011-04-07,16
2011-04-08,16
2011-04-09,16
2011-04-10,16
2011-04-11,17
2011-04-12,18
2011-04-13,18
2011-04-14,19
2011-04-15,20
2011-04-16,21
2011-04-17,19
2011-04-18,18
2011-04-19,17
2011-04-20,16
2011-04-21,15
2011-04-22,14
2011-04-23,13
2011-04-24,13
2011-04-25,14
2011-04-26,14
2011-04-27,15
2011-04-28,15
2011-04-29,16
2011-04-30,17
2011-05-01,16
2011-05-02,15
2011-05-03,15
2011-05-04,14
2011-05-05,14
2011-05-06,13
2011-05-07,13
2011-05-08,13
2011-05-09,13
2011-05-10,13
2011-05-11,14
2011-05-12,14
2011-05-13,14
2011-05-14,15
2011-05-15,15
2011-05-16,15
2011-05-17,16
2011-05-18,16
2011-05-19,17
2011-05-20,17
2011-05-21,18
2011-05-22,18
2011-05-23,18
2011-05-24,19
2011-05-25,19
2011-05-26,19
2011-05-27,20
2011-05-28,21
2011-05-29,16
2011-05-30,13
2011-05-31,10
2011-06-01,8
2011-06-02,5
2011-06-03,2
2011-06-04,0
2011-06-05,0
2011-06-06,0
2011-06-07,0
2011-06-08,0
2011-06-09,0
2011-06-10,0
2011-06-11,0
2011-06-12,0
2011-06-13,0
2011-06-14,0
2011-06-15,0
2011-06-16,0
2011-06-17,0
2011-06-18,0
2011-06-19,0
2011-06-20,0
2011-06-21,0
2011-06-22,0
2011-06-23,0
2011-06-24,0
2011-06-25,0
2011-06-26,0
