Date,SemiLeds
2010-02-01,0
2010-02-02,0
2010-02-03,0
2010-02-04,0
2010-02-05,0
2010-02-06,0
2010-02-07,0
2010-02-08,0
2010-02-09,0
2010-02-10,0
2010-02-11,0
2010-02-12,0
2010-02-13,0
2010-02-14,0
2010-02-15,0
2010-02-16,0
2010-02-17,0
2010-02-18,0
2010-02-19,0
2010-02-20,0
2010-02-21,0
2010-02-22,0
2010-02-23,0
2010-02-24,0
2010-02-25,0
2010-02-26,0
2010-02-27,0
2010-02-28,0
2010-03-01,0
2010-03-02,0
2010-03-03,0
2010-03-04,0
2010-03-05,0
2010-03-06,0
2010-03-07,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-13,0
2010-03-14,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-20,0
2010-03-21,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-27,0
2010-03-28,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,0
2010-04-02,0
2010-04-03,0
2010-04-04,0
2010-04-05,0
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,0
2010-07-19,0
2010-07-20,0
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-24,0
2010-07-25,0
2010-07-26,0
2010-07-27,0
2010-07-28,0
2010-07-29,0
2010-07-30,0
2010-07-31,0
2010-08-01,0
2010-08-02,0
2010-08-03,0
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,0
2010-08-08,0
2010-08-09,0
2010-08-10,0
2010-08-11,0
2010-08-12,0
2010-08-13,0
2010-08-14,0
2010-08-15,0
2010-08-16,0
2010-08-17,0
2010-08-18,0
2010-08-19,0
2010-08-20,0
2010-08-21,0
2010-08-22,0
2010-08-23,0
2010-08-24,0
2010-08-25,0
2010-08-26,0
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,0
2010-08-31,0
2010-09-01,0
2010-09-02,0
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,0
2010-09-09,0
2010-09-10,0
2010-09-11,0
2010-09-12,0
2010-09-13,0
2010-09-14,0
2010-09-15,0
2010-09-16,0
2010-09-17,0
2010-09-18,0
2010-09-19,0
2010-09-20,0
2010-09-21,0
2010-09-22,0
2010-09-23,0
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,0
2010-09-29,0
2010-09-30,0
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,0
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,3
2010-11-03,6
2010-11-04,10
2010-11-05,13
2010-11-06,16
2010-11-07,20
2010-11-08,23
2010-11-09,26
2010-11-10,30
2010-11-11,33
2010-11-12,36
2010-11-13,40
2010-11-14,43
2010-11-15,46
2010-11-16,50
2010-11-17,53
2010-11-18,56
2010-11-19,60
2010-11-20,63
2010-11-21,66
2010-11-22,70
2010-11-23,73
2010-11-24,76
2010-11-25,80
2010-11-26,83
2010-11-27,86
2010-11-28,90
2010-11-29,93
2010-11-30,96
2010-12-01,100
2010-12-02,99
2010-12-03,98
2010-12-04,97
2010-12-05,97
2010-12-06,96
2010-12-07,95
2010-12-08,95
2010-12-09,94
2010-12-10,93
2010-12-11,93
2010-12-12,92
2010-12-13,91
2010-12-14,91
2010-12-15,90
2010-12-16,89
2010-12-17,89
2010-12-18,88
2010-12-19,87
2010-12-20,87
2010-12-21,86
2010-12-22,85
2010-12-23,85
2010-12-24,84
2010-12-25,83
2010-12-26,83
2010-12-27,82
2010-12-28,81
2010-12-29,81
2010-12-30,80
2010-12-31,79
2011-01-01,79
2011-01-02,78
2011-01-03,78
2011-01-04,77
2011-01-05,77
2011-01-06,77
2011-01-07,76
2011-01-08,76
2011-01-09,76
2011-01-10,75
2011-01-11,75
2011-01-12,75
2011-01-13,74
2011-01-14,74
2011-01-15,74
2011-01-16,73
2011-01-17,73
2011-01-18,72
2011-01-19,72
2011-01-20,72
2011-01-21,71
2011-01-22,71
2011-01-23,71
2011-01-24,70
2011-01-25,70
2011-01-26,70
2011-01-27,69
2011-01-28,69
2011-01-29,69
2011-01-30,68
2011-01-31,68
2011-02-01,68
2011-02-02,68
2011-02-03,68
2011-02-04,68
2011-02-05,68
2011-02-06,68
2011-02-07,68
2011-02-08,68
2011-02-09,68
2011-02-10,68
2011-02-11,68
2011-02-12,68
2011-02-13,68
2011-02-14,68
2011-02-15,68
2011-02-16,68
2011-02-17,68
2011-02-18,68
2011-02-19,68
2011-02-20,68
2011-02-21,68
2011-02-22,68
2011-02-23,68
2011-02-24,68
2011-02-25,68
2011-02-26,68
2011-02-27,68
2011-02-28,68
2011-03-01,68
2011-03-02,67
2011-03-03,67
2011-03-04,67
2011-03-05,67
2011-03-06,67
2011-03-07,67
2011-03-08,67
2011-03-09,66
2011-03-10,66
2011-03-11,66
2011-03-12,66
2011-03-13,66
2011-03-14,66
2011-03-15,66
2011-03-16,66
2011-03-17,65
2011-03-18,65
2011-03-19,65
2011-03-20,65
2011-03-21,65
2011-03-22,65
2011-03-23,65
2011-03-24,65
2011-03-25,64
2011-03-26,64
2011-03-27,64
2011-03-28,64
2011-03-29,64
2011-03-30,64
2011-03-31,64
2011-04-01,64
2011-04-02,61
2011-04-03,59
2011-04-04,57
2011-04-05,55
2011-04-06,53
2011-04-07,51
2011-04-08,49
2011-04-09,46
2011-04-10,44
2011-04-11,42
2011-04-12,40
2011-04-13,38
2011-04-14,36
2011-04-15,34
2011-04-16,32
2011-04-17,29
2011-04-18,27
2011-04-19,25
2011-04-20,23
2011-04-21,21
2011-04-22,19
2011-04-23,17
2011-04-24,14
2011-04-25,12
2011-04-26,10
2011-04-27,8
2011-04-28,6
2011-04-29,4
2011-04-30,2
2011-05-01,0
2011-05-02,0
2011-05-03,0
2011-05-04,0
2011-05-05,0
2011-05-06,0
2011-05-07,0
2011-05-08,0
2011-05-09,0
2011-05-10,0
2011-05-11,0
2011-05-12,0
2011-05-13,0
2011-05-14,0
2011-05-15,0
2011-05-16,0
2011-05-17,0
2011-05-18,0
2011-05-19,0
2011-05-20,0
2011-05-21,0
2011-05-22,0
2011-05-23,0
2011-05-24,0
2011-05-25,0
2011-05-26,0
2011-05-27,0
2011-05-28,0
2011-05-29,0
2011-05-30,0
2011-05-31,0
2011-06-01,0
2011-06-02,0
2011-06-03,0
2011-06-04,0
2011-06-05,0
2011-06-06,0
2011-06-07,0
2011-06-08,0
2011-06-09,0
2011-06-10,0
2011-06-11,0
2011-06-12,0
2011-06-13,0
2011-06-14,0
2011-06-15,0
2011-06-16,0
2011-06-17,0
2011-06-18,0
2011-06-19,0
2011-06-20,0
2011-06-21,0
2011-06-22,0
2011-06-23,0
2011-06-24,0
2011-06-25,0
2011-06-26,0
2011-06-27,0
2011-06-28,0
2011-06-29,0
2011-06-30,0
2011-07-01,0
2011-07-02,0
2011-07-03,0
2011-07-04,0
2011-07-05,0
2011-07-06,0
2011-07-07,0
2011-07-08,0
2011-07-09,0
2011-07-10,0
2011-07-11,0
2011-07-12,0
2011-07-13,0
2011-07-14,0
2011-07-15,0
2011-07-16,0
2011-07-17,0
2011-07-18,0
2011-07-19,0
2011-07-20,0
2011-07-21,0
2011-07-22,0
2011-07-23,0
2011-07-24,0
2011-07-25,0
2011-07-26,0
2011-07-27,0
2011-07-28,0
