Date,HFF Inc
2006-08-23,0
2006-08-24,0
2006-08-25,0
2006-08-26,0
2006-08-27,0
2006-08-28,0
2006-08-29,0
2006-08-30,0
2006-08-31,0
2006-09-01,0
2006-09-02,0
2006-09-03,0
2006-09-04,0
2006-09-05,0
2006-09-06,0
2006-09-07,0
2006-09-08,0
2006-09-09,0
2006-09-10,0
2006-09-11,0
2006-09-12,0
2006-09-13,0
2006-09-14,0
2006-09-15,0
2006-09-16,0
2006-09-17,0
2006-09-18,0
2006-09-19,0
2006-09-20,0
2006-09-21,0
2006-09-22,0
2006-09-23,0
2006-09-24,0
2006-09-25,0
2006-09-26,0
2006-09-27,0
2006-09-28,0
2006-09-29,0
2006-09-30,0
2006-10-01,0
2006-10-02,0
2006-10-03,0
2006-10-04,0
2006-10-05,0
2006-10-06,0
2006-10-07,0
2006-10-08,0
2006-10-09,0
2006-10-10,0
2006-10-11,0
2006-10-12,0
2006-10-13,0
2006-10-14,0
2006-10-15,0
2006-10-16,0
2006-10-17,0
2006-10-18,0
2006-10-19,0
2006-10-20,0
2006-10-21,0
2006-10-22,0
2006-10-23,0
2006-10-24,0
2006-10-25,0
2006-10-26,0
2006-10-27,0
2006-10-28,0
2006-10-29,0
2006-10-30,0
2006-10-31,0
2006-11-01,0
2006-11-02,0
2006-11-03,0
2006-11-04,0
2006-11-05,0
2006-11-06,0
2006-11-07,0
2006-11-08,0
2006-11-09,0
2006-11-10,0
2006-11-11,0
2006-11-12,0
2006-11-13,0
2006-11-14,0
2006-11-15,0
2006-11-16,0
2006-11-17,0
2006-11-18,0
2006-11-19,0
2006-11-20,0
2006-11-21,0
2006-11-22,0
2006-11-23,0
2006-11-24,0
2006-11-25,0
2006-11-26,0
2006-11-27,0
2006-11-28,0
2006-11-29,0
2006-11-30,0
2006-12-01,0
2006-12-02,2
2006-12-03,4
2006-12-04,6
2006-12-05,9
2006-12-06,11
2006-12-07,13
2006-12-08,16
2006-12-09,18
2006-12-10,20
2006-12-11,23
2006-12-12,25
2006-12-13,27
2006-12-14,30
2006-12-15,32
2006-12-16,34
2006-12-17,37
2006-12-18,39
2006-12-19,41
2006-12-20,44
2006-12-21,46
2006-12-22,48
2006-12-23,51
2006-12-24,53
2006-12-25,55
2006-12-26,58
2006-12-27,60
2006-12-28,62
2006-12-29,65
2006-12-30,67
2006-12-31,69
2007-01-01,72
2007-01-02,72
2007-01-03,73
2007-01-04,74
2007-01-05,75
2007-01-06,76
2007-01-07,77
2007-01-08,78
2007-01-09,79
2007-01-10,80
2007-01-11,81
2007-01-12,81
2007-01-13,82
2007-01-14,83
2007-01-15,84
2007-01-16,85
2007-01-17,86
2007-01-18,87
2007-01-19,88
2007-01-20,89
2007-01-21,90
2007-01-22,90
2007-01-23,91
2007-01-24,92
2007-01-25,93
2007-01-26,94
2007-01-27,95
2007-01-28,96
2007-01-29,97
2007-01-30,98
2007-01-31,99
2007-02-01,100
2007-02-02,99
2007-02-03,99
2007-02-04,98
2007-02-05,98
2007-02-06,98
2007-02-07,97
2007-02-08,97
2007-02-09,96
2007-02-10,96
2007-02-11,96
2007-02-12,95
2007-02-13,95
2007-02-14,94
2007-02-15,94
2007-02-16,94
2007-02-17,93
2007-02-18,93
2007-02-19,92
2007-02-20,92
2007-02-21,92
2007-02-22,91
2007-02-23,91
2007-02-24,90
2007-02-25,90
2007-02-26,90
2007-02-27,89
2007-02-28,89
2007-03-01,89
2007-03-02,89
2007-03-03,89
2007-03-04,89
2007-03-05,89
2007-03-06,89
2007-03-07,89
2007-03-08,89
2007-03-09,89
2007-03-10,89
2007-03-11,89
2007-03-12,89
2007-03-13,89
2007-03-14,89
2007-03-15,89
2007-03-16,89
2007-03-17,89
2007-03-18,89
2007-03-19,89
2007-03-20,89
2007-03-21,89
2007-03-22,89
2007-03-23,89
2007-03-24,89
2007-03-25,89
2007-03-26,89
2007-03-27,89
2007-03-28,89
2007-03-29,89
2007-03-30,89
2007-03-31,89
2007-04-01,89
2007-04-02,89
2007-04-03,89
2007-04-04,89
2007-04-05,89
2007-04-06,89
2007-04-07,89
2007-04-08,89
2007-04-09,89
2007-04-10,89
2007-04-11,89
2007-04-12,89
2007-04-13,89
2007-04-14,89
2007-04-15,89
2007-04-16,89
2007-04-17,89
2007-04-18,89
2007-04-19,89
2007-04-20,89
2007-04-21,89
2007-04-22,89
2007-04-23,89
2007-04-24,89
2007-04-25,89
2007-04-26,89
2007-04-27,89
2007-04-28,89
2007-04-29,89
2007-04-30,89
2007-05-01,89
2007-05-02,89
2007-05-03,89
2007-05-04,89
2007-05-05,89
2007-05-06,89
2007-05-07,89
2007-05-08,89
2007-05-09,89
2007-05-10,89
2007-05-11,89
2007-05-12,89
2007-05-13,89
2007-05-14,89
2007-05-15,89
2007-05-16,89
2007-05-17,89
2007-05-18,89
2007-05-19,89
2007-05-20,89
2007-05-21,89
2007-05-22,89
2007-05-23,89
2007-05-24,89
2007-05-25,89
2007-05-26,89
2007-05-27,89
2007-05-28,89
2007-05-29,89
2007-05-30,89
2007-05-31,89
2007-06-01,89
2007-06-02,87
2007-06-03,86
2007-06-04,85
2007-06-05,84
2007-06-06,83
2007-06-07,82
2007-06-08,81
2007-06-09,79
2007-06-10,78
2007-06-11,77
2007-06-12,76
2007-06-13,75
2007-06-14,74
2007-06-15,73
2007-06-16,72
2007-06-17,70
2007-06-18,69
2007-06-19,68
2007-06-20,67
2007-06-21,66
2007-06-22,65
2007-06-23,64
2007-06-24,62
2007-06-25,61
2007-06-26,60
2007-06-27,59
2007-06-28,58
2007-06-29,57
2007-06-30,56
2007-07-01,55
2007-07-02,55
2007-07-03,55
2007-07-04,55
2007-07-05,55
2007-07-06,55
2007-07-07,55
2007-07-08,55
2007-07-09,55
2007-07-10,55
2007-07-11,55
2007-07-12,55
2007-07-13,55
2007-07-14,55
2007-07-15,55
2007-07-16,55
2007-07-17,55
2007-07-18,55
2007-07-19,55
2007-07-20,55
2007-07-21,55
2007-07-22,55
2007-07-23,55
2007-07-24,55
2007-07-25,55
2007-07-26,55
2007-07-27,55
2007-07-28,55
2007-07-29,55
2007-07-30,55
2007-07-31,55
2007-08-01,55
2007-08-02,55
2007-08-03,55
2007-08-04,55
2007-08-05,55
2007-08-06,55
2007-08-07,55
2007-08-08,55
2007-08-09,55
2007-08-10,55
2007-08-11,55
2007-08-12,55
2007-08-13,55
2007-08-14,55
2007-08-15,55
2007-08-16,55
2007-08-17,55
2007-08-18,55
2007-08-19,55
2007-08-20,55
2007-08-21,55
2007-08-22,55
2007-08-23,55
2007-08-24,55
2007-08-25,55
2007-08-26,55
2007-08-27,55
2007-08-28,55
2007-08-29,55
2007-08-30,55
2007-08-31,55
2007-09-01,55
2007-09-02,55
2007-09-03,55
2007-09-04,55
2007-09-05,55
2007-09-06,55
2007-09-07,55
2007-09-08,55
2007-09-09,55
2007-09-10,55
2007-09-11,55
2007-09-12,55
2007-09-13,55
2007-09-14,55
2007-09-15,55
2007-09-16,55
2007-09-17,55
2007-09-18,55
2007-09-19,55
2007-09-20,55
2007-09-21,55
2007-09-22,55
2007-09-23,55
2007-09-24,55
2007-09-25,55
2007-09-26,55
2007-09-27,55
2007-09-28,55
2007-09-29,55
2007-09-30,55
2007-10-01,55
2007-10-02,55
2007-10-03,55
2007-10-04,55
2007-10-05,55
2007-10-06,55
2007-10-07,55
2007-10-08,55
2007-10-09,55
2007-10-10,55
2007-10-11,55
2007-10-12,55
2007-10-13,55
2007-10-14,55
2007-10-15,55
2007-10-16,55
2007-10-17,55
2007-10-18,55
2007-10-19,55
2007-10-20,55
2007-10-21,55
2007-10-22,55
2007-10-23,55
2007-10-24,55
2007-10-25,55
2007-10-26,55
2007-10-27,55
2007-10-28,55
2007-10-29,55
2007-10-30,55
2007-10-31,55
2007-11-01,55
2007-11-02,55
2007-11-03,55
2007-11-04,55
2007-11-05,56
2007-11-06,56
2007-11-07,56
2007-11-08,56
2007-11-09,57
2007-11-10,57
2007-11-11,57
2007-11-12,57
2007-11-13,58
2007-11-14,58
2007-11-15,58
2007-11-16,59
2007-11-17,59
2007-11-18,59
2007-11-19,59
2007-11-20,60
2007-11-21,60
2007-11-22,60
2007-11-23,60
2007-11-24,61
2007-11-25,61
2007-11-26,61
2007-11-27,61
2007-11-28,62
2007-11-29,62
2007-11-30,62
2007-12-01,63
2007-12-02,63
2007-12-03,63
2007-12-04,63
2007-12-05,63
2007-12-06,64
2007-12-07,64
2007-12-08,64
2007-12-09,64
2007-12-10,65
2007-12-11,65
2007-12-12,65
2007-12-13,65
2007-12-14,65
2007-12-15,66
2007-12-16,66
2007-12-17,66
2007-12-18,66
2007-12-19,67
2007-12-20,67
2007-12-21,67
2007-12-22,67
2007-12-23,67
2007-12-24,68
2007-12-25,68
2007-12-26,68
2007-12-27,68
2007-12-28,69
2007-12-29,69
2007-12-30,69
2007-12-31,69
2008-01-01,70
2008-01-02,69
2008-01-03,68
2008-01-04,67
2008-01-05,67
2008-01-06,66
2008-01-07,65
2008-01-08,65
2008-01-09,64
2008-01-10,63
2008-01-11,63
2008-01-12,62
2008-01-13,61
2008-01-14,61
2008-01-15,60
2008-01-16,59
2008-01-17,59
2008-01-18,58
2008-01-19,57
2008-01-20,57
2008-01-21,56
2008-01-22,55
2008-01-23,55
2008-01-24,54
2008-01-25,53
2008-01-26,53
2008-01-27,52
2008-01-28,51
2008-01-29,51
2008-01-30,50
2008-01-31,49
2008-02-01,49
2008-02-02,48
2008-02-03,48
2008-02-04,48
2008-02-05,48
2008-02-06,48
2008-02-07,48
2008-02-08,48
2008-02-09,47
2008-02-10,47
2008-02-11,47
2008-02-12,47
2008-02-13,47
2008-02-14,47
2008-02-15,47
2008-02-16,46
2008-02-17,46
2008-02-18,46
2008-02-19,46
2008-02-20,46
2008-02-21,46
2008-02-22,46
2008-02-23,45
2008-02-24,45
2008-02-25,45
2008-02-26,45
2008-02-27,45
2008-02-28,45
2008-02-29,45
2008-03-01,45
2008-03-02,45
2008-03-03,45
2008-03-04,45
2008-03-05,46
2008-03-06,46
2008-03-07,46
2008-03-08,47
2008-03-09,47
2008-03-10,47
2008-03-11,47
2008-03-12,48
2008-03-13,48
2008-03-14,48
2008-03-15,49
2008-03-16,49
2008-03-17,49
2008-03-18,49
2008-03-19,50
2008-03-20,50
2008-03-21,50
2008-03-22,51
2008-03-23,51
2008-03-24,51
2008-03-25,51
2008-03-26,52
2008-03-27,52
2008-03-28,52
2008-03-29,53
2008-03-30,53
2008-03-31,53
2008-04-01,54
