Date,Targacept
2005-10-24,0
2005-10-25,0
2005-10-26,0
2005-10-27,0
2005-10-28,0
2005-10-29,0
2005-10-30,0
2005-10-31,0
2005-11-01,0
2005-11-02,0
2005-11-03,0
2005-11-04,0
2005-11-05,0
2005-11-06,0
2005-11-07,0
2005-11-08,0
2005-11-09,0
2005-11-10,0
2005-11-11,0
2005-11-12,0
2005-11-13,0
2005-11-14,0
2005-11-15,0
2005-11-16,0
2005-11-17,0
2005-11-18,0
2005-11-19,0
2005-11-20,0
2005-11-21,0
2005-11-22,0
2005-11-23,0
2005-11-24,0
2005-11-25,0
2005-11-26,0
2005-11-27,0
2005-11-28,0
2005-11-29,0
2005-11-30,0
2005-12-01,0
2005-12-02,3
2005-12-03,6
2005-12-04,9
2005-12-05,12
2005-12-06,16
2005-12-07,19
2005-12-08,22
2005-12-09,25
2005-12-10,29
2005-12-11,32
2005-12-12,35
2005-12-13,38
2005-12-14,41
2005-12-15,45
2005-12-16,48
2005-12-17,51
2005-12-18,54
2005-12-19,58
2005-12-20,61
2005-12-21,64
2005-12-22,67
2005-12-23,70
2005-12-24,74
2005-12-25,77
2005-12-26,80
2005-12-27,83
2005-12-28,87
2005-12-29,90
2005-12-30,93
2005-12-31,96
2006-01-01,100
2006-01-02,98
2006-01-03,96
2006-01-04,95
2006-01-05,93
2006-01-06,92
2006-01-07,90
2006-01-08,89
2006-01-09,87
2006-01-10,86
2006-01-11,84
2006-01-12,83
2006-01-13,81
2006-01-14,80
2006-01-15,78
2006-01-16,77
2006-01-17,75
2006-01-18,74
2006-01-19,72
2006-01-20,71
2006-01-21,69
2006-01-22,68
2006-01-23,66
2006-01-24,65
2006-01-25,63
2006-01-26,62
2006-01-27,60
2006-01-28,59
2006-01-29,57
2006-01-30,56
2006-01-31,54
2006-02-01,53
2006-02-02,53
2006-02-03,53
2006-02-04,53
2006-02-05,53
2006-02-06,53
2006-02-07,53
2006-02-08,53
2006-02-09,53
2006-02-10,53
2006-02-11,53
2006-02-12,53
2006-02-13,53
2006-02-14,53
2006-02-15,53
2006-02-16,53
2006-02-17,53
2006-02-18,53
2006-02-19,53
2006-02-20,53
2006-02-21,53
2006-02-22,53
2006-02-23,53
2006-02-24,53
2006-02-25,53
2006-02-26,53
2006-02-27,53
2006-02-28,53
2006-03-01,53
2006-03-02,53
2006-03-03,53
2006-03-04,53
2006-03-05,53
2006-03-06,53
2006-03-07,53
2006-03-08,54
2006-03-09,54
2006-03-10,54
2006-03-11,54
2006-03-12,54
2006-03-13,54
2006-03-14,55
2006-03-15,55
2006-03-16,55
2006-03-17,55
2006-03-18,55
2006-03-19,55
2006-03-20,56
2006-03-21,56
2006-03-22,56
2006-03-23,56
2006-03-24,56
2006-03-25,56
2006-03-26,57
2006-03-27,57
2006-03-28,57
2006-03-29,57
2006-03-30,57
2006-03-31,57
2006-04-01,58
2006-04-02,57
2006-04-03,57
2006-04-04,57
2006-04-05,57
2006-04-06,57
2006-04-07,57
2006-04-08,56
2006-04-09,56
2006-04-10,56
2006-04-11,56
2006-04-12,56
2006-04-13,56
2006-04-14,55
2006-04-15,55
2006-04-16,55
2006-04-17,55
2006-04-18,55
2006-04-19,55
2006-04-20,54
2006-04-21,54
2006-04-22,54
2006-04-23,54
2006-04-24,54
2006-04-25,54
2006-04-26,53
2006-04-27,53
2006-04-28,53
2006-04-29,53
2006-04-30,53
2006-05-01,53
2006-05-02,53
2006-05-03,53
2006-05-04,53
2006-05-05,53
2006-05-06,53
2006-05-07,53
2006-05-08,53
2006-05-09,54
2006-05-10,54
2006-05-11,54
2006-05-12,54
2006-05-13,54
2006-05-14,54
2006-05-15,54
2006-05-16,54
2006-05-17,55
2006-05-18,55
2006-05-19,55
2006-05-20,55
2006-05-21,55
2006-05-22,55
2006-05-23,55
2006-05-24,55
2006-05-25,56
2006-05-26,56
2006-05-27,56
2006-05-28,56
2006-05-29,56
2006-05-30,56
2006-05-31,56
2006-06-01,57
2006-06-02,57
2006-06-03,57
2006-06-04,57
2006-06-05,57
2006-06-06,57
2006-06-07,57
2006-06-08,57
2006-06-09,58
2006-06-10,58
2006-06-11,58
2006-06-12,58
2006-06-13,58
2006-06-14,58
2006-06-15,58
2006-06-16,59
2006-06-17,59
2006-06-18,59
2006-06-19,59
2006-06-20,59
2006-06-21,59
2006-06-22,59
2006-06-23,59
2006-06-24,60
2006-06-25,60
2006-06-26,60
2006-06-27,60
2006-06-28,60
2006-06-29,60
2006-06-30,60
2006-07-01,61
2006-07-02,61
2006-07-03,61
2006-07-04,61
2006-07-05,61
2006-07-06,61
2006-07-07,61
2006-07-08,61
2006-07-09,62
2006-07-10,62
2006-07-11,62
2006-07-12,62
2006-07-13,62
2006-07-14,62
2006-07-15,62
2006-07-16,62
2006-07-17,63
2006-07-18,63
2006-07-19,63
2006-07-20,63
2006-07-21,63
2006-07-22,63
2006-07-23,63
2006-07-24,63
2006-07-25,64
2006-07-26,64
2006-07-27,64
2006-07-28,64
2006-07-29,64
2006-07-30,64
2006-07-31,64
2006-08-01,65
2006-08-02,64
2006-08-03,63
2006-08-04,63
2006-08-05,62
2006-08-06,61
2006-08-07,61
2006-08-08,60
2006-08-09,59
2006-08-10,59
2006-08-11,58
2006-08-12,57
2006-08-13,57
2006-08-14,56
2006-08-15,55
2006-08-16,55
2006-08-17,54
2006-08-18,54
2006-08-19,53
2006-08-20,52
2006-08-21,52
2006-08-22,51
2006-08-23,50
2006-08-24,50
2006-08-25,49
2006-08-26,48
2006-08-27,48
2006-08-28,47
2006-08-29,46
2006-08-30,46
2006-08-31,45
2006-09-01,45
2006-09-02,45
2006-09-03,45
2006-09-04,45
2006-09-05,45
2006-09-06,45
2006-09-07,45
2006-09-08,45
2006-09-09,45
2006-09-10,45
2006-09-11,45
2006-09-12,45
2006-09-13,45
2006-09-14,45
2006-09-15,45
2006-09-16,45
2006-09-17,45
2006-09-18,45
2006-09-19,45
2006-09-20,45
2006-09-21,45
2006-09-22,45
2006-09-23,45
2006-09-24,45
2006-09-25,45
2006-09-26,45
2006-09-27,45
2006-09-28,45
2006-09-29,45
2006-09-30,45
2006-10-01,45
2006-10-02,44
2006-10-03,44
2006-10-04,44
2006-10-05,44
2006-10-06,44
2006-10-07,43
2006-10-08,43
2006-10-09,43
2006-10-10,43
2006-10-11,43
2006-10-12,42
2006-10-13,42
2006-10-14,42
2006-10-15,42
2006-10-16,42
2006-10-17,41
2006-10-18,41
2006-10-19,41
2006-10-20,41
2006-10-21,41
2006-10-22,40
2006-10-23,40
2006-10-24,40
2006-10-25,40
2006-10-26,40
2006-10-27,39
2006-10-28,39
2006-10-29,39
2006-10-30,39
2006-10-31,39
2006-11-01,39
2006-11-02,39
2006-11-03,39
2006-11-04,39
2006-11-05,39
2006-11-06,39
2006-11-07,39
2006-11-08,39
2006-11-09,39
2006-11-10,39
2006-11-11,39
2006-11-12,39
2006-11-13,39
2006-11-14,39
2006-11-15,39
2006-11-16,39
2006-11-17,39
2006-11-18,39
2006-11-19,39
2006-11-20,39
2006-11-21,39
2006-11-22,39
2006-11-23,39
2006-11-24,39
2006-11-25,39
2006-11-26,39
2006-11-27,39
2006-11-28,39
2006-11-29,39
2006-11-30,39
2006-12-01,39
2006-12-02,39
2006-12-03,39
2006-12-04,39
2006-12-05,39
2006-12-06,39
2006-12-07,39
2006-12-08,39
2006-12-09,39
2006-12-10,39
2006-12-11,39
2006-12-12,39
2006-12-13,39
2006-12-14,39
2006-12-15,39
2006-12-16,39
2006-12-17,39
2006-12-18,39
2006-12-19,39
2006-12-20,39
2006-12-21,39
2006-12-22,39
2006-12-23,39
2006-12-24,39
2006-12-25,39
2006-12-26,39
2006-12-27,39
2006-12-28,39
2006-12-29,39
2006-12-30,39
2006-12-31,39
2007-01-01,39
2007-01-02,39
2007-01-03,39
2007-01-04,39
2007-01-05,39
2007-01-06,39
2007-01-07,40
2007-01-08,40
2007-01-09,40
2007-01-10,40
2007-01-11,40
2007-01-12,41
2007-01-13,41
2007-01-14,41
2007-01-15,41
2007-01-16,41
2007-01-17,42
2007-01-18,42
2007-01-19,42
2007-01-20,42
2007-01-21,42
2007-01-22,43
2007-01-23,43
2007-01-24,43
2007-01-25,43
2007-01-26,43
2007-01-27,44
2007-01-28,44
2007-01-29,44
2007-01-30,44
2007-01-31,44
2007-02-01,45
2007-02-02,44
2007-02-03,44
2007-02-04,43
2007-02-05,43
2007-02-06,42
2007-02-07,42
2007-02-08,42
2007-02-09,41
2007-02-10,41
2007-02-11,40
2007-02-12,40
2007-02-13,39
2007-02-14,39
2007-02-15,39
2007-02-16,38
2007-02-17,38
2007-02-18,37
2007-02-19,37
2007-02-20,36
2007-02-21,36
2007-02-22,36
2007-02-23,35
2007-02-24,35
2007-02-25,34
2007-02-26,34
2007-02-27,33
2007-02-28,33
2007-03-01,33
2007-03-02,33
2007-03-03,33
2007-03-04,33
2007-03-05,33
2007-03-06,33
2007-03-07,33
2007-03-08,33
2007-03-09,34
2007-03-10,34
2007-03-11,34
2007-03-12,34
2007-03-13,34
2007-03-14,34
2007-03-15,34
2007-03-16,34
2007-03-17,35
2007-03-18,35
2007-03-19,35
2007-03-20,35
2007-03-21,35
2007-03-22,35
2007-03-23,35
2007-03-24,35
2007-03-25,36
2007-03-26,36
2007-03-27,36
2007-03-28,36
2007-03-29,36
2007-03-30,36
2007-03-31,36
2007-04-01,37
2007-04-02,37
2007-04-03,37
2007-04-04,37
2007-04-05,37
2007-04-06,37
2007-04-07,37
2007-04-08,37
2007-04-09,38
2007-04-10,38
2007-04-11,38
2007-04-12,38
2007-04-13,38
2007-04-14,38
2007-04-15,38
2007-04-16,39
2007-04-17,39
2007-04-18,39
2007-04-19,39
2007-04-20,39
2007-04-21,39
2007-04-22,39
2007-04-23,39
2007-04-24,40
2007-04-25,40
2007-04-26,40
2007-04-27,40
2007-04-28,40
2007-04-29,40
2007-04-30,40
2007-05-01,41
2007-05-02,41
2007-05-03,41
2007-05-04,41
2007-05-05,42
2007-05-06,42
2007-05-07,42
2007-05-08,42
2007-05-09,43
2007-05-10,43
2007-05-11,43
2007-05-12,43
2007-05-13,44
2007-05-14,44
2007-05-15,44
2007-05-16,44
2007-05-17,45
2007-05-18,45
2007-05-19,45
2007-05-20,45
2007-05-21,46
2007-05-22,46
2007-05-23,46
2007-05-24,46
2007-05-25,47
2007-05-26,47
2007-05-27,47
2007-05-28,47
2007-05-29,48
2007-05-30,48
2007-05-31,48
2007-06-01,49
2007-06-02,49
2007-06-03,49
2007-06-04,49
2007-06-05,49
2007-06-06,50
2007-06-07,50
2007-06-08,50
2007-06-09,50
2007-06-10,51
2007-06-11,51
2007-06-12,51
2007-06-13,51
2007-06-14,52
2007-06-15,52
2007-06-16,52
2007-06-17,52
2007-06-18,52
2007-06-19,53
2007-06-20,53
2007-06-21,53
2007-06-22,53
2007-06-23,54
2007-06-24,54
2007-06-25,54
2007-06-26,54
2007-06-27,55
2007-06-28,55
2007-06-29,55
2007-06-30,55
