Date,Caesars Entertainment
2011-11-21,18
2011-11-22,27
2011-11-23,36
2011-11-24,45
2011-11-25,54
2011-11-26,64
2011-11-27,54
2011-11-28,45
2011-11-29,36
2011-11-30,27
2011-12-01,18
2011-12-02,9
2011-12-03,0
2011-12-04,0
2011-12-05,0
2011-12-06,0
2011-12-07,0
2011-12-08,0
2011-12-09,0
2011-12-10,0
2011-12-11,0
2011-12-12,0
2011-12-13,0
2011-12-14,0
2011-12-15,0
2011-12-16,0
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,0
2011-12-22,0
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,0
2011-12-28,0
2011-12-29,0
2011-12-30,0
2011-12-31,0
2012-01-01,10
2012-01-02,21
2012-01-03,32
2012-01-04,43
2012-01-05,54
2012-01-06,65
2012-01-07,76
2012-01-08,77
2012-01-09,78
2012-01-10,79
2012-01-11,80
2012-01-12,81
2012-01-13,82
2012-01-14,84
2012-01-15,81
2012-01-16,78
2012-01-17,75
2012-01-18,72
2012-01-19,69
2012-01-20,66
2012-01-21,64
2012-01-22,64
2012-01-23,64
2012-01-24,64
2012-01-25,64
2012-01-26,64
2012-01-27,64
2012-01-28,64
2012-01-29,64
2012-01-30,64
2012-01-31,64
2012-02-05,64
2012-02-06,65
2012-02-07,66
2012-02-08,67
2012-02-09,68
2012-02-10,69
2012-02-11,70
2012-02-12,69
2012-02-13,68
2012-02-14,67
2012-02-15,66
2012-02-16,65
2012-02-17,64
2012-02-18,64
2012-02-19,64
2012-02-20,64
2012-02-21,64
2012-02-22,64
2012-02-23,64
2012-02-24,64
2012-02-25,64
2012-02-26,69
2012-02-27,74
2012-02-28,79
2012-02-29,85
2012-03-01,90
2012-03-02,95
2012-03-03,100
2012-03-04,96
2012-03-05,91
2012-03-06,87
2012-03-07,83
2012-03-08,79
2012-03-09,75
2012-03-10,71
2012-03-11,60
2012-03-12,50
2012-03-13,40
2012-03-14,30
2012-03-15,20
2012-03-16,10
2012-03-17,0
2012-03-18,0
2012-03-19,0
2012-03-20,0
2012-03-21,0
2012-03-22,0
2012-03-23,0
2012-03-24,0
2012-03-25,0
2012-03-26,0
2012-03-27,0
2012-03-28,0
2012-03-29,0
2012-03-30,0
2012-03-31,0
2012-04-01,0
2012-04-02,0
2012-04-03,0
2012-04-04,0
2012-04-05,0
2012-04-06,0
2012-04-07,0
2012-04-08,0
2012-04-09,0
2012-04-10,0
2012-04-11,0
2012-04-12,0
2012-04-13,0
2012-04-14,0
2012-04-15,0
2012-04-16,0
2012-04-17,0
2012-04-18,0
2012-04-19,0
2012-04-20,0
2012-04-21,0
2012-04-22,0
2012-04-23,0
2012-04-24,0
2012-04-25,0
2012-04-26,0
2012-04-27,0
2012-04-28,0
2012-04-29,0
2012-05-01,0
2012-05-02,0
2012-05-03,0
2012-05-04,0
2012-05-05,0
2012-05-06,11
2012-05-07,22
2012-05-08,34
2012-05-09,45
2012-05-10,57
2012-05-11,68
2012-05-12,80
2012-05-13,76
2012-05-14,73
2012-05-15,70
2012-05-16,67
2012-05-17,64
2012-05-18,61
2012-05-19,58
2012-05-20,58
2012-05-21,58
2012-05-22,58
2012-05-23,58
2012-05-24,58
2012-05-25,58
2012-05-26,58
2012-05-27,49
2012-05-28,41
2012-05-29,33
2012-05-30,24
2012-05-31,16
2012-06-01,8
2012-06-02,0
2012-06-03,0
2012-06-04,0
2012-06-05,0
2012-06-06,0
2012-06-07,0
2012-06-08,0
2012-06-09,0
2012-06-10,0
2012-06-11,0
2012-06-12,0
2012-06-13,0
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,0
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,0
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,0
2012-07-03,0
2012-07-04,0
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,0
2012-07-11,0
2012-07-12,0
2012-07-13,0
2012-07-14,0
2012-07-15,0
2012-07-16,0
2012-07-17,0
2012-07-18,0
2012-07-19,0
2012-07-20,0
2012-07-21,0
2012-07-22,0
2012-07-23,0
2012-07-24,0
2012-07-25,0
2012-07-26,0
2012-07-27,0
2012-07-28,0
2012-07-29,8
2012-07-30,16
2012-07-31,24
2012-08-01,33
2012-08-02,41
2012-08-03,49
2012-08-04,58
2012-08-05,49
2012-08-06,41
2012-08-07,33
2012-08-08,24
2012-08-09,16
2012-08-10,8
2012-08-11,0
2012-08-12,0
2012-08-13,0
2012-08-14,0
2012-08-15,0
2012-08-16,0
2012-08-17,0
2012-08-18,0
2012-08-19,0
2012-08-20,0
2012-08-21,0
2012-08-22,0
2012-08-23,0
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,0
2012-08-29,0
2012-08-30,0
2012-08-31,0
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,0
2012-09-05,0
2012-09-06,0
2012-09-07,0
2012-09-08,0
2012-09-09,0
2012-09-10,0
2012-09-11,0
2012-09-12,0
2012-09-13,0
2012-09-14,0
2012-09-15,0
2012-09-16,0
2012-09-17,0
2012-09-18,0
2012-09-19,0
2012-09-20,0
2012-09-21,0
2012-09-22,0
2012-09-23,0
2012-09-24,0
2012-09-25,0
2012-09-26,0
2012-09-27,0
2012-09-28,0
2012-09-29,0
2012-09-30,0
2012-10-01,0
2012-10-02,0
2012-10-03,0
2012-10-04,0
2012-10-05,0
2012-10-06,0
2012-10-07,8
2012-10-08,16
2012-10-09,24
2012-10-10,33
2012-10-11,41
2012-10-12,49
2012-10-13,58
2012-10-14,57
2012-10-15,56
2012-10-16,55
2012-10-17,54
2012-10-18,53
2012-10-19,52
2012-10-20,52
2012-10-21,52
2012-10-22,52
2012-10-23,52
2012-10-24,52
2012-10-25,52
2012-10-26,52
2012-10-27,52
2012-10-28,52
2012-10-29,52
2012-10-30,52
2012-10-31,52
2012-11-04,52
2012-11-05,54
2012-11-06,54
2012-11-07,55
2012-11-08,56
2012-11-09,57
2012-11-10,59
2012-11-11,54
2012-11-12,54
2012-11-13,54
2012-11-14,54
2012-11-15,54
2012-11-16,54
2012-11-17,55
2012-11-18,55
2012-11-19,55
2012-11-20,55
2012-11-21,56
2012-11-22,56
2012-11-23,56
2012-11-24,57
2012-11-25,56
2012-11-26,55
2012-11-27,54
2012-11-28,53
2012-11-29,52
2012-11-30,51
2012-12-01,50
2012-12-02,50
2012-12-03,50
2012-12-04,50
2012-12-05,50
2012-12-06,50
2012-12-07,50
2012-12-08,50
2012-12-09,50
2012-12-10,50
2012-12-11,50
2012-12-12,50
2012-12-13,50
2012-12-14,50
2012-12-15,50
2012-12-16,50
2012-12-17,51
2012-12-18,52
2012-12-19,53
2012-12-20,54
2012-12-21,55
2012-12-22,56
2012-12-23,56
2012-12-24,57
2012-12-25,58
2012-12-26,59
2012-12-27,60
2012-12-28,61
2012-12-29,62
2012-12-30,62
2012-12-31,63
2013-01-01,64
2013-01-02,64
2013-01-03,65
2013-01-04,66
2013-01-05,67
2013-01-06,67
2013-01-07,69
2013-01-08,70
2013-01-09,71
2013-01-10,72
2013-01-11,72
2013-01-12,73
2013-01-13,72
2013-01-14,71
2013-01-15,70
2013-01-16,69
2013-01-17,68
2013-01-18,67
2013-01-19,66
2013-01-20,66
2013-01-21,66
2013-01-22,66
2013-01-23,66
2013-01-24,66
2013-01-25,66
2013-01-26,66
2013-01-27,66
2013-02-01,66
2013-02-02,66
2013-02-03,64
2013-02-04,63
2013-02-05,62
2013-02-06,60
2013-02-07,59
2013-02-08,58
2013-02-09,57
2013-02-10,59
2013-02-11,62
2013-02-12,65
2013-02-13,68
2013-02-14,71
2013-02-15,74
2013-02-16,77
2013-02-17,79
2013-02-18,82
2013-02-19,85
2013-02-20,88
2013-02-21,91
2013-02-22,94
2013-02-23,97
2013-02-24,90
2013-02-25,83
2013-02-26,77
2013-02-27,70
2013-02-28,64
2013-03-01,57
2013-03-02,51
2013-03-03,52
2013-03-04,53
2013-03-05,55
2013-03-06,56
2013-03-07,58
2013-03-08,59
2013-03-09,61
2013-03-10,60
2013-03-11,59
2013-03-12,58
2013-03-13,57
2013-03-14,56
2013-03-15,55
2013-03-16,55
2013-03-17,55
2013-03-18,55
2013-03-19,55
2013-03-20,55
2013-03-21,55
2013-03-22,55
2013-03-23,55
2013-03-24,55
2013-03-25,56
2013-03-26,57
2013-03-27,57
2013-03-28,58
2013-03-29,59
2013-03-30,60
2013-03-31,60
2013-04-01,61
2013-04-02,61
2013-04-03,62
2013-04-04,62
2013-04-05,63
2013-04-06,64
2013-04-07,64
2013-04-08,65
2013-04-09,66
2013-04-10,66
2013-04-11,67
2013-04-12,68
2013-04-13,69
2013-04-14,65
2013-04-15,62
2013-04-16,59
2013-04-17,55
2013-04-18,52
2013-04-19,49
2013-04-20,46
2013-04-21,52
2013-04-22,58
2013-04-23,64
2013-04-24,70
2013-04-25,76
2013-04-26,82
2013-04-27,88
2013-04-28,86
2013-04-29,85
2013-04-30,84
