Date,ServiceNow
2011-09-10,15
2011-09-11,16
2011-09-12,17
2011-09-13,18
2011-09-14,19
2011-09-15,20
2011-09-16,21
2011-09-17,23
2011-09-18,22
2011-09-19,21
2011-09-20,21
2011-09-21,20
2011-09-22,19
2011-09-23,18
2011-09-24,18
2011-09-25,18
2011-09-26,18
2011-09-27,19
2011-09-28,19
2011-09-29,20
2011-09-30,20
2011-10-01,21
2011-10-02,21
2011-10-03,21
2011-10-04,21
2011-10-05,21
2011-10-06,21
2011-10-07,21
2011-10-08,21
2011-10-09,20
2011-10-10,20
2011-10-11,20
2011-10-12,20
2011-10-13,20
2011-10-14,20
2011-10-15,20
2011-10-16,19
2011-10-17,19
2011-10-18,18
2011-10-19,18
2011-10-20,17
2011-10-21,17
2011-10-22,17
2011-10-23,16
2011-10-24,15
2011-10-25,15
2011-10-26,14
2011-10-27,14
2011-10-28,13
2011-10-29,13
2011-10-30,13
2011-10-31,14
2011-11-01,15
2011-11-02,16
2011-11-03,17
2011-11-04,18
2011-11-05,19
2011-11-06,19
2011-11-07,20
2011-11-08,20
2011-11-09,21
2011-11-10,21
2011-11-11,22
2011-11-12,23
2011-11-13,21
2011-11-14,20
2011-11-15,19
2011-11-16,18
2011-11-17,16
2011-11-18,15
2011-11-19,14
2011-11-20,13
2011-11-21,13
2011-11-22,13
2011-11-23,13
2011-11-24,13
2011-11-25,13
2011-11-26,13
2011-11-27,13
2011-12-04,16
2011-12-05,17
2011-12-06,19
2011-12-07,20
2011-12-08,22
2011-12-09,23
2011-12-10,25
2011-12-11,25
2011-12-12,25
2011-12-13,25
2011-12-14,25
2011-12-15,25
2011-12-16,25
2011-12-17,26
2011-12-18,25
2011-12-19,24
2011-12-20,23
2011-12-21,22
2011-12-22,21
2011-12-23,20
2011-12-24,19
2011-12-25,17
2011-12-26,15
2011-12-27,14
2011-12-28,12
2011-12-29,11
2011-12-30,9
2011-12-31,8
2012-01-01,9
2012-01-02,10
2012-01-03,11
2012-01-04,12
2012-01-05,13
2012-01-06,14
2012-01-07,15
2012-01-08,15
2012-01-09,14
2012-01-10,14
2012-01-11,14
2012-01-12,14
2012-01-13,14
2012-01-14,14
2012-01-15,15
2012-01-16,17
2012-01-17,19
2012-01-18,21
2012-01-19,23
2012-01-20,25
2012-01-21,27
2012-01-22,26
2012-01-23,26
2012-01-24,25
2012-01-25,25
2012-01-26,24
2012-01-27,24
2012-01-28,24
2012-01-29,24
2012-01-30,25
2012-01-31,25
2012-02-01,26
2012-02-02,26
2012-02-03,27
2012-02-04,28
2012-02-05,27
2012-02-06,26
2012-02-07,25
2012-02-08,24
2012-02-09,23
2012-02-10,22
2012-02-11,21
2012-02-12,21
2012-02-13,21
2012-02-14,21
2012-02-15,21
2012-02-16,21
2012-02-17,21
2012-02-18,21
2012-02-19,21
2012-02-20,21
2012-02-21,22
2012-02-22,22
2012-02-23,23
2012-02-24,23
2012-02-25,24
2012-02-26,24
2012-03-01,26
2012-03-02,27
2012-03-03,28
2012-03-04,27
2012-03-05,26
2012-03-06,26
2012-03-07,25
2012-03-08,25
2012-03-09,24
2012-03-10,24
2012-03-11,23
2012-03-12,22
2012-03-13,21
2012-03-14,20
2012-03-15,20
2012-03-16,18
2012-03-17,18
2012-03-18,18
2012-03-19,18
2012-03-20,18
2012-03-21,18
2012-03-22,18
2012-03-23,18
2012-03-24,19
2012-03-25,20
2012-03-26,22
2012-03-27,24
2012-03-28,26
2012-03-29,27
2012-03-30,30
2012-03-31,31
2012-04-01,30
2012-04-02,29
2012-04-03,28
2012-04-04,27
2012-04-05,26
2012-04-06,25
2012-04-07,24
2012-04-08,24
2012-04-09,25
2012-04-10,25
2012-04-11,26
2012-04-12,26
2012-04-13,27
2012-04-14,28
2012-04-15,26
2012-04-16,25
2012-04-17,24
2012-04-18,22
2012-04-19,21
2012-04-20,20
2012-04-21,19
2012-04-22,20
2012-04-23,22
2012-04-24,24
2012-04-25,25
2012-04-26,27
2012-04-27,29
2012-04-28,31
2012-04-29,31
2012-04-30,31
2012-05-01,32
2012-05-02,34
2012-05-03,33
2012-05-04,33
2012-05-05,34
2012-05-06,33
2012-05-07,33
2012-05-08,33
2012-05-09,34
2012-05-10,33
2012-05-11,35
2012-05-12,33
2012-05-13,33
2012-05-14,33
2012-05-15,33
2012-05-16,33
2012-05-17,35
2012-05-18,33
2012-05-19,34
2012-05-20,32
2012-05-21,31
2012-05-22,30
2012-05-23,28
2012-05-24,28
2012-05-25,26
2012-05-26,25
2012-05-27,26
2012-05-28,27
2012-05-29,28
2012-05-30,30
2012-05-31,30
2012-06-01,31
2012-06-02,32
2012-06-03,31
2012-06-04,30
2012-06-05,29
2012-06-06,28
2012-06-07,30
2012-06-08,26
2012-06-09,26
2012-06-10,26
2012-06-11,26
2012-06-12,26
2012-06-13,26
2012-06-14,26
2012-06-15,26
2012-06-16,27
2012-06-17,30
2012-06-18,33
2012-06-19,36
2012-06-20,39
2012-06-21,46
2012-06-22,45
2012-06-23,48
2012-06-24,55
2012-06-25,62
2012-06-26,70
2012-06-27,79
2012-06-28,85
2012-06-29,92
2012-06-30,119
2012-07-01,91
2012-07-02,83
2012-07-03,78
2012-07-04,68
2012-07-05,59
2012-07-06,51
2012-07-07,44
2012-07-08,41
2012-07-09,40
2012-07-10,39
2012-07-11,38
2012-07-12,37
2012-07-13,37
2012-07-14,35
2012-07-15,34
2012-07-16,34
2012-07-17,35
2012-07-18,33
2012-07-19,34
2012-07-20,33
2012-07-21,32
2012-07-22,30
2012-07-23,28
2012-07-24,27
2012-07-25,25
2012-07-26,24
2012-07-27,22
2012-07-28,21
2012-07-29,23
2012-07-30,25
2012-07-31,28
2012-08-01,32
2012-08-02,34
2012-08-03,35
2012-08-04,38
2012-08-05,37
2012-08-06,36
2012-08-07,35
2012-08-08,35
2012-08-09,33
2012-08-10,32
2012-08-11,31
2012-08-12,31
2012-08-13,31
2012-08-14,32
2012-08-15,31
2012-08-16,32
2012-08-17,31
2012-08-18,32
2012-08-19,32
2012-08-20,32
2012-08-21,32
2012-08-22,35
2012-08-23,32
2012-08-24,34
2012-08-25,33
2012-08-26,33
2012-08-27,33
2012-08-28,34
2012-08-29,33
2012-08-30,33
2012-08-31,35
2012-09-01,33
2012-09-02,32
2012-09-03,31
2012-09-04,31
2012-09-05,32
2012-09-06,30
2012-09-07,30
2012-09-08,29
2012-09-09,29
2012-09-10,30
2012-09-11,32
2012-09-12,32
2012-09-13,36
2012-09-14,34
2012-09-15,38
2012-09-16,35
2012-09-17,35
2012-09-18,35
2012-09-19,35
2012-09-20,37
2012-09-21,35
2012-09-22,35
2012-09-23,35
2012-09-24,35
2012-09-25,36
2012-09-26,36
2012-09-27,37
2012-09-28,41
2012-09-29,38
2012-09-30,37
2012-10-01,37
2012-10-02,37
2012-10-03,36
2012-10-04,36
2012-10-05,37
2012-10-06,36
2012-10-07,36
2012-10-08,37
2012-10-09,37
2012-10-10,40
2012-10-11,38
2012-10-12,40
2012-10-13,40
2012-10-14,39
2012-10-15,38
2012-10-16,37
2012-10-17,36
2012-10-18,37
2012-10-19,34
2012-10-20,33
2012-10-21,32
2012-10-22,32
2012-10-23,32
2012-10-24,33
2012-10-25,32
2012-10-26,34
2012-10-27,32
2012-10-28,32
2012-10-29,33
2012-10-30,33
2012-10-31,36
2012-11-01,34
2012-11-02,35
2012-11-03,36
2012-11-04,35
2012-11-05,34
2012-11-06,33
2012-11-07,35
2012-11-08,32
2012-11-09,31
2012-11-10,31
2012-11-11,32
2012-11-12,33
2012-11-13,34
2012-11-14,36
2012-11-15,38
2012-11-16,38
2012-11-17,41
2012-11-18,38
2012-11-19,36
2012-11-20,34
2012-11-21,36
2012-11-22,32
2012-11-23,29
2012-11-24,28
2012-11-25,28
2012-11-26,29
2012-11-27,29
2012-11-28,31
2012-11-29,30
2012-11-30,31
2012-12-01,32
2012-12-02,32
2012-12-03,32
2012-12-04,32
2012-12-05,33
2012-12-06,36
2012-12-07,33
2012-12-08,34
2012-12-09,33
2012-12-10,33
2012-12-11,33
2012-12-12,33
2012-12-13,33
2012-12-14,34
2012-12-15,33
2012-12-16,33
2012-12-17,33
2012-12-18,33
2012-12-19,34
2012-12-20,35
2012-12-21,35
2012-12-22,35
2012-12-23,31
2012-12-24,28
2012-12-25,25
2012-12-26,21
2012-12-27,18
2012-12-28,15
2012-12-29,12
2012-12-30,13
2012-12-31,15
2013-01-01,17
2013-01-02,19
2013-01-03,20
2013-01-04,22
2013-01-05,24
2013-01-06,25
2013-01-07,27
2013-01-08,29
2013-01-09,33
2013-01-10,32
2013-01-11,36
2013-01-12,37
2013-01-13,36
2013-01-14,36
2013-01-15,37
2013-01-16,38
2013-01-17,38
2013-01-18,42
2013-01-19,39
2013-01-20,38
2013-01-21,37
2013-01-22,36
2013-01-23,38
2013-01-24,35
2013-01-25,36
2013-01-26,34
2013-01-27,34
2013-01-28,34
2013-01-29,36
2013-01-30,35
2013-01-31,37
2013-02-01,37
2013-02-02,37
2013-02-03,37
2013-02-04,37
2013-02-05,37
2013-02-06,39
2013-02-07,37
2013-02-08,40
2013-02-09,38
2013-02-10,39
2013-02-11,40
2013-02-12,41
2013-02-13,46
2013-02-14,44
2013-02-15,46
2013-02-16,52
2013-02-17,46
2013-02-18,46
2013-02-19,46
2013-02-20,47
2013-02-21,46
2013-02-22,46
2013-02-23,47
2013-02-24,46
2013-02-25,46
2013-02-26,46
2013-02-27,47
2013-02-28,48
2013-03-01,46
2013-03-02,49
2013-03-03,46
2013-03-04,45
2013-03-05,44
2013-03-06,50
2013-03-07,43
2013-03-08,45
2013-03-09,42
2013-03-10,42
2013-03-11,43
2013-03-12,44
2013-03-13,48
2013-03-14,46
2013-03-15,50
2013-03-16,48
2013-03-17,46
2013-03-18,45
2013-03-19,44
2013-03-20,43
2013-03-21,41
2013-03-22,43
2013-03-23,39
2013-03-24,38
2013-03-25,38
2013-03-26,38
2013-03-27,39
2013-03-28,37
2013-03-29,39
2013-03-30,37
2013-03-31,37
2013-04-01,37
2013-04-02,37
2013-04-03,39
2013-04-04,38
2013-04-05,37
2013-04-06,37
2013-04-07,39
2013-04-08,42
2013-04-09,45
2013-04-10,48
2013-04-11,51
2013-04-12,58
2013-04-13,57
2013-04-14,53
2013-04-15,50
2013-04-16,48
2013-04-17,44
2013-04-18,40
2013-04-19,41
2013-04-20,34
2013-04-21,35
2013-04-22,37
2013-04-23,39
2013-04-24,41
2013-04-25,42
2013-04-26,43
2013-04-27,45
2013-04-28,45
2013-04-29,45
