Date,Millennial Media
2012-06-10,0
2012-06-11,0
2012-06-12,0
2012-06-13,0
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,0
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-07-01,0
2012-07-02,0
2012-07-03,0
2012-07-04,0
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,5
2012-07-09,10
2012-07-10,15
2012-07-11,20
2012-07-12,25
2012-07-13,30
2012-07-14,35
2012-07-15,35
2012-07-16,35
2012-07-17,35
2012-07-18,35
2012-07-19,35
2012-07-20,35
2012-07-21,35
2012-07-22,35
2012-07-23,35
2012-07-24,35
2012-07-25,35
2012-07-26,35
2012-07-27,35
2012-07-28,35
2012-07-29,35
2012-07-30,35
2012-07-31,35
2012-08-01,35
2012-08-02,35
2012-08-03,35
2012-08-04,35
2012-08-05,35
2012-08-06,35
2012-08-07,35
2012-08-08,35
2012-08-09,35
2012-08-10,35
2012-08-11,35
2012-08-12,35
2012-08-13,35
2012-08-14,35
2012-08-15,35
2012-08-16,35
2012-08-17,35
2012-08-18,36
2012-08-19,34
2012-08-20,33
2012-08-21,32
2012-08-22,31
2012-08-23,30
2012-08-24,29
2012-08-25,28
2012-08-26,28
2012-08-27,28
2012-08-28,28
2012-08-29,28
2012-08-30,28
2012-08-31,28
2012-09-01,28
2012-09-02,28
2012-09-03,28
2012-09-04,28
2012-09-05,28
2012-09-06,28
2012-09-07,28
2012-09-08,28
2012-09-09,28
2012-09-10,28
2012-09-11,28
2012-09-12,28
2012-09-13,28
2012-09-14,28
2012-09-15,28
2012-09-16,27
2012-09-17,27
2012-09-18,27
2012-09-19,27
2012-09-20,27
2012-09-21,27
2012-09-22,27
2012-09-23,27
2012-09-24,27
2012-09-25,27
2012-09-26,27
2012-09-27,27
2012-09-28,27
2012-09-29,27
2012-09-30,27
2012-10-07,26
2012-10-08,26
2012-10-09,26
2012-10-10,26
2012-10-11,26
2012-10-12,26
2012-10-13,26
2012-10-14,26
2012-10-15,30
2012-10-16,26
2012-10-17,26
2012-10-18,26
2012-10-19,26
2012-10-20,26
2012-10-21,26
2012-10-22,26
2012-10-23,26
2012-10-24,26
2012-10-25,26
2012-10-26,26
2012-10-27,26
2012-10-28,26
2012-10-29,26
2012-10-30,26
2012-10-31,26
2012-11-01,26
2012-11-02,26
2012-11-03,26
2012-11-04,26
2012-11-05,26
2012-11-06,26
2012-11-07,26
2012-11-08,26
2012-11-09,26
2012-11-10,26
2012-11-11,25
2012-11-12,25
2012-11-13,25
2012-11-14,25
2012-11-15,25
2012-11-16,25
2012-11-17,25
2012-11-18,25
2012-11-19,25
2012-11-20,25
2012-11-21,25
2012-11-22,25
2012-11-23,25
2012-11-24,25
2012-11-25,25
2012-11-26,25
2012-11-27,25
2012-11-28,25
2012-11-29,26
2012-11-30,26
2012-12-01,27
2012-12-02,25
2012-12-03,25
2012-12-04,25
2012-12-05,25
2012-12-06,25
2012-12-07,25
2012-12-08,26
2012-12-09,26
2012-12-10,26
2012-12-11,26
2012-12-12,27
2012-12-13,27
2012-12-14,27
2012-12-15,28
2012-12-16,28
2012-12-17,28
2012-12-18,28
2012-12-19,28
2012-12-20,28
2012-12-21,28
2012-12-22,29
2012-12-23,28
2012-12-24,28
2012-12-25,28
2012-12-26,27
2012-12-27,27
2012-12-28,27
2012-12-29,27
2012-12-30,27
2013-01-06,27
2013-01-07,27
2013-01-08,27
2013-01-09,27
2013-01-10,27
2013-01-11,27
2013-01-12,27
2013-01-13,27
2013-01-14,27
2013-01-15,27
2013-01-16,27
2013-01-17,27
2013-01-18,27
2013-01-19,27
2013-01-20,27
2013-01-21,27
2013-01-22,27
2013-01-23,27
2013-01-24,27
2013-01-25,27
2013-01-26,27
2013-01-27,26
2013-01-28,26
2013-01-29,25
2013-01-30,25
2013-01-31,24
2013-02-01,24
2013-02-02,24
2013-02-03,24
2013-02-04,28
2013-02-05,24
2013-02-06,24
2013-02-07,24
2013-02-08,24
2013-02-09,24
2013-02-10,25
2013-02-11,26
2013-02-12,27
2013-02-13,28
2013-02-14,29
2013-02-15,30
2013-02-16,31
2013-02-17,32
2013-02-18,32
2013-02-19,33
2013-02-20,34
2013-02-21,35
2013-02-22,36
2013-02-23,37
2013-02-24,35
2013-02-25,34
2013-02-26,33
2013-02-27,31
2013-02-28,30
2013-03-01,29
2013-03-02,28
2013-03-03,28
2013-03-04,28
2013-03-05,28
2013-03-06,28
2013-03-07,28
2013-03-08,28
2013-03-09,28
2013-03-10,27
2013-03-11,26
2013-03-12,25
2013-03-13,25
2013-03-14,24
2013-03-15,23
2013-03-16,23
2013-03-17,24
2013-03-18,26
2013-03-19,28
2013-03-20,30
2013-03-21,31
2013-03-22,33
2013-03-23,35
2013-03-24,36
2013-03-25,37
2013-03-26,38
2013-03-27,39
2013-03-28,41
2013-03-29,42
2013-03-30,45
2013-03-31,39
2013-04-07,28
2013-04-08,28
2013-04-09,28
2013-04-10,28
2013-04-11,28
2013-04-12,28
2013-04-13,28
2013-04-14,28
2013-04-15,34
2013-04-16,28
2013-04-17,28
2013-04-18,28
2013-04-19,28
2013-04-20,28
2013-04-21,28
2013-04-22,28
2013-04-23,28
2013-04-24,28
2013-04-25,28
2013-04-26,28
2013-04-27,28
2013-04-28,29
2013-04-29,31
2013-04-30,33
2013-05-01,35
2013-05-02,37
2013-05-03,38
2013-05-04,40
2013-05-05,38
2013-05-06,36
2013-05-07,34
2013-05-08,32
2013-05-09,30
2013-05-10,28
2013-05-11,26
2013-05-12,26
2013-05-13,26
2013-05-14,26
2013-05-15,27
2013-05-16,27
2013-05-17,27
2013-05-18,28
2013-05-19,28
2013-05-20,28
2013-05-21,29
2013-05-22,29
2013-05-23,30
2013-05-24,30
2013-05-25,31
2013-05-26,31
2013-05-27,31
2013-05-28,31
2013-05-29,32
2013-05-30,32
2013-05-31,32
2013-06-01,33
2013-06-02,33
2013-06-03,33
2013-06-04,33
2013-06-05,34
2013-06-06,34
2013-06-07,34
2013-06-08,35
2013-06-09,35
2013-06-10,35
2013-06-11,35
2013-06-12,36
2013-06-13,36
2013-06-14,36
2013-06-15,37
2013-06-16,36
2013-06-17,37
2013-06-18,37
2013-06-19,37
2013-06-20,37
2013-06-21,37
2013-06-22,38
2013-06-23,30
2013-06-24,25
2013-06-25,20
2013-06-26,15
2013-06-27,10
2013-06-28,5
2013-06-29,0
2013-06-30,0
