Date,Hansen Medical
2006-02-01,0
2006-02-02,0
2006-02-03,0
2006-02-04,0
2006-02-05,0
2006-02-06,0
2006-02-07,0
2006-02-08,0
2006-02-09,0
2006-02-10,0
2006-02-11,0
2006-02-12,0
2006-02-13,0
2006-02-14,0
2006-02-15,0
2006-02-16,0
2006-02-17,0
2006-02-18,0
2006-02-19,0
2006-02-20,0
2006-02-21,0
2006-02-22,0
2006-02-23,0
2006-02-24,0
2006-02-25,0
2006-02-26,0
2006-02-27,0
2006-02-28,0
2006-03-01,0
2006-03-02,0
2006-03-03,0
2006-03-04,0
2006-03-05,0
2006-03-06,0
2006-03-07,0
2006-03-08,0
2006-03-09,0
2006-03-10,0
2006-03-11,0
2006-03-12,0
2006-03-13,0
2006-03-14,0
2006-03-15,0
2006-03-16,0
2006-03-17,0
2006-03-18,0
2006-03-19,0
2006-03-20,0
2006-03-21,0
2006-03-22,0
2006-03-23,0
2006-03-24,0
2006-03-25,0
2006-03-26,0
2006-03-27,0
2006-03-28,0
2006-03-29,0
2006-03-30,0
2006-03-31,0
2006-04-01,0
2006-04-02,0
2006-04-03,0
2006-04-04,0
2006-04-05,0
2006-04-06,0
2006-04-07,0
2006-04-08,0
2006-04-09,0
2006-04-10,0
2006-04-11,0
2006-04-12,0
2006-04-13,0
2006-04-14,0
2006-04-15,0
2006-04-16,0
2006-04-17,0
2006-04-18,0
2006-04-19,0
2006-04-20,0
2006-04-21,0
2006-04-22,0
2006-04-23,0
2006-04-24,0
2006-04-25,0
2006-04-26,0
2006-04-27,0
2006-04-28,0
2006-04-29,0
2006-04-30,0
2006-05-01,0
2006-05-02,0
2006-05-03,0
2006-05-04,0
2006-05-05,0
2006-05-06,0
2006-05-07,0
2006-05-08,0
2006-05-09,0
2006-05-10,0
2006-05-11,0
2006-05-12,0
2006-05-13,0
2006-05-14,0
2006-05-15,0
2006-05-16,0
2006-05-17,0
2006-05-18,0
2006-05-19,0
2006-05-20,0
2006-05-21,0
2006-05-22,0
2006-05-23,0
2006-05-24,0
2006-05-25,0
2006-05-26,0
2006-05-27,0
2006-05-28,0
2006-05-29,0
2006-05-30,0
2006-05-31,0
2006-06-01,0
2006-06-02,0
2006-06-03,0
2006-06-04,0
2006-06-05,0
2006-06-06,0
2006-06-07,0
2006-06-08,0
2006-06-09,0
2006-06-10,0
2006-06-11,0
2006-06-12,0
2006-06-13,0
2006-06-14,0
2006-06-15,0
2006-06-16,0
2006-06-17,0
2006-06-18,0
2006-06-19,0
2006-06-20,0
2006-06-21,0
2006-06-22,0
2006-06-23,0
2006-06-24,0
2006-06-25,0
2006-06-26,0
2006-06-27,0
2006-06-28,0
2006-06-29,0
2006-06-30,0
2006-07-01,0
2006-07-02,0
2006-07-03,0
2006-07-04,0
2006-07-05,0
2006-07-06,0
2006-07-07,0
2006-07-08,0
2006-07-09,0
2006-07-10,0
2006-07-11,0
2006-07-12,0
2006-07-13,0
2006-07-14,0
2006-07-15,0
2006-07-16,0
2006-07-17,0
2006-07-18,0
2006-07-19,0
2006-07-20,0
2006-07-21,0
2006-07-22,0
2006-07-23,0
2006-07-24,0
2006-07-25,0
2006-07-26,0
2006-07-27,0
2006-07-28,0
2006-07-29,0
2006-07-30,0
2006-07-31,0
2006-08-01,0
2006-08-02,0
2006-08-03,0
2006-08-04,0
2006-08-05,0
2006-08-06,0
2006-08-07,0
2006-08-08,0
2006-08-09,0
2006-08-10,0
2006-08-11,0
2006-08-12,0
2006-08-13,0
2006-08-14,0
2006-08-15,0
2006-08-16,0
2006-08-17,0
2006-08-18,0
2006-08-19,0
2006-08-20,0
2006-08-21,0
2006-08-22,0
2006-08-23,0
2006-08-24,0
2006-08-25,0
2006-08-26,0
2006-08-27,0
2006-08-28,0
2006-08-29,0
2006-08-30,0
2006-08-31,0
2006-09-01,0
2006-09-02,0
2006-09-03,0
2006-09-04,0
2006-09-05,0
2006-09-06,0
2006-09-07,0
2006-09-08,0
2006-09-09,0
2006-09-10,0
2006-09-11,0
2006-09-12,0
2006-09-13,0
2006-09-14,0
2006-09-15,0
2006-09-16,0
2006-09-17,0
2006-09-18,0
2006-09-19,0
2006-09-20,0
2006-09-21,0
2006-09-22,0
2006-09-23,0
2006-09-24,0
2006-09-25,0
2006-09-26,0
2006-09-27,0
2006-09-28,0
2006-09-29,0
2006-09-30,0
2006-10-01,0
2006-10-02,0
2006-10-03,0
2006-10-04,0
2006-10-05,0
2006-10-06,0
2006-10-07,0
2006-10-08,0
2006-10-09,0
2006-10-10,0
2006-10-11,0
2006-10-12,0
2006-10-13,0
2006-10-14,0
2006-10-15,0
2006-10-16,0
2006-10-17,0
2006-10-18,0
2006-10-19,0
2006-10-20,0
2006-10-21,0
2006-10-22,0
2006-10-23,0
2006-10-24,0
2006-10-25,0
2006-10-26,0
2006-10-27,0
2006-10-28,0
2006-10-29,0
2006-10-30,0
2006-10-31,0
2006-11-01,0
2006-11-02,0
2006-11-03,0
2006-11-04,0
2006-11-05,0
2006-11-06,0
2006-11-07,0
2006-11-08,0
2006-11-09,0
2006-11-10,0
2006-11-11,0
2006-11-12,0
2006-11-13,0
2006-11-14,0
2006-11-15,0
2006-11-16,0
2006-11-17,0
2006-11-18,0
2006-11-19,0
2006-11-20,0
2006-11-21,0
2006-11-22,0
2006-11-23,0
2006-11-24,0
2006-11-25,0
2006-11-26,0
2006-11-27,0
2006-11-28,0
2006-11-29,0
2006-11-30,0
2006-12-01,0
2006-12-02,0
2006-12-03,0
2006-12-04,0
2006-12-05,0
2006-12-06,0
2006-12-07,0
2006-12-08,0
2006-12-09,0
2006-12-10,0
2006-12-11,0
2006-12-12,0
2006-12-13,0
2006-12-14,0
2006-12-15,0
2006-12-16,0
2006-12-17,0
2006-12-18,0
2006-12-19,0
2006-12-20,0
2006-12-21,0
2006-12-22,0
2006-12-23,0
2006-12-24,0
2006-12-25,0
2006-12-26,0
2006-12-27,0
2006-12-28,0
2006-12-29,0
2006-12-30,0
2006-12-31,0
2007-01-01,0
2007-01-02,0
2007-01-03,0
2007-01-04,0
2007-01-05,0
2007-01-06,0
2007-01-07,0
2007-01-08,0
2007-01-09,0
2007-01-10,0
2007-01-11,0
2007-01-12,0
2007-01-13,0
2007-01-14,0
2007-01-15,0
2007-01-16,0
2007-01-17,0
2007-01-18,0
2007-01-19,0
2007-01-20,0
2007-01-21,0
2007-01-22,0
2007-01-23,0
2007-01-24,0
2007-01-25,0
2007-01-26,0
2007-01-27,0
2007-01-28,0
2007-01-29,0
2007-01-30,0
2007-01-31,0
2007-02-01,0
2007-02-02,2
2007-02-03,5
2007-02-04,8
2007-02-05,11
2007-02-06,14
2007-02-07,17
2007-02-08,20
2007-02-09,23
2007-02-10,26
2007-02-11,29
2007-02-12,32
2007-02-13,35
2007-02-14,38
2007-02-15,41
2007-02-16,44
2007-02-17,47
2007-02-18,50
2007-02-19,53
2007-02-20,56
2007-02-21,59
2007-02-22,62
2007-02-23,65
2007-02-24,68
2007-02-25,71
2007-02-26,74
2007-02-27,77
2007-02-28,80
2007-03-01,83
2007-03-02,83
2007-03-03,83
2007-03-04,83
2007-03-05,83
2007-03-06,83
2007-03-07,83
2007-03-08,83
2007-03-09,83
2007-03-10,83
2007-03-11,83
2007-03-12,83
2007-03-13,83
2007-03-14,83
2007-03-15,83
2007-03-16,83
2007-03-17,84
2007-03-18,84
2007-03-19,84
2007-03-20,84
2007-03-21,84
2007-03-22,84
2007-03-23,84
2007-03-24,84
2007-03-25,84
2007-03-26,84
2007-03-27,84
2007-03-28,84
2007-03-29,84
2007-03-30,84
2007-03-31,84
2007-04-01,85
2007-04-02,85
2007-04-03,85
2007-04-04,85
2007-04-05,85
2007-04-06,85
2007-04-07,85
2007-04-08,85
2007-04-09,85
2007-04-10,85
2007-04-11,85
2007-04-12,85
2007-04-13,85
2007-04-14,85
2007-04-15,85
2007-04-16,86
2007-04-17,86
2007-04-18,86
2007-04-19,86
2007-04-20,86
2007-04-21,86
2007-04-22,86
2007-04-23,86
2007-04-24,86
2007-04-25,86
2007-04-26,86
2007-04-27,86
2007-04-28,86
2007-04-29,86
2007-04-30,86
2007-05-01,87
2007-05-02,86
2007-05-03,86
2007-05-04,85
2007-05-05,85
2007-05-06,84
2007-05-07,84
2007-05-08,83
2007-05-09,83
2007-05-10,82
2007-05-11,82
2007-05-12,82
2007-05-13,81
2007-05-14,81
2007-05-15,80
2007-05-16,80
2007-05-17,79
2007-05-18,79
2007-05-19,78
2007-05-20,78
2007-05-21,77
2007-05-22,77
2007-05-23,77
2007-05-24,76
2007-05-25,76
2007-05-26,75
2007-05-27,75
2007-05-28,74
2007-05-29,74
2007-05-30,73
2007-05-31,73
2007-06-01,73
2007-06-02,73
2007-06-03,73
2007-06-04,73
2007-06-05,73
2007-06-06,73
2007-06-07,73
2007-06-08,73
2007-06-09,73
2007-06-10,73
2007-06-11,73
2007-06-12,73
2007-06-13,73
2007-06-14,73
2007-06-15,73
2007-06-16,73
2007-06-17,73
2007-06-18,73
2007-06-19,73
2007-06-20,73
2007-06-21,73
2007-06-22,73
2007-06-23,73
2007-06-24,73
2007-06-25,73
2007-06-26,73
2007-06-27,73
2007-06-28,73
2007-06-29,73
2007-06-30,73
2007-07-01,73
2007-07-02,73
2007-07-03,73
2007-07-04,73
2007-07-05,73
2007-07-06,73
2007-07-07,73
2007-07-08,73
2007-07-09,73
2007-07-10,73
2007-07-11,73
2007-07-12,73
2007-07-13,73
2007-07-14,73
2007-07-15,73
2007-07-16,73
2007-07-17,73
2007-07-18,73
2007-07-19,73
2007-07-20,73
2007-07-21,73
2007-07-22,73
2007-07-23,73
2007-07-24,73
2007-07-25,73
2007-07-26,73
2007-07-27,73
2007-07-28,73
2007-07-29,73
2007-07-30,73
2007-07-31,73
2007-08-01,73
2007-08-02,73
2007-08-03,73
2007-08-04,74
2007-08-05,74
2007-08-06,75
2007-08-07,75
2007-08-08,75
2007-08-09,76
2007-08-10,76
2007-08-11,77
2007-08-12,77
2007-08-13,78
2007-08-14,78
2007-08-15,78
2007-08-16,79
2007-08-17,79
2007-08-18,80
2007-08-19,80
2007-08-20,80
2007-08-21,81
2007-08-22,81
2007-08-23,82
2007-08-24,82
