Date,Aruba Networks
2007-05-26,67
2007-05-27,67
2007-05-28,67
2007-05-29,67
2007-05-30,67
2007-05-31,67
2007-06-01,67
2007-06-02,66
2007-06-03,66
2007-06-04,66
2007-06-05,66
2007-06-06,66
2007-06-07,66
2007-06-08,66
2007-06-09,66
2007-06-10,66
2007-06-11,66
2007-06-12,66
2007-06-13,66
2007-06-14,66
2007-06-15,66
2007-06-16,66
2007-06-17,65
2007-06-18,65
2007-06-19,65
2007-06-20,65
2007-06-21,65
2007-06-22,65
2007-06-23,65
2007-06-24,65
2007-06-25,65
2007-06-26,65
2007-06-27,65
2007-06-28,65
2007-06-29,65
2007-06-30,65
2007-07-01,65
2007-07-02,65
2007-07-03,65
2007-07-04,65
2007-07-05,65
2007-07-06,65
2007-07-07,65
2007-07-08,65
2007-07-09,65
2007-07-10,65
2007-07-11,65
2007-07-12,65
2007-07-13,65
2007-07-14,65
2007-07-15,65
2007-07-16,65
2007-07-17,65
2007-07-18,65
2007-07-19,65
2007-07-20,65
2007-07-21,65
2007-07-22,65
2007-07-23,65
2007-07-24,65
2007-07-25,65
2007-07-26,65
2007-07-27,65
2007-07-28,65
2007-07-29,65
2007-07-30,65
2007-07-31,65
2007-08-01,65
2007-08-02,65
2007-08-03,65
2007-08-04,65
2007-08-05,65
2007-08-06,65
2007-08-07,65
2007-08-08,65
2007-08-09,65
2007-08-10,65
2007-08-11,65
2007-08-12,65
2007-08-13,65
2007-08-14,65
2007-08-15,65
2007-08-16,65
2007-08-17,65
2007-08-18,65
2007-08-19,65
2007-08-20,65
2007-08-21,65
2007-08-22,65
2007-08-23,65
2007-08-24,65
2007-08-25,65
2007-08-26,65
2007-08-27,65
2007-08-28,65
2007-08-29,65
2007-08-30,65
2007-08-31,65
2007-09-01,65
2007-09-02,65
2007-09-03,65
2007-09-04,65
2007-09-05,65
2007-09-06,65
2007-09-07,65
2007-09-08,65
2007-09-09,65
2007-09-10,65
2007-09-11,65
2007-09-12,65
2007-09-13,65
2007-09-14,65
2007-09-15,65
2007-09-16,65
2007-09-17,65
2007-09-18,65
2007-09-19,65
2007-09-20,65
2007-09-21,65
2007-09-22,65
2007-09-23,65
2007-09-24,65
2007-09-25,65
2007-09-26,65
2007-09-27,65
2007-09-28,65
2007-09-29,65
2007-09-30,65
2007-10-01,65
2007-10-02,64
2007-10-03,64
2007-10-04,64
2007-10-05,64
2007-10-06,64
2007-10-07,63
2007-10-08,63
2007-10-09,63
2007-10-10,63
2007-10-11,63
2007-10-12,62
2007-10-13,62
2007-10-14,62
2007-10-15,62
2007-10-16,62
2007-10-17,61
2007-10-18,61
2007-10-19,61
2007-10-20,61
2007-10-21,61
2007-10-22,60
2007-10-23,60
2007-10-24,60
2007-10-25,60
2007-10-26,60
2007-10-27,59
2007-10-28,59
2007-10-29,59
2007-10-30,59
2007-10-31,59
2007-11-01,59
2007-11-02,59
2007-11-03,59
2007-11-04,59
2007-11-05,59
2007-11-06,59
2007-11-07,59
2007-11-08,59
2007-11-09,59
2007-11-10,59
2007-11-11,59
2007-11-12,59
2007-11-13,59
2007-11-14,59
2007-11-15,59
2007-11-16,59
2007-11-17,59
2007-11-18,59
2007-11-19,59
2007-11-20,59
2007-11-21,59
2007-11-22,59
2007-11-23,59
2007-11-24,59
2007-11-25,59
2007-11-26,59
2007-11-27,59
2007-11-28,59
2007-11-29,59
2007-11-30,59
2007-12-01,59
2007-12-02,59
2007-12-03,59
2007-12-04,59
2007-12-05,59
2007-12-06,59
2007-12-07,59
2007-12-08,59
2007-12-09,59
2007-12-10,59
2007-12-11,59
2007-12-12,59
2007-12-13,59
2007-12-14,59
2007-12-15,59
2007-12-16,59
2007-12-17,59
2007-12-18,59
2007-12-19,59
2007-12-20,59
2007-12-21,59
2007-12-22,59
2007-12-23,59
2007-12-24,59
2007-12-25,59
2007-12-26,59
2007-12-27,59
2007-12-28,59
2007-12-29,59
2007-12-30,59
2007-12-31,59
2008-01-01,59
2008-01-02,58
2008-01-03,58
2008-01-04,58
2008-01-05,58
2008-01-06,58
2008-01-07,58
2008-01-08,58
2008-01-09,58
2008-01-10,58
2008-01-11,58
2008-01-12,58
2008-01-13,58
2008-01-14,58
2008-01-15,58
2008-01-16,58
2008-01-17,57
2008-01-18,57
2008-01-19,57
2008-01-20,57
2008-01-21,57
2008-01-22,57
2008-01-23,57
2008-01-24,57
2008-01-25,57
2008-01-26,57
2008-01-27,57
2008-01-28,57
2008-01-29,57
2008-01-30,57
2008-01-31,57
2008-02-01,57
2008-02-02,58
2008-02-03,59
2008-02-04,60
2008-02-05,61
2008-02-06,62
2008-02-07,63
2008-02-08,64
2008-02-09,65
2008-02-10,66
2008-02-11,67
2008-02-12,68
2008-02-13,69
2008-02-14,70
2008-02-15,71
2008-02-16,72
2008-02-17,73
2008-02-18,74
2008-02-19,75
2008-02-20,76
2008-02-21,77
2008-02-22,78
2008-02-23,79
2008-02-24,80
2008-02-25,81
2008-02-26,82
2008-02-27,83
2008-02-28,84
2008-02-29,85
2008-03-01,86
2008-03-02,84
2008-03-03,83
2008-03-04,82
2008-03-05,81
2008-03-06,80
2008-03-07,79
2008-03-08,78
2008-03-09,77
2008-03-10,76
2008-03-11,75
2008-03-12,73
2008-03-13,72
2008-03-14,71
2008-03-15,70
2008-03-16,69
2008-03-17,68
2008-03-18,67
2008-03-19,66
2008-03-20,65
2008-03-21,64
2008-03-22,62
2008-03-23,61
2008-03-24,60
2008-03-25,59
2008-03-26,58
2008-03-27,57
2008-03-28,56
2008-03-29,55
2008-03-30,54
2008-03-31,53
2008-04-01,52
2008-04-02,52
2008-04-03,52
2008-04-04,52
2008-04-05,53
2008-04-06,53
2008-04-07,53
2008-04-08,53
2008-04-09,54
2008-04-10,54
2008-04-11,54
2008-04-12,54
2008-04-13,55
2008-04-14,55
2008-04-15,55
2008-04-16,56
2008-04-17,56
2008-04-18,56
2008-04-19,56
2008-04-20,57
2008-04-21,57
2008-04-22,57
2008-04-23,57
2008-04-24,58
2008-04-25,58
2008-04-26,58
2008-04-27,58
2008-04-28,59
2008-04-29,59
2008-04-30,59
2008-05-01,60
2008-05-02,58
2008-05-03,56
2008-05-04,54
2008-05-05,52
2008-05-06,50
2008-05-07,48
2008-05-08,46
2008-05-09,44
2008-05-10,42
2008-05-11,40
2008-05-12,38
2008-05-13,36
2008-05-14,34
2008-05-15,32
2008-05-16,30
2008-05-17,29
2008-05-18,27
2008-05-19,25
2008-05-20,23
2008-05-21,21
2008-05-22,19
2008-05-23,17
2008-05-24,15
2008-05-25,13
2008-05-26,11
2008-05-27,9
2008-05-28,7
2008-05-29,5
2008-05-30,3
2008-05-31,1
