Date,MEMSIC
2008-05-10,0
2008-05-11,0
2008-05-12,0
2008-05-13,0
2008-05-14,0
2008-05-15,0
2008-05-16,0
2008-05-17,0
2008-05-18,0
2008-05-19,0
2008-05-20,0
2008-05-21,0
2008-05-22,0
2008-05-23,0
2008-05-24,0
2008-05-25,0
2008-05-26,0
2008-05-27,0
2008-05-28,0
2008-05-29,0
2008-05-30,0
2008-05-31,0
2008-06-01,0
2008-06-02,3
2008-06-03,6
2008-06-04,10
2008-06-05,13
2008-06-06,16
2008-06-07,20
2008-06-08,23
2008-06-09,26
2008-06-10,30
2008-06-11,33
2008-06-12,36
2008-06-13,40
2008-06-14,43
2008-06-15,46
2008-06-16,50
2008-06-17,53
2008-06-18,56
2008-06-19,60
2008-06-20,63
2008-06-21,66
2008-06-22,70
2008-06-23,73
2008-06-24,76
2008-06-25,80
2008-06-26,83
2008-06-27,86
2008-06-28,90
2008-06-29,93
2008-06-30,96
2008-07-01,100
2008-07-02,99
2008-07-03,98
2008-07-04,98
2008-07-05,97
2008-07-06,97
2008-07-07,96
2008-07-08,96
2008-07-09,95
2008-07-10,95
2008-07-11,94
2008-07-12,94
2008-07-13,93
2008-07-14,93
2008-07-15,92
2008-07-16,92
2008-07-17,91
2008-07-18,91
2008-07-19,90
2008-07-20,90
2008-07-21,89
2008-07-22,89
2008-07-23,88
2008-07-24,88
2008-07-25,87
2008-07-26,87
2008-07-27,86
2008-07-28,86
2008-07-29,85
2008-07-30,85
2008-07-31,84
2008-08-01,84
2008-08-02,84
2008-08-03,84
2008-08-04,84
2008-08-05,84
2008-08-06,84
2008-08-07,84
2008-08-08,84
2008-08-09,84
2008-08-10,84
2008-08-11,84
2008-08-12,84
2008-08-13,84
2008-08-14,84
2008-08-15,84
2008-08-16,84
2008-08-17,84
2008-08-18,84
2008-08-19,84
2008-08-20,84
2008-08-21,84
2008-08-22,84
2008-08-23,84
2008-08-24,84
2008-08-25,84
2008-08-26,84
2008-08-27,84
2008-08-28,84
2008-08-29,84
2008-08-30,84
2008-08-31,84
2008-09-01,84
2008-09-02,84
2008-09-03,84
2008-09-04,84
2008-09-05,84
2008-09-06,84
2008-09-07,84
2008-09-08,84
2008-09-09,84
2008-09-10,84
2008-09-11,84
2008-09-12,84
2008-09-13,84
2008-09-14,84
2008-09-15,84
2008-09-16,85
2008-09-17,85
2008-09-18,85
2008-09-19,85
2008-09-20,85
2008-09-21,85
2008-09-22,85
2008-09-23,85
2008-09-24,85
2008-09-25,85
2008-09-26,85
2008-09-27,85
2008-09-28,85
2008-09-29,85
2008-09-30,85
2008-10-01,86
2008-10-02,86
2008-10-03,86
2008-10-04,86
2008-10-05,86
2008-10-06,86
2008-10-07,86
2008-10-08,86
2008-10-09,86
2008-10-10,86
2008-10-11,86
2008-10-12,87
2008-10-13,87
2008-10-14,87
2008-10-15,87
2008-10-16,87
2008-10-17,87
2008-10-18,87
2008-10-19,87
2008-10-20,87
2008-10-21,87
2008-10-22,88
2008-10-23,88
2008-10-24,88
2008-10-25,88
2008-10-26,88
2008-10-27,88
2008-10-28,88
2008-10-29,88
2008-10-30,88
2008-10-31,88
2008-11-01,89
2008-11-02,89
2008-11-03,89
2008-11-04,89
2008-11-05,89
2008-11-06,89
2008-11-07,89
2008-11-08,89
2008-11-09,89
2008-11-10,89
2008-11-11,89
2008-11-12,89
2008-11-13,89
2008-11-14,89
2008-11-15,89
2008-11-16,90
2008-11-17,90
2008-11-18,90
2008-11-19,90
2008-11-20,90
2008-11-21,90
2008-11-22,90
2008-11-23,90
2008-11-24,90
2008-11-25,90
2008-11-26,90
2008-11-27,90
2008-11-28,90
2008-11-29,90
2008-11-30,90
2008-12-01,91
2008-12-02,91
2008-12-03,91
2008-12-04,91
2008-12-05,91
2008-12-06,91
2008-12-07,91
2008-12-08,91
2008-12-09,91
2008-12-10,91
2008-12-11,91
2008-12-12,92
2008-12-13,92
2008-12-14,92
2008-12-15,92
2008-12-16,92
2008-12-17,92
2008-12-18,92
2008-12-19,92
2008-12-20,92
2008-12-21,92
2008-12-22,93
2008-12-23,93
2008-12-24,93
2008-12-25,93
2008-12-26,93
2008-12-27,93
2008-12-28,93
2008-12-29,93
2008-12-30,93
2008-12-31,93
2009-01-01,94
2009-01-02,90
2009-01-03,87
2009-01-04,84
2009-01-05,81
2009-01-06,78
2009-01-07,75
2009-01-08,72
2009-01-09,69
2009-01-10,66
2009-01-11,63
2009-01-12,60
2009-01-13,57
2009-01-14,54
2009-01-15,51
2009-01-16,48
2009-01-17,45
2009-01-18,42
2009-01-19,39
2009-01-20,36
2009-01-21,33
2009-01-22,30
2009-01-23,27
2009-01-24,24
2009-01-25,21
2009-01-26,18
2009-01-27,15
2009-01-28,12
2009-01-29,9
2009-01-30,6
2009-01-31,3
