Date,Molycorp
2010-03-28,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,0
2010-04-02,0
2010-04-03,0
2010-04-04,0
2010-04-05,0
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,2
2010-04-19,4
2010-04-20,7
2010-04-21,9
2010-04-22,12
2010-04-23,14
2010-04-24,17
2010-04-25,16
2010-04-26,15
2010-04-27,15
2010-04-28,14
2010-04-29,14
2010-04-30,13
2010-05-01,13
2010-05-02,11
2010-05-03,9
2010-05-04,7
2010-05-05,5
2010-05-06,3
2010-05-07,1
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,1
2010-06-14,3
2010-06-15,5
2010-06-16,6
2010-06-17,8
2010-06-18,10
2010-06-19,12
2010-06-20,12
2010-06-21,12
2010-06-22,12
2010-06-23,12
2010-06-24,12
2010-06-25,12
2010-06-26,12
2010-06-27,12
2010-06-28,12
2010-06-29,12
2010-06-30,12
2010-07-04,12
2010-07-05,15
2010-07-06,12
2010-07-07,12
2010-07-08,12
2010-07-09,12
2010-07-10,13
2010-07-11,13
2010-07-12,13
2010-07-13,13
2010-07-14,13
2010-07-15,13
2010-07-16,13
2010-07-17,13
2010-07-18,14
2010-07-19,16
2010-07-20,18
2010-07-21,20
2010-07-22,22
2010-07-23,24
2010-07-24,26
2010-07-25,27
2010-07-26,30
2010-07-27,31
2010-07-28,33
2010-07-29,35
2010-07-30,37
2010-07-31,39
2010-08-01,36
2010-08-02,33
2010-08-03,30
2010-08-04,27
2010-08-05,25
2010-08-06,22
2010-08-07,19
2010-08-08,18
2010-08-09,17
2010-08-10,16
2010-08-11,15
2010-08-12,14
2010-08-13,13
2010-08-14,13
2010-08-15,13
2010-08-16,13
2010-08-17,13
2010-08-18,13
2010-08-19,13
2010-08-20,13
2010-08-21,13
2010-08-22,13
2010-08-23,13
2010-08-24,13
2010-08-25,13
2010-08-26,13
2010-08-27,13
2010-08-28,13
2010-08-29,13
2010-08-30,13
2010-08-31,13
2010-09-01,13
2010-09-02,13
2010-09-03,13
2010-09-04,13
2010-09-05,13
2010-09-06,14
2010-09-07,14
2010-09-08,15
2010-09-09,15
2010-09-10,16
2010-09-11,17
2010-09-12,17
2010-09-13,17
2010-09-14,17
2010-09-15,17
2010-09-16,17
2010-09-17,17
2010-09-18,18
2010-09-19,18
2010-09-20,19
2010-09-21,19
2010-09-22,20
2010-09-23,20
2010-09-24,21
2010-09-25,22
2010-09-26,23
2010-10-03,30
2010-10-04,30
2010-10-05,29
2010-10-06,28
2010-10-07,28
2010-10-08,27
2010-10-09,26
2010-10-10,24
2010-10-11,22
2010-10-12,20
2010-10-13,18
2010-10-14,16
2010-10-15,14
2010-10-16,12
2010-10-17,17
2010-10-18,23
2010-10-19,29
2010-10-20,35
2010-10-21,41
2010-10-22,47
2010-10-23,53
2010-10-24,51
2010-10-25,50
2010-10-26,48
2010-10-27,47
2010-10-28,45
2010-10-29,44
2010-10-30,43
2010-10-31,42
2010-11-01,41
2010-11-02,41
2010-11-03,40
2010-11-04,40
2010-11-05,39
2010-11-06,39
2010-11-07,36
2010-11-08,34
2010-11-09,32
2010-11-10,30
2010-11-11,28
2010-11-12,26
2010-11-13,24
2010-11-14,24
2010-11-15,25
2010-11-16,26
2010-11-17,27
2010-11-18,28
2010-11-19,29
2010-11-20,29
2010-11-21,28
2010-11-22,25
2010-11-23,23
2010-11-24,21
2010-11-25,19
2010-11-26,17
2010-11-27,16
2010-11-28,15
2010-11-29,15
2010-11-30,15
2010-12-01,15
2010-12-02,15
2010-12-03,15
2010-12-04,15
2010-12-05,15
2010-12-06,16
2010-12-07,16
2010-12-08,17
2010-12-09,17
2010-12-10,18
2010-12-11,19
2010-12-12,23
2010-12-13,28
2010-12-14,33
2010-12-15,38
2010-12-16,42
2010-12-17,47
2010-12-18,52
2010-12-19,50
2010-12-20,48
2010-12-21,46
2010-12-22,44
2010-12-23,42
2010-12-24,40
2010-12-25,38
2010-12-26,46
2011-01-01,100
2011-01-02,99
2011-01-03,98
2011-01-04,97
2011-01-05,106
2011-01-06,98
2011-01-07,102
2011-01-08,94
2011-01-09,86
2011-01-10,79
2011-01-11,72
2011-01-12,65
2011-01-13,61
2011-01-14,51
2011-01-15,44
2011-01-16,43
2011-01-17,42
2011-01-18,41
2011-01-19,42
2011-01-20,40
2011-01-21,39
2011-01-22,39
2011-01-23,38
2011-01-24,38
2011-01-25,38
2011-01-26,37
2011-01-27,37
2011-01-28,37
2011-01-29,37
2011-01-30,36
2011-01-31,35
2011-02-01,38
2011-02-02,35
2011-02-03,34
2011-02-04,34
2011-02-05,33
2011-02-06,31
2011-02-07,30
2011-02-08,29
2011-02-09,27
2011-02-10,26
2011-02-11,25
2011-02-12,24
2011-02-13,24
2011-02-14,24
2011-02-15,25
2011-02-16,25
2011-02-17,26
2011-02-18,26
2011-02-19,27
2011-02-20,27
2011-02-21,27
2011-02-22,27
2011-02-23,27
2011-02-24,27
2011-02-25,27
2011-02-26,28
2011-02-27,27
2011-02-28,26
2011-03-01,25
2011-03-02,24
2011-03-03,23
2011-03-04,22
2011-03-05,21
2011-03-06,24
2011-03-07,27
2011-03-08,30
2011-03-09,33
2011-03-10,40
2011-03-11,40
2011-03-12,43
2011-03-13,39
2011-03-14,36
2011-03-15,33
2011-03-16,30
2011-03-17,27
2011-03-18,24
2011-03-19,21
2011-03-20,21
2011-03-21,22
2011-03-22,23
2011-03-23,24
2011-03-24,25
2011-03-25,26
2011-03-26,27
2011-03-27,26
2011-03-28,26
2011-03-29,26
2011-03-30,28
2011-03-31,26
2011-04-03,35
2011-04-04,46
2011-04-05,56
2011-04-06,66
2011-04-07,76
2011-04-08,87
2011-04-09,97
2011-04-10,89
2011-04-11,79
2011-04-12,71
2011-04-13,63
2011-04-14,55
2011-04-15,47
2011-04-16,39
2011-04-17,38
2011-04-18,38
2011-04-19,38
2011-04-20,37
2011-04-21,37
2011-04-22,36
2011-04-23,36
2011-04-24,34
2011-04-25,33
2011-04-26,31
2011-04-27,30
2011-04-28,28
2011-04-29,27
2011-04-30,26
2011-05-01,27
2011-05-02,28
2011-05-03,29
2011-05-04,30
2011-05-05,31
2011-05-06,32
2011-05-07,33
2011-05-08,34
2011-05-09,36
2011-05-10,38
2011-05-11,39
2011-05-12,41
2011-05-13,43
2011-05-14,44
2011-05-15,41
2011-05-16,38
2011-05-17,35
2011-05-18,32
2011-05-19,29
2011-05-20,26
2011-05-21,24
2011-05-22,23
2011-05-23,23
2011-05-24,22
2011-05-25,22
2011-05-26,21
2011-05-27,21
2011-05-28,21
2011-05-29,21
2011-05-30,22
2011-05-31,22
2011-06-01,23
2011-06-02,23
2011-06-03,24
2011-06-04,25
2011-06-05,25
2011-06-06,26
2011-06-07,27
2011-06-08,28
2011-06-09,29
2011-06-10,30
2011-06-11,31
2011-06-12,31
2011-06-13,31
2011-06-14,31
2011-06-15,31
2011-06-16,31
2011-06-17,31
2011-06-18,31
2011-06-19,29
2011-06-20,28
2011-06-21,26
2011-06-22,25
2011-06-23,23
2011-06-24,22
2011-06-25,21
2011-06-26,22
2011-07-03,28
2011-07-04,27
2011-07-05,25
2011-07-06,24
2011-07-07,22
2011-07-08,21
2011-07-09,20
2011-07-10,20
2011-07-11,21
2011-07-12,22
2011-07-13,23
2011-07-14,24
2011-07-15,25
2011-07-16,26
2011-07-17,24
2011-07-18,23
2011-07-19,21
2011-07-20,20
2011-07-21,18
2011-07-22,17
2011-07-23,16
2011-07-24,17
2011-07-25,18
2011-07-26,19
2011-07-27,20
2011-07-28,21
2011-07-29,23
2011-07-30,24
2011-07-31,23
2011-08-01,22
2011-08-02,21
2011-08-03,21
2011-08-04,20
2011-08-05,19
2011-08-06,19
2011-08-07,21
2011-08-08,24
2011-08-09,26
2011-08-10,29
2011-08-11,32
2011-08-12,34
2011-08-13,37
2011-08-14,36
2011-08-15,35
2011-08-16,34
2011-08-17,33
2011-08-18,31
2011-08-19,30
2011-08-20,29
2011-08-21,27
2011-08-22,24
2011-08-23,21
2011-08-24,19
2011-08-25,16
2011-08-26,14
2011-08-27,12
2011-08-28,12
2011-08-29,12
2011-08-30,13
2011-08-31,13
2011-09-01,14
2011-09-02,14
2011-09-03,15
2011-09-04,14
2011-09-05,14
2011-09-06,13
2011-09-07,13
2011-09-08,12
2011-09-09,12
2011-09-10,12
2011-09-11,13
2011-09-12,14
2011-09-13,15
2011-09-14,16
2011-09-15,17
2011-09-16,18
2011-09-17,19
2011-09-18,23
2011-09-19,27
2011-09-20,32
2011-09-21,36
2011-09-22,40
2011-09-23,45
2011-09-24,49
2011-09-25,46
