Date,Accretive Health
2010-02-18,20
2010-02-19,24
2010-02-20,28
2010-02-21,28
2010-02-22,28
2010-02-23,28
2010-02-24,28
2010-02-25,28
2010-02-26,28
2010-02-27,29
2010-02-28,29
2010-03-07,29
2010-03-08,29
2010-03-09,29
2010-03-10,29
2010-03-11,29
2010-03-12,29
2010-03-13,30
2010-03-14,30
2010-03-15,30
2010-03-16,30
2010-03-17,30
2010-03-18,30
2010-03-19,30
2010-03-20,31
2010-03-21,31
2010-03-22,31
2010-03-23,31
2010-03-24,32
2010-03-25,32
2010-03-26,32
2010-03-27,33
2010-03-28,33
2010-03-29,33
2010-03-30,33
2010-03-31,34
2010-04-01,34
2010-04-02,34
2010-04-03,35
2010-04-04,35
2010-04-05,35
2010-04-06,35
2010-04-07,35
2010-04-08,35
2010-04-09,35
2010-04-10,36
2010-04-11,35
2010-04-12,34
2010-04-13,33
2010-04-14,32
2010-04-15,31
2010-04-16,30
2010-04-17,30
2010-04-18,30
2010-04-19,30
2010-04-20,30
2010-04-21,30
2010-04-22,30
2010-04-23,30
2010-04-24,30
2010-04-25,30
2010-04-26,30
2010-04-27,30
2010-04-28,30
2010-04-29,30
2010-04-30,30
2010-05-01,30
2010-05-02,31
2010-05-03,34
2010-05-04,36
2010-05-05,37
2010-05-06,39
2010-05-07,41
2010-05-08,43
2010-05-09,42
2010-05-10,40
2010-05-11,38
2010-05-12,37
2010-05-13,35
2010-05-14,34
2010-05-15,33
2010-05-16,42
2010-05-17,52
2010-05-18,62
2010-05-19,72
2010-05-20,82
2010-05-21,92
2010-05-22,102
2010-05-23,92
2010-05-24,80
2010-05-25,69
2010-05-26,59
2010-05-27,49
2010-05-28,38
2010-05-29,28
2010-05-30,28
2010-06-06,22
2010-06-07,18
2010-06-08,14
2010-06-09,11
2010-06-10,7
2010-06-11,3
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,4
2010-07-12,9
2010-07-13,12
2010-07-14,16
2010-07-15,20
2010-07-16,24
2010-07-17,29
2010-07-18,29
2010-07-19,29
2010-07-20,29
2010-07-21,29
2010-07-22,29
2010-07-23,29
2010-07-24,29
2010-07-25,29
2010-07-26,30
2010-07-27,31
2010-07-28,31
2010-07-29,32
2010-07-30,33
2010-07-31,34
2010-08-01,34
2010-08-02,35
2010-08-03,36
2010-08-04,37
2010-08-05,37
2010-08-06,38
2010-08-07,39
2010-08-08,39
2010-08-09,38
2010-08-10,38
2010-08-11,38
2010-08-12,38
2010-08-13,38
2010-08-14,38
2010-08-15,35
2010-08-16,33
2010-08-17,31
2010-08-18,29
2010-08-19,27
2010-08-20,25
2010-08-21,23
2010-08-22,23
2010-08-23,23
2010-08-24,23
2010-08-25,23
2010-08-26,23
2010-08-27,23
2010-08-28,23
2010-08-29,19
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,0
2010-09-09,0
2010-09-10,0
2010-09-11,0
2010-09-12,0
2010-09-13,0
2010-09-14,0
2010-09-15,0
2010-09-16,0
2010-09-17,0
2010-09-18,0
2010-09-19,0
2010-09-20,0
2010-09-21,0
2010-09-22,0
2010-09-23,0
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,0
2010-09-29,0
2010-09-30,0
2010-10-01,0
2010-10-02,0
2010-10-03,3
2010-10-04,6
2010-10-05,10
2010-10-06,13
2010-10-07,17
2010-10-08,20
2010-10-09,24
2010-10-10,24
2010-10-11,24
2010-10-12,24
2010-10-13,25
2010-10-14,25
2010-10-15,25
2010-10-16,26
2010-10-17,26
2010-10-18,26
2010-10-19,26
2010-10-20,27
2010-10-21,27
2010-10-22,27
2010-10-23,28
2010-10-24,28
2010-10-25,28
2010-10-26,28
2010-10-27,29
2010-10-28,29
2010-10-29,29
2010-10-30,30
2010-10-31,29
2010-11-01,28
2010-11-02,28
2010-11-03,27
2010-11-04,26
2010-11-05,25
2010-11-06,25
2010-11-07,25
2010-11-08,26
2010-11-09,26
2010-11-10,27
2010-11-11,27
2010-11-12,28
2010-11-13,29
2010-11-14,29
2010-11-15,30
2010-11-16,31
2010-11-17,31
2010-11-18,32
2010-11-19,32
2010-11-20,33
2010-11-21,31
2010-11-22,29
2010-11-23,28
2010-11-24,26
2010-11-25,25
2010-11-26,23
2010-11-27,22
2010-11-28,22
2010-12-05,21
2010-12-06,21
2010-12-07,21
2010-12-08,21
2010-12-09,21
2010-12-10,21
2010-12-11,21
2010-12-12,21
2010-12-13,21
2010-12-14,21
2010-12-15,22
2010-12-16,22
2010-12-17,22
2010-12-18,23
2010-12-19,23
2010-12-20,24
2010-12-21,24
2010-12-22,25
2010-12-23,25
2010-12-24,26
2010-12-25,27
2010-12-26,25
2010-12-27,26
2010-12-28,26
2010-12-29,27
2010-12-30,27
2010-12-31,28
2011-01-01,29
2011-01-02,29
2011-01-03,30
2011-01-04,30
2011-01-05,31
2011-01-06,31
2011-01-07,32
2011-01-08,33
2011-01-09,31
2011-01-10,30
2011-01-11,29
2011-01-12,28
2011-01-13,27
2011-01-14,26
2011-01-15,25
2011-01-16,25
2011-01-17,25
2011-01-18,25
2011-01-19,25
2011-01-20,25
2011-01-21,25
2011-01-22,25
2011-01-23,25
2011-01-24,25
2011-01-25,25
2011-01-26,25
2011-01-27,25
2011-01-28,25
2011-01-29,25
2011-01-30,24
2011-01-31,24
2011-02-01,23
2011-02-02,23
2011-02-03,22
2011-02-04,22
2011-02-05,22
2011-02-06,22
2011-02-07,22
2011-02-08,23
2011-02-09,23
2011-02-10,24
2011-02-11,24
2011-02-12,25
2011-02-13,24
2011-02-14,23
2011-02-15,23
2011-02-16,22
2011-02-17,22
2011-02-18,21
2011-02-19,21
2011-02-20,21
2011-02-21,22
2011-02-22,23
2011-02-23,23
2011-02-24,24
2011-02-25,25
2011-02-26,26
2011-02-27,28
