Date,TESARO
2013-01-13,35
2013-01-14,35
2013-01-15,35
2013-01-16,35
2013-01-17,35
2013-01-18,35
2013-01-19,35
2013-01-20,35
2013-01-21,35
2013-01-22,35
2013-01-23,35
2013-01-24,35
2013-01-25,35
2013-01-26,35
2013-01-27,35
2013-01-28,35
2013-01-29,35
2013-01-30,35
2013-01-31,35
2013-02-01,35
2013-02-02,35
2013-02-03,35
2013-02-04,35
2013-02-05,35
2013-02-06,35
2013-02-07,35
2013-02-08,35
2013-02-09,35
2013-02-10,35
2013-02-11,35
2013-02-12,35
2013-02-13,35
2013-02-14,35
2013-02-15,35
2013-02-16,35
2013-02-17,35
2013-02-18,35
2013-02-19,35
2013-02-20,35
2013-02-21,35
2013-02-22,35
2013-02-23,35
2013-02-24,35
2013-02-25,35
2013-02-26,35
2013-02-27,35
2013-02-28,35
2013-03-01,35
2013-03-02,35
2013-03-03,35
2013-03-04,35
2013-03-05,35
2013-03-06,35
2013-03-07,35
2013-03-08,35
2013-03-09,35
2013-03-10,35
2013-03-11,35
2013-03-12,35
2013-03-13,35
2013-03-14,35
2013-03-15,35
2013-03-16,35
2013-03-17,35
2013-03-18,35
2013-03-19,35
2013-03-20,35
2013-03-21,35
2013-03-22,35
2013-03-23,35
2013-03-24,35
2013-03-25,35
2013-03-26,35
2013-03-27,35
2013-03-28,35
2013-03-29,35
2013-03-30,35
2013-03-31,35
2013-04-01,35
2013-04-02,35
2013-04-03,35
2013-04-04,35
2013-04-05,35
2013-04-06,35
2013-04-07,35
2013-04-08,35
2013-04-09,35
2013-04-10,35
2013-04-11,36
2013-04-12,36
2013-04-13,36
2013-04-14,36
2013-04-15,36
2013-04-16,36
2013-04-17,36
2013-04-18,36
2013-04-19,36
2013-04-20,36
2013-04-21,37
2013-04-22,37
2013-04-23,37
2013-04-24,37
2013-04-25,37
2013-04-26,37
2013-04-27,37
2013-04-28,37
2013-04-29,37
2013-04-30,37
2013-05-01,38
2013-05-02,38
2013-05-03,38
2013-05-04,38
2013-05-05,38
2013-05-06,38
2013-05-07,38
2013-05-08,38
2013-05-09,38
2013-05-10,38
2013-05-11,38
2013-05-12,39
2013-05-13,39
2013-05-14,39
2013-05-15,39
2013-05-16,39
2013-05-17,39
2013-05-18,39
2013-05-19,39
2013-05-20,39
2013-05-21,39
2013-05-22,40
2013-05-23,40
2013-05-24,40
2013-05-25,40
2013-05-26,40
2013-05-27,40
2013-05-28,40
2013-05-29,40
2013-05-30,40
2013-05-31,40
2013-06-01,41
2013-06-02,41
2013-06-03,41
2013-06-04,41
2013-06-05,41
2013-06-06,41
2013-06-07,41
2013-06-08,41
2013-06-09,42
2013-06-10,42
2013-06-11,42
2013-06-12,42
2013-06-13,42
2013-06-14,42
2013-06-15,42
2013-06-16,43
2013-06-17,43
2013-06-18,43
2013-06-19,43
2013-06-20,43
2013-06-21,43
2013-06-22,43
2013-06-23,43
2013-06-24,44
2013-06-25,44
2013-06-26,44
2013-06-27,44
2013-06-28,44
2013-06-29,44
2013-06-30,44
2013-07-01,45
2013-07-02,44
2013-07-03,44
2013-07-04,44
2013-07-05,44
2013-07-06,44
2013-07-07,44
2013-07-08,44
2013-07-09,43
2013-07-10,43
2013-07-11,43
2013-07-12,43
2013-07-13,43
2013-07-14,43
2013-07-15,43
2013-07-16,43
2013-07-17,42
2013-07-18,42
2013-07-19,42
2013-07-20,42
2013-07-21,42
2013-07-22,42
2013-07-23,42
2013-07-24,42
2013-07-25,41
2013-07-26,41
2013-07-27,41
2013-07-28,41
2013-07-29,41
2013-07-30,41
2013-07-31,41
2013-08-01,41
2013-08-02,41
2013-08-03,41
2013-08-04,41
2013-08-05,41
2013-08-06,41
2013-08-07,42
2013-08-08,42
2013-08-09,42
2013-08-10,42
2013-08-11,42
2013-08-12,43
2013-08-13,43
2013-08-14,43
2013-08-15,43
2013-08-16,43
2013-08-17,44
2013-08-18,44
2013-08-19,44
2013-08-20,44
2013-08-21,44
2013-08-22,45
2013-08-23,45
2013-08-24,45
2013-08-25,45
2013-08-26,45
2013-08-27,46
2013-08-28,46
2013-08-29,46
2013-08-30,46
2013-08-31,46
