Date,Intelius
2008-01-28,45
2008-01-29,45
2008-01-30,45
2008-01-31,45
2008-02-01,46
2008-02-02,46
2008-02-03,46
2008-02-04,46
2008-02-05,46
2008-02-06,46
2008-02-07,46
2008-02-08,46
2008-02-09,47
2008-02-10,47
2008-02-11,47
2008-02-12,47
2008-02-13,47
2008-02-14,47
2008-02-15,47
2008-02-16,48
2008-02-17,48
2008-02-18,48
2008-02-19,48
2008-02-20,48
2008-02-21,48
2008-02-22,48
2008-02-23,49
2008-02-24,49
2008-02-25,49
2008-02-26,49
2008-02-27,49
2008-02-28,49
2008-02-29,49
2008-03-01,50
2008-03-02,50
2008-03-03,50
2008-03-04,50
2008-03-05,50
2008-03-06,50
2008-03-07,50
2008-03-08,50
2008-03-09,51
2008-03-10,51
2008-03-11,51
2008-03-12,51
2008-03-13,51
2008-03-14,51
2008-03-15,51
2008-03-16,51
2008-03-17,52
2008-03-18,52
2008-03-19,52
2008-03-20,52
2008-03-21,52
2008-03-22,52
2008-03-23,52
2008-03-24,52
2008-03-25,53
2008-03-26,53
2008-03-27,53
2008-03-28,53
2008-03-29,53
2008-03-30,53
2008-03-31,53
2008-04-01,54
2008-04-02,53
2008-04-03,53
2008-04-04,53
2008-04-05,53
2008-04-06,52
2008-04-07,52
2008-04-08,52
2008-04-09,52
2008-04-10,51
2008-04-11,51
2008-04-12,51
2008-04-13,51
2008-04-14,50
2008-04-15,50
2008-04-16,50
2008-04-17,50
2008-04-18,50
2008-04-19,49
2008-04-20,49
2008-04-21,49
2008-04-22,49
2008-04-23,48
2008-04-24,48
2008-04-25,48
2008-04-26,48
2008-04-27,47
2008-04-28,47
2008-04-29,47
2008-04-30,47
2008-05-01,47
2008-05-02,47
2008-05-03,47
2008-05-04,47
2008-05-05,47
2008-05-06,47
2008-05-07,47
2008-05-08,47
2008-05-09,47
2008-05-10,47
2008-05-11,47
2008-05-12,47
2008-05-13,47
2008-05-14,47
2008-05-15,47
2008-05-16,47
2008-05-17,47
2008-05-18,47
2008-05-19,47
2008-05-20,47
2008-05-21,47
2008-05-22,47
2008-05-23,47
2008-05-24,47
2008-05-25,47
2008-05-26,47
2008-05-27,47
2008-05-28,47
2008-05-29,47
2008-05-30,47
2008-05-31,47
2008-06-01,47
2008-06-02,46
2008-06-03,46
2008-06-04,45
2008-06-05,45
2008-06-06,45
2008-06-07,44
2008-06-08,44
2008-06-09,44
2008-06-10,43
2008-06-11,43
2008-06-12,42
2008-06-13,42
2008-06-14,42
2008-06-15,41
2008-06-16,41
2008-06-17,41
2008-06-18,40
2008-06-19,40
2008-06-20,40
2008-06-21,39
2008-06-22,39
2008-06-23,38
2008-06-24,38
2008-06-25,38
2008-06-26,37
2008-06-27,37
2008-06-28,37
2008-06-29,36
2008-06-30,36
2008-07-01,36
2008-07-02,36
2008-07-03,37
2008-07-04,37
2008-07-05,38
2008-07-06,39
2008-07-07,39
2008-07-08,40
2008-07-09,40
2008-07-10,41
2008-07-11,42
2008-07-12,42
2008-07-13,43
2008-07-14,43
2008-07-15,44
2008-07-16,45
2008-07-17,45
2008-07-18,46
2008-07-19,47
2008-07-20,47
2008-07-21,48
2008-07-22,48
2008-07-23,49
2008-07-24,50
2008-07-25,50
2008-07-26,51
2008-07-27,51
2008-07-28,52
2008-07-29,53
2008-07-30,53
2008-07-31,54
2008-08-01,55
2008-08-02,55
2008-08-03,56
2008-08-04,56
2008-08-05,57
2008-08-06,58
2008-08-07,58
2008-08-08,59
2008-08-09,60
2008-08-10,60
2008-08-11,61
2008-08-12,62
2008-08-13,62
2008-08-14,63
2008-08-15,64
2008-08-16,64
2008-08-17,65
2008-08-18,65
2008-08-19,66
2008-08-20,67
2008-08-21,67
2008-08-22,68
2008-08-23,69
2008-08-24,69
2008-08-25,70
2008-08-26,71
2008-08-27,71
2008-08-28,72
2008-08-29,73
2008-08-30,73
2008-08-31,74
2008-09-01,75
2008-09-02,74
2008-09-03,74
2008-09-04,73
2008-09-05,73
2008-09-06,72
2008-09-07,72
2008-09-08,71
2008-09-09,71
2008-09-10,71
2008-09-11,70
2008-09-12,70
2008-09-13,69
2008-09-14,69
2008-09-15,68
2008-09-16,68
2008-09-17,68
2008-09-18,67
2008-09-19,67
2008-09-20,66
2008-09-21,66
2008-09-22,65
2008-09-23,65
2008-09-24,65
2008-09-25,64
2008-09-26,64
2008-09-27,63
2008-09-28,63
2008-09-29,62
2008-09-30,62
2008-10-01,62
2008-10-02,63
2008-10-03,64
2008-10-04,65
2008-10-05,66
2008-10-06,67
2008-10-07,68
2008-10-08,69
2008-10-09,71
2008-10-10,72
2008-10-11,73
2008-10-12,74
2008-10-13,75
2008-10-14,76
2008-10-15,77
2008-10-16,78
2008-10-17,80
2008-10-18,81
2008-10-19,82
2008-10-20,83
2008-10-21,84
2008-10-22,85
2008-10-23,86
2008-10-24,87
2008-10-25,89
2008-10-26,90
2008-10-27,91
2008-10-28,92
2008-10-29,93
2008-10-30,94
2008-10-31,95
2008-11-01,97
2008-11-02,96
2008-11-03,96
2008-11-04,96
2008-11-05,96
2008-11-06,96
2008-11-07,95
2008-11-08,95
2008-11-09,95
2008-11-10,95
2008-11-11,95
2008-11-12,94
2008-11-13,94
2008-11-14,94
2008-11-15,94
2008-11-16,94
2008-11-17,93
2008-11-18,93
2008-11-19,93
2008-11-20,93
2008-11-21,93
2008-11-22,92
2008-11-23,92
2008-11-24,92
2008-11-25,92
2008-11-26,92
2008-11-27,91
2008-11-28,91
2008-11-29,91
2008-11-30,91
2008-12-01,91
2008-12-02,91
2008-12-03,91
2008-12-04,91
2008-12-05,91
2008-12-06,92
2008-12-07,92
2008-12-08,92
2008-12-09,92
2008-12-10,93
2008-12-11,93
2008-12-12,93
2008-12-13,93
2008-12-14,93
2008-12-15,94
2008-12-16,94
2008-12-17,94
2008-12-18,94
2008-12-19,95
2008-12-20,95
2008-12-21,95
2008-12-22,95
2008-12-23,95
2008-12-24,96
2008-12-25,96
2008-12-26,96
2008-12-27,96
2008-12-28,97
2008-12-29,97
2008-12-30,97
2008-12-31,97
2009-01-01,98
2009-01-02,98
2009-01-03,98
2009-01-04,98
2009-01-05,98
2009-01-06,98
2009-01-07,98
2009-01-08,98
2009-01-09,98
2009-01-10,98
2009-01-11,98
2009-01-12,98
2009-01-13,98
2009-01-14,98
2009-01-15,98
2009-01-16,98
2009-01-17,99
2009-01-18,99
2009-01-19,99
2009-01-20,99
2009-01-21,99
2009-01-22,99
2009-01-23,99
2009-01-24,99
2009-01-25,99
2009-01-26,99
2009-01-27,99
2009-01-28,99
2009-01-29,99
2009-01-30,99
2009-01-31,99
2009-02-01,100
2009-02-02,99
2009-02-03,98
2009-02-04,97
2009-02-05,96
2009-02-06,95
2009-02-07,94
2009-02-08,93
2009-02-09,92
2009-02-10,91
2009-02-11,90
2009-02-12,89
2009-02-13,88
2009-02-14,87
2009-02-15,86
2009-02-16,85
2009-02-17,84
2009-02-18,83
2009-02-19,82
2009-02-20,81
2009-02-21,80
2009-02-22,79
2009-02-23,78
2009-02-24,77
2009-02-25,76
2009-02-26,75
2009-02-27,74
2009-02-28,73
2009-03-01,73
2009-03-02,72
2009-03-03,72
2009-03-04,72
2009-03-05,72
2009-03-06,71
2009-03-07,71
2009-03-08,71
2009-03-09,71
2009-03-10,70
2009-03-11,70
2009-03-12,70
2009-03-13,70
2009-03-14,70
2009-03-15,69
2009-03-16,69
2009-03-17,69
2009-03-18,69
2009-03-19,68
2009-03-20,68
2009-03-21,68
2009-03-22,68
2009-03-23,68
2009-03-24,67
2009-03-25,67
2009-03-26,67
2009-03-27,67
2009-03-28,66
2009-03-29,66
2009-03-30,66
2009-03-31,66
2009-04-01,66
2009-04-02,66
2009-04-03,67
2009-04-04,67
2009-04-05,68
2009-04-06,69
2009-04-07,69
2009-04-08,70
2009-04-09,71
2009-04-10,71
2009-04-11,72
2009-04-12,72
2009-04-13,73
2009-04-14,74
2009-04-15,74
2009-04-16,75
2009-04-17,76
2009-04-18,76
2009-04-19,77
2009-04-20,78
2009-04-21,78
2009-04-22,79
2009-04-23,79
2009-04-24,80
2009-04-25,81
2009-04-26,81
2009-04-27,82
2009-04-28,83
2009-04-29,83
2009-04-30,84
2009-05-01,85
2009-05-02,83
2009-05-03,81
2009-05-04,79
2009-05-05,77
2009-05-06,75
2009-05-07,73
2009-05-08,71
2009-05-09,69
2009-05-10,67
2009-05-11,65
2009-05-12,64
2009-05-13,62
2009-05-14,60
2009-05-15,58
2009-05-16,56
2009-05-17,54
2009-05-18,52
2009-05-19,50
2009-05-20,48
2009-05-21,46
2009-05-22,45
2009-05-23,43
2009-05-24,41
2009-05-25,39
2009-05-26,37
2009-05-27,35
2009-05-28,33
2009-05-29,31
2009-05-30,29
2009-05-31,27
2009-06-01,26
