Date,Freescale Semiconductor
2011-01-17,84
2011-01-18,85
2011-01-19,86
2011-01-20,87
2011-01-21,88
2011-01-22,89
2011-01-23,90
2011-01-24,91
2011-01-25,92
2011-01-26,93
2011-01-27,94
2011-01-28,95
2011-01-29,96
2011-01-30,97
2011-01-31,98
2011-02-01,100
2011-02-02,98
2011-02-03,97
2011-02-04,96
2011-02-05,94
2011-02-06,93
2011-02-07,92
2011-02-08,90
2011-02-09,89
2011-02-10,88
2011-02-11,86
2011-02-12,85
2011-02-13,84
2011-02-14,82
2011-02-15,81
2011-02-16,80
2011-02-17,78
2011-02-18,77
2011-02-19,76
2011-02-20,74
2011-02-21,73
2011-02-22,72
2011-02-23,70
2011-02-24,69
2011-02-25,68
2011-02-26,66
2011-02-27,65
2011-02-28,64
2011-03-01,63
2011-03-02,63
2011-03-03,64
2011-03-04,65
2011-03-05,65
2011-03-06,66
2011-03-07,67
2011-03-08,68
2011-03-09,68
2011-03-10,69
2011-03-11,70
2011-03-12,71
2011-03-13,71
2011-03-14,72
2011-03-15,73
2011-03-16,74
2011-03-17,74
2011-03-18,75
2011-03-19,76
2011-03-20,77
2011-03-21,77
2011-03-22,78
2011-03-23,79
2011-03-24,80
2011-03-25,80
2011-03-26,81
2011-03-27,82
2011-03-28,83
2011-03-29,83
2011-03-30,84
2011-03-31,85
2011-04-01,86
2011-04-02,85
2011-04-03,85
2011-04-04,85
2011-04-05,85
2011-04-06,85
2011-04-07,85
2011-04-08,85
2011-04-09,85
2011-04-10,85
2011-04-11,85
2011-04-12,85
2011-04-13,85
2011-04-14,85
2011-04-15,85
2011-04-16,85
2011-04-17,85
2011-04-18,85
2011-04-19,85
2011-04-20,85
2011-04-21,85
2011-04-22,85
2011-04-23,85
2011-04-24,85
2011-04-25,85
2011-04-26,85
2011-04-27,85
2011-04-28,85
2011-04-29,85
2011-04-30,85
2011-05-01,85
2011-05-02,85
2011-05-03,85
2011-05-04,86
2011-05-05,86
2011-05-06,87
2011-05-07,87
2011-05-08,87
2011-05-09,88
2011-05-10,88
2011-05-11,89
2011-05-12,89
2011-05-13,90
2011-05-14,90
2011-05-15,90
2011-05-16,91
2011-05-17,91
2011-05-18,92
2011-05-19,92
2011-05-20,92
2011-05-21,93
2011-05-22,93
2011-05-23,94
2011-05-24,94
2011-05-25,95
2011-05-26,95
2011-05-27,95
2011-05-28,96
2011-05-29,96
2011-05-30,97
2011-05-31,97
2011-06-01,98
2011-06-02,97
2011-06-03,96
2011-06-04,95
2011-06-05,95
2011-06-06,94
2011-06-07,93
2011-06-08,92
2011-06-09,92
2011-06-10,91
2011-06-11,90
2011-06-12,89
2011-06-13,89
2011-06-14,88
2011-06-15,87
2011-06-16,87
2011-06-17,86
2011-06-18,85
2011-06-19,84
2011-06-20,84
2011-06-21,83
2011-06-22,82
2011-06-23,81
2011-06-24,81
2011-06-25,80
2011-06-26,79
2011-06-27,78
2011-06-28,78
2011-06-29,77
2011-06-30,76
2011-07-01,76
2011-07-02,75
2011-07-03,74
2011-07-04,74
2011-07-05,73
2011-07-06,73
2011-07-07,72
2011-07-08,72
2011-07-09,71
2011-07-10,71
2011-07-11,70
2011-07-12,70
2011-07-13,69
2011-07-14,69
2011-07-15,68
2011-07-16,68
2011-07-17,67
2011-07-18,67
2011-07-19,66
2011-07-20,66
2011-07-21,65
2011-07-22,65
2011-07-23,64
2011-07-24,64
2011-07-25,63
2011-07-26,63
2011-07-27,62
2011-07-28,62
2011-07-29,61
2011-07-30,61
2011-07-31,60
2011-08-01,60
2011-08-02,60
2011-08-03,60
2011-08-04,60
2011-08-05,60
2011-08-06,60
2011-08-07,60
2011-08-08,60
2011-08-09,60
2011-08-10,60
2011-08-11,60
2011-08-12,60
2011-08-13,60
2011-08-14,60
2011-08-15,60
2011-08-16,60
2011-08-17,60
2011-08-18,60
2011-08-19,60
2011-08-20,60
2011-08-21,60
2011-08-22,60
2011-08-23,60
2011-08-24,60
2011-08-25,60
2011-08-26,60
2011-08-27,60
2011-08-28,60
2011-08-29,60
2011-08-30,60
2011-08-31,60
2011-09-01,60
2011-09-02,59
2011-09-03,59
2011-09-04,58
2011-09-05,58
2011-09-06,57
2011-09-07,57
2011-09-08,56
2011-09-09,56
2011-09-10,56
2011-09-11,55
2011-09-12,55
2011-09-13,54
2011-09-14,54
2011-09-15,53
2011-09-16,53
2011-09-17,53
2011-09-18,52
2011-09-19,52
2011-09-20,51
2011-09-21,51
2011-09-22,50
2011-09-23,50
2011-09-24,50
2011-09-25,49
2011-09-26,49
2011-09-27,48
2011-09-28,48
2011-09-29,47
2011-09-30,47
2011-10-01,47
2011-10-02,47
2011-10-03,47
2011-10-04,47
2011-10-05,47
2011-10-06,47
2011-10-07,47
2011-10-08,47
2011-10-09,47
2011-10-10,47
2011-10-11,47
2011-10-12,47
2011-10-13,47
2011-10-14,47
2011-10-15,47
2011-10-16,47
2011-10-17,47
2011-10-18,47
2011-10-19,47
2011-10-20,47
2011-10-21,47
2011-10-22,47
2011-10-23,47
2011-10-24,47
2011-10-25,47
2011-10-26,47
2011-10-27,47
2011-10-28,47
2011-10-29,47
2011-10-30,47
2011-10-31,47
2011-11-01,47
2011-11-02,47
2011-11-03,47
2011-11-04,48
2011-11-05,48
2011-11-06,48
2011-11-07,49
2011-11-08,49
2011-11-09,49
2011-11-10,50
2011-11-11,50
2011-11-12,50
2011-11-13,51
2011-11-14,51
2011-11-15,51
2011-11-16,52
2011-11-17,52
2011-11-18,52
2011-11-19,53
2011-11-20,53
2011-11-21,53
2011-11-22,54
2011-11-23,54
2011-11-24,54
2011-11-25,55
2011-11-26,55
2011-11-27,55
2011-11-28,56
2011-11-29,56
2011-11-30,56
2011-12-01,57
2011-12-02,57
2011-12-03,57
2011-12-04,57
2011-12-05,58
2011-12-06,58
2011-12-07,58
2011-12-08,59
2011-12-09,59
2011-12-10,59
2011-12-11,59
2011-12-12,60
2011-12-13,60
2011-12-14,60
2011-12-15,61
2011-12-16,61
2011-12-17,61
2011-12-18,61
2011-12-19,62
2011-12-20,62
2011-12-21,62
2011-12-22,63
2011-12-23,63
2011-12-24,63
2011-12-25,63
2011-12-26,64
2011-12-27,64
2011-12-28,64
2011-12-29,65
2011-12-30,65
2011-12-31,65
2012-01-01,66
2012-01-02,66
2012-01-03,66
2012-01-04,66
2012-01-05,67
2012-01-06,67
2012-01-07,67
2012-01-08,68
2012-01-09,68
2012-01-10,68
2012-01-11,69
2012-01-12,69
2012-01-13,69
2012-01-14,70
2012-01-15,70
2012-01-16,70
2012-01-17,71
2012-01-18,71
2012-01-19,71
2012-01-20,72
2012-01-21,72
2012-01-22,72
2012-01-23,73
2012-01-24,73
2012-01-25,73
2012-01-26,74
2012-01-27,74
2012-01-28,74
2012-01-29,75
2012-01-30,75
2012-01-31,75
2012-02-01,76
2012-02-02,75
2012-02-03,74
2012-02-04,73
2012-02-05,72
2012-02-06,71
2012-02-07,70
2012-02-08,69
2012-02-09,68
2012-02-10,67
2012-02-11,66
2012-02-12,65
2012-02-13,64
2012-02-14,63
2012-02-15,62
2012-02-16,61
2012-02-17,60
2012-02-18,59
2012-02-19,58
2012-02-20,57
2012-02-21,56
2012-02-22,55
2012-02-23,54
2012-02-24,53
2012-02-25,52
2012-02-26,51
2012-02-27,50
2012-02-28,49
2012-02-29,48
2012-03-01,47
2012-03-02,47
2012-03-03,47
2012-03-04,47
2012-03-05,47
2012-03-06,48
2012-03-07,48
2012-03-08,48
2012-03-09,48
2012-03-10,49
2012-03-11,49
2012-03-12,49
2012-03-13,49
2012-03-14,49
2012-03-15,50
2012-03-16,50
2012-03-17,50
2012-03-18,50
2012-03-19,51
2012-03-20,51
2012-03-21,51
2012-03-22,51
2012-03-23,51
2012-03-24,52
2012-03-25,52
2012-03-26,52
2012-03-27,52
2012-03-28,53
2012-03-29,53
2012-03-30,53
2012-03-31,53
2012-04-01,54
2012-04-02,54
2012-04-03,54
2012-04-04,54
2012-04-05,54
2012-04-06,55
2012-04-07,55
2012-04-08,55
2012-04-09,55
2012-04-10,56
2012-04-11,56
2012-04-12,56
2012-04-13,56
2012-04-14,57
2012-04-15,57
2012-04-16,57
2012-04-17,57
2012-04-18,57
2012-04-19,58
2012-04-20,58
2012-04-21,58
2012-04-22,58
2012-04-23,59
2012-04-24,59
2012-04-25,59
2012-04-26,59
2012-04-27,60
2012-04-28,60
2012-04-29,60
2012-04-30,60
2012-05-01,61
2012-05-02,61
2012-05-03,61
2012-05-04,61
2012-05-05,61
2012-05-06,62
2012-05-07,62
2012-05-08,62
2012-05-09,62
2012-05-10,63
2012-05-11,63
2012-05-12,63
2012-05-13,63
2012-05-14,63
2012-05-15,64
2012-05-16,64
2012-05-17,64
2012-05-18,64
2012-05-19,65
2012-05-20,65
2012-05-21,65
2012-05-22,65
2012-05-23,65
2012-05-24,66
2012-05-25,66
2012-05-26,66
2012-05-27,66
2012-05-28,67
2012-05-29,67
2012-05-30,67
2012-05-31,67
2012-06-01,68
2012-06-02,67
2012-06-03,67
2012-06-04,67
2012-06-05,67
2012-06-06,67
2012-06-07,67
2012-06-08,67
2012-06-09,67
2012-06-10,67
2012-06-11,67
2012-06-12,67
2012-06-13,67
2012-06-14,67
2012-06-15,67
2012-06-16,67
2012-06-17,67
2012-06-18,67
2012-06-19,67
2012-06-20,67
2012-06-21,67
2012-06-22,67
2012-06-23,67
2012-06-24,67
2012-06-25,67
2012-06-26,67
2012-06-27,67
2012-06-28,67
2012-06-29,67
2012-06-30,67
2012-07-01,67
