Date,Cornerstone OnDemand
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,0
2010-07-19,0
2010-07-20,0
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-24,0
2010-07-25,0
2010-07-26,0
2010-07-27,0
2010-07-28,0
2010-07-29,0
2010-07-30,0
2010-07-31,0
2010-08-01,0
2010-08-02,1
2010-08-03,2
2010-08-04,3
2010-08-05,4
2010-08-06,5
2010-08-07,6
2010-08-08,8
2010-08-09,9
2010-08-10,10
2010-08-11,11
2010-08-12,12
2010-08-13,13
2010-08-14,15
2010-08-15,16
2010-08-16,17
2010-08-17,18
2010-08-18,19
2010-08-19,20
2010-08-20,22
2010-08-21,23
2010-08-22,24
2010-08-23,25
2010-08-24,26
2010-08-25,27
2010-08-26,29
2010-08-27,30
2010-08-28,31
2010-08-29,32
2010-08-30,33
2010-08-31,34
2010-09-01,36
2010-09-02,35
2010-09-03,35
2010-09-04,35
2010-09-05,35
2010-09-06,34
2010-09-07,34
2010-09-08,34
2010-09-09,34
2010-09-10,33
2010-09-11,33
2010-09-12,33
2010-09-13,33
2010-09-14,32
2010-09-15,32
2010-09-16,32
2010-09-17,32
2010-09-18,32
2010-09-19,31
2010-09-20,31
2010-09-21,31
2010-09-22,31
2010-09-23,30
2010-09-24,30
2010-09-25,30
2010-09-26,30
2010-09-27,29
2010-09-28,29
2010-09-29,29
2010-09-30,29
2010-10-01,29
2010-10-02,29
2010-10-03,29
2010-10-04,29
2010-10-05,29
2010-10-06,29
2010-10-07,29
2010-10-08,29
2010-10-09,29
2010-10-10,29
2010-10-11,29
2010-10-12,29
2010-10-13,29
2010-10-14,29
2010-10-15,29
2010-10-16,29
2010-10-17,29
2010-10-18,29
2010-10-19,29
2010-10-20,29
2010-10-21,29
2010-10-22,29
2010-10-23,29
2010-10-24,29
2010-10-25,29
2010-10-26,29
2010-10-27,29
2010-10-28,29
2010-10-29,29
2010-10-30,29
2010-10-31,29
2010-11-01,29
2010-11-02,29
2010-11-03,29
2010-11-04,29
2010-11-05,29
2010-11-06,29
2010-11-07,29
2010-11-08,29
2010-11-09,29
2010-11-10,29
2010-11-11,29
2010-11-12,29
2010-11-13,29
2010-11-14,29
2010-11-15,29
2010-11-16,30
2010-11-17,30
2010-11-18,30
2010-11-19,30
2010-11-20,30
2010-11-21,30
2010-11-22,30
2010-11-23,30
2010-11-24,30
2010-11-25,30
2010-11-26,30
2010-11-27,30
2010-11-28,30
2010-11-29,30
2010-11-30,30
2010-12-01,31
2010-12-02,31
2010-12-03,31
2010-12-04,31
2010-12-05,31
2010-12-06,31
2010-12-07,31
2010-12-08,31
2010-12-09,31
2010-12-10,31
2010-12-11,31
2010-12-12,31
2010-12-13,31
2010-12-14,31
2010-12-15,31
2010-12-16,31
2010-12-17,32
2010-12-18,32
2010-12-19,32
2010-12-20,32
2010-12-21,32
2010-12-22,32
2010-12-23,32
2010-12-24,32
2010-12-25,32
2010-12-26,32
2010-12-27,32
2010-12-28,32
2010-12-29,32
2010-12-30,32
2010-12-31,32
2011-01-01,33
2011-01-02,33
2011-01-03,33
2011-01-04,33
2011-01-05,33
2011-01-06,33
2011-01-07,33
2011-01-08,33
2011-01-09,33
2011-01-10,33
2011-01-11,33
2011-01-12,33
2011-01-13,33
2011-01-14,33
2011-01-15,33
2011-01-16,33
2011-01-17,34
2011-01-18,34
2011-01-19,34
2011-01-20,34
2011-01-21,34
2011-01-22,34
2011-01-23,34
2011-01-24,34
2011-01-25,34
2011-01-26,34
2011-01-27,34
2011-01-28,34
2011-01-29,34
2011-01-30,34
2011-01-31,34
2011-02-01,35
2011-02-02,37
2011-02-03,39
2011-02-04,41
2011-02-05,44
2011-02-06,46
2011-02-07,48
2011-02-08,51
2011-02-09,53
2011-02-10,55
2011-02-11,58
2011-02-12,60
2011-02-13,62
2011-02-14,65
2011-02-15,67
2011-02-16,69
2011-02-17,72
2011-02-18,74
2011-02-19,76
2011-02-20,79
2011-02-21,81
2011-02-22,83
2011-02-23,86
2011-02-24,88
2011-02-25,90
2011-02-26,93
2011-02-27,95
2011-02-28,97
2011-03-01,100
2011-03-02,97
2011-03-03,95
2011-03-04,93
2011-03-05,91
2011-03-06,89
2011-03-07,86
2011-03-08,84
2011-03-09,82
2011-03-10,80
2011-03-11,78
2011-03-12,75
2011-03-13,73
2011-03-14,71
2011-03-15,69
2011-03-16,67
2011-03-17,64
2011-03-18,62
2011-03-19,60
2011-03-20,58
2011-03-21,56
2011-03-22,53
2011-03-23,51
2011-03-24,49
2011-03-25,47
2011-03-26,45
2011-03-27,42
2011-03-28,40
2011-03-29,38
2011-03-30,36
2011-03-31,34
2011-04-01,32
2011-04-02,32
2011-04-03,32
2011-04-04,32
2011-04-05,32
2011-04-06,32
2011-04-07,32
2011-04-08,32
2011-04-09,33
2011-04-10,33
2011-04-11,33
2011-04-12,33
2011-04-13,33
2011-04-14,33
2011-04-15,33
2011-04-16,34
2011-04-17,34
2011-04-18,34
2011-04-19,34
2011-04-20,34
2011-04-21,34
2011-04-22,34
2011-04-23,34
2011-04-24,35
2011-04-25,35
2011-04-26,35
2011-04-27,35
2011-04-28,35
2011-04-29,35
2011-04-30,35
2011-05-01,36
2011-05-02,36
2011-05-03,36
2011-05-04,37
2011-05-05,37
2011-05-06,37
2011-05-07,38
2011-05-08,38
2011-05-09,38
2011-05-10,39
2011-05-11,39
2011-05-12,39
2011-05-13,40
2011-05-14,40
2011-05-15,40
2011-05-16,41
2011-05-17,41
2011-05-18,42
2011-05-19,42
2011-05-20,42
2011-05-21,43
2011-05-22,43
2011-05-23,43
2011-05-24,44
2011-05-25,44
2011-05-26,44
2011-05-27,45
2011-05-28,45
2011-05-29,45
2011-05-30,46
2011-05-31,46
2011-06-01,47
2011-06-02,47
2011-06-03,47
2011-06-04,47
2011-06-05,47
2011-06-06,47
2011-06-07,47
2011-06-08,47
2011-06-09,47
2011-06-10,47
2011-06-11,47
2011-06-12,47
2011-06-13,47
2011-06-14,47
2011-06-15,47
2011-06-16,47
2011-06-17,47
2011-06-18,47
2011-06-19,47
2011-06-20,47
2011-06-21,47
2011-06-22,47
2011-06-23,47
2011-06-24,47
2011-06-25,47
2011-06-26,47
2011-06-27,47
2011-06-28,47
2011-06-29,47
2011-06-30,47
2011-07-01,47
2011-07-02,46
2011-07-03,46
2011-07-04,46
2011-07-05,46
2011-07-06,46
2011-07-07,46
2011-07-08,46
2011-07-09,46
2011-07-10,46
2011-07-11,46
2011-07-12,45
2011-07-13,45
2011-07-14,45
2011-07-15,45
2011-07-16,45
2011-07-17,45
2011-07-18,45
2011-07-19,45
2011-07-20,45
2011-07-21,45
2011-07-22,44
2011-07-23,44
2011-07-24,44
2011-07-25,44
2011-07-26,44
2011-07-27,44
2011-07-28,44
2011-07-29,44
2011-07-30,44
2011-07-31,44
2011-08-01,44
2011-08-02,43
2011-08-03,43
2011-08-04,42
2011-08-05,42
2011-08-06,41
2011-08-07,41
2011-08-08,41
2011-08-09,40
2011-08-10,40
2011-08-11,39
2011-08-12,39
2011-08-13,38
2011-08-14,38
2011-08-15,38
2011-08-16,37
2011-08-17,37
2011-08-18,36
2011-08-19,36
2011-08-20,36
2011-08-21,35
2011-08-22,35
2011-08-23,34
2011-08-24,34
2011-08-25,33
2011-08-26,33
2011-08-27,33
2011-08-28,32
2011-08-29,32
2011-08-30,31
2011-08-31,31
2011-09-01,31
2011-09-02,30
2011-09-03,30
2011-09-04,30
2011-09-05,30
2011-09-06,29
2011-09-07,29
2011-09-08,29
2011-09-09,29
2011-09-10,28
2011-09-11,28
2011-09-12,28
2011-09-13,28
2011-09-14,27
2011-09-15,27
2011-09-16,27
2011-09-17,27
2011-09-18,27
2011-09-19,26
2011-09-20,26
2011-09-21,26
2011-09-22,26
2011-09-23,25
2011-09-24,25
2011-09-25,25
2011-09-26,25
2011-09-27,24
2011-09-28,24
2011-09-29,24
2011-09-30,24
2011-10-01,24
2011-10-02,24
2011-10-03,24
2011-10-04,24
2011-10-05,24
2011-10-06,24
2011-10-07,25
2011-10-08,25
2011-10-09,25
2011-10-10,25
2011-10-11,25
2011-10-12,26
2011-10-13,26
2011-10-14,26
2011-10-15,26
2011-10-16,26
2011-10-17,27
2011-10-18,27
2011-10-19,27
2011-10-20,27
2011-10-21,27
2011-10-22,28
2011-10-23,28
2011-10-24,28
2011-10-25,28
2011-10-26,28
2011-10-27,29
2011-10-28,29
2011-10-29,29
2011-10-30,29
2011-10-31,29
2011-11-01,30
2011-11-02,29
2011-11-03,29
2011-11-04,29
2011-11-05,29
2011-11-06,29
2011-11-07,29
2011-11-08,29
2011-11-09,29
2011-11-10,29
2011-11-11,29
2011-11-12,29
2011-11-13,29
2011-11-14,29
2011-11-15,29
2011-11-16,29
2011-11-17,29
2011-11-18,29
2011-11-19,29
2011-11-20,29
2011-11-21,29
2011-11-22,29
2011-11-23,29
2011-11-24,29
2011-11-25,29
2011-11-26,29
2011-11-27,29
2011-11-28,29
2011-11-29,29
2011-11-30,29
2011-12-01,29
2011-12-02,29
2011-12-03,29
2011-12-04,29
2011-12-05,29
2011-12-06,29
2011-12-07,29
2011-12-08,29
2011-12-09,29
2011-12-10,29
2011-12-11,29
2011-12-12,30
2011-12-13,30
2011-12-14,30
2011-12-15,30
2011-12-16,30
2011-12-17,30
2011-12-18,30
2011-12-19,30
2011-12-20,30
2011-12-21,30
2011-12-22,31
2011-12-23,31
2011-12-24,31
2011-12-25,31
2011-12-26,31
2011-12-27,31
2011-12-28,31
2011-12-29,31
2011-12-30,31
2011-12-31,31
2012-01-01,32
2012-01-02,31
2012-01-03,31
2012-01-04,31
2012-01-05,31
2012-01-06,31
2012-01-07,31
2012-01-08,31
2012-01-09,30
2012-01-10,30
2012-01-11,30
2012-01-12,30
2012-01-13,30
2012-01-14,30
2012-01-15,30
2012-01-16,30
2012-01-17,29
2012-01-18,29
2012-01-19,29
2012-01-20,29
2012-01-21,29
2012-01-22,29
2012-01-23,29
2012-01-24,29
2012-01-25,28
2012-01-26,28
2012-01-27,28
2012-01-28,28
2012-01-29,28
2012-01-30,28
2012-01-31,28
2012-02-01,28
