Date,Golfsmith
2006-06-03,6
2006-06-04,10
2006-06-05,13
2006-06-06,16
2006-06-07,20
2006-06-08,23
2006-06-09,26
2006-06-10,30
2006-06-11,33
2006-06-12,36
2006-06-13,40
2006-06-14,43
2006-06-15,46
2006-06-16,50
2006-06-17,53
2006-06-18,56
2006-06-19,60
2006-06-20,63
2006-06-21,66
2006-06-22,70
2006-06-23,73
2006-06-24,76
2006-06-25,80
2006-06-26,83
2006-06-27,86
2006-06-28,90
2006-06-29,93
2006-06-30,96
2006-07-01,100
2006-07-02,99
2006-07-03,99
2006-07-04,99
2006-07-05,99
2006-07-06,98
2006-07-07,98
2006-07-08,98
2006-07-09,98
2006-07-10,97
2006-07-11,97
2006-07-12,97
2006-07-13,97
2006-07-14,97
2006-07-15,96
2006-07-16,96
2006-07-17,96
2006-07-18,96
2006-07-19,95
2006-07-20,95
2006-07-21,95
2006-07-22,95
2006-07-23,95
2006-07-24,94
2006-07-25,94
2006-07-26,94
2006-07-27,94
2006-07-28,93
2006-07-29,93
2006-07-30,93
2006-07-31,93
2006-08-01,93
2006-08-02,90
2006-08-03,87
2006-08-04,84
2006-08-05,81
2006-08-06,78
2006-08-07,75
2006-08-08,72
2006-08-09,69
2006-08-10,66
2006-08-11,63
2006-08-12,60
2006-08-13,57
2006-08-14,54
2006-08-15,51
2006-08-16,48
2006-08-17,45
2006-08-18,42
2006-08-19,39
2006-08-20,36
2006-08-21,33
2006-08-22,30
2006-08-23,27
2006-08-24,24
2006-08-25,21
2006-08-26,18
2006-08-27,15
2006-08-28,12
2006-08-29,9
2006-08-30,6
2006-08-31,3
2006-09-01,0
2006-09-02,0
2006-09-03,0
2006-09-04,0
2006-09-05,0
2006-09-06,0
2006-09-07,0
2006-09-08,0
2006-09-09,0
2006-09-10,0
2006-09-11,0
2006-09-12,0
2006-09-13,0
2006-09-14,0
2006-09-15,0
2006-09-16,0
2006-09-17,0
2006-09-18,0
2006-09-19,0
2006-09-20,0
2006-09-21,0
2006-09-22,0
2006-09-23,0
2006-09-24,0
2006-09-25,0
2006-09-26,0
2006-09-27,0
2006-09-28,0
2006-09-29,0
2006-09-30,0
2006-10-01,0
2006-10-02,0
2006-10-03,0
2006-10-04,0
2006-10-05,0
2006-10-06,0
2006-10-07,0
2006-10-08,0
2006-10-09,0
2006-10-10,0
2006-10-11,0
2006-10-12,0
2006-10-13,0
2006-10-14,0
2006-10-15,0
2006-10-16,0
2006-10-17,0
2006-10-18,0
2006-10-19,0
2006-10-20,0
2006-10-21,0
2006-10-22,0
2006-10-23,0
2006-10-24,0
2006-10-25,0
2006-10-26,0
2006-10-27,0
2006-10-28,0
2006-10-29,0
2006-10-30,0
2006-10-31,0
2006-11-01,0
2006-11-02,0
2006-11-03,0
2006-11-04,0
2006-11-05,0
2006-11-06,0
2006-11-07,0
2006-11-08,0
2006-11-09,0
2006-11-10,0
2006-11-11,0
2006-11-12,0
2006-11-13,0
2006-11-14,0
2006-11-15,0
2006-11-16,0
2006-11-17,0
2006-11-18,0
2006-11-19,0
2006-11-20,0
2006-11-21,0
2006-11-22,0
2006-11-23,0
2006-11-24,0
2006-11-25,0
2006-11-26,0
2006-11-27,0
2006-11-28,0
2006-11-29,0
2006-11-30,0
2006-12-01,0
2006-12-02,0
2006-12-03,0
2006-12-04,0
2006-12-05,0
2006-12-06,0
2006-12-07,0
2006-12-08,0
2006-12-09,0
2006-12-10,0
2006-12-11,0
2006-12-12,0
2006-12-13,0
2006-12-14,0
2006-12-15,0
2006-12-16,0
2006-12-17,0
2006-12-18,0
2006-12-19,0
2006-12-20,0
2006-12-21,0
2006-12-22,0
2006-12-23,0
2006-12-24,0
2006-12-25,0
2006-12-26,0
2006-12-27,0
2006-12-28,0
2006-12-29,0
2006-12-30,0
2006-12-31,0
2007-01-01,0
2007-01-02,0
2007-01-03,0
2007-01-04,0
2007-01-05,0
2007-01-06,0
2007-01-07,0
2007-01-08,0
2007-01-09,0
2007-01-10,0
2007-01-11,0
2007-01-12,0
2007-01-13,0
2007-01-14,0
2007-01-15,0
2007-01-16,0
2007-01-17,0
2007-01-18,0
2007-01-19,0
2007-01-20,0
2007-01-21,0
2007-01-22,0
2007-01-23,0
2007-01-24,0
2007-01-25,0
2007-01-26,0
2007-01-27,0
2007-01-28,0
2007-01-29,0
2007-01-30,0
2007-01-31,0
2007-02-01,0
2007-02-02,2
2007-02-03,5
2007-02-04,8
2007-02-05,11
2007-02-06,13
2007-02-07,16
2007-02-08,19
2007-02-09,22
2007-02-10,25
2007-02-11,27
2007-02-12,30
2007-02-13,33
2007-02-14,36
2007-02-15,39
2007-02-16,41
2007-02-17,44
2007-02-18,47
2007-02-19,50
2007-02-20,52
2007-02-21,55
2007-02-22,58
2007-02-23,61
2007-02-24,64
2007-02-25,66
2007-02-26,69
2007-02-27,72
2007-02-28,75
2007-03-01,78
2007-03-02,78
2007-03-03,78
2007-03-04,78
2007-03-05,79
2007-03-06,79
2007-03-07,79
2007-03-08,80
2007-03-09,80
2007-03-10,80
2007-03-11,80
2007-03-12,81
2007-03-13,81
2007-03-14,81
2007-03-15,82
2007-03-16,82
2007-03-17,82
2007-03-18,82
2007-03-19,83
2007-03-20,83
2007-03-21,83
2007-03-22,84
2007-03-23,84
2007-03-24,84
2007-03-25,84
2007-03-26,85
2007-03-27,85
2007-03-28,85
2007-03-29,86
2007-03-30,86
2007-03-31,86
2007-04-01,87
2007-04-02,86
2007-04-03,85
2007-04-04,85
2007-04-05,84
2007-04-06,84
2007-04-07,83
2007-04-08,82
2007-04-09,82
2007-04-10,81
2007-04-11,81
2007-04-12,80
2007-04-13,79
2007-04-14,79
2007-04-15,78
2007-04-16,78
2007-04-17,77
2007-04-18,76
2007-04-19,76
2007-04-20,75
2007-04-21,75
2007-04-22,74
2007-04-23,73
2007-04-24,73
2007-04-25,72
2007-04-26,72
2007-04-27,71
2007-04-28,70
2007-04-29,70
2007-04-30,69
2007-05-01,69
2007-05-02,69
2007-05-03,69
2007-05-04,69
2007-05-05,69
2007-05-06,69
2007-05-07,69
2007-05-08,69
2007-05-09,70
2007-05-10,70
2007-05-11,70
2007-05-12,70
2007-05-13,70
2007-05-14,70
2007-05-15,70
2007-05-16,70
2007-05-17,71
2007-05-18,71
2007-05-19,71
2007-05-20,71
2007-05-21,71
2007-05-22,71
2007-05-23,71
2007-05-24,71
2007-05-25,72
2007-05-26,72
2007-05-27,72
2007-05-28,72
2007-05-29,72
2007-05-30,72
2007-05-31,72
2007-06-01,73
2007-06-02,72
2007-06-03,72
2007-06-04,72
2007-06-05,72
2007-06-06,72
2007-06-07,72
2007-06-08,72
2007-06-09,72
2007-06-10,72
2007-06-11,72
2007-06-12,71
2007-06-13,71
2007-06-14,71
2007-06-15,71
2007-06-16,71
2007-06-17,71
2007-06-18,71
2007-06-19,71
2007-06-20,71
2007-06-21,71
2007-06-22,70
2007-06-23,70
2007-06-24,70
2007-06-25,70
2007-06-26,70
2007-06-27,70
2007-06-28,70
2007-06-29,70
2007-06-30,70
2007-07-01,70
2007-07-02,70
2007-07-03,70
2007-07-04,70
2007-07-05,71
2007-07-06,71
2007-07-07,71
2007-07-08,71
2007-07-09,72
2007-07-10,72
2007-07-11,72
2007-07-12,72
2007-07-13,73
2007-07-14,73
2007-07-15,73
2007-07-16,73
2007-07-17,74
2007-07-18,74
2007-07-19,74
2007-07-20,74
2007-07-21,75
2007-07-22,75
2007-07-23,75
2007-07-24,75
2007-07-25,76
2007-07-26,76
2007-07-27,76
2007-07-28,76
2007-07-29,77
2007-07-30,77
2007-07-31,77
2007-08-01,78
