Date,OncoMed
2012-04-16,44
2012-04-17,44
2012-04-18,44
2012-04-19,43
2012-04-20,43
2012-04-21,43
2012-04-22,43
2012-04-23,42
2012-04-24,42
2012-04-25,42
2012-04-26,42
2012-04-27,41
2012-04-28,41
2012-04-29,41
2012-04-30,41
2012-05-01,41
2012-05-02,41
2012-05-03,41
2012-05-04,41
2012-05-05,41
2012-05-06,41
2012-05-07,41
2012-05-08,41
2012-05-09,41
2012-05-10,41
2012-05-11,41
2012-05-12,41
2012-05-13,41
2012-05-14,41
2012-05-15,41
2012-05-16,41
2012-05-17,41
2012-05-18,41
2012-05-19,41
2012-05-20,41
2012-05-21,41
2012-05-22,41
2012-05-23,41
2012-05-24,41
2012-05-25,41
2012-05-26,41
2012-05-27,41
2012-05-28,41
2012-05-29,41
2012-05-30,41
2012-05-31,41
2012-06-01,41
2012-06-02,41
2012-06-03,41
2012-06-04,41
2012-06-05,41
2012-06-06,41
2012-06-07,41
2012-06-08,41
2012-06-09,41
2012-06-10,41
2012-06-11,41
2012-06-12,41
2012-06-13,41
2012-06-14,41
2012-06-15,41
2012-06-16,41
2012-06-17,41
2012-06-18,41
2012-06-19,41
2012-06-20,41
2012-06-21,41
2012-06-22,41
2012-06-23,41
2012-06-24,41
2012-06-25,41
2012-06-26,41
2012-06-27,41
2012-06-28,41
2012-06-29,41
2012-06-30,41
2012-07-01,41
2012-07-02,39
2012-07-03,38
2012-07-04,37
2012-07-05,35
2012-07-06,34
2012-07-07,33
2012-07-08,31
2012-07-09,30
2012-07-10,29
2012-07-11,27
2012-07-12,26
2012-07-13,25
2012-07-14,23
2012-07-15,22
2012-07-16,21
2012-07-17,19
2012-07-18,18
2012-07-19,17
2012-07-20,15
2012-07-21,14
2012-07-22,13
2012-07-23,11
2012-07-24,10
2012-07-25,9
2012-07-26,7
2012-07-27,6
2012-07-28,5
2012-07-29,3
2012-07-30,2
2012-07-31,1
2012-08-01,0
2012-08-02,0
2012-08-03,0
2012-08-04,0
2012-08-05,0
2012-08-06,0
2012-08-07,0
2012-08-08,0
2012-08-09,0
2012-08-10,0
2012-08-11,0
2012-08-12,0
2012-08-13,0
2012-08-14,0
2012-08-15,0
2012-08-16,0
2012-08-17,0
2012-08-18,0
2012-08-19,0
2012-08-20,0
2012-08-21,0
2012-08-22,0
2012-08-23,0
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,0
2012-08-29,0
2012-08-30,0
2012-08-31,0
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,0
2012-09-05,0
2012-09-06,0
2012-09-07,0
2012-09-08,0
2012-09-09,0
2012-09-10,0
2012-09-11,0
2012-09-12,0
2012-09-13,0
2012-09-14,0
2012-09-15,0
2012-09-16,0
2012-09-17,0
2012-09-18,0
2012-09-19,0
2012-09-20,0
2012-09-21,0
2012-09-22,0
2012-09-23,0
2012-09-24,0
2012-09-25,0
2012-09-26,0
2012-09-27,0
2012-09-28,0
2012-09-29,0
2012-09-30,0
2012-10-01,0
2012-10-02,0
2012-10-03,0
2012-10-04,0
2012-10-05,0
2012-10-06,0
2012-10-07,0
2012-10-08,0
2012-10-09,0
2012-10-10,0
2012-10-11,0
2012-10-12,0
2012-10-13,0
2012-10-14,0
2012-10-15,0
2012-10-16,0
2012-10-17,0
2012-10-18,0
2012-10-19,0
2012-10-20,0
2012-10-21,0
2012-10-22,0
2012-10-23,0
2012-10-24,0
2012-10-25,0
2012-10-26,0
2012-10-27,0
2012-10-28,0
2012-10-29,0
2012-10-30,0
2012-10-31,0
2012-11-01,0
2012-11-02,0
2012-11-03,0
2012-11-04,0
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,0
2012-11-09,0
2012-11-10,0
2012-11-11,0
2012-11-12,0
2012-11-13,0
2012-11-14,0
2012-11-15,0
2012-11-16,0
2012-11-17,0
2012-11-18,0
2012-11-19,0
2012-11-20,0
2012-11-21,0
2012-11-22,0
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,0
2012-11-30,0
2012-12-01,0
2012-12-02,1
2012-12-03,2
2012-12-04,3
2012-12-05,5
2012-12-06,6
2012-12-07,7
2012-12-08,9
2012-12-09,10
2012-12-10,11
2012-12-11,13
2012-12-12,14
2012-12-13,15
2012-12-14,17
2012-12-15,18
2012-12-16,19
2012-12-17,21
2012-12-18,22
2012-12-19,23
2012-12-20,25
2012-12-21,26
2012-12-22,27
2012-12-23,29
2012-12-24,30
2012-12-25,31
2012-12-26,33
2012-12-27,34
2012-12-28,35
2012-12-29,37
2012-12-30,38
2012-12-31,39
2013-01-01,41
2013-01-02,41
2013-01-03,41
2013-01-04,41
2013-01-05,41
2013-01-06,41
2013-01-07,41
2013-01-08,41
2013-01-09,41
2013-01-10,41
2013-01-11,41
2013-01-12,41
2013-01-13,41
2013-01-14,41
2013-01-15,41
2013-01-16,41
2013-01-17,41
2013-01-18,41
2013-01-19,41
2013-01-20,41
2013-01-21,41
2013-01-22,41
2013-01-23,41
2013-01-24,41
2013-01-25,41
2013-01-26,41
2013-01-27,41
2013-01-28,41
2013-01-29,41
2013-01-30,41
2013-01-31,41
2013-02-01,42
2013-02-02,42
2013-02-03,42
2013-02-04,42
2013-02-05,42
2013-02-06,42
2013-02-07,42
2013-02-08,42
2013-02-09,42
2013-02-10,42
2013-02-11,42
2013-02-12,42
2013-02-13,42
2013-02-14,42
2013-02-15,42
2013-02-16,42
2013-02-17,42
2013-02-18,42
2013-02-19,42
2013-02-20,42
2013-02-21,42
2013-02-22,42
2013-02-23,42
2013-02-24,42
2013-02-25,42
2013-02-26,42
2013-02-27,42
2013-02-28,42
2013-03-01,43
2013-03-02,43
2013-03-03,43
2013-03-04,43
2013-03-05,43
2013-03-06,43
2013-03-07,43
2013-03-08,43
2013-03-09,43
2013-03-10,43
2013-03-11,43
2013-03-12,43
2013-03-13,43
2013-03-14,43
2013-03-15,43
2013-03-16,43
2013-03-17,43
2013-03-18,43
2013-03-19,43
2013-03-20,43
2013-03-21,43
2013-03-22,43
2013-03-23,43
2013-03-24,43
2013-03-25,43
2013-03-26,43
2013-03-27,43
2013-03-28,43
2013-03-29,43
2013-03-30,43
2013-03-31,43
2013-04-01,44
2013-04-02,43
2013-04-03,43
2013-04-04,43
2013-04-05,43
2013-04-06,43
2013-04-07,42
2013-04-08,42
2013-04-09,42
2013-04-10,42
2013-04-11,42
2013-04-12,41
2013-04-13,41
2013-04-14,41
2013-04-15,41
2013-04-16,41
2013-04-17,40
2013-04-18,40
2013-04-19,40
2013-04-20,40
2013-04-21,40
2013-04-22,39
2013-04-23,39
2013-04-24,39
2013-04-25,39
2013-04-26,39
2013-04-27,38
2013-04-28,38
2013-04-29,38
2013-04-30,38
2013-05-01,38
2013-05-02,38
2013-05-03,38
2013-05-04,38
2013-05-05,38
2013-05-06,38
2013-05-07,38
2013-05-08,38
2013-05-09,38
2013-05-10,38
2013-05-11,38
2013-05-12,38
2013-05-13,38
2013-05-14,38
2013-05-15,38
2013-05-16,38
2013-05-17,38
2013-05-18,38
2013-05-19,38
2013-05-20,38
2013-05-21,38
2013-05-22,38
2013-05-23,38
2013-05-24,38
2013-05-25,38
2013-05-26,38
2013-05-27,38
2013-05-28,38
2013-05-29,38
2013-05-30,38
2013-05-31,38
2013-06-01,38
2013-06-02,40
2013-06-03,42
2013-06-04,44
2013-06-05,46
2013-06-06,48
2013-06-07,50
2013-06-08,52
2013-06-09,54
2013-06-10,56
2013-06-11,58
2013-06-12,60
2013-06-13,62
2013-06-14,64
2013-06-15,66
2013-06-16,69
2013-06-17,71
2013-06-18,73
2013-06-19,75
2013-06-20,77
2013-06-21,79
2013-06-22,81
2013-06-23,83
2013-06-24,85
2013-06-25,87
2013-06-26,89
2013-06-27,91
2013-06-28,93
2013-06-29,95
2013-06-30,97
2013-07-01,100
2013-07-02,98
2013-07-03,96
2013-07-04,94
2013-07-05,92
2013-07-06,90
2013-07-07,88
2013-07-08,87
2013-07-09,85
2013-07-10,83
2013-07-11,81
2013-07-12,79
2013-07-13,77
2013-07-14,76
2013-07-15,74
2013-07-16,72
2013-07-17,70
2013-07-18,68
2013-07-19,66
2013-07-20,65
2013-07-21,63
2013-07-22,61
2013-07-23,59
2013-07-24,57
2013-07-25,55
2013-07-26,54
2013-07-27,52
2013-07-28,50
2013-07-29,48
2013-07-30,46
2013-07-31,44
2013-08-01,43
2013-08-02,43
2013-08-03,43
2013-08-04,43
2013-08-05,43
2013-08-06,43
2013-08-07,43
2013-08-08,43
2013-08-09,43
2013-08-10,43
2013-08-11,43
2013-08-12,43
2013-08-13,43
2013-08-14,43
2013-08-15,43
2013-08-16,43
2013-08-17,43
2013-08-18,43
2013-08-19,43
2013-08-20,43
2013-08-21,43
2013-08-22,43
2013-08-23,43
2013-08-24,43
2013-08-25,43
2013-08-26,43
2013-08-27,43
2013-08-28,43
2013-08-29,43
2013-08-30,43
2013-08-31,43
2013-09-01,43
2013-09-02,43
2013-09-03,43
2013-09-04,43
2013-09-05,43
2013-09-06,43
2013-09-07,43
2013-09-08,43
2013-09-09,43
2013-09-10,43
2013-09-11,43
2013-09-12,43
2013-09-13,43
2013-09-14,43
2013-09-15,43
2013-09-16,43
2013-09-17,43
2013-09-18,43
2013-09-19,43
2013-09-20,43
2013-09-21,43
2013-09-22,43
2013-09-23,43
2013-09-24,43
2013-09-25,43
2013-09-26,43
2013-09-27,43
2013-09-28,43
2013-09-29,43
2013-09-30,43
2013-10-01,43
