Date,hhgregg
2007-10-02,0
2007-10-03,0
2007-10-04,0
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,0
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,0
2007-10-14,0
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,0
2007-10-19,0
2007-10-20,0
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,0
2007-10-25,0
2007-10-26,0
2007-10-27,0
2007-10-28,0
2007-10-29,0
2007-10-30,0
2007-10-31,0
2007-11-01,0
2007-11-02,0
2007-11-03,0
2007-11-04,0
2007-11-05,0
2007-11-06,0
2007-11-07,0
2007-11-08,0
2007-11-09,0
2007-11-10,0
2007-11-11,0
2007-11-12,0
2007-11-13,0
2007-11-14,0
2007-11-15,0
2007-11-16,0
2007-11-17,0
2007-11-18,0
2007-11-19,0
2007-11-20,0
2007-11-21,0
2007-11-22,0
2007-11-23,0
2007-11-24,0
2007-11-25,0
2007-11-26,0
2007-11-27,0
2007-11-28,0
2007-11-29,0
2007-11-30,0
2007-12-01,0
2007-12-02,0
2007-12-03,0
2007-12-04,0
2007-12-05,0
2007-12-06,0
2007-12-07,0
2007-12-08,0
2007-12-09,0
2007-12-10,0
2007-12-11,0
2007-12-12,0
2007-12-13,0
2007-12-14,0
2007-12-15,0
2007-12-16,0
2007-12-17,0
2007-12-18,0
2007-12-19,0
2007-12-20,0
2007-12-21,0
2007-12-22,0
2007-12-23,0
2007-12-24,0
2007-12-25,0
2007-12-26,0
2007-12-27,0
2007-12-28,0
2007-12-29,0
2007-12-30,0
2007-12-31,0
2008-01-01,0
2008-01-02,0
2008-01-03,0
2008-01-04,0
2008-01-05,0
2008-01-06,0
2008-01-07,0
2008-01-08,0
2008-01-09,0
2008-01-10,0
2008-01-11,0
2008-01-12,0
2008-01-13,0
2008-01-14,0
2008-01-15,0
2008-01-16,0
2008-01-17,0
2008-01-18,0
2008-01-19,0
2008-01-20,0
2008-01-21,0
2008-01-22,0
2008-01-23,0
2008-01-24,0
2008-01-25,0
2008-01-26,0
2008-01-27,0
2008-01-28,0
2008-01-29,0
2008-01-30,0
2008-01-31,0
2008-02-01,0
2008-02-02,2
2008-02-03,4
2008-02-04,6
2008-02-05,9
2008-02-06,11
2008-02-07,13
2008-02-08,16
2008-02-09,18
2008-02-10,20
2008-02-11,23
2008-02-12,25
2008-02-13,27
2008-02-14,30
2008-02-15,32
2008-02-16,34
2008-02-17,36
2008-02-18,39
2008-02-19,41
2008-02-20,43
2008-02-21,46
2008-02-22,48
2008-02-23,50
2008-02-24,53
2008-02-25,55
2008-02-26,57
2008-02-27,60
2008-02-28,62
2008-02-29,64
2008-03-01,67
2008-03-02,67
2008-03-03,67
2008-03-04,67
2008-03-05,67
2008-03-06,67
2008-03-07,67
2008-03-08,68
2008-03-09,68
2008-03-10,68
2008-03-11,68
2008-03-12,68
2008-03-13,68
2008-03-14,69
2008-03-15,69
2008-03-16,69
2008-03-17,69
2008-03-18,69
2008-03-19,69
2008-03-20,70
2008-03-21,70
2008-03-22,70
2008-03-23,70
2008-03-24,70
2008-03-25,70
2008-03-26,71
2008-03-27,71
2008-03-28,71
2008-03-29,71
2008-03-30,71
2008-03-31,71
2008-04-01,72
2008-04-02,72
2008-04-03,72
2008-04-04,72
2008-04-05,72
2008-04-06,72
2008-04-07,73
2008-04-08,73
2008-04-09,73
2008-04-10,73
2008-04-11,73
2008-04-12,73
2008-04-13,74
2008-04-14,74
2008-04-15,74
2008-04-16,74
2008-04-17,74
2008-04-18,74
2008-04-19,75
2008-04-20,75
2008-04-21,75
2008-04-22,75
2008-04-23,75
2008-04-24,75
2008-04-25,76
2008-04-26,76
2008-04-27,76
2008-04-28,76
2008-04-29,76
2008-04-30,76
2008-05-01,77
2008-05-02,77
2008-05-03,77
2008-05-04,77
2008-05-05,77
2008-05-06,77
2008-05-07,77
2008-05-08,78
2008-05-09,78
2008-05-10,78
2008-05-11,78
2008-05-12,78
2008-05-13,78
2008-05-14,79
2008-05-15,79
2008-05-16,79
2008-05-17,79
2008-05-18,79
2008-05-19,79
2008-05-20,80
2008-05-21,80
2008-05-22,80
2008-05-23,80
2008-05-24,80
2008-05-25,80
2008-05-26,81
2008-05-27,81
2008-05-28,81
2008-05-29,81
2008-05-30,81
2008-05-31,81
2008-06-01,82
2008-06-02,82
2008-06-03,82
2008-06-04,82
2008-06-05,82
2008-06-06,82
2008-06-07,82
2008-06-08,82
2008-06-09,83
2008-06-10,83
2008-06-11,83
2008-06-12,83
2008-06-13,83
2008-06-14,83
2008-06-15,83
2008-06-16,84
2008-06-17,84
2008-06-18,84
2008-06-19,84
2008-06-20,84
2008-06-21,84
2008-06-22,84
2008-06-23,84
2008-06-24,85
2008-06-25,85
2008-06-26,85
2008-06-27,85
2008-06-28,85
2008-06-29,85
2008-06-30,85
2008-07-01,86
2008-07-02,85
2008-07-03,85
2008-07-04,84
2008-07-05,84
2008-07-06,83
2008-07-07,83
2008-07-08,83
2008-07-09,82
2008-07-10,82
2008-07-11,81
2008-07-12,81
2008-07-13,80
2008-07-14,80
2008-07-15,80
2008-07-16,79
2008-07-17,79
2008-07-18,78
2008-07-19,78
2008-07-20,78
2008-07-21,77
2008-07-22,77
2008-07-23,76
2008-07-24,76
2008-07-25,75
2008-07-26,75
2008-07-27,75
2008-07-28,74
2008-07-29,74
2008-07-30,73
2008-07-31,73
2008-08-01,73
2008-08-02,70
2008-08-03,68
2008-08-04,65
2008-08-05,63
2008-08-06,61
2008-08-07,58
2008-08-08,56
2008-08-09,54
2008-08-10,51
2008-08-11,49
2008-08-12,47
2008-08-13,44
2008-08-14,42
2008-08-15,40
2008-08-16,37
2008-08-17,35
2008-08-18,32
2008-08-19,30
2008-08-20,28
2008-08-21,25
2008-08-22,23
2008-08-23,21
2008-08-24,18
2008-08-25,16
2008-08-26,14
2008-08-27,11
2008-08-28,9
2008-08-29,7
2008-08-30,4
2008-08-31,2
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
