Date,Vitacost.com
2007-05-31,0
2007-06-01,0
2007-06-02,0
2007-06-03,0
2007-06-04,0
2007-06-05,0
2007-06-06,0
2007-06-07,0
2007-06-08,0
2007-06-09,0
2007-06-10,0
2007-06-11,0
2007-06-12,0
2007-06-13,0
2007-06-14,0
2007-06-15,0
2007-06-16,0
2007-06-17,0
2007-06-18,0
2007-06-19,0
2007-06-20,0
2007-06-21,0
2007-06-22,0
2007-06-23,0
2007-06-24,0
2007-06-25,0
2007-06-26,0
2007-06-27,0
2007-06-28,0
2007-06-29,0
2007-06-30,0
2007-07-01,0
2007-07-02,0
2007-07-03,0
2007-07-04,0
2007-07-05,0
2007-07-06,0
2007-07-07,0
2007-07-08,0
2007-07-09,0
2007-07-10,0
2007-07-11,0
2007-07-12,0
2007-07-13,0
2007-07-14,0
2007-07-15,0
2007-07-16,0
2007-07-17,0
2007-07-18,0
2007-07-19,0
2007-07-20,0
2007-07-21,0
2007-07-22,0
2007-07-23,0
2007-07-24,0
2007-07-25,0
2007-07-26,0
2007-07-27,0
2007-07-28,0
2007-07-29,0
2007-07-30,0
2007-07-31,0
2007-08-01,0
2007-08-02,0
2007-08-03,0
2007-08-04,0
2007-08-05,0
2007-08-06,0
2007-08-07,0
2007-08-08,0
2007-08-09,0
2007-08-10,0
2007-08-11,0
2007-08-12,0
2007-08-13,0
2007-08-14,0
2007-08-15,0
2007-08-16,0
2007-08-17,0
2007-08-18,0
2007-08-19,0
2007-08-20,0
2007-08-21,0
2007-08-22,0
2007-08-23,0
2007-08-24,0
2007-08-25,0
2007-08-26,0
2007-08-27,0
2007-08-28,0
2007-08-29,0
2007-08-30,0
2007-08-31,0
2007-09-01,0
2007-09-02,0
2007-09-03,0
2007-09-04,0
2007-09-05,0
2007-09-06,0
2007-09-07,0
2007-09-08,0
2007-09-09,0
2007-09-10,0
2007-09-11,0
2007-09-12,0
2007-09-13,0
2007-09-14,0
2007-09-15,0
2007-09-16,0
2007-09-17,0
2007-09-18,0
2007-09-19,0
2007-09-20,0
2007-09-21,0
2007-09-22,0
2007-09-23,0
2007-09-24,0
2007-09-25,0
2007-09-26,0
2007-09-27,0
2007-09-28,0
2007-09-29,0
2007-09-30,0
2007-10-01,0
2007-10-02,0
2007-10-03,0
2007-10-04,0
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,0
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,0
2007-10-14,0
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,0
2007-10-19,0
2007-10-20,0
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,0
2007-10-25,0
2007-10-26,0
2007-10-27,0
2007-10-28,0
2007-10-29,0
2007-10-30,0
2007-10-31,0
2007-11-01,0
2007-11-02,0
2007-11-03,0
2007-11-04,0
2007-11-05,0
2007-11-06,0
2007-11-07,0
2007-11-08,0
2007-11-09,0
2007-11-10,0
2007-11-11,0
2007-11-12,0
2007-11-13,0
2007-11-14,0
2007-11-15,0
2007-11-16,0
2007-11-17,0
2007-11-18,0
2007-11-19,0
2007-11-20,0
2007-11-21,0
2007-11-22,0
2007-11-23,0
2007-11-24,0
2007-11-25,0
2007-11-26,0
2007-11-27,0
2007-11-28,0
2007-11-29,0
2007-11-30,0
2007-12-01,0
2007-12-02,2
2007-12-03,4
2007-12-04,6
2007-12-05,8
2007-12-06,10
2007-12-07,12
2007-12-08,14
2007-12-09,16
2007-12-10,18
2007-12-11,20
2007-12-12,22
2007-12-13,24
2007-12-14,26
2007-12-15,28
2007-12-16,30
2007-12-17,33
2007-12-18,35
2007-12-19,37
2007-12-20,39
2007-12-21,41
2007-12-22,43
2007-12-23,45
2007-12-24,47
2007-12-25,49
2007-12-26,51
2007-12-27,53
2007-12-28,55
2007-12-29,57
2007-12-30,59
2007-12-31,61
2008-01-01,64
2008-01-02,64
2008-01-03,64
2008-01-04,64
2008-01-05,64
2008-01-06,64
2008-01-07,64
2008-01-08,64
2008-01-09,64
2008-01-10,64
2008-01-11,64
2008-01-12,64
2008-01-13,64
2008-01-14,64
2008-01-15,64
2008-01-16,64
2008-01-17,64
2008-01-18,64
2008-01-19,64
2008-01-20,64
2008-01-21,64
2008-01-22,64
2008-01-23,64
2008-01-24,64
2008-01-25,64
2008-01-26,64
2008-01-27,64
2008-01-28,64
2008-01-29,64
2008-01-30,64
2008-01-31,64
2008-02-01,65
2008-02-02,65
2008-02-03,65
2008-02-04,65
2008-02-05,65
2008-02-06,65
2008-02-07,65
2008-02-08,65
2008-02-09,65
2008-02-10,65
2008-02-11,65
2008-02-12,65
2008-02-13,65
2008-02-14,65
2008-02-15,65
2008-02-16,65
2008-02-17,65
2008-02-18,65
2008-02-19,65
2008-02-20,65
2008-02-21,65
2008-02-22,65
2008-02-23,65
2008-02-24,65
2008-02-25,65
2008-02-26,65
2008-02-27,65
2008-02-28,65
2008-02-29,65
2008-03-01,65
2008-03-02,65
2008-03-03,65
2008-03-04,65
2008-03-05,65
2008-03-06,65
2008-03-07,65
2008-03-08,65
2008-03-09,65
2008-03-10,65
2008-03-11,65
2008-03-12,65
2008-03-13,65
2008-03-14,65
2008-03-15,65
2008-03-16,65
2008-03-17,65
2008-03-18,65
2008-03-19,65
2008-03-20,65
2008-03-21,65
2008-03-22,65
2008-03-23,65
2008-03-24,65
2008-03-25,65
2008-03-26,65
2008-03-27,65
2008-03-28,65
2008-03-29,65
2008-03-30,65
2008-03-31,65
2008-04-01,66
2008-04-02,66
2008-04-03,66
2008-04-04,66
2008-04-05,66
2008-04-06,66
2008-04-07,66
2008-04-08,66
2008-04-09,66
2008-04-10,66
2008-04-11,66
2008-04-12,66
2008-04-13,66
2008-04-14,66
2008-04-15,66
2008-04-16,66
2008-04-17,66
2008-04-18,66
2008-04-19,66
2008-04-20,66
2008-04-21,66
2008-04-22,66
2008-04-23,66
2008-04-24,66
2008-04-25,66
2008-04-26,66
2008-04-27,66
2008-04-28,66
2008-04-29,66
2008-04-30,66
2008-05-01,67
2008-05-02,67
2008-05-03,67
2008-05-04,67
2008-05-05,67
2008-05-06,67
2008-05-07,67
2008-05-08,67
2008-05-09,67
2008-05-10,67
2008-05-11,67
2008-05-12,67
2008-05-13,67
2008-05-14,67
2008-05-15,67
2008-05-16,67
2008-05-17,67
2008-05-18,67
2008-05-19,67
2008-05-20,67
2008-05-21,67
2008-05-22,67
2008-05-23,67
2008-05-24,67
2008-05-25,67
2008-05-26,67
2008-05-27,67
2008-05-28,67
2008-05-29,67
2008-05-30,67
2008-05-31,67
2008-06-01,67
2008-06-02,66
2008-06-03,66
2008-06-04,66
2008-06-05,66
2008-06-06,66
2008-06-07,66
2008-06-08,66
2008-06-09,66
2008-06-10,66
2008-06-11,66
2008-06-12,66
2008-06-13,66
2008-06-14,66
2008-06-15,66
2008-06-16,66
2008-06-17,66
2008-06-18,66
2008-06-19,66
2008-06-20,66
2008-06-21,66
2008-06-22,66
2008-06-23,66
2008-06-24,66
2008-06-25,66
2008-06-26,66
2008-06-27,66
2008-06-28,66
2008-06-29,66
2008-06-30,66
2008-07-01,66
2008-07-02,65
2008-07-03,65
2008-07-04,65
2008-07-05,65
2008-07-06,65
2008-07-07,64
2008-07-08,64
2008-07-09,64
2008-07-10,64
2008-07-11,64
2008-07-12,63
2008-07-13,63
2008-07-14,63
2008-07-15,63
2008-07-16,63
2008-07-17,62
2008-07-18,62
2008-07-19,62
2008-07-20,62
2008-07-21,62
2008-07-22,61
2008-07-23,61
2008-07-24,61
2008-07-25,61
2008-07-26,61
2008-07-27,60
2008-07-28,60
2008-07-29,60
2008-07-30,60
2008-07-31,60
2008-08-01,60
2008-08-02,60
2008-08-03,60
2008-08-04,60
2008-08-05,60
2008-08-06,60
2008-08-07,60
2008-08-08,60
2008-08-09,60
2008-08-10,60
2008-08-11,60
2008-08-12,60
2008-08-13,60
2008-08-14,60
2008-08-15,60
2008-08-16,60
2008-08-17,60
2008-08-18,60
2008-08-19,60
2008-08-20,60
2008-08-21,60
2008-08-22,60
2008-08-23,60
2008-08-24,60
2008-08-25,60
2008-08-26,60
2008-08-27,60
2008-08-28,60
2008-08-29,60
2008-08-30,60
2008-08-31,60
2008-09-01,60
2008-09-02,61
2008-09-03,62
2008-09-04,64
2008-09-05,65
2008-09-06,66
2008-09-07,68
2008-09-08,69
2008-09-09,70
2008-09-10,72
2008-09-11,73
2008-09-12,74
2008-09-13,76
2008-09-14,77
2008-09-15,78
2008-09-16,80
2008-09-17,81
2008-09-18,82
2008-09-19,84
2008-09-20,85
2008-09-21,86
2008-09-22,88
2008-09-23,89
2008-09-24,90
2008-09-25,92
2008-09-26,93
2008-09-27,94
2008-09-28,96
2008-09-29,97
2008-09-30,98
2008-10-01,100
2008-10-02,99
2008-10-03,98
2008-10-04,97
2008-10-05,96
2008-10-06,95
2008-10-07,94
2008-10-08,93
2008-10-09,92
2008-10-10,91
2008-10-11,90
2008-10-12,90
2008-10-13,89
2008-10-14,88
2008-10-15,87
2008-10-16,86
2008-10-17,85
2008-10-18,84
2008-10-19,83
2008-10-20,82
2008-10-21,81
2008-10-22,81
2008-10-23,80
2008-10-24,79
2008-10-25,78
2008-10-26,77
2008-10-27,76
2008-10-28,75
2008-10-29,74
2008-10-30,73
2008-10-31,72
2008-11-01,72
2008-11-02,71
2008-11-03,70
2008-11-04,70
2008-11-05,69
2008-11-06,68
2008-11-07,68
2008-11-08,67
2008-11-09,66
2008-11-10,66
2008-11-11,65
2008-11-12,65
2008-11-13,64
2008-11-14,63
2008-11-15,63
2008-11-16,62
2008-11-17,61
2008-11-18,61
2008-11-19,60
2008-11-20,59
2008-11-21,59
2008-11-22,58
2008-11-23,58
2008-11-24,57
2008-11-25,56
2008-11-26,56
2008-11-27,55
2008-11-28,54
2008-11-29,54
2008-11-30,53
