Date,Primo Water
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,2
2010-06-03,4
2010-06-04,6
2010-06-05,8
2010-06-06,10
2010-06-07,12
2010-06-08,14
2010-06-09,16
2010-06-10,18
2010-06-11,20
2010-06-12,22
2010-06-13,24
2010-06-14,26
2010-06-15,28
2010-06-16,30
2010-06-17,32
2010-06-18,34
2010-06-19,36
2010-06-20,38
2010-06-21,40
2010-06-22,42
2010-06-23,44
2010-06-24,46
2010-06-25,48
2010-06-26,50
2010-06-27,52
2010-06-28,54
2010-06-29,56
2010-06-30,58
2010-07-01,61
2010-07-02,61
2010-07-03,61
2010-07-04,61
2010-07-05,61
2010-07-06,61
2010-07-07,61
2010-07-08,61
2010-07-09,61
2010-07-10,61
2010-07-11,61
2010-07-12,61
2010-07-13,61
2010-07-14,61
2010-07-15,61
2010-07-16,61
2010-07-17,61
2010-07-18,61
2010-07-19,61
2010-07-20,61
2010-07-21,61
2010-07-22,61
2010-07-23,61
2010-07-24,61
2010-07-25,61
2010-07-26,61
2010-07-27,61
2010-07-28,61
2010-07-29,61
2010-07-30,61
2010-07-31,61
2010-08-01,62
2010-08-02,62
2010-08-03,62
2010-08-04,62
2010-08-05,62
2010-08-06,62
2010-08-07,62
2010-08-08,62
2010-08-09,62
2010-08-10,62
2010-08-11,62
2010-08-12,62
2010-08-13,62
2010-08-14,62
2010-08-15,62
2010-08-16,62
2010-08-17,62
2010-08-18,62
2010-08-19,62
2010-08-20,62
2010-08-21,62
2010-08-22,62
2010-08-23,62
2010-08-24,62
2010-08-25,62
2010-08-26,62
2010-08-27,62
2010-08-28,62
2010-08-29,62
2010-08-30,62
2010-08-31,62
2010-09-01,63
2010-09-02,63
2010-09-03,63
2010-09-04,63
2010-09-05,63
2010-09-06,63
2010-09-07,63
2010-09-08,63
2010-09-09,63
2010-09-10,63
2010-09-11,63
2010-09-12,63
2010-09-13,63
2010-09-14,63
2010-09-15,63
2010-09-16,63
2010-09-17,63
2010-09-18,63
2010-09-19,63
2010-09-20,63
2010-09-21,63
2010-09-22,63
2010-09-23,63
2010-09-24,63
2010-09-25,63
2010-09-26,63
2010-09-27,63
2010-09-28,63
2010-09-29,63
2010-09-30,63
2010-10-01,64
2010-10-02,64
2010-10-03,64
2010-10-04,64
2010-10-05,64
2010-10-06,64
2010-10-07,64
2010-10-08,64
2010-10-09,64
2010-10-10,64
2010-10-11,64
2010-10-12,65
2010-10-13,65
2010-10-14,65
2010-10-15,65
2010-10-16,65
2010-10-17,65
2010-10-18,65
2010-10-19,65
2010-10-20,65
2010-10-21,65
2010-10-22,66
2010-10-23,66
2010-10-24,66
2010-10-25,66
2010-10-26,66
2010-10-27,66
2010-10-28,66
2010-10-29,66
2010-10-30,66
2010-10-31,66
2010-11-01,67
2010-11-02,66
2010-11-03,66
2010-11-04,66
2010-11-05,66
2010-11-06,66
2010-11-07,66
2010-11-08,66
2010-11-09,65
2010-11-10,65
2010-11-11,65
2010-11-12,65
2010-11-13,65
2010-11-14,65
2010-11-15,65
2010-11-16,65
2010-11-17,64
2010-11-18,64
2010-11-19,64
2010-11-20,64
2010-11-21,64
2010-11-22,64
2010-11-23,64
2010-11-24,63
2010-11-25,63
2010-11-26,63
2010-11-27,63
2010-11-28,63
2010-11-29,63
2010-11-30,63
2010-12-01,63
2010-12-02,63
2010-12-03,63
2010-12-04,63
2010-12-05,63
2010-12-06,63
2010-12-07,63
2010-12-08,63
2010-12-09,63
2010-12-10,63
2010-12-11,63
2010-12-12,63
2010-12-13,63
2010-12-14,63
2010-12-15,63
2010-12-16,63
2010-12-17,63
2010-12-18,63
2010-12-19,63
2010-12-20,63
2010-12-21,63
2010-12-22,63
2010-12-23,63
2010-12-24,63
2010-12-25,63
2010-12-26,63
2010-12-27,63
2010-12-28,63
2010-12-29,63
2010-12-30,63
2010-12-31,63
2011-01-01,63
2011-01-02,62
2011-01-03,61
2011-01-04,60
2011-01-05,60
2011-01-06,59
2011-01-07,58
2011-01-08,58
2011-01-09,57
2011-01-10,56
2011-01-11,56
2011-01-12,55
2011-01-13,54
2011-01-14,54
2011-01-15,53
2011-01-16,52
2011-01-17,52
2011-01-18,51
2011-01-19,50
2011-01-20,50
2011-01-21,49
2011-01-22,48
2011-01-23,48
2011-01-24,47
2011-01-25,46
2011-01-26,46
2011-01-27,45
2011-01-28,44
2011-01-29,44
2011-01-30,43
2011-01-31,42
2011-02-01,42
2011-02-02,42
2011-02-03,42
2011-02-04,42
2011-02-05,42
2011-02-06,42
2011-02-07,42
2011-02-08,42
2011-02-09,42
2011-02-10,42
2011-02-11,42
2011-02-12,42
2011-02-13,42
2011-02-14,42
2011-02-15,42
2011-02-16,42
2011-02-17,42
2011-02-18,42
2011-02-19,42
2011-02-20,42
2011-02-21,42
2011-02-22,42
2011-02-23,42
2011-02-24,42
2011-02-25,42
2011-02-26,42
2011-02-27,42
2011-02-28,42
2011-03-01,42
2011-03-02,42
2011-03-03,42
2011-03-04,42
2011-03-05,42
2011-03-06,42
2011-03-07,42
2011-03-08,42
2011-03-09,42
2011-03-10,42
2011-03-11,42
2011-03-12,42
2011-03-13,42
2011-03-14,42
2011-03-15,42
2011-03-16,42
2011-03-17,43
2011-03-18,43
2011-03-19,43
2011-03-20,43
2011-03-21,43
2011-03-22,43
2011-03-23,43
2011-03-24,43
2011-03-25,43
2011-03-26,43
2011-03-27,43
2011-03-28,43
2011-03-29,43
2011-03-30,43
2011-03-31,43
2011-04-01,44
2011-04-02,44
2011-04-03,44
2011-04-04,44
2011-04-05,44
2011-04-06,44
2011-04-07,44
2011-04-08,44
2011-04-09,44
2011-04-10,44
2011-04-11,44
2011-04-12,44
2011-04-13,44
2011-04-14,44
2011-04-15,44
2011-04-16,45
2011-04-17,45
2011-04-18,45
2011-04-19,45
2011-04-20,45
2011-04-21,45
2011-04-22,45
2011-04-23,45
2011-04-24,45
2011-04-25,45
2011-04-26,45
2011-04-27,45
2011-04-28,45
2011-04-29,45
2011-04-30,45
2011-05-01,46
2011-05-02,46
2011-05-03,47
2011-05-04,48
2011-05-05,48
2011-05-06,49
2011-05-07,50
2011-05-08,51
2011-05-09,51
2011-05-10,52
2011-05-11,53
2011-05-12,54
2011-05-13,54
2011-05-14,55
2011-05-15,56
2011-05-16,57
2011-05-17,57
2011-05-18,58
2011-05-19,59
2011-05-20,60
2011-05-21,60
2011-05-22,61
2011-05-23,62
2011-05-24,63
2011-05-25,63
2011-05-26,64
2011-05-27,65
2011-05-28,66
2011-05-29,66
2011-05-30,67
2011-05-31,68
2011-06-01,69
2011-06-02,68
2011-06-03,67
2011-06-04,66
2011-06-05,65
2011-06-06,64
2011-06-07,63
2011-06-08,62
2011-06-09,62
2011-06-10,61
2011-06-11,60
2011-06-12,59
2011-06-13,58
2011-06-14,57
2011-06-15,56
2011-06-16,56
2011-06-17,55
2011-06-18,54
2011-06-19,53
2011-06-20,52
2011-06-21,51
2011-06-22,50
2011-06-23,49
2011-06-24,49
2011-06-25,48
2011-06-26,47
2011-06-27,46
2011-06-28,45
2011-06-29,44
2011-06-30,43
2011-07-01,43
2011-07-02,44
2011-07-03,46
2011-07-04,48
2011-07-05,50
2011-07-06,52
2011-07-07,54
2011-07-08,55
2011-07-09,57
2011-07-10,59
2011-07-11,61
2011-07-12,63
2011-07-13,65
2011-07-14,66
2011-07-15,68
2011-07-16,70
2011-07-17,72
2011-07-18,74
2011-07-19,76
2011-07-20,77
2011-07-21,79
2011-07-22,81
2011-07-23,83
2011-07-24,85
2011-07-25,87
2011-07-26,88
2011-07-27,90
2011-07-28,92
2011-07-29,94
2011-07-30,96
2011-07-31,98
2011-08-01,100
