Date,CyDex
2008-02-13,41
2008-02-14,44
2008-02-15,48
2008-02-16,51
2008-02-17,55
2008-02-18,58
2008-02-19,62
2008-02-20,65
2008-02-21,68
2008-02-22,72
2008-02-23,75
2008-02-24,79
2008-02-25,82
2008-02-26,86
2008-02-27,89
2008-02-28,93
2008-02-29,96
2008-03-01,100
2008-03-02,96
2008-03-03,93
2008-03-04,90
2008-03-05,87
2008-03-06,83
2008-03-07,80
2008-03-08,77
2008-03-09,74
2008-03-10,70
2008-03-11,67
2008-03-12,64
2008-03-13,61
2008-03-14,58
2008-03-15,54
2008-03-16,51
2008-03-17,48
2008-03-18,45
2008-03-19,41
2008-03-20,38
2008-03-21,35
2008-03-22,32
2008-03-23,29
2008-03-24,25
2008-03-25,22
2008-03-26,19
2008-03-27,16
2008-03-28,12
2008-03-29,9
2008-03-30,6
2008-03-31,3
2008-04-01,0
2008-04-02,0
2008-04-03,0
2008-04-04,0
2008-04-05,0
2008-04-06,0
2008-04-07,0
2008-04-08,0
2008-04-09,0
2008-04-10,0
2008-04-11,0
2008-04-12,0
2008-04-13,0
2008-04-14,0
2008-04-15,0
2008-04-16,0
2008-04-17,0
2008-04-18,0
2008-04-19,0
2008-04-20,0
2008-04-21,0
2008-04-22,0
2008-04-23,0
2008-04-24,0
2008-04-25,0
2008-04-26,0
2008-04-27,0
2008-04-28,0
2008-04-29,0
2008-04-30,0
2008-05-01,0
2008-05-02,0
2008-05-03,0
2008-05-04,0
2008-05-05,0
2008-05-06,0
2008-05-07,0
2008-05-08,0
2008-05-09,0
2008-05-10,0
2008-05-11,0
2008-05-12,0
2008-05-13,0
2008-05-14,0
2008-05-15,0
2008-05-16,0
2008-05-17,0
2008-05-18,0
2008-05-19,0
2008-05-20,0
2008-05-21,0
2008-05-22,0
2008-05-23,0
2008-05-24,0
2008-05-25,0
2008-05-26,0
2008-05-27,0
2008-05-28,0
2008-05-29,0
2008-05-30,0
2008-05-31,0
2008-06-01,0
2008-06-02,0
2008-06-03,0
2008-06-04,0
2008-06-05,0
2008-06-06,0
2008-06-07,0
2008-06-08,0
2008-06-09,0
2008-06-10,0
2008-06-11,0
2008-06-12,0
2008-06-13,0
2008-06-14,0
2008-06-15,0
2008-06-16,0
2008-06-17,0
2008-06-18,0
2008-06-19,0
2008-06-20,0
2008-06-21,0
2008-06-22,0
2008-06-23,0
2008-06-24,0
2008-06-25,0
2008-06-26,0
2008-06-27,0
2008-06-28,0
2008-06-29,0
2008-06-30,0
2008-07-01,0
2008-07-02,0
2008-07-03,0
2008-07-04,0
2008-07-05,0
2008-07-06,0
2008-07-07,0
2008-07-08,0
2008-07-09,0
2008-07-10,0
2008-07-11,0
2008-07-12,0
2008-07-13,0
2008-07-14,0
2008-07-15,0
2008-07-16,0
2008-07-17,0
2008-07-18,0
2008-07-19,0
2008-07-20,0
2008-07-21,0
2008-07-22,0
2008-07-23,0
2008-07-24,0
2008-07-25,0
2008-07-26,0
2008-07-27,0
2008-07-28,0
2008-07-29,0
2008-07-30,0
2008-07-31,0
2008-08-01,0
2008-08-02,0
2008-08-03,0
2008-08-04,0
2008-08-05,0
2008-08-06,0
2008-08-07,0
2008-08-08,0
2008-08-09,0
2008-08-10,0
2008-08-11,0
2008-08-12,0
2008-08-13,0
2008-08-14,0
2008-08-15,0
2008-08-16,0
2008-08-17,0
2008-08-18,0
2008-08-19,0
2008-08-20,0
2008-08-21,0
2008-08-22,0
2008-08-23,0
2008-08-24,0
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,2
2008-09-03,5
2008-09-04,8
2008-09-05,10
2008-09-06,13
2008-09-07,16
2008-09-08,19
2008-09-09,21
2008-09-10,24
2008-09-11,27
2008-09-12,30
2008-09-13,32
2008-09-14,35
2008-09-15,38
2008-09-16,41
2008-09-17,43
2008-09-18,46
2008-09-19,49
2008-09-20,51
2008-09-21,54
2008-09-22,57
2008-09-23,60
2008-09-24,62
2008-09-25,65
2008-09-26,68
2008-09-27,71
2008-09-28,73
2008-09-29,76
2008-09-30,79
2008-10-01,82
2008-10-02,81
2008-10-03,80
2008-10-04,80
2008-10-05,79
2008-10-06,79
2008-10-07,78
2008-10-08,78
2008-10-09,77
2008-10-10,77
2008-10-11,76
2008-10-12,76
2008-10-13,75
2008-10-14,75
2008-10-15,74
2008-10-16,74
2008-10-17,73
2008-10-18,73
2008-10-19,72
2008-10-20,72
2008-10-21,71
2008-10-22,71
2008-10-23,70
2008-10-24,70
2008-10-25,69
2008-10-26,69
2008-10-27,68
2008-10-28,68
2008-10-29,67
2008-10-30,67
2008-10-31,66
2008-11-01,66
2008-11-02,66
2008-11-03,66
2008-11-04,66
2008-11-05,66
2008-11-06,66
2008-11-07,66
2008-11-08,66
2008-11-09,66
2008-11-10,66
2008-11-11,66
2008-11-12,66
2008-11-13,66
2008-11-14,66
2008-11-15,66
2008-11-16,66
2008-11-17,66
2008-11-18,66
2008-11-19,66
2008-11-20,66
2008-11-21,66
2008-11-22,66
2008-11-23,66
2008-11-24,66
2008-11-25,66
2008-11-26,66
2008-11-27,66
2008-11-28,66
2008-11-29,66
2008-11-30,66
2008-12-01,66
2008-12-02,66
2008-12-03,66
2008-12-04,66
2008-12-05,66
2008-12-06,66
2008-12-07,66
2008-12-08,66
2008-12-09,66
2008-12-10,66
2008-12-11,66
2008-12-12,66
2008-12-13,66
2008-12-14,66
2008-12-15,66
2008-12-16,66
2008-12-17,66
2008-12-18,66
2008-12-19,66
2008-12-20,66
2008-12-21,66
2008-12-22,66
2008-12-23,66
2008-12-24,66
2008-12-25,66
2008-12-26,66
2008-12-27,66
2008-12-28,66
2008-12-29,66
2008-12-30,66
2008-12-31,66
2009-01-01,66
2009-01-02,66
2009-01-03,66
2009-01-04,66
2009-01-05,66
2009-01-06,66
2009-01-07,66
2009-01-08,66
2009-01-09,66
2009-01-10,66
2009-01-11,66
2009-01-12,66
2009-01-13,66
2009-01-14,66
2009-01-15,66
2009-01-16,66
2009-01-17,66
2009-01-18,66
2009-01-19,66
2009-01-20,66
2009-01-21,66
2009-01-22,66
2009-01-23,66
2009-01-24,66
2009-01-25,66
2009-01-26,66
2009-01-27,66
2009-01-28,66
2009-01-29,66
2009-01-30,66
2009-01-31,66
2009-02-01,66
2009-02-02,63
2009-02-03,61
2009-02-04,58
2009-02-05,56
2009-02-06,54
2009-02-07,51
2009-02-08,49
2009-02-09,47
2009-02-10,44
2009-02-11,42
2009-02-12,40
2009-02-13,37
2009-02-14,35
2009-02-15,33
2009-02-16,30
2009-02-17,28
2009-02-18,25
2009-02-19,23
2009-02-20,21
2009-02-21,18
2009-02-22,16
2009-02-23,14
2009-02-24,11
2009-02-25,9
2009-02-26,7
2009-02-27,4
2009-02-28,2
2009-03-01,0
2009-03-02,0
2009-03-03,0
2009-03-04,0
2009-03-05,0
2009-03-06,0
2009-03-07,0
2009-03-08,0
2009-03-09,0
2009-03-10,0
2009-03-11,0
2009-03-12,0
2009-03-13,0
2009-03-14,0
2009-03-15,0
2009-03-16,0
2009-03-17,0
2009-03-18,0
2009-03-19,0
2009-03-20,0
2009-03-21,0
2009-03-22,0
2009-03-23,0
2009-03-24,0
2009-03-25,0
2009-03-26,0
2009-03-27,0
2009-03-28,0
2009-03-29,0
2009-03-30,0
2009-03-31,0
2009-04-01,0
2009-04-02,0
2009-04-03,0
2009-04-04,0
2009-04-05,0
2009-04-06,0
2009-04-07,0
2009-04-08,0
2009-04-09,0
2009-04-10,0
2009-04-11,0
2009-04-12,0
2009-04-13,0
2009-04-14,0
2009-04-15,0
2009-04-16,0
2009-04-17,0
2009-04-18,0
2009-04-19,0
2009-04-20,0
2009-04-21,0
2009-04-22,0
2009-04-23,0
2009-04-24,0
2009-04-25,0
2009-04-26,0
2009-04-27,0
2009-04-28,0
2009-04-29,0
2009-04-30,0
2009-05-01,0
2009-05-02,0
2009-05-03,0
2009-05-04,0
2009-05-05,0
2009-05-06,0
2009-05-07,0
2009-05-08,0
2009-05-09,0
2009-05-10,0
2009-05-11,0
2009-05-12,0
2009-05-13,0
2009-05-14,0
2009-05-15,0
2009-05-16,0
2009-05-17,0
2009-05-18,0
2009-05-19,0
2009-05-20,0
2009-05-21,0
2009-05-22,0
2009-05-23,0
2009-05-24,0
2009-05-25,0
2009-05-26,0
2009-05-27,0
2009-05-28,0
2009-05-29,0
2009-05-30,0
2009-05-31,0
2009-06-01,0
2009-06-02,0
2009-06-03,0
2009-06-04,0
2009-06-05,0
2009-06-06,0
2009-06-07,0
2009-06-08,0
2009-06-09,0
2009-06-10,0
2009-06-11,0
2009-06-12,0
2009-06-13,0
2009-06-14,0
2009-06-15,0
2009-06-16,0
2009-06-17,0
2009-06-18,0
2009-06-19,0
2009-06-20,0
2009-06-21,0
2009-06-22,0
2009-06-23,0
2009-06-24,0
2009-06-25,0
2009-06-26,0
2009-06-27,0
2009-06-28,0
2009-06-29,0
2009-06-30,0
2009-07-01,0
2009-07-02,1
2009-07-03,3
2009-07-04,4
2009-07-05,6
2009-07-06,7
2009-07-07,9
2009-07-08,10
2009-07-09,12
2009-07-10,13
2009-07-11,15
2009-07-12,17
2009-07-13,18
2009-07-14,20
2009-07-15,21
2009-07-16,23
2009-07-17,24
2009-07-18,26
2009-07-19,27
2009-07-20,29
2009-07-21,30
2009-07-22,32
2009-07-23,34
2009-07-24,35
2009-07-25,37
2009-07-26,38
2009-07-27,40
2009-07-28,41
2009-07-29,43
2009-07-30,44
2009-07-31,46
2009-08-01,48
