Date,Global Energy Inc
2007-05-31,0
2007-06-01,0
2007-06-02,0
2007-06-03,0
2007-06-04,0
2007-06-05,0
2007-06-06,0
2007-06-07,0
2007-06-08,0
2007-06-09,0
2007-06-10,0
2007-06-11,0
2007-06-12,0
2007-06-13,0
2007-06-14,0
2007-06-15,0
2007-06-16,0
2007-06-17,0
2007-06-18,0
2007-06-19,0
2007-06-20,0
2007-06-21,0
2007-06-22,0
2007-06-23,0
2007-06-24,0
2007-06-25,0
2007-06-26,0
2007-06-27,0
2007-06-28,0
2007-06-29,0
2007-06-30,0
2007-07-01,0
2007-07-02,0
2007-07-03,0
2007-07-04,0
2007-07-05,0
2007-07-06,0
2007-07-07,0
2007-07-08,0
2007-07-09,0
2007-07-10,0
2007-07-11,0
2007-07-12,0
2007-07-13,0
2007-07-14,0
2007-07-15,0
2007-07-16,0
2007-07-17,0
2007-07-18,0
2007-07-19,0
2007-07-20,0
2007-07-21,0
2007-07-22,0
2007-07-23,0
2007-07-24,0
2007-07-25,0
2007-07-26,0
2007-07-27,0
2007-07-28,0
2007-07-29,0
2007-07-30,0
2007-07-31,0
2007-08-01,0
2007-08-02,0
2007-08-03,0
2007-08-04,0
2007-08-05,0
2007-08-06,0
2007-08-07,0
2007-08-08,0
2007-08-09,0
2007-08-10,0
2007-08-11,0
2007-08-12,0
2007-08-13,0
2007-08-14,0
2007-08-15,0
2007-08-16,0
2007-08-17,0
2007-08-18,0
2007-08-19,0
2007-08-20,0
2007-08-21,0
2007-08-22,0
2007-08-23,0
2007-08-24,0
2007-08-25,0
2007-08-26,0
2007-08-27,0
2007-08-28,0
2007-08-29,0
2007-08-30,0
2007-08-31,0
2007-09-01,0
2007-09-02,0
2007-09-03,0
2007-09-04,0
2007-09-05,0
2007-09-06,0
2007-09-07,0
2007-09-08,0
2007-09-09,0
2007-09-10,0
2007-09-11,0
2007-09-12,0
2007-09-13,0
2007-09-14,0
2007-09-15,0
2007-09-16,0
2007-09-17,0
2007-09-18,0
2007-09-19,0
2007-09-20,0
2007-09-21,0
2007-09-22,0
2007-09-23,0
2007-09-24,0
2007-09-25,0
2007-09-26,0
2007-09-27,0
2007-09-28,0
2007-09-29,0
2007-09-30,0
2007-10-01,0
2007-10-02,0
2007-10-03,0
2007-10-04,0
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,0
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,0
2007-10-14,0
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,0
2007-10-19,0
2007-10-20,0
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,0
2007-10-25,0
2007-10-26,0
2007-10-27,0
2007-10-28,0
2007-10-29,0
2007-10-30,0
2007-10-31,0
2007-11-01,0
2007-11-02,0
2007-11-03,0
2007-11-04,0
2007-11-05,0
2007-11-06,0
2007-11-07,0
2007-11-08,0
2007-11-09,0
2007-11-10,0
2007-11-11,0
2007-11-12,0
2007-11-13,0
2007-11-14,0
2007-11-15,0
2007-11-16,0
2007-11-17,0
2007-11-18,0
2007-11-19,0
2007-11-20,0
2007-11-21,0
2007-11-22,0
2007-11-23,0
2007-11-24,0
2007-11-25,0
2007-11-26,0
2007-11-27,0
2007-11-28,0
2007-11-29,0
2007-11-30,0
2007-12-01,0
2007-12-02,0
2007-12-03,0
2007-12-04,0
2007-12-05,0
2007-12-06,0
2007-12-07,0
2007-12-08,0
2007-12-09,0
2007-12-10,0
2007-12-11,0
2007-12-12,0
2007-12-13,0
2007-12-14,0
2007-12-15,0
2007-12-16,0
2007-12-17,0
2007-12-18,0
2007-12-19,0
2007-12-20,0
2007-12-21,0
2007-12-22,0
2007-12-23,0
2007-12-24,0
2007-12-25,0
2007-12-26,0
2007-12-27,0
2007-12-28,0
2007-12-29,0
2007-12-30,0
2007-12-31,0
2008-01-01,0
2008-01-02,2
2008-01-03,5
2008-01-04,8
2008-01-05,11
2008-01-06,14
2008-01-07,16
2008-01-08,19
2008-01-09,22
2008-01-10,25
2008-01-11,28
2008-01-12,30
2008-01-13,33
2008-01-14,36
2008-01-15,39
2008-01-16,42
2008-01-17,44
2008-01-18,47
2008-01-19,50
2008-01-20,53
2008-01-21,56
2008-01-22,58
2008-01-23,61
2008-01-24,64
2008-01-25,67
2008-01-26,70
2008-01-27,72
2008-01-28,75
2008-01-29,78
2008-01-30,81
2008-01-31,84
2008-02-01,87
2008-02-02,86
2008-02-03,86
2008-02-04,85
2008-02-05,85
2008-02-06,84
2008-02-07,84
2008-02-08,83
2008-02-09,83
2008-02-10,82
2008-02-11,82
2008-02-12,82
2008-02-13,81
2008-02-14,81
2008-02-15,80
2008-02-16,80
2008-02-17,79
2008-02-18,79
2008-02-19,78
2008-02-20,78
2008-02-21,78
2008-02-22,77
2008-02-23,77
2008-02-24,76
2008-02-25,76
2008-02-26,75
2008-02-27,75
2008-02-28,74
2008-02-29,74
2008-03-01,74
2008-03-02,73
2008-03-03,72
2008-03-04,72
2008-03-05,71
2008-03-06,70
2008-03-07,70
2008-03-08,69
2008-03-09,69
2008-03-10,68
2008-03-11,67
2008-03-12,67
2008-03-13,66
2008-03-14,66
2008-03-15,65
2008-03-16,64
2008-03-17,64
2008-03-18,63
2008-03-19,62
2008-03-20,62
2008-03-21,61
2008-03-22,61
2008-03-23,60
2008-03-24,59
2008-03-25,59
2008-03-26,58
2008-03-27,58
2008-03-28,57
2008-03-29,56
2008-03-30,56
2008-03-31,55
2008-04-01,55
2008-04-02,55
2008-04-03,55
2008-04-04,55
2008-04-05,55
2008-04-06,55
2008-04-07,55
2008-04-08,55
2008-04-09,55
2008-04-10,55
2008-04-11,55
2008-04-12,55
2008-04-13,55
2008-04-14,55
2008-04-15,55
2008-04-16,55
2008-04-17,55
2008-04-18,55
2008-04-19,55
2008-04-20,55
2008-04-21,55
2008-04-22,55
2008-04-23,55
2008-04-24,55
2008-04-25,55
2008-04-26,55
2008-04-27,55
2008-04-28,55
2008-04-29,55
2008-04-30,55
2008-05-01,55
2008-05-02,55
2008-05-03,56
2008-05-04,57
2008-05-05,57
2008-05-06,58
2008-05-07,59
2008-05-08,60
2008-05-09,60
2008-05-10,61
2008-05-11,62
2008-05-12,63
2008-05-13,63
2008-05-14,64
2008-05-15,65
2008-05-16,66
2008-05-17,66
2008-05-18,67
2008-05-19,68
2008-05-20,69
2008-05-21,69
2008-05-22,70
2008-05-23,71
2008-05-24,72
2008-05-25,72
2008-05-26,73
2008-05-27,74
2008-05-28,75
2008-05-29,75
2008-05-30,76
2008-05-31,77
2008-06-01,78
2008-06-02,78
2008-06-03,79
2008-06-04,80
2008-06-05,80
2008-06-06,81
2008-06-07,82
2008-06-08,83
2008-06-09,83
2008-06-10,84
2008-06-11,85
2008-06-12,86
2008-06-13,86
2008-06-14,87
2008-06-15,88
2008-06-16,89
2008-06-17,89
2008-06-18,90
2008-06-19,91
2008-06-20,91
2008-06-21,92
2008-06-22,93
2008-06-23,94
2008-06-24,94
2008-06-25,95
2008-06-26,96
2008-06-27,97
2008-06-28,97
2008-06-29,98
2008-06-30,99
2008-07-01,100
2008-07-02,99
2008-07-03,98
2008-07-04,97
2008-07-05,96
2008-07-06,95
2008-07-07,94
2008-07-08,93
2008-07-09,93
2008-07-10,92
2008-07-11,91
2008-07-12,90
2008-07-13,89
2008-07-14,88
2008-07-15,87
2008-07-16,86
2008-07-17,86
2008-07-18,85
2008-07-19,84
2008-07-20,83
2008-07-21,82
2008-07-22,81
2008-07-23,80
2008-07-24,79
2008-07-25,79
2008-07-26,78
2008-07-27,77
2008-07-28,76
2008-07-29,75
2008-07-30,74
2008-07-31,73
2008-08-01,73
2008-08-02,72
2008-08-03,72
2008-08-04,72
2008-08-05,72
2008-08-06,71
2008-08-07,71
2008-08-08,71
2008-08-09,71
2008-08-10,70
2008-08-11,70
2008-08-12,70
2008-08-13,70
2008-08-14,70
2008-08-15,69
2008-08-16,69
2008-08-17,69
2008-08-18,69
2008-08-19,68
2008-08-20,68
2008-08-21,68
2008-08-22,68
2008-08-23,68
2008-08-24,67
2008-08-25,67
2008-08-26,67
2008-08-27,67
2008-08-28,66
2008-08-29,66
2008-08-30,66
2008-08-31,66
2008-09-01,66
2008-09-02,65
2008-09-03,65
2008-09-04,65
2008-09-05,65
2008-09-06,65
2008-09-07,65
2008-09-08,64
2008-09-09,64
2008-09-10,64
2008-09-11,64
2008-09-12,64
2008-09-13,64
2008-09-14,63
2008-09-15,63
2008-09-16,63
2008-09-17,63
2008-09-18,63
2008-09-19,63
2008-09-20,62
2008-09-21,62
2008-09-22,62
2008-09-23,62
2008-09-24,62
2008-09-25,62
2008-09-26,61
2008-09-27,61
2008-09-28,61
2008-09-29,61
2008-09-30,61
2008-10-01,61
2008-10-02,61
2008-10-03,61
2008-10-04,61
2008-10-05,61
2008-10-06,62
2008-10-07,62
2008-10-08,62
2008-10-09,62
2008-10-10,63
2008-10-11,63
2008-10-12,63
2008-10-13,63
2008-10-14,63
2008-10-15,64
2008-10-16,64
2008-10-17,64
2008-10-18,64
2008-10-19,65
2008-10-20,65
2008-10-21,65
2008-10-22,65
2008-10-23,65
2008-10-24,66
2008-10-25,66
2008-10-26,66
2008-10-27,66
2008-10-28,67
2008-10-29,67
2008-10-30,67
2008-10-31,67
2008-11-01,68
2008-11-02,67
2008-11-03,66
2008-11-04,66
2008-11-05,65
2008-11-06,64
2008-11-07,64
2008-11-08,63
2008-11-09,62
2008-11-10,62
2008-11-11,61
2008-11-12,60
2008-11-13,60
2008-11-14,59
2008-11-15,58
2008-11-16,58
2008-11-17,57
2008-11-18,56
2008-11-19,56
2008-11-20,55
2008-11-21,54
2008-11-22,54
2008-11-23,53
2008-11-24,52
2008-11-25,52
2008-11-26,51
2008-11-27,50
2008-11-28,50
2008-11-29,49
2008-11-30,48
