Date,BioFuel Energy
2007-06-04,47
2007-06-05,45
2007-06-06,44
2007-06-07,42
2007-06-08,41
2007-06-09,40
2007-06-10,48
2007-06-11,57
2007-06-12,66
2007-06-13,75
2007-06-14,84
2007-06-15,92
2007-06-16,101
2007-06-17,95
2007-06-18,87
2007-06-19,80
2007-06-20,74
2007-06-21,68
2007-06-22,61
2007-06-23,55
2007-06-24,53
2007-06-25,51
2007-06-26,49
2007-06-27,48
2007-06-28,46
2007-06-29,44
2007-06-30,43
2007-07-01,43
2007-07-02,44
2007-07-03,45
2007-07-04,46
2007-07-05,47
2007-07-06,48
2007-07-07,49
2007-07-08,49
2007-07-09,50
2007-07-10,51
2007-07-11,51
2007-07-12,52
2007-07-13,53
2007-07-14,54
2007-07-15,54
2007-07-16,54
2007-07-17,54
2007-07-18,54
2007-07-19,55
2007-07-20,55
2007-07-21,55
2007-07-22,54
2007-07-23,53
2007-07-24,53
2007-07-25,52
2007-07-26,52
2007-07-27,51
2007-07-28,51
2007-07-29,51
2007-07-30,51
2007-07-31,51
2007-08-01,51
2007-08-02,51
2007-08-03,51
2007-08-04,51
2007-08-05,51
2007-08-06,51
2007-08-07,51
2007-08-08,51
2007-08-09,51
2007-08-10,51
2007-08-11,51
2007-08-12,49
2007-08-13,47
2007-08-14,46
2007-08-15,44
2007-08-16,43
2007-08-17,41
2007-08-18,40
2007-08-19,40
2007-08-20,40
2007-08-21,40
2007-08-22,40
2007-08-23,40
2007-08-24,40
2007-08-25,40
2007-08-26,40
2007-09-02,41
2007-09-03,41
2007-09-04,41
2007-09-05,41
2007-09-06,41
2007-09-07,41
2007-09-08,42
2007-09-09,42
2007-09-10,53
2007-09-11,42
2007-09-12,43
2007-09-13,43
2007-09-14,43
2007-09-15,44
2007-09-16,44
2007-09-17,44
2007-09-18,44
2007-09-19,44
2007-09-20,45
2007-09-21,45
2007-09-22,45
2007-09-23,45
2007-09-24,44
2007-09-25,44
2007-09-26,44
2007-09-27,44
2007-09-28,44
2007-09-29,44
2007-09-30,49
2007-10-01,54
2007-10-02,59
2007-10-03,65
2007-10-04,70
2007-10-05,75
2007-10-06,80
2007-10-07,73
2007-10-08,65
2007-10-09,58
2007-10-10,51
2007-10-11,44
2007-10-12,37
2007-10-13,30
2007-10-14,30
2007-10-15,30
2007-10-16,30
2007-10-17,30
2007-10-18,30
2007-10-19,30
2007-10-20,30
2007-10-21,30
2007-10-22,30
2007-10-23,30
2007-10-24,30
2007-10-25,30
2007-10-26,30
2007-10-27,30
2007-10-28,32
2007-10-29,34
2007-10-30,37
2007-10-31,39
2007-11-01,42
2007-11-02,44
2007-11-03,47
2007-11-04,46
2007-11-05,46
2007-11-06,45
2007-11-07,45
2007-11-08,44
2007-11-09,44
2007-11-10,44
2007-11-11,44
2007-11-12,44
2007-11-13,44
2007-11-14,45
2007-11-15,45
2007-11-16,45
2007-11-17,46
2007-11-18,45
2007-11-19,45
2007-11-20,44
2007-11-21,44
2007-11-22,43
2007-11-23,43
2007-11-24,43
2007-11-25,45
2007-12-02,58
2007-12-03,56
2007-12-04,53
2007-12-05,51
2007-12-06,48
2007-12-07,46
2007-12-08,44
2007-12-09,42
2007-12-10,40
2007-12-11,38
2007-12-12,37
2007-12-13,35
2007-12-14,33
2007-12-15,32
2007-12-16,32
2007-12-17,33
2007-12-18,34
2007-12-19,35
2007-12-20,35
2007-12-21,36
2007-12-22,37
2007-12-23,36
2007-12-24,36
2007-12-25,35
2007-12-26,35
2007-12-27,34
2007-12-28,34
2007-12-29,34
2007-12-30,34
2007-12-31,34
2008-01-01,34
2008-01-02,34
2008-01-03,34
2008-01-04,34
2008-01-05,34
2008-01-06,34
2008-01-07,34
2008-01-08,35
2008-01-09,35
2008-01-10,36
2008-01-11,36
2008-01-12,37
2008-01-13,38
2008-01-14,39
2008-01-15,40
2008-01-16,41
2008-01-17,42
2008-01-18,43
2008-01-19,44
2008-01-20,43
2008-01-21,42
2008-01-22,41
2008-01-23,40
2008-01-24,39
2008-01-25,38
2008-01-26,38
2008-01-27,38
2008-01-28,38
2008-01-29,38
2008-01-30,38
2008-01-31,38
2008-02-01,38
2008-02-02,38
2008-02-03,39
2008-02-04,41
2008-02-05,42
2008-02-06,43
2008-02-07,45
2008-02-08,46
2008-02-09,48
2008-02-10,47
2008-02-11,45
2008-02-12,44
2008-02-13,43
2008-02-14,41
2008-02-15,40
2008-02-16,39
2008-02-17,37
2008-02-18,36
2008-02-19,34
2008-02-20,33
2008-02-21,31
2008-02-22,30
2008-02-23,29
2008-02-24,30
2008-03-02,43
2008-03-03,44
2008-03-04,45
2008-03-05,46
2008-03-06,47
2008-03-07,49
2008-03-08,50
2008-03-09,49
2008-03-10,49
2008-03-11,49
2008-03-12,48
2008-03-13,48
2008-03-14,47
2008-03-15,47
2008-03-16,45
2008-03-17,43
2008-03-18,41
2008-03-19,39
2008-03-20,37
2008-03-21,35
2008-03-22,33
2008-03-23,33
2008-03-24,34
2008-03-25,34
2008-03-26,35
2008-03-27,35
2008-03-28,36
2008-03-29,37
2008-03-30,39
2008-03-31,41
2008-04-01,43
2008-04-02,45
2008-04-03,47
2008-04-04,49
2008-04-05,51
2008-04-06,50
2008-04-07,49
2008-04-08,48
2008-04-09,48
2008-04-10,47
2008-04-11,46
2008-04-12,46
2008-04-13,47
2008-04-14,49
2008-04-15,51
2008-04-16,53
2008-04-17,55
2008-04-18,57
2008-04-19,59
2008-04-20,56
2008-04-21,54
2008-04-22,51
2008-04-23,49
2008-04-24,47
2008-04-25,44
2008-04-26,42
2008-04-27,42
2008-04-28,42
2008-04-29,42
2008-04-30,43
2008-05-01,43
2008-05-02,43
2008-05-03,43
2008-05-04,41
2008-05-05,39
2008-05-06,37
2008-05-07,35
2008-05-08,33
2008-05-09,31
2008-05-10,29
2008-05-11,32
2008-05-12,36
2008-05-13,39
2008-05-14,43
2008-05-15,46
2008-05-16,50
2008-05-17,54
2008-05-18,54
2008-05-19,55
2008-05-20,56
2008-05-21,57
2008-05-22,57
2008-05-23,58
2008-05-24,59
2008-05-25,57
