Date,Sucampo
2006-09-10,0
2006-09-11,0
2006-09-12,0
2006-09-13,0
2006-09-14,0
2006-09-15,0
2006-09-16,0
2006-09-17,0
2006-09-18,0
2006-09-19,0
2006-09-20,0
2006-09-21,0
2006-09-22,0
2006-09-23,0
2006-09-24,0
2006-09-25,0
2006-09-26,0
2006-09-27,0
2006-09-28,0
2006-09-29,0
2006-09-30,0
2006-10-01,0
2006-10-02,0
2006-10-03,0
2006-10-04,0
2006-10-05,0
2006-10-06,0
2006-10-07,0
2006-10-08,0
2006-10-09,0
2006-10-10,0
2006-10-11,0
2006-10-12,0
2006-10-13,0
2006-10-14,0
2006-10-15,0
2006-10-16,0
2006-10-17,0
2006-10-18,0
2006-10-19,0
2006-10-20,0
2006-10-21,0
2006-10-22,0
2006-10-23,0
2006-10-24,0
2006-10-25,0
2006-10-26,0
2006-10-27,0
2006-10-28,0
2006-10-29,0
2006-10-30,0
2006-10-31,0
2006-11-01,0
2006-11-02,0
2006-11-03,0
2006-11-04,0
2006-11-05,0
2006-11-06,0
2006-11-07,0
2006-11-08,0
2006-11-09,0
2006-11-10,0
2006-11-11,0
2006-11-12,0
2006-11-13,0
2006-11-14,0
2006-11-15,0
2006-11-16,0
2006-11-17,0
2006-11-18,0
2006-11-19,0
2006-11-20,0
2006-11-21,0
2006-11-22,0
2006-11-23,0
2006-11-24,0
2006-11-25,0
2006-11-26,0
2006-11-27,0
2006-11-28,0
2006-11-29,0
2006-11-30,0
2006-12-01,0
2006-12-02,0
2006-12-03,0
2006-12-04,0
2006-12-05,0
2006-12-06,0
2006-12-07,0
2006-12-08,0
2006-12-09,0
2006-12-10,0
2006-12-11,0
2006-12-12,0
2006-12-13,0
2006-12-14,0
2006-12-15,0
2006-12-16,0
2006-12-17,0
2006-12-18,0
2006-12-19,0
2006-12-20,0
2006-12-21,0
2006-12-22,0
2006-12-23,0
2006-12-24,0
2006-12-25,0
2006-12-26,0
2006-12-27,0
2006-12-28,0
2006-12-29,0
2006-12-30,0
2006-12-31,0
2007-01-01,0
2007-01-02,0
2007-01-03,0
2007-01-04,0
2007-01-05,0
2007-01-06,0
2007-01-07,0
2007-01-08,0
2007-01-09,0
2007-01-10,0
2007-01-11,0
2007-01-12,0
2007-01-13,0
2007-01-14,0
2007-01-15,0
2007-01-16,0
2007-01-17,0
2007-01-18,0
2007-01-19,0
2007-01-20,0
2007-01-21,0
2007-01-22,0
2007-01-23,0
2007-01-24,0
2007-01-25,0
2007-01-26,0
2007-01-27,0
2007-01-28,0
2007-01-29,0
2007-01-30,0
2007-01-31,0
2007-02-01,0
2007-02-02,1
2007-02-03,3
2007-02-04,4
2007-02-05,6
2007-02-06,7
2007-02-07,9
2007-02-08,11
2007-02-09,12
2007-02-10,14
2007-02-11,15
2007-02-12,17
2007-02-13,18
2007-02-14,20
2007-02-15,22
2007-02-16,23
2007-02-17,25
2007-02-18,26
2007-02-19,28
2007-02-20,29
2007-02-21,31
2007-02-22,33
2007-02-23,34
2007-02-24,36
2007-02-25,37
2007-02-26,39
2007-02-27,40
2007-02-28,42
2007-03-01,44
2007-03-02,44
2007-03-03,45
2007-03-04,46
2007-03-05,47
2007-03-06,47
2007-03-07,48
2007-03-08,49
2007-03-09,50
2007-03-10,50
2007-03-11,51
2007-03-12,52
2007-03-13,53
2007-03-14,54
2007-03-15,54
2007-03-16,55
2007-03-17,56
2007-03-18,57
2007-03-19,57
2007-03-20,58
2007-03-21,59
2007-03-22,60
2007-03-23,61
2007-03-24,61
2007-03-25,62
2007-03-26,63
2007-03-27,64
2007-03-28,64
2007-03-29,65
2007-03-30,66
2007-03-31,67
2007-04-01,68
2007-04-02,67
2007-04-03,67
2007-04-04,66
2007-04-05,66
2007-04-06,65
2007-04-07,65
2007-04-08,64
2007-04-09,64
2007-04-10,63
2007-04-11,63
2007-04-12,62
2007-04-13,62
2007-04-14,61
2007-04-15,61
2007-04-16,61
2007-04-17,60
2007-04-18,60
2007-04-19,59
2007-04-20,59
2007-04-21,58
2007-04-22,58
2007-04-23,57
2007-04-24,57
2007-04-25,56
2007-04-26,56
2007-04-27,55
2007-04-28,55
2007-04-29,54
2007-04-30,54
2007-05-01,54
2007-05-02,54
2007-05-03,54
2007-05-04,54
2007-05-05,54
2007-05-06,54
2007-05-07,54
2007-05-08,54
2007-05-09,54
2007-05-10,54
2007-05-11,54
2007-05-12,54
2007-05-13,54
2007-05-14,54
2007-05-15,54
2007-05-16,54
2007-05-17,54
2007-05-18,54
2007-05-19,54
2007-05-20,54
2007-05-21,54
2007-05-22,54
2007-05-23,54
2007-05-24,54
2007-05-25,54
2007-05-26,54
2007-05-27,54
2007-05-28,54
2007-05-29,54
2007-05-30,54
2007-05-31,54
2007-06-01,54
2007-06-02,53
2007-06-03,53
2007-06-04,53
2007-06-05,53
2007-06-06,53
2007-06-07,53
2007-06-08,53
2007-06-09,53
2007-06-10,53
2007-06-11,53
2007-06-12,52
2007-06-13,52
2007-06-14,52
2007-06-15,52
2007-06-16,52
2007-06-17,52
2007-06-18,52
2007-06-19,52
2007-06-20,52
2007-06-21,52
2007-06-22,51
2007-06-23,51
2007-06-24,51
2007-06-25,51
2007-06-26,51
2007-06-27,51
2007-06-28,51
2007-06-29,51
2007-06-30,51
2007-07-01,51
2007-07-02,51
2007-07-03,52
2007-07-04,52
2007-07-05,53
2007-07-06,53
2007-07-07,54
2007-07-08,55
2007-07-09,55
2007-07-10,56
2007-07-11,56
2007-07-12,57
2007-07-13,57
2007-07-14,58
2007-07-15,59
2007-07-16,59
2007-07-17,60
2007-07-18,60
2007-07-19,61
2007-07-20,62
2007-07-21,62
2007-07-22,63
2007-07-23,63
2007-07-24,64
2007-07-25,64
2007-07-26,65
2007-07-27,66
2007-07-28,66
2007-07-29,67
2007-07-30,67
2007-07-31,68
2007-08-01,69
2007-08-02,68
2007-08-03,67
2007-08-04,67
2007-08-05,66
2007-08-06,66
2007-08-07,65
2007-08-08,65
2007-08-09,64
2007-08-10,64
2007-08-11,63
2007-08-12,62
2007-08-13,62
2007-08-14,61
2007-08-15,61
2007-08-16,60
2007-08-17,60
2007-08-18,59
2007-08-19,59
2007-08-20,58
2007-08-21,58
2007-08-22,57
2007-08-23,56
2007-08-24,56
2007-08-25,55
2007-08-26,55
2007-08-27,54
2007-08-28,54
2007-08-29,53
2007-08-30,53
2007-08-31,52
2007-09-01,52
2007-09-02,52
2007-09-03,52
2007-09-04,52
2007-09-05,52
2007-09-06,52
2007-09-07,52
2007-09-08,52
2007-09-09,52
2007-09-10,52
2007-09-11,52
2007-09-12,52
2007-09-13,52
2007-09-14,52
2007-09-15,52
2007-09-16,52
2007-09-17,52
2007-09-18,52
2007-09-19,52
2007-09-20,52
2007-09-21,52
2007-09-22,52
2007-09-23,52
2007-09-24,52
2007-09-25,52
2007-09-26,52
2007-09-27,52
2007-09-28,52
2007-09-29,52
2007-09-30,52
2007-10-01,52
2007-10-02,52
2007-10-03,52
2007-10-04,52
2007-10-05,52
2007-10-06,52
2007-10-07,52
2007-10-08,52
2007-10-09,52
2007-10-10,52
2007-10-11,52
2007-10-12,52
2007-10-13,52
2007-10-14,52
2007-10-15,52
2007-10-16,52
2007-10-17,52
2007-10-18,52
2007-10-19,52
2007-10-20,52
2007-10-21,52
2007-10-22,52
2007-10-23,52
2007-10-24,52
2007-10-25,52
2007-10-26,52
2007-10-27,52
2007-10-28,52
2007-10-29,52
2007-10-30,52
2007-10-31,52
2007-11-01,52
2007-11-02,51
2007-11-03,51
2007-11-04,50
2007-11-05,50
2007-11-06,49
2007-11-07,49
2007-11-08,48
2007-11-09,48
2007-11-10,47
2007-11-11,47
2007-11-12,46
2007-11-13,46
2007-11-14,45
2007-11-15,45
2007-11-16,45
2007-11-17,44
2007-11-18,44
2007-11-19,43
2007-11-20,43
2007-11-21,42
2007-11-22,42
2007-11-23,41
2007-11-24,41
2007-11-25,40
2007-11-26,40
2007-11-27,39
2007-11-28,39
2007-11-29,38
2007-11-30,38
