Date,RealPage
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,0
2010-07-19,0
2010-07-20,0
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-24,0
2010-07-25,0
2010-07-26,0
2010-07-27,0
2010-07-28,0
2010-07-29,0
2010-07-30,0
2010-07-31,0
2010-08-01,0
2010-08-02,0
2010-08-03,0
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,0
2010-08-08,0
2010-08-09,0
2010-08-10,0
2010-08-11,0
2010-08-12,0
2010-08-13,0
2010-08-14,0
2010-08-15,0
2010-08-16,0
2010-08-17,0
2010-08-18,0
2010-08-19,0
2010-08-20,0
2010-08-21,0
2010-08-22,0
2010-08-23,0
2010-08-24,0
2010-08-25,0
2010-08-26,0
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,0
2010-08-31,0
2010-09-01,0
2010-09-02,0
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,0
2010-09-09,0
2010-09-10,0
2010-09-11,0
2010-09-12,0
2010-09-13,0
2010-09-14,0
2010-09-15,0
2010-09-16,0
2010-09-17,0
2010-09-18,0
2010-09-19,0
2010-09-20,0
2010-09-21,0
2010-09-22,0
2010-09-23,0
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,0
2010-09-29,0
2010-09-30,0
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,0
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,3
2010-11-03,6
2010-11-04,10
2010-11-05,13
2010-11-06,16
2010-11-07,20
2010-11-08,23
2010-11-09,26
2010-11-10,30
2010-11-11,33
2010-11-12,36
2010-11-13,40
2010-11-14,43
2010-11-15,46
2010-11-16,50
2010-11-17,53
2010-11-18,56
2010-11-19,60
2010-11-20,63
2010-11-21,66
2010-11-22,70
2010-11-23,73
2010-11-24,76
2010-11-25,80
2010-11-26,83
2010-11-27,86
2010-11-28,90
2010-11-29,93
2010-11-30,96
2010-12-01,100
2010-12-02,99
2010-12-03,98
2010-12-04,98
2010-12-05,97
2010-12-06,96
2010-12-07,96
2010-12-08,95
2010-12-09,94
2010-12-10,94
2010-12-11,93
2010-12-12,92
2010-12-13,92
2010-12-14,91
2010-12-15,90
2010-12-16,90
2010-12-17,89
2010-12-18,89
2010-12-19,88
2010-12-20,87
2010-12-21,87
2010-12-22,86
2010-12-23,85
2010-12-24,85
2010-12-25,84
2010-12-26,83
2010-12-27,83
2010-12-28,82
2010-12-29,81
2010-12-30,81
2010-12-31,80
2011-01-01,80
2011-01-02,80
2011-01-03,80
2011-01-04,80
2011-01-05,80
2011-01-06,80
2011-01-07,80
2011-01-08,80
2011-01-09,80
2011-01-10,80
2011-01-11,80
2011-01-12,80
2011-01-13,80
2011-01-14,80
2011-01-15,80
2011-01-16,80
2011-01-17,80
2011-01-18,80
2011-01-19,80
2011-01-20,80
2011-01-21,80
2011-01-22,80
2011-01-23,80
2011-01-24,80
2011-01-25,80
2011-01-26,80
2011-01-27,80
2011-01-28,80
2011-01-29,80
2011-01-30,80
2011-01-31,80
2011-02-01,80
2011-02-02,80
2011-02-03,80
2011-02-04,80
2011-02-05,80
2011-02-06,80
2011-02-07,80
2011-02-08,80
2011-02-09,80
2011-02-10,80
2011-02-11,80
2011-02-12,80
2011-02-13,80
2011-02-14,80
2011-02-15,80
2011-02-16,80
2011-02-17,80
2011-02-18,80
2011-02-19,80
2011-02-20,80
2011-02-21,80
2011-02-22,80
2011-02-23,80
2011-02-24,80
2011-02-25,80
2011-02-26,80
2011-02-27,80
2011-02-28,80
2011-03-01,80
2011-03-02,80
2011-03-03,80
2011-03-04,80
2011-03-05,80
2011-03-06,80
2011-03-07,80
2011-03-08,80
2011-03-09,80
2011-03-10,80
2011-03-11,80
2011-03-12,80
2011-03-13,80
2011-03-14,80
2011-03-15,80
2011-03-16,80
2011-03-17,80
2011-03-18,80
2011-03-19,80
2011-03-20,80
2011-03-21,80
2011-03-22,80
2011-03-23,80
2011-03-24,80
2011-03-25,80
2011-03-26,80
2011-03-27,80
2011-03-28,80
2011-03-29,80
2011-03-30,80
2011-03-31,80
2011-04-01,80
2011-04-02,80
2011-04-03,80
2011-04-04,80
2011-04-05,80
2011-04-06,80
2011-04-07,80
2011-04-08,80
2011-04-09,80
2011-04-10,80
2011-04-11,80
2011-04-12,80
2011-04-13,80
2011-04-14,80
2011-04-15,80
2011-04-16,80
2011-04-17,80
2011-04-18,80
2011-04-19,80
2011-04-20,80
2011-04-21,80
2011-04-22,80
2011-04-23,80
2011-04-24,80
2011-04-25,80
2011-04-26,80
2011-04-27,80
2011-04-28,80
2011-04-29,80
2011-04-30,80
2011-05-01,80
2011-05-02,79
2011-05-03,79
2011-05-04,79
2011-05-05,79
2011-05-06,79
2011-05-07,78
2011-05-08,78
2011-05-09,78
2011-05-10,78
2011-05-11,78
2011-05-12,77
2011-05-13,77
2011-05-14,77
2011-05-15,77
2011-05-16,77
2011-05-17,76
2011-05-18,76
2011-05-19,76
2011-05-20,76
2011-05-21,76
2011-05-22,75
2011-05-23,75
2011-05-24,75
2011-05-25,75
2011-05-26,75
2011-05-27,74
2011-05-28,74
2011-05-29,74
2011-05-30,74
2011-05-31,74
2011-06-01,74
2011-06-02,74
2011-06-03,74
2011-06-04,74
2011-06-05,74
2011-06-06,74
2011-06-07,74
2011-06-08,74
2011-06-09,74
2011-06-10,74
2011-06-11,74
2011-06-12,74
2011-06-13,74
2011-06-14,74
2011-06-15,74
2011-06-16,74
2011-06-17,74
2011-06-18,74
2011-06-19,74
2011-06-20,74
2011-06-21,74
2011-06-22,74
2011-06-23,74
2011-06-24,74
2011-06-25,74
2011-06-26,74
2011-06-27,74
2011-06-28,74
2011-06-29,74
2011-06-30,74
2011-07-01,74
2011-07-02,74
2011-07-03,74
2011-07-04,74
2011-07-05,74
2011-07-06,74
2011-07-07,74
2011-07-08,74
2011-07-09,74
2011-07-10,74
2011-07-11,74
2011-07-12,74
2011-07-13,74
2011-07-14,74
2011-07-15,74
2011-07-16,74
2011-07-17,74
2011-07-18,74
2011-07-19,74
2011-07-20,74
2011-07-21,74
2011-07-22,74
2011-07-23,74
2011-07-24,74
2011-07-25,74
2011-07-26,74
2011-07-27,74
2011-07-28,74
2011-07-29,74
2011-07-30,74
2011-07-31,74
2011-08-01,74
2011-08-02,74
2011-08-03,74
2011-08-04,74
2011-08-05,74
2011-08-06,74
2011-08-07,74
2011-08-08,74
2011-08-09,74
2011-08-10,74
2011-08-11,74
2011-08-12,74
2011-08-13,74
2011-08-14,74
2011-08-15,74
2011-08-16,74
2011-08-17,74
2011-08-18,74
2011-08-19,74
2011-08-20,74
2011-08-21,74
2011-08-22,74
2011-08-23,74
2011-08-24,74
2011-08-25,74
2011-08-26,74
2011-08-27,74
2011-08-28,74
2011-08-29,74
2011-08-30,74
2011-08-31,74
2011-09-01,74
