Date,Enanta
2012-11-05,57
2012-11-06,57
2012-11-07,58
2012-11-08,58
2012-11-09,58
2012-11-10,59
2012-11-11,59
2012-11-12,60
2012-11-13,60
2012-11-14,60
2012-11-15,61
2012-11-16,61
2012-11-17,61
2012-11-18,62
2012-11-19,62
2012-11-20,62
2012-11-21,63
2012-11-22,63
2012-11-23,64
2012-11-24,64
2012-11-25,64
2012-11-26,65
2012-11-27,65
2012-11-28,65
2012-11-29,66
2012-11-30,66
2012-12-01,67
2012-12-02,67
2012-12-03,67
2012-12-04,68
2012-12-05,68
2012-12-06,68
2012-12-07,69
2012-12-08,69
2012-12-09,69
2012-12-10,70
2012-12-11,70
2012-12-12,70
2012-12-13,71
2012-12-14,71
2012-12-15,71
2012-12-16,72
2012-12-17,72
2012-12-18,73
2012-12-19,73
2012-12-20,73
2012-12-21,74
2012-12-22,74
2012-12-23,74
2012-12-24,75
2012-12-25,75
2012-12-26,75
2012-12-27,76
2012-12-28,76
2012-12-29,76
2012-12-30,77
2012-12-31,77
2013-01-01,78
2013-01-02,78
2013-01-03,78
2013-01-04,79
2013-01-05,79
2013-01-06,79
2013-01-07,80
2013-01-08,80
2013-01-09,80
2013-01-10,81
2013-01-11,81
2013-01-12,81
2013-01-13,82
2013-01-14,82
2013-01-15,82
2013-01-16,83
2013-01-17,83
2013-01-18,84
2013-01-19,84
2013-01-20,84
2013-01-21,85
2013-01-22,85
2013-01-23,85
2013-01-24,86
2013-01-25,86
2013-01-26,86
2013-01-27,87
2013-01-28,87
2013-01-29,87
2013-01-30,88
2013-01-31,88
2013-02-01,89
2013-02-02,89
2013-02-03,89
2013-02-04,90
2013-02-05,90
2013-02-06,90
2013-02-07,91
2013-02-08,91
2013-02-09,92
2013-02-10,92
2013-02-11,92
2013-02-12,93
2013-02-13,93
2013-02-14,94
2013-02-15,94
2013-02-16,94
2013-02-17,95
2013-02-18,95
2013-02-19,96
2013-02-20,96
2013-02-21,96
2013-02-22,97
2013-02-23,97
2013-02-24,98
2013-02-25,98
2013-02-26,98
2013-02-27,99
2013-02-28,99
2013-03-01,100
2013-03-02,98
2013-03-03,97
2013-03-04,95
2013-03-05,94
2013-03-06,92
2013-03-07,91
2013-03-08,89
2013-03-09,88
2013-03-10,86
2013-03-11,85
2013-03-12,83
2013-03-13,82
2013-03-14,80
2013-03-15,79
2013-03-16,77
2013-03-17,76
2013-03-18,74
2013-03-19,73
2013-03-20,71
2013-03-21,70
2013-03-22,68
2013-03-23,67
2013-03-24,65
2013-03-25,64
2013-03-26,62
2013-03-27,61
2013-03-28,59
2013-03-29,58
2013-03-30,56
2013-03-31,55
2013-04-01,54
2013-04-02,53
2013-04-03,53
2013-04-04,52
2013-04-05,52
2013-04-06,52
2013-04-07,51
2013-04-08,51
2013-04-09,51
2013-04-10,50
2013-04-11,50
2013-04-12,49
2013-04-13,49
2013-04-14,49
2013-04-15,48
2013-04-16,48
2013-04-17,48
2013-04-18,47
2013-04-19,47
2013-04-20,47
2013-04-21,46
2013-04-22,46
2013-04-23,45
2013-04-24,45
2013-04-25,45
2013-04-26,44
2013-04-27,44
2013-04-28,44
2013-04-29,43
2013-04-30,43
2013-05-01,43
2013-05-02,43
2013-05-03,43
2013-05-04,43
2013-05-05,44
2013-05-06,44
2013-05-07,44
2013-05-08,44
2013-05-09,45
2013-05-10,45
2013-05-11,45
2013-05-12,45
2013-05-13,46
2013-05-14,46
2013-05-15,46
2013-05-16,46
2013-05-17,47
2013-05-18,47
2013-05-19,47
2013-05-20,47
2013-05-21,48
2013-05-22,48
2013-05-23,48
2013-05-24,48
2013-05-25,49
2013-05-26,49
2013-05-27,49
2013-05-28,49
2013-05-29,50
2013-05-30,50
2013-05-31,50
2013-06-01,51
2013-06-02,50
2013-06-03,50
2013-06-04,49
2013-06-05,49
2013-06-06,49
2013-06-07,48
2013-06-08,48
2013-06-09,48
2013-06-10,47
2013-06-11,47
2013-06-12,46
2013-06-13,46
2013-06-14,46
2013-06-15,45
2013-06-16,45
2013-06-17,45
2013-06-18,44
2013-06-19,44
2013-06-20,44
2013-06-21,43
2013-06-22,43
2013-06-23,42
2013-06-24,42
2013-06-25,42
2013-06-26,41
2013-06-27,41
2013-06-28,41
2013-06-29,40
2013-06-30,40
2013-07-01,40
2013-07-02,40
2013-07-03,40
2013-07-04,40
2013-07-05,40
2013-07-06,40
2013-07-07,40
2013-07-08,40
2013-07-09,40
2013-07-10,40
2013-07-11,40
2013-07-12,40
2013-07-13,40
2013-07-14,40
2013-07-15,40
2013-07-16,40
2013-07-17,40
2013-07-18,40
2013-07-19,40
2013-07-20,40
2013-07-21,40
2013-07-22,40
2013-07-23,40
2013-07-24,40
2013-07-25,40
2013-07-26,40
2013-07-27,40
2013-07-28,40
2013-07-29,40
2013-07-30,40
2013-07-31,40
2013-08-01,40
2013-08-02,40
2013-08-03,40
2013-08-04,40
2013-08-05,40
2013-08-06,40
2013-08-07,40
2013-08-08,41
2013-08-09,41
2013-08-10,41
2013-08-11,41
2013-08-12,41
2013-08-13,41
2013-08-14,42
2013-08-15,42
2013-08-16,42
2013-08-17,42
2013-08-18,42
2013-08-19,42
2013-08-20,43
2013-08-21,43
2013-08-22,43
2013-08-23,43
2013-08-24,43
2013-08-25,43
2013-08-26,44
2013-08-27,44
2013-08-28,44
2013-08-29,44
2013-08-30,44
2013-08-31,44
2013-09-01,45
2013-09-02,45
2013-09-03,45
2013-09-04,46
2013-09-05,46
2013-09-06,47
2013-09-07,47
2013-09-08,48
2013-09-09,48
2013-09-10,48
2013-09-11,49
2013-09-12,49
2013-09-13,50
2013-09-14,50
2013-09-15,51
2013-09-16,51
2013-09-17,51
2013-09-18,52
2013-09-19,52
2013-09-20,53
2013-09-21,53
2013-09-22,54
2013-09-23,54
2013-09-24,54
2013-09-25,55
2013-09-26,55
2013-09-27,56
2013-09-28,56
2013-09-29,57
2013-09-30,57
2013-10-01,58
2013-10-02,58
2013-10-03,59
2013-10-04,60
2013-10-05,60
2013-10-06,61
2013-10-07,62
2013-10-08,63
2013-10-09,63
2013-10-10,64
2013-10-11,65
2013-10-12,66
2013-10-13,66
2013-10-14,67
2013-10-15,68
2013-10-16,69
2013-10-17,69
2013-10-18,70
2013-10-19,71
2013-10-20,72
2013-10-21,72
2013-10-22,73
2013-10-23,74
2013-10-24,75
2013-10-25,75
2013-10-26,76
2013-10-27,77
2013-10-28,78
2013-10-29,78
2013-10-30,79
2013-10-31,80
2013-11-01,81
2013-11-02,80
2013-11-03,80
2013-11-04,80
2013-11-05,79
2013-11-06,79
2013-11-07,79
2013-11-08,78
2013-11-09,78
2013-11-10,78
2013-11-11,77
2013-11-12,77
2013-11-13,77
2013-11-14,76
2013-11-15,76
2013-11-16,76
2013-11-17,75
2013-11-18,75
2013-11-19,75
2013-11-20,74
2013-11-21,74
2013-11-22,74
2013-11-23,73
2013-11-24,73
2013-11-25,73
2013-11-26,72
2013-11-27,72
2013-11-28,72
2013-11-29,71
2013-11-30,71
2013-12-01,71
2013-12-02,70
2013-12-03,69
2013-12-04,68
2013-12-05,67
2013-12-06,66
2013-12-07,65
2013-12-08,64
2013-12-09,64
2013-12-10,63
2013-12-11,62
2013-12-12,61
2013-12-13,60
2013-12-14,59
2013-12-15,58
2013-12-16,57
2013-12-17,57
2013-12-18,56
2013-12-19,55
2013-12-20,54
2013-12-21,53
2013-12-22,52
2013-12-23,51
2013-12-24,50
2013-12-25,50
2013-12-26,49
2013-12-27,48
2013-12-28,47
2013-12-29,46
2013-12-30,45
2013-12-31,44
2014-01-01,44
2014-01-02,44
2014-01-03,45
2014-01-04,46
2014-01-05,46
2014-01-06,47
2014-01-07,48
2014-01-08,49
2014-01-09,49
2014-01-10,50
2014-01-11,51
2014-01-12,52
2014-01-13,52
2014-01-14,53
2014-01-15,54
2014-01-16,55
2014-01-17,55
2014-01-18,56
2014-01-19,57
2014-01-20,58
2014-01-21,58
2014-01-22,59
2014-01-23,60
2014-01-24,61
2014-01-25,61
2014-01-26,62
2014-01-27,63
2014-01-28,64
2014-01-29,64
2014-01-30,65
2014-01-31,66
2014-02-01,67
