Date,Baltic Trading
2009-08-23,0
2009-08-24,0
2009-08-25,0
2009-08-26,0
2009-08-27,0
2009-08-28,0
2009-08-29,0
2009-08-30,0
2009-08-31,0
2009-09-01,0
2009-09-02,3
2009-09-03,6
2009-09-04,9
2009-09-05,13
2009-09-06,16
2009-09-07,19
2009-09-08,22
2009-09-09,26
2009-09-10,29
2009-09-11,32
2009-09-12,35
2009-09-13,39
2009-09-14,42
2009-09-15,45
2009-09-16,49
2009-09-17,52
2009-09-18,55
2009-09-19,58
2009-09-20,62
2009-09-21,65
2009-09-22,68
2009-09-23,71
2009-09-24,75
2009-09-25,78
2009-09-26,81
2009-09-27,84
2009-09-28,88
2009-09-29,91
2009-09-30,94
2009-10-01,98
2009-10-02,98
2009-10-03,98
2009-10-04,98
2009-10-05,98
2009-10-06,98
2009-10-07,98
2009-10-08,98
2009-10-09,98
2009-10-10,98
2009-10-11,98
2009-10-12,98
2009-10-13,98
2009-10-14,98
2009-10-15,98
2009-10-16,98
2009-10-17,98
2009-10-18,98
2009-10-19,98
2009-10-20,98
2009-10-21,98
2009-10-22,98
2009-10-23,98
2009-10-24,98
2009-10-25,98
2009-10-26,98
2009-10-27,98
2009-10-28,98
2009-10-29,98
2009-10-30,98
2009-10-31,98
2009-11-01,98
2009-11-02,98
2009-11-03,98
2009-11-04,98
2009-11-05,98
2009-11-06,98
2009-11-07,98
2009-11-08,98
2009-11-09,98
2009-11-10,98
2009-11-11,98
2009-11-12,98
2009-11-13,98
2009-11-14,98
2009-11-15,98
2009-11-16,98
2009-11-17,98
2009-11-18,98
2009-11-19,98
2009-11-20,98
2009-11-21,98
2009-11-22,98
2009-11-23,98
2009-11-24,98
2009-11-25,98
2009-11-26,98
2009-11-27,98
2009-11-28,98
2009-11-29,98
2009-11-30,98
2009-12-01,99
2009-12-02,99
2009-12-03,99
2009-12-04,99
2009-12-05,99
2009-12-06,99
2009-12-07,99
2009-12-08,99
2009-12-09,99
2009-12-10,99
2009-12-11,99
2009-12-12,99
2009-12-13,99
2009-12-14,99
2009-12-15,99
2009-12-16,99
2009-12-17,99
2009-12-18,99
2009-12-19,99
2009-12-20,99
2009-12-21,99
2009-12-22,99
2009-12-23,99
2009-12-24,99
2009-12-25,99
2009-12-26,99
2009-12-27,99
2009-12-28,99
2009-12-29,99
2009-12-30,99
2009-12-31,99
2010-01-01,99
2010-01-02,99
2010-01-03,99
2010-01-04,99
2010-01-05,99
2010-01-06,99
2010-01-07,99
2010-01-08,99
2010-01-09,99
2010-01-10,99
2010-01-11,99
2010-01-12,99
2010-01-13,99
2010-01-14,99
2010-01-15,99
2010-01-16,99
2010-01-17,99
2010-01-18,99
2010-01-19,99
2010-01-20,99
2010-01-21,99
2010-01-22,99
2010-01-23,99
2010-01-24,99
2010-01-25,99
2010-01-26,99
2010-01-27,99
2010-01-28,99
2010-01-29,99
2010-01-30,99
2010-01-31,99
2010-02-01,100
2010-02-02,100
2010-02-03,100
2010-02-04,100
2010-02-05,100
2010-02-06,100
2010-02-07,100
2010-02-08,100
2010-02-09,100
2010-02-10,100
2010-02-11,100
2010-02-12,100
2010-02-13,100
2010-02-14,100
2010-02-15,100
2010-02-16,100
2010-02-17,100
2010-02-18,100
2010-02-19,100
2010-02-20,100
2010-02-21,100
2010-02-22,100
2010-02-23,100
2010-02-24,100
2010-02-25,100
2010-02-26,100
2010-02-27,100
2010-02-28,100
2010-03-01,100
2010-03-02,96
2010-03-03,93
2010-03-04,90
2010-03-05,87
2010-03-06,83
2010-03-07,80
2010-03-08,77
2010-03-09,74
2010-03-10,70
2010-03-11,67
2010-03-12,64
2010-03-13,61
2010-03-14,58
2010-03-15,54
2010-03-16,51
2010-03-17,48
2010-03-18,45
2010-03-19,41
2010-03-20,38
2010-03-21,35
2010-03-22,32
2010-03-23,29
2010-03-24,25
2010-03-25,22
2010-03-26,19
2010-03-27,16
2010-03-28,12
2010-03-29,9
2010-03-30,6
2010-03-31,3
2010-04-01,0
2010-04-02,0
2010-04-03,0
2010-04-04,0
2010-04-05,0
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,0
2010-07-19,0
2010-07-20,0
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-24,0
2010-07-25,0
2010-07-26,0
2010-07-27,0
2010-07-28,0
2010-07-29,0
2010-07-30,0
2010-07-31,0
2010-08-01,0
2010-08-02,0
2010-08-03,0
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,0
2010-08-08,0
2010-08-09,0
2010-08-10,0
2010-08-11,0
2010-08-12,0
2010-08-13,0
2010-08-14,0
2010-08-15,0
2010-08-16,0
2010-08-17,0
2010-08-18,0
2010-08-19,0
2010-08-20,0
2010-08-21,0
2010-08-22,0
2010-08-23,0
2010-08-24,0
2010-08-25,0
2010-08-26,0
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,0
2010-08-31,0
2010-09-01,0
2010-09-02,0
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,0
2010-09-09,0
2010-09-10,0
2010-09-11,0
2010-09-12,0
2010-09-13,0
2010-09-14,0
2010-09-15,0
2010-09-16,0
2010-09-17,0
2010-09-18,0
2010-09-19,0
2010-09-20,0
2010-09-21,0
2010-09-22,0
2010-09-23,0
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,0
2010-09-29,0
2010-09-30,0
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,0
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,0
2010-11-03,0
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,0
2010-11-08,0
2010-11-09,0
2010-11-10,0
2010-11-11,0
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0
2010-11-17,0
2010-11-18,0
2010-11-19,0
2010-11-20,0
2010-11-21,0
2010-11-22,0
2010-11-23,0
2010-11-24,0
2010-11-25,0
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,0
2010-11-30,0
2010-12-01,0
2010-12-02,1
2010-12-03,3
2010-12-04,5
2010-12-05,7
2010-12-06,9
2010-12-07,11
2010-12-08,12
2010-12-09,14
2010-12-10,16
2010-12-11,18
2010-12-12,20
2010-12-13,22
2010-12-14,23
2010-12-15,25
2010-12-16,27
2010-12-17,29
2010-12-18,31
2010-12-19,33
2010-12-20,34
2010-12-21,36
2010-12-22,38
2010-12-23,40
2010-12-24,42
2010-12-25,44
2010-12-26,45
2010-12-27,47
2010-12-28,49
2010-12-29,51
2010-12-30,53
2010-12-31,55
2011-01-01,57
2011-01-02,55
2011-01-03,53
2011-01-04,51
2011-01-05,49
2011-01-06,47
2011-01-07,45
2011-01-08,44
2011-01-09,42
2011-01-10,40
2011-01-11,38
2011-01-12,36
2011-01-13,34
2011-01-14,33
2011-01-15,31
2011-01-16,29
2011-01-17,27
2011-01-18,25
2011-01-19,23
2011-01-20,22
2011-01-21,20
2011-01-22,18
2011-01-23,16
2011-01-24,14
2011-01-25,12
2011-01-26,11
2011-01-27,9
2011-01-28,7
2011-01-29,5
2011-01-30,3
2011-01-31,1
2011-02-01,0
2011-02-02,0
2011-02-03,0
2011-02-04,0
2011-02-05,0
2011-02-06,0
2011-02-07,0
2011-02-08,0
2011-02-09,0
2011-02-10,0
2011-02-11,0
2011-02-12,0
2011-02-13,0
2011-02-14,0
2011-02-15,0
2011-02-16,0
2011-02-17,0
2011-02-18,0
2011-02-19,0
2011-02-20,0
2011-02-21,0
2011-02-22,0
2011-02-23,0
2011-02-24,0
2011-02-25,0
2011-02-26,0
2011-02-27,0
2011-02-28,0
