Date,Verigy
2006-06-03,99
2006-06-04,99
2006-06-05,99
2006-06-06,99
2006-06-07,99
2006-06-08,99
2006-06-09,99
2006-06-10,99
2006-06-11,99
2006-06-12,99
2006-06-13,99
2006-06-14,99
2006-06-15,99
2006-06-16,99
2006-06-17,99
2006-06-18,99
2006-06-19,99
2006-06-20,99
2006-06-21,99
2006-06-22,99
2006-06-23,99
2006-06-24,99
2006-06-25,99
2006-06-26,99
2006-06-27,99
2006-06-28,99
2006-06-29,99
2006-06-30,99
2006-07-01,99
2006-07-02,99
2006-07-03,99
2006-07-04,99
2006-07-05,99
2006-07-06,99
2006-07-07,99
2006-07-08,99
2006-07-09,99
2006-07-10,99
2006-07-11,99
2006-07-12,99
2006-07-13,99
2006-07-14,99
2006-07-15,99
2006-07-16,99
2006-07-17,99
2006-07-18,99
2006-07-19,99
2006-07-20,99
2006-07-21,99
2006-07-22,99
2006-07-23,99
2006-07-24,99
2006-07-25,99
2006-07-26,99
2006-07-27,99
2006-07-28,99
2006-07-29,99
2006-07-30,99
2006-07-31,99
2006-08-01,99
2006-08-02,99
2006-08-03,99
2006-08-04,99
2006-08-05,99
2006-08-06,99
2006-08-07,99
2006-08-08,99
2006-08-09,99
2006-08-10,99
2006-08-11,99
2006-08-12,99
2006-08-13,99
2006-08-14,99
2006-08-15,99
2006-08-16,99
2006-08-17,99
2006-08-18,99
2006-08-19,99
2006-08-20,99
2006-08-21,99
2006-08-22,99
2006-08-23,99
2006-08-24,99
2006-08-25,99
2006-08-26,99
2006-08-27,99
2006-08-28,99
2006-08-29,99
2006-08-30,99
2006-08-31,99
2006-09-01,100
2006-09-02,100
2006-09-03,100
2006-09-04,100
2006-09-05,100
2006-09-06,100
2006-09-07,100
2006-09-08,100
2006-09-09,100
2006-09-10,100
2006-09-11,100
2006-09-12,100
2006-09-13,100
2006-09-14,100
2006-09-15,100
2006-09-16,100
2006-09-17,100
2006-09-18,100
2006-09-19,100
2006-09-20,100
2006-09-21,100
2006-09-22,100
2006-09-23,100
2006-09-24,100
2006-09-25,100
2006-09-26,100
2006-09-27,100
2006-09-28,100
2006-09-29,100
2006-09-30,100
2006-10-01,100
2006-10-02,100
2006-10-03,100
2006-10-04,100
2006-10-05,100
2006-10-06,100
2006-10-07,100
2006-10-08,100
2006-10-09,100
2006-10-10,100
2006-10-11,100
2006-10-12,100
2006-10-13,100
2006-10-14,100
2006-10-15,100
2006-10-16,100
2006-10-17,100
2006-10-18,100
2006-10-19,100
2006-10-20,100
2006-10-21,100
2006-10-22,100
2006-10-23,100
2006-10-24,100
2006-10-25,100
2006-10-26,100
2006-10-27,100
2006-10-28,100
2006-10-29,100
2006-10-30,100
2006-10-31,100
2006-11-01,100
2006-11-02,99
2006-11-03,98
2006-11-04,97
2006-11-05,96
2006-11-06,95
2006-11-07,94
2006-11-08,93
2006-11-09,93
2006-11-10,92
2006-11-11,91
2006-11-12,90
2006-11-13,89
2006-11-14,88
2006-11-15,87
2006-11-16,87
2006-11-17,86
2006-11-18,85
2006-11-19,84
2006-11-20,83
2006-11-21,82
2006-11-22,81
2006-11-23,80
2006-11-24,80
2006-11-25,79
2006-11-26,78
2006-11-27,77
2006-11-28,76
2006-11-29,75
2006-11-30,74
2006-12-01,74
2006-12-02,74
2006-12-03,74
2006-12-04,74
2006-12-05,74
2006-12-06,74
2006-12-07,74
2006-12-08,74
2006-12-09,74
2006-12-10,74
2006-12-11,74
2006-12-12,74
2006-12-13,74
2006-12-14,74
2006-12-15,74
2006-12-16,74
2006-12-17,74
2006-12-18,74
2006-12-19,74
2006-12-20,74
2006-12-21,74
2006-12-22,74
2006-12-23,74
2006-12-24,74
2006-12-25,74
2006-12-26,74
2006-12-27,74
2006-12-28,74
2006-12-29,74
2006-12-30,74
2006-12-31,74
2007-01-01,74
2007-01-02,74
2007-01-03,74
2007-01-04,74
2007-01-05,74
2007-01-06,74
2007-01-07,74
2007-01-08,74
2007-01-09,74
2007-01-10,74
2007-01-11,74
2007-01-12,74
2007-01-13,74
2007-01-14,74
2007-01-15,74
2007-01-16,74
2007-01-17,74
2007-01-18,74
2007-01-19,74
2007-01-20,74
2007-01-21,74
2007-01-22,74
2007-01-23,74
2007-01-24,74
2007-01-25,74
2007-01-26,74
2007-01-27,74
2007-01-28,74
2007-01-29,74
2007-01-30,74
2007-01-31,74
2007-02-01,74
2007-02-02,73
2007-02-03,73
2007-02-04,73
2007-02-05,73
2007-02-06,73
2007-02-07,73
2007-02-08,73
2007-02-09,72
2007-02-10,72
2007-02-11,72
2007-02-12,72
2007-02-13,72
2007-02-14,72
2007-02-15,72
2007-02-16,71
2007-02-17,71
2007-02-18,71
2007-02-19,71
2007-02-20,71
2007-02-21,71
2007-02-22,71
2007-02-23,70
2007-02-24,70
2007-02-25,70
2007-02-26,70
2007-02-27,70
2007-02-28,70
2007-03-01,70
2007-03-02,69
2007-03-03,68
2007-03-04,67
2007-03-05,66
2007-03-06,66
2007-03-07,65
2007-03-08,64
2007-03-09,63
2007-03-10,63
2007-03-11,62
2007-03-12,61
2007-03-13,60
2007-03-14,59
2007-03-15,59
2007-03-16,58
2007-03-17,57
2007-03-18,56
2007-03-19,56
2007-03-20,55
2007-03-21,54
2007-03-22,53
2007-03-23,52
2007-03-24,52
2007-03-25,51
2007-03-26,50
2007-03-27,49
2007-03-28,49
2007-03-29,48
2007-03-30,47
2007-03-31,46
2007-04-01,46
2007-04-02,46
2007-04-03,46
2007-04-04,46
2007-04-05,46
2007-04-06,46
2007-04-07,46
2007-04-08,46
2007-04-09,46
2007-04-10,46
2007-04-11,46
2007-04-12,46
2007-04-13,46
2007-04-14,46
2007-04-15,46
2007-04-16,46
2007-04-17,46
2007-04-18,46
2007-04-19,46
2007-04-20,46
2007-04-21,46
2007-04-22,46
2007-04-23,46
2007-04-24,46
2007-04-25,46
2007-04-26,46
2007-04-27,46
2007-04-28,46
2007-04-29,46
2007-04-30,46
2007-05-01,46
2007-05-02,45
2007-05-03,45
2007-05-04,45
2007-05-05,45
2007-05-06,45
2007-05-07,45
2007-05-08,45
2007-05-09,44
2007-05-10,44
2007-05-11,44
2007-05-12,44
2007-05-13,44
2007-05-14,44
2007-05-15,44
2007-05-16,44
2007-05-17,43
2007-05-18,43
2007-05-19,43
2007-05-20,43
2007-05-21,43
2007-05-22,43
2007-05-23,43
2007-05-24,43
2007-05-25,42
2007-05-26,42
2007-05-27,42
2007-05-28,42
2007-05-29,42
2007-05-30,42
2007-05-31,42
2007-06-01,42
2007-06-02,42
2007-06-03,42
2007-06-04,42
2007-06-05,42
2007-06-06,42
2007-06-07,42
2007-06-08,42
2007-06-09,42
2007-06-10,42
2007-06-11,42
2007-06-12,42
2007-06-13,42
2007-06-14,42
2007-06-15,42
2007-06-16,42
2007-06-17,42
2007-06-18,42
2007-06-19,42
2007-06-20,42
2007-06-21,42
2007-06-22,42
2007-06-23,42
2007-06-24,42
2007-06-25,42
2007-06-26,42
2007-06-27,42
2007-06-28,42
2007-06-29,42
2007-06-30,42
2007-07-01,42
2007-07-02,41
2007-07-03,41
2007-07-04,41
2007-07-05,41
2007-07-06,41
2007-07-07,41
2007-07-08,41
2007-07-09,41
2007-07-10,41
2007-07-11,41
2007-07-12,41
2007-07-13,41
2007-07-14,41
2007-07-15,41
2007-07-16,41
2007-07-17,40
2007-07-18,40
2007-07-19,40
2007-07-20,40
2007-07-21,40
2007-07-22,40
2007-07-23,40
2007-07-24,40
2007-07-25,40
2007-07-26,40
2007-07-27,40
2007-07-28,40
2007-07-29,40
2007-07-30,40
2007-07-31,40
2007-08-01,40
