Date,Qlink
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,3
2010-06-03,6
2010-06-04,10
2010-06-05,13
2010-06-06,16
2010-06-07,20
2010-06-08,23
2010-06-09,26
2010-06-10,30
2010-06-11,33
2010-06-12,36
2010-06-13,40
2010-06-14,43
2010-06-15,46
2010-06-16,50
2010-06-17,53
2010-06-18,56
2010-06-19,60
2010-06-20,63
2010-06-21,66
2010-06-22,70
2010-06-23,73
2010-06-24,76
2010-06-25,80
2010-06-26,83
2010-06-27,86
2010-06-28,90
2010-06-29,93
2010-06-30,96
2010-07-01,100
2010-07-02,96
2010-07-03,93
2010-07-04,90
2010-07-05,87
2010-07-06,83
2010-07-07,80
2010-07-08,77
2010-07-09,74
2010-07-10,70
2010-07-11,67
2010-07-12,64
2010-07-13,61
2010-07-14,58
2010-07-15,54
2010-07-16,51
2010-07-17,48
2010-07-18,45
2010-07-19,41
2010-07-20,38
2010-07-21,35
2010-07-22,32
2010-07-23,29
2010-07-24,25
2010-07-25,22
2010-07-26,19
2010-07-27,16
2010-07-28,12
2010-07-29,9
2010-07-30,6
2010-07-31,3
2010-08-01,0
2010-08-02,0
2010-08-03,0
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,0
2010-08-08,0
2010-08-09,0
2010-08-10,0
2010-08-11,0
2010-08-12,0
2010-08-13,0
2010-08-14,0
2010-08-15,0
2010-08-16,0
2010-08-17,0
2010-08-18,0
2010-08-19,0
2010-08-20,0
2010-08-21,0
2010-08-22,0
2010-08-23,0
2010-08-24,0
2010-08-25,0
2010-08-26,0
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,0
2010-08-31,0
2010-09-01,0
2010-09-02,0
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,0
2010-09-09,0
2010-09-10,0
2010-09-11,0
2010-09-12,0
2010-09-13,0
2010-09-14,0
2010-09-15,0
2010-09-16,0
2010-09-17,0
2010-09-18,0
2010-09-19,0
2010-09-20,0
2010-09-21,0
2010-09-22,0
2010-09-23,0
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,0
2010-09-29,0
2010-09-30,0
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,0
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,0
2010-11-03,0
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,0
2010-11-08,0
2010-11-09,0
2010-11-10,0
2010-11-11,0
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0
2010-11-17,0
2010-11-18,0
2010-11-19,0
2010-11-20,0
2010-11-21,0
2010-11-22,0
2010-11-23,0
2010-11-24,0
2010-11-25,0
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,0
2010-11-30,0
2010-12-01,0
2010-12-02,0
2010-12-03,0
2010-12-04,0
2010-12-05,0
2010-12-06,0
2010-12-07,0
2010-12-08,0
2010-12-09,0
2010-12-10,0
2010-12-11,0
2010-12-12,0
2010-12-13,0
2010-12-14,0
2010-12-15,0
2010-12-16,0
2010-12-17,0
2010-12-18,0
2010-12-19,0
2010-12-20,0
2010-12-21,0
2010-12-22,0
2010-12-23,0
2010-12-24,0
2010-12-25,0
2010-12-26,0
2010-12-27,0
2010-12-28,0
2010-12-29,0
2010-12-30,0
2010-12-31,0
2011-01-01,0
2011-01-02,0
2011-01-03,0
2011-01-04,0
2011-01-05,0
2011-01-06,0
2011-01-07,0
2011-01-08,0
2011-01-09,0
2011-01-10,0
2011-01-11,0
2011-01-12,0
2011-01-13,0
2011-01-14,0
2011-01-15,0
2011-01-16,0
2011-01-17,0
2011-01-18,0
2011-01-19,0
2011-01-20,0
2011-01-21,0
2011-01-22,0
2011-01-23,0
2011-01-24,0
2011-01-25,0
2011-01-26,0
2011-01-27,0
2011-01-28,0
2011-01-29,0
2011-01-30,0
2011-01-31,0
2011-02-01,0
2011-02-02,0
2011-02-03,0
2011-02-04,0
2011-02-05,0
2011-02-06,0
2011-02-07,0
2011-02-08,0
2011-02-09,0
2011-02-10,0
2011-02-11,0
2011-02-12,0
2011-02-13,0
2011-02-14,0
2011-02-15,0
2011-02-16,0
2011-02-17,0
2011-02-18,0
2011-02-19,0
2011-02-20,0
2011-02-21,0
2011-02-22,0
2011-02-23,0
2011-02-24,0
2011-02-25,0
2011-02-26,0
2011-02-27,0
2011-02-28,0
2011-03-01,0
2011-03-02,2
2011-03-03,4
2011-03-04,6
2011-03-05,8
2011-03-06,10
2011-03-07,12
2011-03-08,14
2011-03-09,17
2011-03-10,19
2011-03-11,21
2011-03-12,23
2011-03-13,25
2011-03-14,27
2011-03-15,29
2011-03-16,31
2011-03-17,34
2011-03-18,36
2011-03-19,38
2011-03-20,40
2011-03-21,42
2011-03-22,44
2011-03-23,46
2011-03-24,48
2011-03-25,51
2011-03-26,53
2011-03-27,55
2011-03-28,57
2011-03-29,59
2011-03-30,61
2011-03-31,63
2011-04-01,66
2011-04-02,65
2011-04-03,65
2011-04-04,64
2011-04-05,64
2011-04-06,63
2011-04-07,63
2011-04-08,62
2011-04-09,62
2011-04-10,61
2011-04-11,61
2011-04-12,60
2011-04-13,60
2011-04-14,59
2011-04-15,59
2011-04-16,58
2011-04-17,58
2011-04-18,57
2011-04-19,57
2011-04-20,56
2011-04-21,56
2011-04-22,55
2011-04-23,55
2011-04-24,54
2011-04-25,54
2011-04-26,53
2011-04-27,53
2011-04-28,52
2011-04-29,52
2011-04-30,51
2011-05-01,51
2011-05-02,51
2011-05-03,51
2011-05-04,51
2011-05-05,51
2011-05-06,51
2011-05-07,51
2011-05-08,51
2011-05-09,51
2011-05-10,51
2011-05-11,51
2011-05-12,52
2011-05-13,52
2011-05-14,52
2011-05-15,52
2011-05-16,52
2011-05-17,52
2011-05-18,52
2011-05-19,52
2011-05-20,52
2011-05-21,52
2011-05-22,53
2011-05-23,53
2011-05-24,53
2011-05-25,53
2011-05-26,53
2011-05-27,53
2011-05-28,53
2011-05-29,53
2011-05-30,53
2011-05-31,53
2011-06-01,54
2011-06-02,54
2011-06-03,54
2011-06-04,54
2011-06-05,54
2011-06-06,54
2011-06-07,54
2011-06-08,54
2011-06-09,54
2011-06-10,54
2011-06-11,54
2011-06-12,54
2011-06-13,54
2011-06-14,54
2011-06-15,54
2011-06-16,55
2011-06-17,55
2011-06-18,55
2011-06-19,55
2011-06-20,55
2011-06-21,55
2011-06-22,55
2011-06-23,55
2011-06-24,55
2011-06-25,55
2011-06-26,55
2011-06-27,55
2011-06-28,55
2011-06-29,55
2011-06-30,55
2011-07-01,56
2011-07-02,56
2011-07-03,56
2011-07-04,56
2011-07-05,56
2011-07-06,56
2011-07-07,56
2011-07-08,56
2011-07-09,56
2011-07-10,56
2011-07-11,56
2011-07-12,57
2011-07-13,57
2011-07-14,57
2011-07-15,57
2011-07-16,57
2011-07-17,57
2011-07-18,57
2011-07-19,57
2011-07-20,57
2011-07-21,57
2011-07-22,58
2011-07-23,58
2011-07-24,58
2011-07-25,58
2011-07-26,58
2011-07-27,58
2011-07-28,58
2011-07-29,58
2011-07-30,58
2011-07-31,58
2011-08-01,59
2011-08-02,58
2011-08-03,58
2011-08-04,57
2011-08-05,57
2011-08-06,57
2011-08-07,56
2011-08-08,56
2011-08-09,56
2011-08-10,55
2011-08-11,55
2011-08-12,55
2011-08-13,54
2011-08-14,54
2011-08-15,54
2011-08-16,53
2011-08-17,53
2011-08-18,52
2011-08-19,52
2011-08-20,52
2011-08-21,51
2011-08-22,51
2011-08-23,51
2011-08-24,50
2011-08-25,50
2011-08-26,50
2011-08-27,49
2011-08-28,49
2011-08-29,49
2011-08-30,48
2011-08-31,48
2011-09-01,48
