Date,Acme Packet
2006-09-10,30
2006-09-11,33
2006-09-12,36
2006-09-13,40
2006-09-14,43
2006-09-15,46
2006-09-16,50
2006-09-17,53
2006-09-18,56
2006-09-19,60
2006-09-20,63
2006-09-21,66
2006-09-22,70
2006-09-23,73
2006-09-24,76
2006-09-25,80
2006-09-26,83
2006-09-27,86
2006-09-28,90
2006-09-29,93
2006-09-30,96
2006-10-01,100
2006-10-02,98
2006-10-03,97
2006-10-04,96
2006-10-05,95
2006-10-06,94
2006-10-07,93
2006-10-08,92
2006-10-09,91
2006-10-10,90
2006-10-11,89
2006-10-12,88
2006-10-13,87
2006-10-14,86
2006-10-15,85
2006-10-16,84
2006-10-17,82
2006-10-18,81
2006-10-19,80
2006-10-20,79
2006-10-21,78
2006-10-22,77
2006-10-23,76
2006-10-24,75
2006-10-25,74
2006-10-26,73
2006-10-27,72
2006-10-28,71
2006-10-29,70
2006-10-30,69
2006-10-31,68
2006-11-01,67
2006-11-02,67
2006-11-03,67
2006-11-04,67
2006-11-05,67
2006-11-06,67
2006-11-07,67
2006-11-08,67
2006-11-09,67
2006-11-10,67
2006-11-11,67
2006-11-12,67
2006-11-13,67
2006-11-14,67
2006-11-15,67
2006-11-16,67
2006-11-17,67
2006-11-18,67
2006-11-19,67
2006-11-20,67
2006-11-21,67
2006-11-22,67
2006-11-23,67
2006-11-24,67
2006-11-25,67
2006-11-26,67
2006-11-27,67
2006-11-28,67
2006-11-29,67
2006-11-30,67
2006-12-01,67
2006-12-02,67
2006-12-03,67
2006-12-04,67
2006-12-05,67
2006-12-06,67
2006-12-07,67
2006-12-08,67
2006-12-09,67
2006-12-10,67
2006-12-11,67
2006-12-12,68
2006-12-13,68
2006-12-14,68
2006-12-15,68
2006-12-16,68
2006-12-17,68
2006-12-18,68
2006-12-19,68
2006-12-20,68
2006-12-21,68
2006-12-22,69
2006-12-23,69
2006-12-24,69
2006-12-25,69
2006-12-26,69
2006-12-27,69
2006-12-28,69
2006-12-29,69
2006-12-30,69
2006-12-31,69
2007-01-01,70
2007-01-02,69
2007-01-03,69
2007-01-04,68
2007-01-05,68
2007-01-06,67
2007-01-07,67
2007-01-08,66
2007-01-09,66
2007-01-10,65
2007-01-11,65
2007-01-12,65
2007-01-13,64
2007-01-14,64
2007-01-15,63
2007-01-16,63
2007-01-17,62
2007-01-18,62
2007-01-19,61
2007-01-20,61
2007-01-21,60
2007-01-22,60
2007-01-23,60
2007-01-24,59
2007-01-25,59
2007-01-26,58
2007-01-27,58
2007-01-28,57
2007-01-29,57
2007-01-30,56
2007-01-31,56
2007-02-01,56
2007-02-02,56
2007-02-03,56
2007-02-04,56
2007-02-05,56
2007-02-06,56
2007-02-07,56
2007-02-08,56
2007-02-09,56
2007-02-10,56
2007-02-11,56
2007-02-12,56
2007-02-13,56
2007-02-14,56
2007-02-15,57
2007-02-16,57
2007-02-17,57
2007-02-18,57
2007-02-19,57
2007-02-20,57
2007-02-21,57
2007-02-22,57
2007-02-23,57
2007-02-24,57
2007-02-25,57
2007-02-26,57
2007-02-27,57
2007-02-28,57
2007-03-01,58
2007-03-02,58
2007-03-03,58
2007-03-04,59
2007-03-05,59
2007-03-06,60
2007-03-07,60
2007-03-08,61
2007-03-09,61
2007-03-10,62
2007-03-11,62
2007-03-12,62
2007-03-13,63
2007-03-14,63
2007-03-15,64
2007-03-16,64
2007-03-17,65
2007-03-18,65
2007-03-19,66
2007-03-20,66
2007-03-21,67
2007-03-22,67
2007-03-23,67
2007-03-24,68
2007-03-25,68
2007-03-26,69
2007-03-27,69
2007-03-28,70
2007-03-29,70
2007-03-30,71
2007-03-31,71
2007-04-01,72
2007-04-02,71
2007-04-03,71
2007-04-04,71
2007-04-05,71
2007-04-06,71
2007-04-07,71
2007-04-08,71
2007-04-09,70
2007-04-10,70
2007-04-11,70
2007-04-12,70
2007-04-13,70
2007-04-14,70
2007-04-15,70
2007-04-16,70
2007-04-17,69
2007-04-18,69
2007-04-19,69
2007-04-20,69
2007-04-21,69
2007-04-22,69
2007-04-23,69
2007-04-24,68
2007-04-25,68
2007-04-26,68
2007-04-27,68
2007-04-28,68
2007-04-29,68
2007-04-30,68
2007-05-01,68
2007-05-02,67
2007-05-03,67
2007-05-04,66
2007-05-05,66
2007-05-06,66
2007-05-07,65
2007-05-08,65
2007-05-09,65
2007-05-10,64
2007-05-11,64
2007-05-12,64
2007-05-13,63
2007-05-14,63
2007-05-15,63
2007-05-16,62
2007-05-17,62
2007-05-18,61
2007-05-19,61
2007-05-20,61
2007-05-21,60
2007-05-22,60
2007-05-23,60
2007-05-24,59
2007-05-25,59
2007-05-26,59
2007-05-27,58
2007-05-28,58
2007-05-29,58
2007-05-30,57
2007-05-31,57
2007-06-01,57
2007-06-02,56
2007-06-03,56
2007-06-04,55
2007-06-05,55
2007-06-06,54
2007-06-07,54
2007-06-08,53
2007-06-09,53
2007-06-10,52
2007-06-11,52
2007-06-12,51
2007-06-13,51
2007-06-14,50
2007-06-15,50
2007-06-16,49
2007-06-17,49
2007-06-18,48
2007-06-19,48
2007-06-20,47
2007-06-21,47
2007-06-22,46
2007-06-23,46
2007-06-24,45
2007-06-25,45
2007-06-26,44
2007-06-27,44
2007-06-28,43
2007-06-29,43
2007-06-30,42
2007-07-01,42
2007-07-02,42
2007-07-03,42
2007-07-04,43
2007-07-05,43
2007-07-06,43
2007-07-07,44
2007-07-08,44
2007-07-09,44
2007-07-10,45
2007-07-11,45
2007-07-12,45
2007-07-13,46
2007-07-14,46
2007-07-15,46
2007-07-16,47
2007-07-17,47
2007-07-18,48
2007-07-19,48
2007-07-20,48
2007-07-21,49
2007-07-22,49
2007-07-23,49
2007-07-24,50
2007-07-25,50
2007-07-26,50
2007-07-27,51
2007-07-28,51
2007-07-29,51
2007-07-30,52
2007-07-31,52
2007-08-01,53
2007-08-02,52
2007-08-03,51
2007-08-04,50
2007-08-05,49
2007-08-06,48
2007-08-07,47
2007-08-08,46
2007-08-09,46
2007-08-10,45
2007-08-11,44
2007-08-12,43
2007-08-13,42
2007-08-14,41
2007-08-15,40
2007-08-16,39
2007-08-17,39
2007-08-18,38
2007-08-19,37
2007-08-20,36
2007-08-21,35
2007-08-22,34
2007-08-23,33
2007-08-24,32
2007-08-25,32
2007-08-26,31
2007-08-27,30
2007-08-28,29
2007-08-29,28
2007-08-30,27
2007-08-31,26
2007-09-01,26
2007-09-02,26
2007-09-03,26
2007-09-04,26
2007-09-05,26
2007-09-06,26
2007-09-07,26
2007-09-08,26
2007-09-09,26
2007-09-10,26
2007-09-11,27
2007-09-12,27
2007-09-13,27
2007-09-14,27
2007-09-15,27
2007-09-16,27
2007-09-17,27
2007-09-18,27
2007-09-19,27
2007-09-20,27
2007-09-21,28
2007-09-22,28
2007-09-23,28
2007-09-24,28
2007-09-25,28
2007-09-26,28
2007-09-27,28
2007-09-28,28
2007-09-29,28
2007-09-30,28
2007-10-01,29
2007-10-02,29
2007-10-03,29
2007-10-04,29
2007-10-05,30
2007-10-06,30
2007-10-07,30
2007-10-08,31
2007-10-09,31
2007-10-10,31
2007-10-11,31
2007-10-12,32
2007-10-13,32
2007-10-14,32
2007-10-15,33
2007-10-16,33
2007-10-17,33
2007-10-18,33
2007-10-19,34
2007-10-20,34
2007-10-21,34
2007-10-22,35
2007-10-23,35
2007-10-24,35
2007-10-25,35
2007-10-26,36
2007-10-27,36
2007-10-28,36
2007-10-29,37
2007-10-30,37
2007-10-31,37
2007-11-01,38
