Date,Digital Domain Media
2012-01-05,0
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,0
2012-01-11,0
2012-01-12,0
2012-01-13,0
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,0
2012-01-18,0
2012-01-19,0
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,0
2012-01-24,0
2012-01-25,0
2012-01-26,0
2012-01-27,0
2012-01-28,0
2012-01-29,0
2012-01-30,0
2012-01-31,0
2012-02-01,0
2012-02-02,0
2012-02-03,0
2012-02-04,0
2012-02-05,0
2012-02-06,0
2012-02-07,0
2012-02-08,0
2012-02-09,0
2012-02-10,0
2012-02-11,0
2012-02-12,0
2012-02-13,0
2012-02-14,0
2012-02-15,0
2012-02-16,0
2012-02-17,0
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,0
2012-02-22,0
2012-02-23,0
2012-02-24,0
2012-02-25,0
2012-02-26,0
2012-02-27,0
2012-02-28,0
2012-02-29,0
2012-03-01,0
2012-03-02,2
2012-03-03,4
2012-03-04,6
2012-03-05,9
2012-03-06,11
2012-03-07,13
2012-03-08,16
2012-03-09,18
2012-03-10,20
2012-03-11,22
2012-03-12,25
2012-03-13,27
2012-03-14,29
2012-03-15,32
2012-03-16,34
2012-03-17,36
2012-03-18,38
2012-03-19,41
2012-03-20,43
2012-03-21,45
2012-03-22,48
2012-03-23,50
2012-03-24,52
2012-03-25,54
2012-03-26,57
2012-03-27,59
2012-03-28,61
2012-03-29,64
2012-03-30,66
2012-03-31,68
2012-04-01,71
2012-04-02,69
2012-04-03,68
2012-04-04,67
2012-04-05,66
2012-04-06,64
2012-04-07,63
2012-04-08,62
2012-04-09,61
2012-04-10,59
2012-04-11,58
2012-04-12,57
2012-04-13,56
2012-04-14,54
2012-04-15,53
2012-04-16,52
2012-04-17,51
2012-04-18,50
2012-04-19,48
2012-04-20,47
2012-04-21,46
2012-04-22,45
2012-04-23,43
2012-04-24,42
2012-04-25,41
2012-04-26,40
2012-04-27,38
2012-04-28,37
2012-04-29,36
2012-04-30,35
2012-05-01,34
2012-05-02,34
2012-05-03,34
2012-05-04,34
2012-05-05,34
2012-05-06,34
2012-05-07,34
2012-05-08,34
2012-05-09,34
2012-05-10,34
2012-05-11,34
2012-05-12,34
2012-05-13,34
2012-05-14,34
2012-05-15,34
2012-05-16,34
2012-05-17,34
2012-05-18,34
2012-05-19,34
2012-05-20,34
2012-05-21,34
2012-05-22,34
2012-05-23,34
2012-05-24,34
2012-05-25,34
2012-05-26,34
2012-05-27,34
2012-05-28,34
2012-05-29,34
2012-05-30,34
2012-05-31,34
2012-06-01,34
2012-06-02,34
2012-06-03,35
2012-06-04,36
2012-06-05,36
2012-06-06,37
2012-06-07,38
2012-06-08,39
2012-06-09,39
2012-06-10,40
2012-06-11,41
2012-06-12,42
2012-06-13,42
2012-06-14,43
2012-06-15,44
2012-06-16,45
2012-06-17,45
2012-06-18,46
2012-06-19,47
2012-06-20,47
2012-06-21,48
2012-06-22,49
2012-06-23,50
2012-06-24,50
2012-06-25,51
2012-06-26,52
2012-06-27,53
2012-06-28,53
2012-06-29,54
2012-06-30,55
2012-07-01,56
2012-07-02,56
2012-07-03,57
2012-07-04,58
2012-07-05,58
2012-07-06,59
2012-07-07,60
2012-07-08,60
2012-07-09,61
2012-07-10,62
2012-07-11,63
2012-07-12,63
2012-07-13,64
2012-07-14,65
2012-07-15,65
2012-07-16,66
2012-07-17,67
2012-07-18,68
2012-07-19,68
2012-07-20,69
2012-07-21,70
2012-07-22,70
2012-07-23,71
2012-07-24,72
2012-07-25,73
2012-07-26,73
2012-07-27,74
2012-07-28,75
2012-07-29,75
2012-07-30,76
2012-07-31,77
2012-08-01,78
2012-08-02,78
2012-08-03,79
2012-08-04,80
2012-08-05,80
2012-08-06,81
2012-08-07,82
2012-08-08,82
2012-08-09,83
2012-08-10,84
2012-08-11,85
2012-08-12,85
2012-08-13,86
2012-08-14,87
2012-08-15,87
2012-08-16,88
2012-08-17,89
2012-08-18,90
2012-08-19,90
2012-08-20,91
2012-08-21,92
2012-08-22,92
2012-08-23,93
2012-08-24,94
2012-08-25,95
2012-08-26,95
2012-08-27,96
2012-08-28,97
2012-08-29,97
2012-08-30,98
2012-08-31,99
2012-09-01,100
2012-09-02,96
2012-09-03,93
2012-09-04,90
2012-09-05,86
2012-09-06,83
2012-09-07,80
2012-09-08,76
2012-09-09,73
2012-09-10,70
2012-09-11,66
2012-09-12,63
2012-09-13,60
2012-09-14,56
2012-09-15,53
2012-09-16,50
2012-09-17,46
2012-09-18,43
2012-09-19,40
2012-09-20,36
2012-09-21,33
2012-09-22,30
2012-09-23,26
2012-09-24,23
2012-09-25,20
2012-09-26,16
2012-09-27,13
2012-09-28,10
2012-09-29,6
2012-09-30,3
2012-10-01,0
2012-10-02,0
2012-10-03,0
2012-10-04,0
2012-10-05,0
2012-10-06,0
2012-10-07,0
2012-10-08,0
2012-10-09,0
2012-10-10,0
2012-10-11,0
2012-10-12,0
2012-10-13,0
2012-10-14,0
2012-10-15,0
2012-10-16,0
2012-10-17,0
2012-10-18,0
2012-10-19,0
2012-10-20,0
2012-10-21,0
2012-10-22,0
2012-10-23,0
2012-10-24,0
2012-10-25,0
2012-10-26,0
2012-10-27,0
2012-10-28,0
2012-10-29,0
2012-10-30,0
2012-10-31,0
