Date,Rex Energy
2007-10-02,0
2007-10-03,0
2007-10-04,0
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,0
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,0
2007-10-14,0
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,0
2007-10-19,0
2007-10-20,0
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,0
2007-10-25,0
2007-10-26,0
2007-10-27,0
2007-10-28,0
2007-10-29,0
2007-10-30,0
2007-10-31,0
2007-11-01,0
2007-11-02,0
2007-11-03,0
2007-11-04,0
2007-11-05,0
2007-11-06,0
2007-11-07,0
2007-11-08,0
2007-11-09,0
2007-11-10,0
2007-11-11,0
2007-11-12,0
2007-11-13,0
2007-11-14,0
2007-11-15,0
2007-11-16,0
2007-11-17,0
2007-11-18,0
2007-11-19,0
2007-11-20,0
2007-11-21,0
2007-11-22,0
2007-11-23,0
2007-11-24,0
2007-11-25,0
2007-11-26,0
2007-11-27,0
2007-11-28,0
2007-11-29,0
2007-11-30,0
2007-12-01,0
2007-12-02,1
2007-12-03,2
2007-12-04,3
2007-12-05,4
2007-12-06,5
2007-12-07,6
2007-12-08,7
2007-12-09,9
2007-12-10,10
2007-12-11,11
2007-12-12,12
2007-12-13,13
2007-12-14,14
2007-12-15,15
2007-12-16,16
2007-12-17,18
2007-12-18,19
2007-12-19,20
2007-12-20,21
2007-12-21,22
2007-12-22,23
2007-12-23,24
2007-12-24,25
2007-12-25,27
2007-12-26,28
2007-12-27,29
2007-12-28,30
2007-12-29,31
2007-12-30,32
2007-12-31,33
2008-01-01,35
2008-01-02,34
2008-01-03,34
2008-01-04,34
2008-01-05,34
2008-01-06,34
2008-01-07,34
2008-01-08,34
2008-01-09,34
2008-01-10,34
2008-01-11,34
2008-01-12,34
2008-01-13,34
2008-01-14,34
2008-01-15,34
2008-01-16,34
2008-01-17,34
2008-01-18,34
2008-01-19,34
2008-01-20,34
2008-01-21,34
2008-01-22,34
2008-01-23,34
2008-01-24,34
2008-01-25,34
2008-01-26,34
2008-01-27,34
2008-01-28,34
2008-01-29,34
2008-01-30,34
2008-01-31,34
2008-02-01,34
2008-02-02,34
2008-02-03,34
2008-02-04,34
2008-02-05,34
2008-02-06,34
2008-02-07,34
2008-02-08,34
2008-02-09,35
2008-02-10,35
2008-02-11,35
2008-02-12,35
2008-02-13,35
2008-02-14,35
2008-02-15,35
2008-02-16,36
2008-02-17,36
2008-02-18,36
2008-02-19,36
2008-02-20,36
2008-02-21,36
2008-02-22,36
2008-02-23,37
2008-02-24,37
2008-02-25,37
2008-02-26,37
2008-02-27,37
2008-02-28,37
2008-02-29,37
2008-03-01,38
2008-03-02,38
2008-03-03,38
2008-03-04,38
2008-03-05,38
2008-03-06,38
2008-03-07,38
2008-03-08,39
2008-03-09,39
2008-03-10,39
2008-03-11,39
2008-03-12,39
2008-03-13,39
2008-03-14,40
2008-03-15,40
2008-03-16,40
2008-03-17,40
2008-03-18,40
2008-03-19,40
2008-03-20,41
2008-03-21,41
2008-03-22,41
2008-03-23,41
2008-03-24,41
2008-03-25,41
2008-03-26,42
2008-03-27,42
2008-03-28,42
2008-03-29,42
2008-03-30,42
2008-03-31,42
2008-04-01,43
2008-04-02,42
2008-04-03,42
2008-04-04,42
2008-04-05,42
2008-04-06,42
2008-04-07,42
2008-04-08,42
2008-04-09,41
2008-04-10,41
2008-04-11,41
2008-04-12,41
2008-04-13,41
2008-04-14,41
2008-04-15,41
2008-04-16,41
2008-04-17,40
2008-04-18,40
2008-04-19,40
2008-04-20,40
2008-04-21,40
2008-04-22,40
2008-04-23,40
2008-04-24,39
2008-04-25,39
2008-04-26,39
2008-04-27,39
2008-04-28,39
2008-04-29,39
2008-04-30,39
2008-05-01,39
2008-05-02,40
2008-05-03,42
2008-05-04,44
2008-05-05,46
2008-05-06,48
2008-05-07,50
2008-05-08,52
2008-05-09,54
2008-05-10,56
2008-05-11,58
2008-05-12,60
2008-05-13,62
2008-05-14,64
2008-05-15,66
2008-05-16,68
2008-05-17,70
2008-05-18,72
2008-05-19,74
2008-05-20,76
2008-05-21,78
2008-05-22,80
2008-05-23,82
2008-05-24,84
2008-05-25,86
2008-05-26,88
2008-05-27,90
2008-05-28,92
2008-05-29,94
2008-05-30,96
2008-05-31,98
2008-06-01,100
2008-06-02,98
2008-06-03,96
2008-06-04,95
2008-06-05,93
2008-06-06,91
2008-06-07,90
2008-06-08,88
2008-06-09,86
2008-06-10,85
2008-06-11,83
2008-06-12,81
2008-06-13,80
2008-06-14,78
2008-06-15,76
2008-06-16,75
2008-06-17,73
2008-06-18,71
2008-06-19,70
2008-06-20,68
2008-06-21,66
2008-06-22,65
2008-06-23,63
2008-06-24,61
2008-06-25,60
2008-06-26,58
2008-06-27,56
2008-06-28,55
2008-06-29,53
2008-06-30,51
2008-07-01,50
2008-07-02,49
2008-07-03,49
2008-07-04,49
2008-07-05,48
2008-07-06,48
2008-07-07,48
2008-07-08,48
2008-07-09,47
2008-07-10,47
2008-07-11,47
2008-07-12,47
2008-07-13,46
2008-07-14,46
2008-07-15,46
2008-07-16,46
2008-07-17,45
2008-07-18,45
2008-07-19,45
2008-07-20,45
2008-07-21,44
2008-07-22,44
2008-07-23,44
2008-07-24,44
2008-07-25,43
2008-07-26,43
2008-07-27,43
2008-07-28,43
2008-07-29,42
2008-07-30,42
2008-07-31,42
2008-08-01,42
2008-08-02,41
2008-08-03,41
2008-08-04,41
2008-08-05,40
2008-08-06,40
2008-08-07,40
2008-08-08,39
2008-08-09,39
2008-08-10,39
2008-08-11,39
2008-08-12,38
2008-08-13,38
2008-08-14,38
2008-08-15,37
2008-08-16,37
2008-08-17,37
2008-08-18,37
2008-08-19,36
2008-08-20,36
2008-08-21,36
2008-08-22,35
2008-08-23,35
2008-08-24,35
2008-08-25,35
2008-08-26,34
2008-08-27,34
2008-08-28,34
2008-08-29,33
2008-08-30,33
2008-08-31,33
2008-09-01,33
2008-09-02,33
2008-09-03,33
2008-09-04,33
2008-09-05,34
2008-09-06,34
2008-09-07,34
2008-09-08,35
2008-09-09,35
2008-09-10,35
2008-09-11,36
2008-09-12,36
2008-09-13,36
2008-09-14,36
2008-09-15,37
2008-09-16,37
2008-09-17,37
2008-09-18,38
2008-09-19,38
2008-09-20,38
2008-09-21,39
2008-09-22,39
2008-09-23,39
2008-09-24,39
2008-09-25,40
2008-09-26,40
2008-09-27,40
2008-09-28,41
2008-09-29,41
2008-09-30,41
