Date,Freedom Group Inc
2009-08-23,0
2009-08-24,0
2009-08-25,0
2009-08-26,0
2009-08-27,0
2009-08-28,0
2009-08-29,0
2009-08-30,0
2009-08-31,0
2009-09-01,0
2009-09-02,3
2009-09-03,6
2009-09-04,10
2009-09-05,13
2009-09-06,16
2009-09-07,20
2009-09-08,23
2009-09-09,26
2009-09-10,30
2009-09-11,33
2009-09-12,36
2009-09-13,40
2009-09-14,43
2009-09-15,46
2009-09-16,50
2009-09-17,53
2009-09-18,56
2009-09-19,60
2009-09-20,63
2009-09-21,66
2009-09-22,70
2009-09-23,73
2009-09-24,76
2009-09-25,80
2009-09-26,83
2009-09-27,86
2009-09-28,90
2009-09-29,93
2009-09-30,96
2009-10-01,100
2009-10-02,98
2009-10-03,96
2009-10-04,94
2009-10-05,92
2009-10-06,91
2009-10-07,89
2009-10-08,87
2009-10-09,85
2009-10-10,84
2009-10-11,82
2009-10-12,80
2009-10-13,78
2009-10-14,76
2009-10-15,75
2009-10-16,73
2009-10-17,71
2009-10-18,69
2009-10-19,68
2009-10-20,66
2009-10-21,64
2009-10-22,62
2009-10-23,60
2009-10-24,59
2009-10-25,57
2009-10-26,55
2009-10-27,53
2009-10-28,52
2009-10-29,50
2009-10-30,48
2009-10-31,46
2009-11-01,45
2009-11-02,45
2009-11-03,45
2009-11-04,45
2009-11-05,45
2009-11-06,45
2009-11-07,45
2009-11-08,45
2009-11-09,45
2009-11-10,45
2009-11-11,45
2009-11-12,45
2009-11-13,45
2009-11-14,45
2009-11-15,45
2009-11-16,45
2009-11-17,45
2009-11-18,45
2009-11-19,45
2009-11-20,45
2009-11-21,45
2009-11-22,45
2009-11-23,45
2009-11-24,45
2009-11-25,45
2009-11-26,45
2009-11-27,45
2009-11-28,45
2009-11-29,45
2009-11-30,45
2009-12-01,45
2009-12-02,44
2009-12-03,44
2009-12-04,44
2009-12-05,44
2009-12-06,44
2009-12-07,44
2009-12-08,44
2009-12-09,44
2009-12-10,44
2009-12-11,44
2009-12-12,44
2009-12-13,44
2009-12-14,44
2009-12-15,44
2009-12-16,44
2009-12-17,44
2009-12-18,44
2009-12-19,44
2009-12-20,44
2009-12-21,44
2009-12-22,44
2009-12-23,44
2009-12-24,44
2009-12-25,44
2009-12-26,44
2009-12-27,44
2009-12-28,44
2009-12-29,44
2009-12-30,44
2009-12-31,44
2010-01-01,44
2010-01-02,44
2010-01-03,44
2010-01-04,44
2010-01-05,44
2010-01-06,44
2010-01-07,44
2010-01-08,44
2010-01-09,44
2010-01-10,44
2010-01-11,44
2010-01-12,44
2010-01-13,44
2010-01-14,44
2010-01-15,44
2010-01-16,44
2010-01-17,44
2010-01-18,44
2010-01-19,44
2010-01-20,44
2010-01-21,44
2010-01-22,44
2010-01-23,44
2010-01-24,44
2010-01-25,44
2010-01-26,44
2010-01-27,44
2010-01-28,44
2010-01-29,44
2010-01-30,44
2010-01-31,44
2010-02-01,44
2010-02-02,44
2010-02-03,44
2010-02-04,44
2010-02-05,44
2010-02-06,44
2010-02-07,44
2010-02-08,44
2010-02-09,44
2010-02-10,44
2010-02-11,44
2010-02-12,44
2010-02-13,44
2010-02-14,44
2010-02-15,44
2010-02-16,44
2010-02-17,44
2010-02-18,44
2010-02-19,44
2010-02-20,44
2010-02-21,44
2010-02-22,44
2010-02-23,44
2010-02-24,44
2010-02-25,44
2010-02-26,44
2010-02-27,44
2010-02-28,44
2010-03-01,44
2010-03-02,44
2010-03-03,44
2010-03-04,44
2010-03-05,44
2010-03-06,44
2010-03-07,44
2010-03-08,44
2010-03-09,44
2010-03-10,44
2010-03-11,44
2010-03-12,44
2010-03-13,44
2010-03-14,44
2010-03-15,44
2010-03-16,44
2010-03-17,44
2010-03-18,44
2010-03-19,44
2010-03-20,44
2010-03-21,44
2010-03-22,44
2010-03-23,44
2010-03-24,44
2010-03-25,44
2010-03-26,44
2010-03-27,44
2010-03-28,44
2010-03-29,44
2010-03-30,44
2010-03-31,44
2010-04-01,44
2010-04-02,43
2010-04-03,43
2010-04-04,42
2010-04-05,42
2010-04-06,41
2010-04-07,41
2010-04-08,40
2010-04-09,40
2010-04-10,39
2010-04-11,39
2010-04-12,38
2010-04-13,38
2010-04-14,37
2010-04-15,37
2010-04-16,37
2010-04-17,36
2010-04-18,36
2010-04-19,35
2010-04-20,35
2010-04-21,34
2010-04-22,34
2010-04-23,33
2010-04-24,33
2010-04-25,32
2010-04-26,32
2010-04-27,31
2010-04-28,31
2010-04-29,30
2010-04-30,30
2010-05-01,30
2010-05-02,30
2010-05-03,30
2010-05-04,30
2010-05-05,30
2010-05-06,30
2010-05-07,30
2010-05-08,30
2010-05-09,30
2010-05-10,30
2010-05-11,30
2010-05-12,30
2010-05-13,30
2010-05-14,30
2010-05-15,30
2010-05-16,30
2010-05-17,30
2010-05-18,30
2010-05-19,30
2010-05-20,30
2010-05-21,30
2010-05-22,30
2010-05-23,30
2010-05-24,30
2010-05-25,30
2010-05-26,30
2010-05-27,30
2010-05-28,30
2010-05-29,30
2010-05-30,30
2010-05-31,30
2010-06-01,30
2010-06-02,30
2010-06-03,30
2010-06-04,30
2010-06-05,30
2010-06-06,30
2010-06-07,30
2010-06-08,30
2010-06-09,30
2010-06-10,30
2010-06-11,30
2010-06-12,30
2010-06-13,30
2010-06-14,30
2010-06-15,30
2010-06-16,30
2010-06-17,30
2010-06-18,30
2010-06-19,30
2010-06-20,30
2010-06-21,30
2010-06-22,30
2010-06-23,30
2010-06-24,30
2010-06-25,30
2010-06-26,30
2010-06-27,30
2010-06-28,30
2010-06-29,30
2010-06-30,30
2010-07-01,30
2010-07-02,29
2010-07-03,29
2010-07-04,29
2010-07-05,29
2010-07-06,29
2010-07-07,29
2010-07-08,29
2010-07-09,29
2010-07-10,29
2010-07-11,29
2010-07-12,29
2010-07-13,29
2010-07-14,29
2010-07-15,29
2010-07-16,29
2010-07-17,28
2010-07-18,28
2010-07-19,28
2010-07-20,28
2010-07-21,28
2010-07-22,28
2010-07-23,28
2010-07-24,28
2010-07-25,28
2010-07-26,28
2010-07-27,28
2010-07-28,28
2010-07-29,28
2010-07-30,28
2010-07-31,28
2010-08-01,28
2010-08-02,28
2010-08-03,28
2010-08-04,28
2010-08-05,28
2010-08-06,28
2010-08-07,28
2010-08-08,28
2010-08-09,28
2010-08-10,28
2010-08-11,28
2010-08-12,28
2010-08-13,28
2010-08-14,28
2010-08-15,28
2010-08-16,28
2010-08-17,28
2010-08-18,28
2010-08-19,28
2010-08-20,28
2010-08-21,28
2010-08-22,28
2010-08-23,28
2010-08-24,28
2010-08-25,28
2010-08-26,28
2010-08-27,28
2010-08-28,28
2010-08-29,28
2010-08-30,28
2010-08-31,28
2010-09-01,28
2010-09-02,28
2010-09-03,28
2010-09-04,28
2010-09-05,28
2010-09-06,28
2010-09-07,28
2010-09-08,28
2010-09-09,28
2010-09-10,28
2010-09-11,29
2010-09-12,29
2010-09-13,29
2010-09-14,29
2010-09-15,29
2010-09-16,29
2010-09-17,29
2010-09-18,29
2010-09-19,29
2010-09-20,29
2010-09-21,30
2010-09-22,30
2010-09-23,30
2010-09-24,30
2010-09-25,30
2010-09-26,30
2010-09-27,30
2010-09-28,30
2010-09-29,30
2010-09-30,30
2010-10-01,31
2010-10-02,31
2010-10-03,31
2010-10-04,31
2010-10-05,31
2010-10-06,31
2010-10-07,31
2010-10-08,31
2010-10-09,31
2010-10-10,31
2010-10-11,31
2010-10-12,31
2010-10-13,31
2010-10-14,31
2010-10-15,31
2010-10-16,31
2010-10-17,32
2010-10-18,32
2010-10-19,32
2010-10-20,32
2010-10-21,32
2010-10-22,32
2010-10-23,32
2010-10-24,32
2010-10-25,32
2010-10-26,32
2010-10-27,32
2010-10-28,32
2010-10-29,32
2010-10-30,32
2010-10-31,32
2010-11-01,33
2010-11-02,32
2010-11-03,32
2010-11-04,32
2010-11-05,32
2010-11-06,32
2010-11-07,31
2010-11-08,31
2010-11-09,31
2010-11-10,31
2010-11-11,31
2010-11-12,30
2010-11-13,30
2010-11-14,30
2010-11-15,30
2010-11-16,30
2010-11-17,29
2010-11-18,29
2010-11-19,29
2010-11-20,29
2010-11-21,29
2010-11-22,28
2010-11-23,28
2010-11-24,28
2010-11-25,28
2010-11-26,28
2010-11-27,27
2010-11-28,27
2010-11-29,27
2010-11-30,27
2010-12-01,27
2010-12-02,27
2010-12-03,27
2010-12-04,27
2010-12-05,27
2010-12-06,27
2010-12-07,27
2010-12-08,27
2010-12-09,27
2010-12-10,27
2010-12-11,27
2010-12-12,27
2010-12-13,27
2010-12-14,27
2010-12-15,27
2010-12-16,27
2010-12-17,27
2010-12-18,27
2010-12-19,27
2010-12-20,27
2010-12-21,27
2010-12-22,27
2010-12-23,27
2010-12-24,27
2010-12-25,27
2010-12-26,27
2010-12-27,27
2010-12-28,27
2010-12-29,27
2010-12-30,27
2010-12-31,27
2011-01-01,27
2011-01-02,27
2011-01-03,27
2011-01-04,27
2011-01-05,27
2011-01-06,27
2011-01-07,27
2011-01-08,27
2011-01-09,27
2011-01-10,27
2011-01-11,27
2011-01-12,27
2011-01-13,27
2011-01-14,27
2011-01-15,27
2011-01-16,27
2011-01-17,27
2011-01-18,27
2011-01-19,27
2011-01-20,27
2011-01-21,27
2011-01-22,27
2011-01-23,27
2011-01-24,27
2011-01-25,27
2011-01-26,27
2011-01-27,27
2011-01-28,27
2011-01-29,27
2011-01-30,27
2011-01-31,27
2011-02-01,27
2011-02-02,27
2011-02-03,27
2011-02-04,27
2011-02-05,27
2011-02-06,27
2011-02-07,27
2011-02-08,27
2011-02-09,27
2011-02-10,27
2011-02-11,27
2011-02-12,27
2011-02-13,27
2011-02-14,27
2011-02-15,27
2011-02-16,27
2011-02-17,27
2011-02-18,27
2011-02-19,27
2011-02-20,27
2011-02-21,27
2011-02-22,27
2011-02-23,27
2011-02-24,27
2011-02-25,27
2011-02-26,27
2011-02-27,27
2011-02-28,27
2011-03-01,27
2011-03-02,27
2011-03-03,27
2011-03-04,27
2011-03-05,27
2011-03-06,27
2011-03-07,27
2011-03-08,28
2011-03-09,28
2011-03-10,28
2011-03-11,28
2011-03-12,28
2011-03-13,28
2011-03-14,29
2011-03-15,29
2011-03-16,29
2011-03-17,29
2011-03-18,29
2011-03-19,29
2011-03-20,30
2011-03-21,30
2011-03-22,30
2011-03-23,30
2011-03-24,30
2011-03-25,30
2011-03-26,31
2011-03-27,31
2011-03-28,31
2011-03-29,31
2011-03-30,31
2011-03-31,31
