Date,Salary.com
2006-08-23,0
2006-08-24,0
2006-08-25,0
2006-08-26,0
2006-08-27,0
2006-08-28,0
2006-08-29,0
2006-08-30,0
2006-08-31,0
2006-09-01,0
2006-09-02,0
2006-09-03,0
2006-09-04,0
2006-09-05,0
2006-09-06,0
2006-09-07,0
2006-09-08,0
2006-09-09,0
2006-09-10,9
2006-09-11,18
2006-09-12,27
2006-09-13,36
2006-09-14,45
2006-09-15,54
2006-09-16,63
2006-09-17,54
2006-09-18,45
2006-09-19,36
2006-09-20,27
2006-09-21,18
2006-09-22,9
2006-09-23,0
2006-09-24,0
2006-09-25,0
2006-09-26,0
2006-09-27,0
2006-09-28,0
2006-09-29,0
2006-09-30,0
2006-10-01,0
2006-10-02,0
2006-10-03,0
2006-10-04,0
2006-10-05,0
2006-10-06,0
2006-10-07,0
2006-10-08,0
2006-10-09,0
2006-10-10,0
2006-10-11,0
2006-10-12,0
2006-10-13,0
2006-10-14,0
2006-10-15,0
2006-10-16,0
2006-10-17,0
2006-10-18,0
2006-10-19,0
2006-10-20,0
2006-10-21,0
2006-10-22,0
2006-10-23,0
2006-10-24,0
2006-10-25,0
2006-10-26,0
2006-10-27,0
2006-10-28,0
2006-10-29,0
2006-10-30,0
2006-10-31,0
2006-11-01,0
2006-11-02,0
2006-11-03,0
2006-11-04,0
2006-11-05,0
2006-11-06,0
2006-11-07,0
2006-11-08,0
2006-11-09,0
2006-11-10,0
2006-11-11,0
2006-11-12,10
2006-11-13,20
2006-11-14,30
2006-11-15,41
2006-11-16,51
2006-11-17,61
2006-11-18,72
2006-11-19,61
2006-11-20,51
2006-11-21,41
2006-11-22,30
2006-11-23,20
2006-11-24,10
2006-11-25,0
2006-11-26,0
2006-11-27,0
2006-11-28,0
2006-11-29,0
2006-11-30,0
2006-12-01,0
2006-12-02,0
2006-12-03,0
2006-12-04,0
2006-12-05,0
2006-12-06,0
2006-12-07,0
2006-12-08,0
2006-12-09,0
2006-12-10,0
2006-12-11,0
2006-12-12,0
2006-12-13,0
2006-12-14,0
2006-12-15,0
2006-12-16,0
2006-12-17,0
2006-12-18,0
2006-12-19,0
2006-12-20,0
2006-12-21,0
2006-12-22,0
2006-12-23,0
2006-12-24,0
2006-12-25,0
2006-12-26,0
2006-12-27,0
2006-12-28,0
2006-12-29,0
2006-12-30,0
2006-12-31,0
2007-01-01,0
2007-01-02,0
2007-01-03,0
2007-01-04,0
2007-01-05,0
2007-01-06,0
2007-01-07,0
2007-01-08,0
2007-01-09,0
2007-01-10,0
2007-01-11,0
2007-01-12,0
2007-01-13,0
2007-01-14,0
2007-01-15,0
2007-01-16,0
2007-01-17,0
2007-01-18,0
2007-01-19,0
2007-01-20,0
2007-01-21,0
2007-01-22,0
2007-01-23,0
2007-01-24,0
2007-01-25,0
2007-01-26,0
2007-01-27,0
2007-01-28,0
2007-01-29,0
2007-01-30,0
2007-01-31,0
2007-02-01,0
2007-02-02,0
2007-02-03,0
2007-02-04,0
2007-02-05,0
2007-02-06,0
2007-02-07,0
2007-02-08,0
2007-02-09,0
2007-02-10,0
2007-02-11,14
2007-02-12,28
2007-02-13,42
2007-02-14,57
2007-02-15,71
2007-02-16,85
2007-02-17,100
2007-02-18,85
2007-02-19,71
2007-02-20,57
2007-02-21,42
2007-02-22,28
2007-02-23,14
2007-02-24,0
2007-02-25,0
2007-02-26,0
2007-02-27,0
2007-02-28,0
2007-03-01,0
2007-03-02,0
2007-03-03,0
2007-03-04,0
2007-03-05,0
2007-03-06,0
2007-03-07,0
2007-03-08,0
2007-03-09,0
2007-03-10,0
2007-03-11,0
2007-03-12,0
2007-03-13,0
2007-03-14,0
2007-03-15,0
2007-03-16,0
2007-03-17,0
2007-03-18,0
2007-03-19,0
2007-03-20,0
2007-03-21,0
2007-03-22,0
2007-03-23,0
2007-03-24,0
2007-03-25,0
2007-03-26,0
2007-03-27,0
2007-03-28,0
2007-03-29,0
2007-03-30,0
2007-03-31,0
2007-04-01,7
2007-04-02,14
2007-04-03,21
2007-04-04,29
2007-04-05,36
2007-04-06,43
2007-04-07,51
2007-04-08,51
2007-04-09,51
2007-04-10,52
2007-04-11,52
2007-04-12,53
2007-04-13,53
2007-04-14,54
2007-04-15,54
2007-04-16,54
2007-04-17,55
2007-04-18,55
2007-04-19,56
2007-04-20,56
2007-04-21,57
2007-04-22,57
2007-04-23,58
2007-04-24,58
2007-04-25,59
2007-04-26,59
2007-04-27,60
2007-04-28,61
2007-04-29,61
2007-04-30,61
2007-05-06,58
2007-05-07,55
2007-05-08,53
2007-05-09,50
2007-05-10,48
2007-05-11,45
2007-05-12,43
2007-05-13,43
2007-05-14,44
2007-05-15,45
2007-05-16,45
2007-05-17,46
2007-05-18,47
2007-05-19,48
2007-05-20,48
2007-05-21,48
2007-05-22,48
2007-05-23,48
2007-05-24,48
2007-05-25,48
2007-05-26,48
2007-05-27,48
2007-05-28,58
2007-05-29,48
2007-05-30,48
2007-05-31,48
2007-06-01,48
2007-06-02,48
2007-06-03,48
2007-06-04,48
2007-06-05,48
2007-06-06,48
2007-06-07,48
2007-06-08,48
2007-06-09,48
2007-06-10,49
2007-06-11,50
2007-06-12,51
2007-06-13,52
2007-06-14,53
2007-06-15,54
2007-06-16,56
2007-06-17,48
2007-06-18,40
2007-06-19,32
2007-06-20,24
2007-06-21,16
2007-06-22,8
2007-06-23,0
2007-06-24,0
2007-06-25,0
2007-06-26,0
2007-06-27,0
2007-06-28,0
2007-06-29,0
2007-06-30,0
2007-07-01,0
2007-07-02,0
2007-07-03,0
2007-07-04,0
2007-07-05,0
2007-07-06,0
2007-07-07,0
2007-07-08,0
2007-07-09,0
2007-07-10,0
2007-07-11,0
2007-07-12,0
2007-07-13,0
2007-07-14,0
2007-07-15,0
2007-07-16,0
2007-07-17,0
2007-07-18,0
2007-07-19,0
2007-07-20,0
2007-07-21,0
2007-07-22,0
2007-07-23,0
2007-07-24,0
2007-07-25,0
2007-07-26,0
2007-07-27,0
2007-07-28,0
2007-07-29,8
2007-08-05,55
2007-08-06,55
2007-08-07,54
2007-08-08,54
2007-08-09,53
2007-08-10,53
2007-08-11,53
2007-08-12,53
2007-08-13,65
2007-08-14,53
2007-08-15,53
2007-08-16,53
2007-08-17,53
2007-08-18,53
2007-08-19,53
2007-08-20,53
2007-08-21,53
2007-08-22,53
2007-08-23,53
2007-08-24,53
2007-08-25,53
2007-08-26,53
2007-08-27,53
2007-08-28,54
2007-08-29,54
2007-08-30,55
2007-08-31,55
2007-09-01,56
2007-09-02,56
2007-09-03,57
2007-09-04,57
2007-09-05,58
2007-09-06,58
2007-09-07,59
2007-09-08,60
2007-09-09,60
2007-09-10,60
2007-09-11,61
2007-09-12,61
2007-09-13,62
2007-09-14,62
2007-09-15,63
2007-09-16,63
2007-09-17,63
2007-09-18,64
2007-09-19,64
2007-09-20,65
2007-09-21,65
2007-09-22,66
2007-09-23,64
2007-09-24,62
2007-09-25,60
2007-09-26,59
2007-09-27,57
2007-09-28,55
2007-09-29,53
2007-09-30,51
2007-10-01,48
2007-10-02,46
2007-10-03,44
2007-10-04,42
2007-10-05,40
2007-10-06,38
2007-10-07,38
2007-10-08,38
2007-10-09,39
2007-10-10,39
2007-10-11,40
2007-10-12,40
2007-10-13,41
2007-10-14,41
2007-10-15,41
2007-10-16,42
2007-10-17,42
2007-10-18,43
2007-10-19,43
2007-10-20,44
2007-10-21,45
2007-10-22,47
2007-10-23,49
2007-10-24,51
2007-10-25,53
2007-10-26,55
2007-10-27,57
2007-10-28,59
2007-11-04,70
2007-11-05,67
2007-11-06,63
2007-11-07,60
2007-11-08,56
2007-11-09,53
2007-11-10,50
2007-11-11,51
2007-11-12,52
2007-11-13,53
2007-11-14,54
2007-11-15,55
2007-11-16,56
2007-11-17,58
2007-11-18,54
2007-11-19,51
2007-11-20,48
2007-11-21,45
2007-11-22,42
2007-11-23,39
2007-11-24,36
2007-11-25,38
2007-11-26,41
2007-11-27,44
2007-11-28,47
2007-11-29,50
2007-11-30,52
2007-12-01,55
2007-12-02,54
2007-12-03,52
2007-12-04,50
2007-12-05,49
2007-12-06,47
2007-12-07,46
2007-12-08,45
2007-12-09,45
2007-12-10,45
2007-12-11,45
2007-12-12,45
2007-12-13,45
2007-12-14,45
2007-12-15,45
2007-12-16,45
2007-12-17,46
2007-12-18,47
2007-12-19,48
2007-12-20,49
2007-12-21,50
2007-12-22,51
2007-12-23,49
2007-12-24,47
2007-12-25,45
2007-12-26,43
2007-12-27,41
2007-12-28,39
2007-12-29,37
2007-12-30,37
2007-12-31,37
2008-01-01,37
2008-01-02,37
2008-01-03,37
2008-01-04,37
2008-01-05,37
2008-01-06,37
2008-01-07,37
2008-01-08,37
2008-01-09,37
2008-01-10,37
2008-01-11,37
2008-01-12,37
2008-01-13,38
2008-01-14,40
2008-01-15,42
2008-01-16,43
2008-01-17,45
2008-01-18,47
2008-01-19,49
2008-01-20,47
2008-01-21,45
2008-01-22,43
2008-01-23,41
2008-01-24,39
2008-01-25,37
2008-01-26,36
2008-01-27,36
2008-02-03,41
2008-02-04,40
2008-02-05,39
2008-02-06,39
2008-02-07,38
2008-02-08,37
2008-02-09,37
2008-02-10,37
2008-02-11,48
2008-02-12,39
2008-02-13,40
2008-02-14,41
2008-02-15,42
2008-02-16,43
2008-02-17,43
2008-02-18,44
2008-02-19,45
2008-02-20,45
2008-02-21,46
2008-02-22,47
2008-02-23,48
2008-02-24,47
2008-02-25,46
2008-02-26,45
2008-02-27,44
2008-02-28,43
2008-02-29,42
2008-03-01,41
2008-03-02,45
2008-03-03,49
2008-03-04,53
2008-03-05,57
2008-03-06,61
2008-03-07,66
2008-03-08,70
2008-03-09,65
2008-03-10,58
2008-03-11,53
2008-03-12,48
2008-03-13,43
2008-03-14,38
2008-03-15,33
2008-03-16,33
2008-03-17,33
2008-03-18,33
2008-03-19,33
2008-03-20,33
2008-03-21,33
2008-03-22,33
2008-03-23,33
2008-03-24,34
2008-03-25,35
2008-03-26,35
2008-03-27,36
2008-03-28,37
2008-03-29,38
2008-03-30,40
2008-03-31,43
2008-04-01,46
2008-04-02,48
2008-04-03,51
2008-04-04,54
2008-04-05,56
2008-04-06,54
2008-04-07,52
2008-04-08,50
2008-04-09,48
2008-04-10,46
2008-04-11,44
2008-04-12,43
2008-04-13,41
2008-04-14,39
2008-04-15,37
2008-04-16,36
2008-04-17,34
2008-04-18,32
2008-04-19,31
2008-04-20,32
2008-04-21,33
2008-04-22,34
2008-04-23,36
2008-04-24,37
2008-04-25,38
2008-04-26,40
2008-04-27,41
